# noise_perc_th noise_perc SNR_dB NN_nosym_f1 NN_nosym_f2 NN_postSR_f1_nosym NN_postSR_f2_nosym NN_sym_f1 NN_sym_f2 NN_postSR_f1 NN_postSR_f2 Param_f1 Param_f2
3.9811e+00 3.9129e+00 2.8000e+01 1.5710e-02 1.6557e-02 3.5294e-03 6.8880e-03 5.5538e-03 5.1807e-03 3.8824e-03 3.2932e-03 4.9048e-03 1.3497e-03
3.9811e+00 3.9746e+00 2.8000e+01 2.1602e-02 1.4871e-02 1.5984e-02 1.2974e-02 7.2919e-03 4.7779e-03 2.8238e-03 3.5978e-03 1.8318e-03 1.5647e-03
3.9811e+00 3.7755e+00 2.8000e+01 1.8408e-02 1.2679e-02 3.0363e-03 6.6966e-03 4.3283e-03 5.2455e-03 1.9427e-03 4.4557e-03 1.3332e-03 4.2143e-04
3.9811e+00 4.0304e+00 2.8000e+01 1.4775e-02 1.2946e-02 5.0532e-03 7.3906e-03 9.4522e-03 5.7648e-03 6.9604e-03 3.2198e-03 2.8302e-03 6.9281e-04
3.9811e+00 4.0430e+00 2.8000e+01 1.9483e-02 1.6243e-02 1.3885e-02 1.2499e-02 6.9561e-03 3.7585e-03 5.0127e-03 2.4016e-03 2.4277e-03 1.4986e-03
3.9811e+00 4.2051e+00 2.8000e+01 2.6107e-02 1.8317e-02 1.7563e-02 1.4640e-02 5.9882e-03 3.6750e-03 2.8138e-03 2.6866e-03 1.2843e-03 6.0369e-04
4.4668e+00 4.3443e+00 2.7000e+01 1.6087e-02 1.3017e-02 1.2901e-03 1.6157e-03 6.4555e-03 6.2926e-03 3.4763e-03 4.7711e-03 1.2747e-03 2.3705e-04
4.4668e+00 4.4106e+00 2.7000e+01 2.1987e-02 1.8070e-02 2.3274e-03 1.4551e-02 6.2176e-03 7.4520e-03 8.9174e-04 5.5461e-03 1.5034e-03 1.8759e-04
4.4668e+00 4.4614e+00 2.7000e+01 2.0976e-02 2.0532e-02 1.7880e-03 1.4018e-02 1.0392e-02 6.4838e-03 2.3876e-03 3.2778e-03 8.4326e-04 8.0915e-04
4.4668e+00 4.4165e+00 2.7000e+01 2.5442e-02 1.9323e-02 1.5984e-02 1.7333e-02 9.4154e-03 5.5096e-03 1.6541e-03 4.5954e-03 2.4814e-03 1.5478e-03
4.4668e+00 4.2475e+00 2.7000e+01 1.9783e-02 2.0907e-02 1.0587e-02 1.8988e-02 8.7939e-03 5.1801e-03 1.4913e-03 2.8253e-03 3.0787e-03 1.0980e-03
4.4668e+00 4.3820e+00 2.7000e+01 2.7450e-02 2.6912e-02 2.2071e-02 2.3435e-02 5.4856e-03 6.5137e-03 3.5258e-03 4.9274e-03 2.0714e-03 1.0273e-04
4.4668e+00 4.3529e+00 2.7000e+01 2.6861e-02 1.8759e-02 2.2305e-02 1.6234e-02 7.0253e-03 5.9414e-03 6.6030e-03 3.1494e-03 2.8808e-03 4.7668e-04
4.4668e+00 4.4415e+00 2.7000e+01 1.4944e-02 1.8731e-02 4.3048e-03 2.3361e-03 5.8556e-03 8.2306e-03 3.3139e-03 5.8790e-03 1.9398e-03 2.4261e-03
4.4668e+00 4.4945e+00 2.7000e+01 1.6329e-02 1.4006e-02 4.8118e-03 9.4807e-03 6.4133e-03 5.1101e-03 5.1761e-03 4.5795e-03 4.1571e-03 6.7953e-04
4.4668e+00 4.4498e+00 2.7000e+01 1.7670e-02 1.3352e-02 6.2537e-03 9.2454e-03 6.8943e-03 6.2942e-03 3.9971e-03 5.9368e-03 5.1949e-03 4.1538e-03
5.0119e+00 4.9085e+00 2.6000e+01 3.3096e-02 2.8546e-02 2.6938e-02 2.4407e-02 5.8418e-03 6.5011e-03 2.6491e-03 3.6517e-03 1.8125e-03 1.4904e-03
5.0119e+00 4.9272e+00 2.6000e+01 1.5176e-02 1.3254e-02 5.0964e-03 7.3811e-03 6.6366e-03 5.5549e-03 3.4522e-03 1.7085e-03 2.4572e-03 3.0206e-03
5.0119e+00 5.2221e+00 2.6000e+01 1.6585e-02 1.9108e-02 2.6936e-03 1.1171e-02 4.7955e-03 7.9452e-03 2.9501e-03 7.3649e-03 1.6614e-03 4.0727e-04
5.0119e+00 5.2060e+00 2.6000e+01 4.2211e-02 3.2923e-02 3.5524e-02 2.9495e-02 6.7394e-03 6.0002e-03 4.3960e-03 2.8231e-03 1.2340e-03 1.2246e-03
5.0119e+00 4.8657e+00 2.6000e+01 2.3037e-02 2.2433e-02 1.7289e-02 1.7760e-02 7.0637e-03 6.1286e-03 4.2624e-03 5.6101e-03 2.0973e-03 1.5149e-03
5.0119e+00 5.0367e+00 2.6000e+01 2.5828e-02 2.1378e-02 1.7923e-02 1.0632e-02 6.1038e-03 6.7917e-03 1.8126e-03 5.2288e-03 3.3827e-03 1.2537e-03
5.0119e+00 4.9995e+00 2.6000e+01 1.9282e-02 1.4011e-02 1.1451e-03 8.6627e-03 8.8344e-03 8.3010e-03 9.7341e-04 6.9770e-03 1.1836e-03 6.9731e-04
5.0119e+00 5.0577e+00 2.6000e+01 4.3890e-02 3.8384e-02 4.0412e-02 3.3277e-02 1.0666e-02 1.0205e-02 4.1217e-03 1.0488e-02 1.6947e-03 1.3578e-03
5.0119e+00 5.1054e+00 2.6000e+01 2.5683e-02 2.0228e-02 1.7655e-02 1.5808e-02 1.1275e-02 7.4585e-03 8.8090e-03 6.2832e-03 2.5011e-03 3.3951e-04
5.0119e+00 5.0477e+00 2.6000e+01 1.8174e-02 1.5213e-02 1.0002e-03 9.0873e-03 5.8013e-03 6.7211e-03 1.6864e-03 3.7450e-04 2.1052e-03 3.4458e-03
5.6234e+00 5.6930e+00 2.5000e+01 4.9921e-02 4.3402e-02 4.6001e-02 3.7751e-02 7.2411e-03 6.0627e-03 8.0547e-04 1.9365e-03 1.9506e-03 6.0267e-04
5.6234e+00 5.3663e+00 2.5000e+01 4.7159e-02 3.7686e-02 4.2328e-02 3.6449e-02 4.8257e-03 3.2089e-03 3.9883e-03 8.6054e-04 9.4207e-04 9.3759e-04
5.6234e+00 5.7241e+00 2.5000e+01 3.7191e-02 3.0732e-02 3.2587e-02 2.5012e-02 6.4337e-03 8.0019e-03 9.0860e-04 7.0069e-04 9.3715e-04 3.0639e-04
5.6234e+00 5.5510e+00 2.5000e+01 2.2378e-02 1.9246e-02 5.2244e-03 1.7223e-03 8.6136e-03 4.5381e-03 4.4829e-03 1.5814e-03 6.3957e-03 5.0267e-04
5.6234e+00 5.4912e+00 2.5000e+01 4.0453e-02 4.4012e-02 3.6583e-02 3.9925e-02 9.1513e-03 1.0147e-02 6.3151e-03 9.5479e-03 5.1326e-03 1.9950e-04
5.6234e+00 5.6353e+00 2.5000e+01 2.0928e-02 2.0613e-02 5.1587e-03 8.2943e-03 1.0790e-02 5.1336e-03 5.2042e-03 9.8112e-04 3.7058e-03 1.1893e-03
5.6234e+00 5.7650e+00 2.5000e+01 3.5784e-02 2.8723e-02 3.3558e-02 2.2148e-02 1.1797e-02 1.1067e-02 1.0463e-02 9.1759e-03 6.2795e-03 3.7786e-04
5.6234e+00 5.7441e+00 2.5000e+01 2.3299e-02 2.1329e-02 8.0170e-03 1.9576e-02 7.9911e-03 8.5171e-03 6.6838e-03 7.6133e-03 6.0253e-03 5.8657e-03
5.6234e+00 5.6222e+00 2.5000e+01 2.0587e-02 1.8089e-02 6.9683e-03 1.6255e-03 1.1053e-02 4.9328e-03 8.9451e-03 3.6322e-03 2.6193e-03 4.5406e-04
5.6234e+00 5.5388e+00 2.5000e+01 2.9035e-02 1.9922e-02 1.9368e-02 1.3073e-02 1.4752e-02 6.4885e-03 1.2194e-02 3.8465e-04 5.3941e-03 1.0451e-03
6.3096e+00 6.2053e+00 2.4000e+01 2.6492e-02 2.9139e-02 1.9894e-02 2.3445e-02 6.5366e-03 9.9817e-03 2.9174e-03 5.2127e-03 8.4681e-04 2.3882e-03
6.3096e+00 6.1502e+00 2.4000e+01 3.4297e-02 2.8044e-02 1.9934e-02 2.2794e-02 1.0552e-02 1.4247e-02 1.0170e-03 1.1441e-02 3.5232e-03 9.7485e-04
6.3096e+00 6.5451e+00 2.4000e+01 2.3695e-02 1.9433e-02 5.5995e-03 1.5581e-03 8.0121e-03 7.4105e-03 3.6752e-03 2.8913e-03 5.0066e-03 2.2922e-03
6.3096e+00 6.4178e+00 2.4000e+01 2.8118e-02 1.1579e-02 2.0147e-02 8.2097e-03 1.5825e-02 7.4826e-03 1.4682e-02 6.0010e-03 5.8376e-03 3.2660e-03
6.3096e+00 6.2396e+00 2.4000e+01 2.8903e-02 2.6406e-02 2.4575e-02 1.9962e-02 6.8427e-03 9.6259e-03 4.0742e-03 7.2368e-03 3.1902e-03 3.5296e-03
6.3096e+00 6.4314e+00 2.4000e+01 2.8606e-02 2.8071e-02 1.7388e-02 2.3649e-02 1.2446e-02 1.1953e-02 2.6832e-03 1.0730e-02 1.8654e-04 3.3344e-03
6.3096e+00 6.2185e+00 2.4000e+01 3.4649e-02 3.7699e-02 3.8200e-02 3.2417e-02 8.6571e-03 1.0758e-02 4.3089e-03 2.6957e-03 1.9294e-03 7.1739e-04
6.3096e+00 6.1752e+00 2.4000e+01 2.1196e-02 2.3490e-02 1.2600e-02 1.8595e-02 9.4190e-03 1.5094e-02 4.3550e-03 1.3172e-02 2.2660e-03 1.4718e-03
6.3096e+00 6.3202e+00 2.4000e+01 4.3333e-02 4.4239e-02 3.9702e-02 4.0162e-02 8.9473e-03 1.0530e-02 6.1732e-03 6.9554e-03 1.3417e-03 3.1585e-03
6.3096e+00 6.0991e+00 2.4000e+01 4.2276e-02 3.8873e-02 3.6870e-02 3.3250e-02 1.1531e-02 8.0770e-03 4.0512e-03 4.8020e-04 6.1583e-03 2.9733e-05
7.0795e+00 6.8264e+00 2.3000e+01 3.5321e-02 2.9712e-02 6.6606e-03 2.5177e-02 9.9685e-03 8.8313e-03 3.1143e-03 6.6448e-03 4.0541e-03 2.9668e-03
7.0795e+00 6.9297e+00 2.3000e+01 2.3571e-02 1.2080e-02 4.0375e-03 6.6953e-03 1.0056e-02 1.2308e-02 8.6079e-03 1.1528e-02 2.9649e-03 1.6345e-03
7.0795e+00 7.1857e+00 2.3000e+01 3.9155e-02 3.4271e-02 3.2711e-02 2.8010e-02 1.4644e-02 1.1487e-02 7.7036e-03 9.2842e-03 4.2149e-03 1.8822e-03
7.0795e+00 7.1816e+00 2.3000e+01 3.1789e-02 3.0837e-02 4.2368e-03 2.2929e-02 1.1902e-02 7.0979e-03 4.9006e-03 6.5034e-03 1.3773e-03 2.1033e-03
7.0795e+00 7.1969e+00 2.3000e+01 2.8889e-02 2.3806e-02 2.0302e-02 4.5088e-03 1.4677e-02 1.0513e-02 1.1363e-02 7.5287e-03 7.2678e-03 1.7911e-03
7.0795e+00 6.9345e+00 2.3000e+01 3.1912e-02 2.6020e-02 1.9312e-02 1.8998e-02 1.1103e-02 1.1693e-02 3.2059e-03 8.1239e-03 7.8645e-04 1.8971e-03
7.0795e+00 7.0986e+00 2.3000e+01 2.4628e-02 2.6472e-02 1.8372e-02 1.7758e-02 5.5003e-03 1.1626e-02 3.1039e-03 9.9521e-03 4.2890e-03 9.2461e-04
7.0795e+00 7.0777e+00 2.3000e+01 4.5187e-02 4.2893e-02 3.4251e-02 3.5836e-02 1.3774e-02 7.9051e-03 9.8577e-03 5.8968e-03 3.8407e-03 2.6311e-03
7.0795e+00 6.9839e+00 2.3000e+01 2.2958e-02 1.2584e-02 2.7848e-03 3.3225e-03 1.0397e-02 5.5273e-03 4.3569e-03 1.8839e-03 7.3599e-03 9.5392e-04
7.0795e+00 7.0947e+00 2.3000e+01 2.4988e-02 2.2902e-02 1.9826e-02 1.5691e-02 1.0792e-02 8.1241e-03 8.1835e-03 5.2210e-03 5.0328e-04 2.5214e-03
7.9433e+00 8.1983e+00 2.2000e+01 5.0913e-02 5.1004e-02 4.3376e-02 4.2860e-02 1.5702e-02 1.5333e-02 7.6194e-03 1.4073e-02 3.9373e-03 4.2616e-03
7.9433e+00 8.1089e+00 2.2000e+01 3.5914e-02 2.8668e-02 2.7148e-02 2.4028e-02 1.5440e-02 1.2002e-02 1.0803e-02 1.0504e-02 4.2669e-03 4.3369e-03
7.9433e+00 7.6935e+00 2.2000e+01 2.3879e-02 3.1267e-02 1.0282e-02 2.1748e-02 1.1416e-02 1.0082e-02 9.0580e-03 9.3300e-03 5.3092e-03 1.7825e-03
7.9433e+00 7.9850e+00 2.2000e+01 4.1527e-02 2.6698e-02 2.7423e-02 1.9934e-02 9.4556e-03 8.0183e-03 5.6943e-03 6.2645e-03 6.0461e-03 1.6561e-03
7.9433e+00 8.3392e+00 2.2000e+01 3.7744e-02 3.3300e-02 2.0626e-02 2.3157e-02 1.7078e-02 1.0352e-02 1.4982e-02 6.3385e-03 6.6428e-03 1.3249e-03
7.9433e+00 8.0939e+00 2.2000e+01 3.7673e-02 2.9096e-02 3.3380e-02 2.1621e-02 1.3243e-02 9.8762e-03 9.1407e-03 8.2167e-03 5.1653e-03 1.8788e-03
7.9433e+00 7.8823e+00 2.2000e+01 4.6272e-02 3.1593e-02 2.6662e-02 2.2846e-02 1.1617e-02 6.4073e-03 4.6370e-03 3.7050e-03 2.6258e-03 1.3893e-04
7.9433e+00 7.9495e+00 2.2000e+01 4.9242e-02 4.1896e-02 4.4854e-02 3.7496e-02 1.3607e-02 8.5555e-03 1.1283e-02 5.9153e-03 7.2727e-03 3.2049e-03
7.9433e+00 7.9742e+00 2.2000e+01 2.8981e-02 2.4432e-02 5.1265e-03 1.9145e-02 1.1782e-02 8.0455e-03 9.9277e-03 6.6325e-03 2.8788e-03 1.7045e-03
7.9433e+00 7.5948e+00 2.2000e+01 3.4342e-02 2.6224e-02 2.0028e-02 1.8305e-02 1.2582e-02 6.3104e-03 1.0379e-02 5.6088e-03 6.5271e-03 8.5871e-04
8.9125e+00 8.8737e+00 2.1000e+01 3.6308e-02 3.8411e-02 1.8610e-02 2.3687e-02 1.1446e-02 9.2728e-03 4.8478e-03 4.4550e-03 4.7724e-03 2.8037e-03
8.9125e+00 8.8378e+00 2.1000e+01 3.2683e-02 3.0005e-02 1.1177e-03 2.0768e-02 1.1214e-02 8.1969e-03 5.8319e-03 5.5269e-03 7.2760e-03 2.5166e-04
8.9125e+00 8.9440e+00 2.1000e+01 6.6325e-02 5.7756e-02 6.0285e-02 4.9593e-02 1.1327e-02 1.5946e-02 4.6681e-03 1.1601e-02 4.4008e-03 5.9044e-03
8.9125e+00 9.0024e+00 2.1000e+01 5.1426e-02 5.1001e-02 4.4737e-02 4.3730e-02 1.0681e-02 1.1424e-02 8.5268e-03 8.3183e-03 7.6775e-03 6.6199e-03
8.9125e+00 8.8023e+00 2.1000e+01 4.3174e-02 3.4894e-02 2.0159e-02 2.6187e-02 1.4833e-02 1.3440e-02 2.4726e-03 1.0965e-02 5.0033e-03 6.8327e-04
8.9125e+00 9.1996e+00 2.1000e+01 6.3587e-02 5.0735e-02 5.0573e-02 4.4469e-02 1.7797e-02 1.1311e-02 6.9679e-03 9.6579e-03 6.5273e-03 2.1470e-03
8.9125e+00 8.9644e+00 2.1000e+01 6.4921e-02 5.5707e-02 5.6281e-02 5.0549e-02 1.6300e-02 8.4060e-03 1.5466e-02 4.8412e-03 7.0935e-03 9.5666e-04
8.9125e+00 9.0360e+00 2.1000e+01 3.6200e-02 3.3842e-02 2.0933e-02 2.0592e-02 1.3474e-02 1.9256e-02 1.0849e-02 1.6339e-02 5.3188e-03 1.2364e-04
8.9125e+00 8.9307e+00 2.1000e+01 4.3876e-02 4.4137e-02 3.1660e-02 2.7170e-02 1.4267e-02 1.4886e-02 4.4455e-03 1.1601e-02 4.3085e-03 4.3062e-03
8.9125e+00 8.8370e+00 2.1000e+01 3.0218e-02 2.6746e-02 4.7281e-03 6.1827e-03 1.1220e-02 1.1687e-02 6.2617e-03 5.0901e-03 2.0992e-03 6.6455e-03
1.0000e+01 9.9247e+00 2.0000e+01 3.2917e-02 2.7676e-02 1.9821e-02 1.8542e-02 1.7781e-02 1.7150e-02 6.9498e-03 1.6104e-02 4.4628e-03 4.8092e-03
1.0000e+01 9.7480e+00 2.0000e+01 3.6853e-02 2.7602e-02 8.8991e-03 1.9767e-02 1.6977e-02 1.5149e-02 9.2876e-03 1.3636e-02 8.2482e-03 3.5745e-03
1.0000e+01 9.9411e+00 2.0000e+01 4.2613e-02 3.9038e-02 2.6293e-02 2.2430e-02 1.8991e-02 1.6810e-02 1.4658e-02 1.5388e-02 5.3691e-03 2.8974e-03
1.0000e+01 1.0099e+01 2.0000e+01 6.5244e-02 5.8795e-02 5.5323e-02 4.7190e-02 1.2978e-02 1.7334e-02 6.6741e-03 1.4130e-02 9.3955e-03 3.3579e-03
1.0000e+01 1.0237e+01 2.0000e+01 6.3154e-02 4.3957e-02 5.2748e-02 2.8543e-02 1.3542e-02 8.2409e-03 6.0303e-03 6.4458e-03 7.2924e-03 9.0037e-04
1.0000e+01 9.9800e+00 2.0000e+01 5.8374e-02 7.1495e-02 6.3838e-02 6.3055e-02 1.8699e-02 1.9769e-02 1.6257e-02 1.6419e-02 1.1399e-02 7.8508e-03
1.0000e+01 1.0100e+01 2.0000e+01 3.9961e-02 3.7592e-02 2.6789e-02 2.4751e-02 1.3566e-02 2.6058e-02 8.0261e-03 2.0552e-02 6.3289e-03 6.0638e-03
1.0000e+01 9.5692e+00 2.0000e+01 3.6097e-02 2.4621e-02 1.7236e-02 1.5797e-02 1.7181e-02 1.0913e-02 1.6859e-02 6.6914e-03 4.0606e-03 3.0282e-03
1.0000e+01 9.8667e+00 2.0000e+01 4.8773e-02 5.1236e-02 2.0296e-02 3.5086e-02 8.7175e-03 1.0310e-02 3.0510e-03 5.3580e-03 2.0187e-03 2.4131e-03
1.0000e+01 1.0245e+01 2.0000e+01 9.8653e-02 7.8936e-02 9.2386e-02 7.0904e-02 2.0404e-02 1.6214e-02 2.0325e-02 1.4358e-02 8.3624e-03 6.0728e-03
1.1220e+01 1.1210e+01 1.9000e+01 4.6834e-02 5.1275e-02 2.7925e-02 3.0720e-02 1.5031e-02 2.0345e-02 1.0336e-02 1.9008e-02 7.4616e-03 1.5286e-03
1.1220e+01 1.1528e+01 1.9000e+01 6.2178e-02 4.9904e-02 3.5692e-02 2.9407e-02 2.3168e-02 1.2559e-02 1.3158e-02 1.0864e-03 5.9107e-03 2.9768e-03
1.1220e+01 1.1248e+01 1.9000e+01 5.1608e-02 3.2146e-02 1.9947e-02 1.8349e-02 2.8030e-02 1.4509e-02 2.4153e-02 3.3626e-03 8.6179e-03 4.9145e-03
1.1220e+01 1.1049e+01 1.9000e+01 4.4062e-02 4.6295e-02 9.3305e-03 9.5381e-03 2.1163e-02 1.3725e-02 1.7667e-02 1.1748e-02 2.1427e-03 9.4068e-03
1.1220e+01 1.1016e+01 1.9000e+01 7.0654e-02 5.5548e-02 4.5972e-02 4.3258e-02 1.4885e-02 2.7341e-02 1.6354e-02 1.9599e-02 4.6606e-03 1.4315e-03
1.1220e+01 1.1242e+01 1.9000e+01 6.7193e-02 7.3394e-02 5.8283e-02 6.8066e-02 1.8038e-02 1.6559e-02 1.1876e-02 1.3293e-02 1.0980e-02 8.2511e-04
1.1220e+01 1.1011e+01 1.9000e+01 4.2415e-02 3.5171e-02 8.2556e-03 2.0196e-02 1.4159e-02 2.0733e-02 8.8039e-03 1.7008e-02 5.3073e-03 1.1269e-03
1.1220e+01 1.0897e+01 1.9000e+01 3.0168e-02 3.3748e-02 1.2790e-02 1.7099e-02 1.3603e-02 1.3773e-02 1.2065e-02 1.1217e-02 1.0568e-02 2.8881e-03
1.1220e+01 1.1262e+01 1.9000e+01 6.1000e-02 3.7283e-02 4.6407e-02 2.6268e-02 1.4938e-02 1.1259e-02 1.2035e-02 7.4033e-03 3.4370e-03 3.1602e-03
1.1220e+01 1.1276e+01 1.9000e+01 3.7445e-02 3.8819e-02 1.6323e-02 1.8542e-02 1.9481e-02 1.2317e-02 1.6998e-02 9.7849e-03 6.6928e-03 5.1295e-04
1.2589e+01 1.2462e+01 1.8000e+01 4.6493e-02 5.4172e-02 2.6017e-02 3.6171e-02 1.4254e-02 1.0372e-02 6.8312e-03 9.0196e-03 9.9953e-03 8.3755e-03
1.2589e+01 1.2561e+01 1.8000e+01 7.9818e-02 6.1358e-02 6.9658e-02 4.4468e-02 1.7402e-02 1.2709e-02 2.2666e-03 9.0791e-03 2.3158e-03 2.4882e-03
1.2589e+01 1.2590e+01 1.8000e+01 3.9025e-02 4.1199e-02 2.0983e-02 5.8011e-03 1.6585e-02 2.5025e-02 1.0276e-02 2.0769e-02 9.9936e-03 6.2270e-03
1.2589e+01 1.2176e+01 1.8000e+01 6.3370e-02 5.7302e-02 4.7561e-02 4.6960e-02 1.5085e-02 2.6296e-02 3.4006e-03 1.8414e-02 3.7414e-03 6.3594e-03
1.2589e+01 1.2582e+01 1.8000e+01 5.7205e-02 4.7587e-02 5.0409e-02 3.4919e-02 2.2397e-02 1.7125e-02 1.6515e-02 1.3257e-02 5.4182e-03 1.6030e-04
1.2589e+01 1.2679e+01 1.8000e+01 3.7608e-02 3.7950e-02 2.5897e-02 2.2319e-02 1.0490e-02 1.1076e-02 8.2253e-03 1.0073e-02 7.2252e-03 3.6364e-03
1.2589e+01 1.2910e+01 1.8000e+01 6.0828e-02 6.4022e-02 3.0415e-02 5.4465e-02 3.4374e-02 2.2766e-02 2.6379e-02 2.0611e-02 2.6499e-02 6.3221e-03
1.2589e+01 1.3041e+01 1.8000e+01 6.8815e-02 4.7001e-02 4.9196e-02 2.6665e-02 3.0053e-02 9.5443e-03 2.0609e-02 1.2245e-03 2.4088e-03 2.6984e-03
1.2589e+01 1.2411e+01 1.8000e+01 5.0343e-02 5.3296e-02 4.0160e-02 4.0306e-02 1.8236e-02 1.8820e-02 5.2274e-03 9.3499e-03 3.5278e-03 3.8725e-03
1.2589e+01 1.1907e+01 1.8000e+01 6.4238e-02 5.2235e-02 4.4616e-02 3.4332e-02 2.3213e-02 1.4567e-02 5.8918e-03 9.3379e-03 4.7420e-03 1.5694e-03
1.4125e+01 1.4213e+01 1.7000e+01 7.1616e-02 6.4123e-02 5.6289e-02 4.4361e-02 1.6568e-02 2.1665e-02 9.5061e-03 2.0527e-02 6.6715e-03 7.5981e-03
1.4125e+01 1.4028e+01 1.7000e+01 4.0123e-02 5.5257e-02 2.5881e-02 1.5764e-02 1.9984e-02 2.6913e-02 1.9745e-02 1.7525e-02 7.4885e-03 2.5883e-04
1.4125e+01 1.4138e+01 1.7000e+01 5.2347e-02 4.3167e-02 1.9811e-02 2.1580e-02 2.1353e-02 2.0649e-02 1.9452e-02 1.9082e-03 9.9409e-03 1.4341e-03
1.4125e+01 1.4338e+01 1.7000e+01 4.4446e-02 5.1843e-02 1.2742e-02 4.2363e-02 1.5634e-02 1.6306e-02 1.1434e-02 1.0389e-02 1.0902e-02 1.2832e-03
1.4125e+01 1.4785e+01 1.7000e+01 6.9532e-02 7.3962e-02 5.2660e-02 3.8640e-02 2.8582e-02 4.4891e-02 1.9714e-02 1.0947e-02 1.2940e-02 9.9197e-03
1.4125e+01 1.3507e+01 1.7000e+01 6.7587e-02 6.6735e-02 5.9062e-02 5.5690e-02 1.0882e-02 8.6556e-03 5.8981e-03 5.3376e-03 7.6985e-03 5.4204e-03
1.4125e+01 1.3830e+01 1.7000e+01 6.8003e-02 6.2120e-02 5.1131e-02 4.6270e-02 2.0734e-02 1.3981e-02 2.0474e-02 1.0358e-02 1.5199e-02 2.2303e-03
1.4125e+01 1.4001e+01 1.7000e+01 5.0477e-02 4.5147e-02 2.0453e-02 2.1989e-02 2.4624e-02 2.1126e-02 1.9817e-02 1.7295e-02 7.0084e-03 8.4313e-03
1.4125e+01 1.4065e+01 1.7000e+01 6.7550e-02 6.0164e-02 3.9173e-02 3.5892e-02 3.1147e-02 1.4417e-02 2.5455e-02 1.0215e-02 1.3005e-02 2.0338e-03
1.4125e+01 1.3766e+01 1.7000e+01 1.2044e-01 1.1861e-01 1.1308e-01 1.0912e-01 1.8775e-02 1.2546e-02 6.7133e-03 1.0986e-02 6.1679e-03 2.6927e-03
1.5849e+01 1.6035e+01 1.6000e+01 7.5950e-02 6.9986e-02 5.2405e-02 1.5386e-02 2.4838e-02 2.6061e-02 2.4443e-02 1.6117e-02 2.1746e-02 3.0976e-03
1.5849e+01 1.6628e+01 1.6000e+01 1.0054e-01 7.8240e-02 9.2503e-02 6.4528e-02 1.6171e-02 1.6581e-02 3.4754e-03 1.3360e-02 5.7821e-03 1.2643e-03
1.5849e+01 1.6027e+01 1.6000e+01 1.2615e-01 8.4965e-02 1.0049e-01 6.0131e-02 3.5447e-02 2.6774e-02 7.5481e-03 2.0193e-02 1.0113e-03 3.7686e-03
1.5849e+01 1.6098e+01 1.6000e+01 1.3243e-01 1.3993e-01 1.2547e-01 1.2236e-01 2.8640e-02 1.6099e-02 2.4358e-02 6.5414e-03 8.7525e-03 1.4574e-03
1.5849e+01 1.5925e+01 1.6000e+01 4.8080e-02 5.6166e-02 1.0508e-02 2.0262e-02 2.2294e-02 2.2515e-02 1.6500e-02 1.7719e-02 1.7392e-02 9.2577e-03
1.5849e+01 1.6077e+01 1.6000e+01 7.5869e-02 7.3697e-02 5.2299e-02 7.0561e-02 2.3827e-02 2.4381e-02 1.4798e-02 1.8460e-02 7.3277e-03 8.3023e-03
1.5849e+01 1.5685e+01 1.6000e+01 5.7455e-02 8.2794e-02 5.4473e-02 6.5650e-02 2.1587e-02 1.4856e-02 1.6376e-02 7.4071e-03 1.4353e-02 4.1017e-03
1.5849e+01 1.6113e+01 1.6000e+01 9.1413e-02 9.6611e-02 7.9286e-02 8.5340e-02 2.7357e-02 2.3398e-02 1.3180e-02 2.0349e-02 4.5213e-03 1.1881e-02
1.5849e+01 1.5165e+01 1.6000e+01 5.2134e-02 4.4409e-02 1.9813e-02 1.1198e-03 1.9372e-02 2.0435e-02 7.3521e-03 1.6394e-02 2.8788e-03 3.0627e-04
1.5849e+01 1.5830e+01 1.6000e+01 1.2081e-01 1.1351e-01 1.0599e-01 1.0552e-01 2.3323e-02 1.9491e-02 2.1704e-02 1.5927e-02 1.0997e-02 8.4270e-05
1.7783e+01 1.7542e+01 1.5000e+01 6.1417e-02 5.0708e-02 1.9791e-02 3.1537e-02 2.4048e-02 1.4595e-02 4.1426e-03 2.9009e-04 8.1204e-03 5.7799e-04
1.7783e+01 1.7485e+01 1.5000e+01 8.3755e-02 8.1395e-02 7.4088e-02 6.5459e-02 3.7372e-02 2.9559e-02 3.4785e-02 2.3173e-02 7.3289e-03 2.8685e-03
1.7783e+01 1.6872e+01 1.5000e+01 9.0602e-02 6.6161e-02 5.5155e-02 4.9370e-02 1.9079e-02 1.4961e-02 1.2239e-02 1.0912e-02 4.5494e-03 1.4633e-03
1.7783e+01 1.7581e+01 1.5000e+01 9.0360e-02 7.8938e-02 7.7103e-02 4.6149e-02 2.2796e-02 3.8305e-02 4.2344e-03 2.9981e-02 9.1615e-04 2.3071e-02
1.7783e+01 1.8114e+01 1.5000e+01 9.8962e-02 9.2373e-02 7.6122e-02 4.9146e-02 2.4836e-02 2.4657e-02 1.6608e-02 1.7853e-02 4.0731e-03 4.4090e-03
1.7783e+01 1.7860e+01 1.5000e+01 1.6622e-01 1.5277e-01 1.5525e-01 1.4093e-01 3.2543e-02 2.2442e-02 2.3427e-02 2.1672e-02 1.2405e-02 2.1264e-03
1.7783e+01 1.7559e+01 1.5000e+01 1.5249e-01 1.7229e-01 1.3221e-01 1.5208e-01 2.9356e-02 2.6530e-02 1.6644e-02 1.4422e-02 3.9829e-03 6.1275e-03
