noise_th noise noise_db xNN vNN  xNN+SR vNN+SR xNN+sym vNN+sym xNN+sym+SR vNN+sym+SR xparam vparam
5.01187234 5.05765666 26.00000000 0.01205978 0.01159809 0.00660740 0.01159809 0.00513369 0.00501499 0.00548717 0.00493352 0.00313355 0.00242237
5.01187234 5.05765666 26.00000000 0.00932202 0.01024067 0.00591864 0.01024067 0.00451641 0.00433750 0.00716690 0.00488798 0.00201062 0.00111592
5.01187234 5.05765666 26.00000000 0.00637587 0.00732608 0.00734750 0.00732608 0.00494373 0.00382821 0.01229369 0.00526478 0.00237230 0.00124402
5.01187234 5.10536718 26.00000000 0.01625761 0.01059706 0.01749344 0.01059706 0.01175468 0.00555891 0.01376125 0.00604769 0.00210323 0.00177722
5.01187234 5.10536718 26.00000000 0.00934414 0.01040273 0.00993696 0.01040273 0.00522968 0.00474005 0.00725152 0.00588881 0.00151301 0.00149224
5.01187234 5.10536718 26.00000000 0.01530045 0.01093029 0.01544080 0.01093029 0.01099569 0.00524733 0.01428823 0.00616921 0.00137937 0.00128799
5.01187234 5.10536718 26.00000000 0.01542224 0.01130187 0.01312922 0.01130187 0.00724156 0.00846077 0.00858729 0.00879590 0.00498014 0.00427206
5.01187234 5.10536718 26.00000000 0.01820758 0.00682053 0.01846801 0.00682053 0.00743464 0.00482584 0.01410278 0.00539201 0.00269317 0.00177006
5.01187234 5.10536718 26.00000000 0.02588178 0.01334756 0.01502892 0.01334756 0.01503782 0.00908840 0.01651381 0.00955229 0.00326600 0.00235463
5.01187234 5.10536718 26.00000000 0.01835491 0.01219235 0.01506029 0.01219235 0.00812281 0.00521355 0.01067823 0.00555763 0.00233364 0.00196892
5.01187234 5.10536718 26.00000000 0.01832366 0.01342830 0.01517551 0.01342830 0.00823232 0.00463131 0.01207755 0.00570994 0.00181261 0.00164029
5.01187234 5.10536718 26.00000000 0.01624525 0.01137337 0.01363562 0.01137337 0.00639622 0.00432167 0.00943249 0.00489892 0.00155984 0.00143812
5.01187234 5.10536718 26.00000000 0.02338799 0.01234917 0.01433855 0.01234917 0.01507320 0.00871509 0.01717147 0.00914721 0.00256500 0.00193141
5.01187234 5.04771507 26.00000000 0.00805740 0.01002800 0.00443585 0.01002800 0.00267147 0.00266447 0.00221464 0.00204878 0.00218078 0.00208713
5.01187234 5.04771507 26.00000000 0.00729727 0.01045373 0.00442611 0.01045373 0.00111270 0.00165900 0.00206702 0.00161348 0.00107977 0.00100370
5.01187234 5.04771507 26.00000000 0.00566017 0.00807097 0.00577617 0.00807097 0.00376999 0.00557258 0.00065796 0.00066439 0.00189775 0.00190582
5.01187234 5.04771507 26.00000000 0.00987422 0.01066843 0.00479871 0.01066843 0.00204725 0.00202006 0.00185070 0.00131995 0.00185560 0.00173465
5.01187234 5.04771507 26.00000000 0.00730199 0.00836468 0.00565250 0.00836468 0.00200875 0.00258671 0.00044333 0.00052090 0.00104034 0.00104013
5.01187234 5.04771507 26.00000000 0.00600407 0.00653666 0.00624521 0.00653666 0.00191169 0.00227100 0.00093364 0.00080475 0.00140630 0.00092456
5.01187234 5.04771507 26.00000000 0.01462039 0.01505939 0.00505511 0.01505939 0.00187436 0.00234864 0.00102024 0.00076232 0.00160356 0.00114609
5.01187234 5.04771507 26.00000000 0.00761269 0.01020660 0.00408533 0.01020660 0.00352489 0.00355966 0.00200873 0.00162637 0.00168609 0.00151051
5.01187234 5.04771507 26.00000000 0.01410194 0.01268512 0.00479267 0.01268512 0.00100620 0.00184735 0.00110773 0.00075880 0.00081030 0.00081735
5.01187234 5.04771507 26.00000000 0.01289618 0.01246689 0.00502352 0.01246689 0.00097616 0.00184989 0.00150525 0.00103488 0.00057041 0.00081349
5.62341325 5.69298365 25.00000000 0.02251531 0.00864041 0.00695741 0.00864041 0.00407693 0.00287876 0.00179611 0.00100798 0.00198131 0.00121464
5.62341325 5.69298365 25.00000000 0.02347782 0.00964519 0.00654400 0.00964519 0.00630721 0.00311992 0.00148954 0.00067426 0.00070998 0.00040907
5.62341325 5.69298365 25.00000000 0.02229162 0.00998491 0.00662934 0.00998491 0.00289427 0.00320137 0.00109990 0.00101541 0.00123567 0.00117244
5.62341325 5.69298365 25.00000000 0.02177439 0.00882566 0.00705898 0.00882566 0.00469271 0.00331989 0.00161477 0.00083531 0.00156474 0.00090761
5.62341325 5.69298365 25.00000000 0.01311970 0.00774370 0.00732096 0.00774370 0.00277971 0.00183350 0.00279690 0.00137929 0.00286717 0.00164209
5.62341325 5.69298365 25.00000000 0.01554076 0.00907390 0.00813471 0.00907390 0.00295280 0.00240239 0.00184132 0.00122055 0.00281451 0.00198358
5.62341325 5.69298365 25.00000000 0.01949486 0.01295622 0.00822085 0.01295622 0.00288008 0.00245416 0.00140380 0.00122292 0.00310089 0.00262026
5.62341325 5.69298365 25.00000000 0.01054829 0.00672855 0.00821663 0.00672855 0.00355930 0.00234561 0.00200080 0.00098668 0.00243192 0.00135598
5.62341325 5.69298365 25.00000000 0.01817793 0.00959829 0.00738097 0.00959829 0.00416144 0.00313025 0.00161277 0.00105440 0.00213844 0.00143259
5.62341325 5.69298365 25.00000000 0.01691874 0.00746688 0.00728897 0.00746688 0.00317575 0.00236443 0.00174912 0.00078000 0.00184981 0.00095924
5.62341325 5.36629761 25.00000000 0.01488574 0.00689794 0.01950278 0.00689794 0.00427061 0.00290717 0.00456247 0.00317815 0.00147026 0.00114382
5.62341325 5.36629761 25.00000000 0.02146555 0.00726008 0.02202265 0.00726008 0.00574761 0.00390870 0.00605805 0.00399973 0.00105741 0.00084150
5.62341325 5.36629761 25.00000000 0.02268399 0.00889582 0.02252003 0.00889582 0.00626581 0.00400917 0.00625158 0.00389933 0.00130894 0.00095570
5.62341325 5.36629761 25.00000000 0.03083143 0.01396994 0.02147173 0.01396994 0.00335935 0.00201056 0.00385625 0.00214388 0.00100631 0.00073465
5.62341325 5.36629761 25.00000000 0.02843687 0.00860140 0.02575326 0.00860140 0.00688736 0.00584320 0.00573257 0.00471586 0.00097591 0.00085130
5.62341325 5.36629761 25.00000000 0.03388298 0.01068422 0.02494970 0.01068422 0.00336427 0.00163256 0.00550341 0.00282257 0.00055344 0.00047203
5.62341325 5.36629761 25.00000000 0.01876405 0.00892551 0.02394603 0.00892551 0.00478573 0.00241844 0.00486100 0.00246563 0.00129923 0.00081243
5.62341325 5.36629761 25.00000000 0.00969971 0.00687317 0.01846166 0.00687317 0.00389229 0.00195941 0.00396191 0.00204451 0.00102444 0.00092176
5.62341325 5.36629761 25.00000000 0.02887358 0.00688305 0.02784775 0.00688305 0.00252150 0.00129800 0.00577026 0.00284161 0.00059833 0.00045347
5.62341325 5.36629761 25.00000000 0.02934280 0.00975065 0.02909970 0.00975065 0.00329488 0.00312570 0.00356997 0.00332318 0.00036362 0.00038605
5.62341325 5.72407067 25.00000000 0.01829218 0.01263042 0.01101064 0.01263042 0.00789674 0.00398735 0.00138470 0.00071846 0.00114622 0.00070309
5.62341325 5.72407067 25.00000000 0.02046783 0.01468636 0.01871063 0.01468636 0.00425828 0.00345860 0.00177125 0.00141775 0.00083053 0.00077770
5.62341325 5.72407067 25.00000000 0.02025806 0.01405654 0.01795330 0.01405654 0.00564665 0.00335993 0.00117274 0.00064866 0.00082526 0.00060267
5.62341325 5.72407067 25.00000000 0.02374867 0.00826076 0.01947121 0.00826076 0.00762586 0.00408963 0.00094730 0.00046005 0.00057891 0.00042203
5.62341325 5.72407067 25.00000000 0.02222734 0.01284537 0.02347366 0.01284537 0.00498273 0.00316670 0.00135211 0.00071434 0.00119598 0.00097467
5.62341325 5.72407067 25.00000000 0.01716817 0.01532917 0.01333118 0.01532917 0.00622013 0.00412077 0.00097352 0.00062052 0.00107333 0.00075433
5.62341325 5.72407067 25.00000000 0.01655204 0.01480792 0.01166730 0.01480792 0.00541786 0.00390773 0.00115435 0.00086791 0.00074865 0.00070726
5.62341325 5.72407067 25.00000000 0.02293529 0.01540778 0.01933427 0.01540778 0.00326818 0.00271403 0.00109147 0.00061448 0.00089910 0.00070130
5.62341325 5.72407067 25.00000000 0.02717364 0.01408528 0.02139856 0.01408528 0.00587076 0.00342564 0.00111595 0.00060162 0.00068572 0.00065426
5.62341325 5.72407067 25.00000000 0.02202303 0.01484721 0.02067432 0.01484721 0.00508536 0.00281028 0.00125737 0.00065440 0.00068313 0.00057630
5.62341325 5.55096115 25.00000000 0.01308730 0.01354505 0.00610526 0.01354505 0.00528394 0.00418301 0.00467646 0.00352288 0.00575765 0.00479596
5.62341325 5.55096115 25.00000000 0.01606448 0.01338180 0.00806447 0.01338180 0.00850830 0.00592422 0.00662618 0.00476751 0.00891330 0.00682548
5.62341325 5.55096115 25.00000000 0.01392012 0.00805779 0.00550256 0.00805779 0.00502044 0.00382661 0.00379720 0.00253260 0.00776253 0.00521908
5.62341325 5.55096115 25.00000000 0.00636357 0.00676949 0.00506359 0.00676949 0.00548642 0.00369180 0.00378553 0.00229607 0.00750120 0.00449863
5.62341325 5.55096115 25.00000000 0.01516918 0.01538366 0.00936175 0.01538366 0.00969599 0.00804565 0.00846831 0.00679850 0.01233695 0.01012997
5.62341325 5.55096115 25.00000000 0.01004265 0.01154210 0.00799792 0.01154210 0.00429135 0.00393410 0.00722357 0.00583845 0.00623488 0.00558058
5.62341325 5.55096115 25.00000000 0.01637344 0.01629977 0.00917524 0.01629977 0.01042538 0.00918223 0.00863989 0.00740477 0.00983788 0.00865555
5.62341325 5.55096115 25.00000000 0.01783877 0.01110480 0.00550707 0.01110480 0.00472677 0.00339349 0.00386700 0.00258793 0.00809331 0.00512305
5.62341325 5.55096115 25.00000000 0.01509351 0.01443260 0.00937410 0.01443260 0.00954667 0.00809851 0.00835802 0.00679231 0.01148772 0.00972036
5.62341325 5.55096115 25.00000000 0.01340707 0.01396015 0.00641238 0.01396015 0.00612482 0.00470975 0.00475757 0.00349159 0.00612810 0.00507607
5.62341325 5.49115293 25.00000000 0.01070751 0.01132866 0.00748055 0.01132866 0.00481066 0.00522058 0.00523959 0.00506420 0.00360403 0.00214808
5.62341325 5.49115293 25.00000000 0.01109379 0.01129955 0.00858776 0.01129955 0.00660134 0.00480635 0.00707948 0.00534277 0.00624981 0.00402956
5.62341325 5.49115293 25.00000000 0.01527651 0.01358187 0.00685537 0.01358187 0.00639007 0.00587858 0.00625826 0.00534064 0.00425568 0.00265037
5.62341325 5.49115293 25.00000000 0.00905795 0.00942654 0.01294354 0.00942654 0.00819735 0.00878926 0.00972367 0.00991480 0.00647253 0.00402893
5.62341325 5.49115293 25.00000000 0.01293232 0.01032223 0.01113905 0.01032223 0.00940760 0.00825103 0.00805970 0.00813634 0.00506721 0.00290839
5.62341325 5.49115293 25.00000000 0.01781540 0.02032743 0.00856470 0.02032743 0.00760591 0.00546597 0.00613570 0.00479792 0.00491480 0.00307626
5.62341325 5.49115293 25.00000000 0.01443071 0.01590775 0.00786094 0.01590775 0.00896922 0.00727854 0.00951354 0.00786553 0.00758556 0.00521866
5.62341325 5.49115293 25.00000000 0.01569222 0.01601004 0.01774646 0.01601004 0.01367409 0.01350219 0.01600055 0.01489869 0.00876670 0.00673463
5.62341325 5.49115293 25.00000000 0.01529774 0.01775530 0.00630147 0.01775530 0.00763652 0.00527663 0.00630526 0.00512910 0.00529670 0.00334884
5.62341325 5.49115293 25.00000000 0.02005171 0.02397749 0.01285975 0.02397749 0.01003161 0.00923029 0.01119348 0.00959574 0.00857445 0.00619042
5.62341325 5.63527107 25.00000000 0.01817510 0.01387475 0.00797230 0.01387475 0.00633167 0.00539525 0.00436549 0.00271662 0.00365185 0.00179451
5.62341325 5.63527107 25.00000000 0.01788538 0.00959240 0.00704949 0.00959240 0.01111804 0.00656081 0.00331823 0.00189452 0.00235385 0.00103961
5.62341325 5.63527107 25.00000000 0.02244997 0.01729538 0.00955149 0.01729538 0.01289034 0.01258997 0.00627244 0.00596450 0.00314898 0.00300437
5.62341325 5.63527107 25.00000000 0.01575681 0.01193286 0.00888948 0.01193286 0.00442179 0.00397203 0.00638164 0.00438230 0.00575502 0.00348636
5.62341325 5.63527107 25.00000000 0.02592480 0.01642564 0.00821695 0.01642564 0.01252708 0.00843578 0.00396755 0.00250460 0.00279250 0.00141561
5.62341325 5.63527107 25.00000000 0.01744367 0.01104686 0.00855227 0.01104686 0.01036892 0.00726189 0.00377769 0.00245141 0.00277161 0.00142997
5.62341325 5.63527107 25.00000000 0.01285446 0.00974583 0.00710153 0.00974583 0.00558467 0.00430922 0.00287820 0.00179924 0.00273521 0.00116944
5.62341325 5.63527107 25.00000000 0.01781078 0.01065882 0.00841684 0.01065882 0.01444709 0.00943542 0.00419629 0.00259592 0.00348259 0.00179321
5.62341325 5.63527107 25.00000000 0.02115301 0.01563927 0.01101818 0.01563927 0.01118596 0.01130437 0.00841101 0.00819599 0.00481808 0.00471871
5.62341325 5.63527107 25.00000000 0.01520596 0.00918146 0.00862866 0.00918146 0.00375512 0.00436580 0.00567348 0.00368217 0.00445070 0.00236729
5.62341325 5.76495308 25.00000000 0.02403391 0.01583580 0.03731209 0.01583580 0.01868441 0.00926300 0.02176345 0.01051326 0.00657844 0.00396378
5.62341325 5.76495308 25.00000000 0.02036730 0.01395102 0.03520164 0.01395102 0.02499624 0.01346912 0.02196286 0.01146703 0.00532355 0.00297135
5.62341325 5.76495308 25.00000000 0.02164606 0.01202759 0.03981001 0.01202759 0.02039587 0.00654832 0.01627513 0.00541318 0.00220953 0.00088053
5.62341325 5.76495308 25.00000000 0.02674236 0.01780010 0.04000072 0.01780010 0.02214076 0.01164654 0.02447558 0.01268392 0.00740975 0.00470401
5.62341325 5.76495308 25.00000000 0.03693727 0.01356367 0.03976211 0.01356367 0.01969838 0.00772045 0.01900200 0.00683141 0.00322649 0.00180633
5.62341325 5.76495308 25.00000000 0.02159272 0.01054100 0.03840351 0.01054100 0.02087474 0.00724841 0.02031529 0.00651216 0.00330099 0.00176428
5.62341325 5.76495308 25.00000000 0.02457021 0.01475153 0.02897605 0.01475153 0.02367878 0.00927681 0.02181883 0.00793721 0.00371315 0.00203717
5.62341325 5.76495308 25.00000000 0.02406966 0.01609925 0.04135833 0.01609925 0.01863484 0.01623412 0.02058259 0.01787068 0.01075351 0.00905804
5.62341325 5.76495308 25.00000000 0.03577082 0.02831318 0.03952429 0.02831318 0.02066344 0.01723470 0.01734332 0.01464558 0.00879424 0.00690546
5.62341325 5.76495308 25.00000000 0.02037632 0.01126801 0.02714833 0.01126801 0.02096754 0.00849830 0.02127263 0.00816954 0.00319252 0.00155825
5.62341325 5.74413749 25.00000000 0.01290624 0.01304877 0.01261608 0.01304877 0.00428366 0.00447084 0.00638382 0.00612805 0.00448173 0.00447791
5.62341325 5.74413749 25.00000000 0.01656992 0.01856104 0.01270873 0.01856104 0.00349237 0.00263696 0.00587021 0.00399721 0.00583836 0.00387495
5.62341325 5.74413749 25.00000000 0.01273337 0.01209583 0.01510179 0.01209583 0.00630435 0.00372044 0.00784471 0.00435350 0.00960968 0.00422322
5.62341325 5.74413749 25.00000000 0.01685897 0.01969273 0.01745838 0.01969273 0.00799476 0.00513920 0.01044759 0.00641586 0.01101255 0.00619033
5.62341325 5.74413749 25.00000000 0.01033664 0.01125693 0.00767895 0.01125693 0.00198705 0.00193677 0.00366089 0.00374086 0.00208261 0.00243966
5.62341325 5.74413749 25.00000000 0.01468559 0.01582391 0.01319429 0.01582391 0.00439962 0.00283183 0.00505250 0.00324690 0.00747506 0.00337171
5.62341325 5.74413749 25.00000000 0.01236825 0.01516353 0.01616516 0.01516353 0.00617206 0.00647646 0.00894995 0.00883745 0.00641951 0.00661013
5.62341325 5.74413749 25.00000000 0.03767042 0.01894179 0.01870386 0.01894179 0.00466161 0.00280260 0.00265693 0.00210007 0.00337763 0.00175378
5.62341325 5.74413749 25.00000000 0.01445897 0.01588472 0.01427032 0.01588472 0.00560662 0.00355912 0.00712708 0.00428916 0.00833380 0.00462299
5.62341325 5.74413749 25.00000000 0.01698495 0.01633737 0.01064506 0.01633737 0.00255129 0.00190743 0.00182861 0.00156732 0.00512554 0.00206320
5.62341325 5.62216753 25.00000000 0.01293723 0.00733192 0.00510203 0.00733192 0.00917336 0.00469356 0.01304640 0.00584012 0.00091302 0.00086874
5.62341325 5.62216753 25.00000000 0.01648775 0.00791709 0.00609598 0.00791709 0.01185377 0.00614751 0.01405412 0.00675113 0.00134375 0.00128570
5.62341325 5.62216753 25.00000000 0.01880312 0.01132498 0.00884563 0.01132498 0.01462616 0.00963018 0.01123079 0.00759346 0.00238220 0.00165952
5.62341325 5.62216753 25.00000000 0.00851588 0.00606394 0.00631955 0.00606394 0.00780728 0.00489632 0.00543631 0.00423726 0.00196181 0.00120346
5.62341325 5.62216753 25.00000000 0.01786013 0.01608818 0.01443099 0.01608818 0.01251665 0.01211041 0.01175055 0.01117101 0.00110747 0.00115330
5.62341325 5.62216753 25.00000000 0.03177825 0.01740919 0.00484120 0.01740919 0.02384465 0.00961490 0.01592116 0.00638531 0.00104685 0.00071748
5.62341325 5.62216753 25.00000000 0.01365118 0.00704883 0.00575108 0.00704883 0.01047265 0.00526841 0.00982130 0.00509292 0.00124611 0.00109573
5.62341325 5.62216753 25.00000000 0.01517119 0.01119461 0.01466300 0.01119461 0.01009274 0.00937922 0.01758265 0.01539215 0.00153084 0.00141346
5.62341325 5.62216753 25.00000000 0.01263578 0.00918694 0.00943565 0.00918694 0.00896118 0.00679550 0.00862792 0.00658854 0.00346350 0.00251651
5.62341325 5.62216753 25.00000000 0.01579245 0.00919120 0.00540836 0.00919120 0.01001652 0.00507492 0.01301788 0.00584361 0.00116384 0.00095040
5.62341325 5.53877720 25.00000000 0.01947288 0.01542127 0.00854068 0.01542127 0.01475691 0.01151498 0.01540848 0.01050333 0.00523174 0.00408268
5.62341325 5.53877720 25.00000000 0.01244796 0.00948786 0.00743362 0.00948786 0.00966859 0.00700140 0.01032214 0.00578453 0.00410044 0.00312254
5.62341325 5.53877720 25.00000000 0.02274761 0.01609738 0.01218668 0.01609738 0.01877211 0.01030238 0.01271027 0.00683204 0.00660617 0.00410125
5.62341325 5.53877720 25.00000000 0.02181787 0.01523052 0.01321383 0.01523052 0.02592487 0.01686550 0.02266569 0.01424015 0.00769499 0.00547774
5.62341325 5.53877720 25.00000000 0.02520750 0.02459539 0.01662855 0.02459539 0.01814954 0.01884838 0.01289811 0.01339361 0.00900928 0.00923872
5.62341325 5.53877720 25.00000000 0.02679369 0.02663122 0.01587294 0.02663122 0.02468839 0.02458650 0.02204047 0.02178636 0.00980636 0.00973935
5.62341325 5.53877720 25.00000000 0.01677756 0.01440560 0.00929031 0.01440560 0.01330929 0.01035448 0.01531438 0.00931715 0.00536075 0.00396659
5.62341325 5.53877720 25.00000000 0.01926174 0.01636417 0.00850450 0.01636417 0.01380630 0.01092838 0.01450173 0.00925424 0.00486224 0.00372445
5.62341325 5.53877720 25.00000000 0.01949311 0.01368115 0.00906298 0.01368115 0.01251451 0.00960529 0.01291979 0.00771885 0.00478760 0.00344121
5.62341325 5.53877720 25.00000000 0.01563556 0.01254919 0.00731365 0.01254919 0.01008992 0.00785912 0.01126149 0.00672004 0.00401705 0.00299801
6.30957344 6.20531885 24.00000000 0.01227196 0.01547132 0.01439708 0.01547132 0.00218756 0.00249463 0.00129274 0.00134456 0.00078828 0.00075219
6.30957344 6.20531885 24.00000000 0.02042874 0.01786843 0.01236036 0.01786843 0.00853917 0.00485971 0.00296758 0.00210831 0.00139286 0.00095386
6.30957344 6.20531885 24.00000000 0.02494562 0.02802571 0.01423020 0.02802571 0.00418377 0.00415484 0.00166450 0.00152875 0.00079845 0.00075477
6.30957344 6.20531885 24.00000000 0.03564159 0.02693359 0.01793450 0.02693359 0.00568984 0.00391114 0.00322680 0.00175831 0.00126882 0.00067471
6.30957344 6.20531885 24.00000000 0.01876647 0.01352745 0.01696510 0.01352745 0.00182561 0.00240916 0.00203434 0.00116200 0.00050525 0.00036471
6.30957344 6.20531885 24.00000000 0.01479000 0.01185170 0.01541248 0.01185170 0.00266335 0.00290242 0.00316196 0.00163770 0.00129318 0.00064396
6.30957344 6.20531885 24.00000000 0.02234719 0.02445774 0.01427732 0.02445774 0.00498504 0.00468023 0.00247891 0.00217184 0.00095764 0.00088569
6.30957344 6.20531885 24.00000000 0.01860814 0.01091547 0.01661062 0.01091547 0.00292472 0.00322009 0.00314950 0.00128253 0.00139470 0.00054202
6.30957344 6.20531885 24.00000000 0.01709486 0.01567162 0.01621347 0.01567162 0.00266666 0.00245391 0.00287317 0.00200960 0.00072050 0.00050037
6.30957344 6.20531885 24.00000000 0.01644001 0.01766559 0.01158450 0.01766559 0.00470433 0.00289372 0.00218154 0.00185185 0.00134268 0.00092406
6.30957344 6.15017169 24.00000000 0.02409180 0.01663505 0.01108828 0.01663505 0.01902038 0.01538028 0.00858493 0.01012158 0.00177315 0.00176684
6.30957344 6.15017169 24.00000000 0.02528962 0.02013230 0.01631172 0.02013230 0.02276191 0.00941247 0.01811888 0.00678237 0.00174880 0.00166648
6.30957344 6.15017169 24.00000000 0.02871440 0.01432634 0.01463030 0.01432634 0.02711813 0.01211244 0.01542333 0.00752168 0.00313144 0.00207338
6.30957344 6.15017169 24.00000000 0.04240716 0.02326288 0.01395740 0.02326288 0.02841142 0.01433907 0.01410453 0.00851570 0.00238252 0.00164000
6.30957344 6.15017169 24.00000000 0.01518365 0.00644637 0.01131365 0.00644637 0.01612703 0.00595743 0.01894818 0.00601404 0.00187552 0.00133151
6.30957344 6.15017169 24.00000000 0.02069439 0.01439914 0.01513466 0.01439914 0.01039814 0.00978863 0.00807525 0.00817911 0.00469642 0.00354767
6.30957344 6.15017169 24.00000000 0.03171842 0.01595850 0.01688690 0.01595850 0.01919872 0.01057366 0.01297580 0.00781816 0.00327306 0.00210946
6.30957344 6.15017169 24.00000000 0.02739210 0.01340595 0.01624205 0.01340595 0.02002496 0.01050664 0.01314213 0.00781886 0.00323688 0.00219631
6.30957344 6.15017169 24.00000000 0.03508843 0.01805051 0.01702890 0.01805051 0.02690298 0.01140250 0.01674754 0.00744825 0.00183908 0.00147501
6.30957344 6.15017169 24.00000000 0.01903445 0.00864284 0.01350234 0.00864284 0.01544784 0.00716629 0.01796290 0.00732734 0.00199545 0.00141043
6.30957344 6.54509502 24.00000000 0.00848419 0.00597089 0.00425372 0.00597089 0.00599891 0.00451516 0.00354642 0.00286208 0.00545822 0.00412930
6.30957344 6.54509502 24.00000000 0.01258339 0.01102970 0.00477996 0.01102970 0.00833980 0.00822335 0.00693282 0.00648766 0.01005843 0.00939632
6.30957344 6.54509502 24.00000000 0.01311456 0.01301878 0.00465898 0.01301878 0.00537167 0.00516276 0.00486150 0.00402372 0.00705001 0.00572341
6.30957344 6.54509502 24.00000000 0.01307481 0.00857040 0.00912352 0.00857040 0.00905665 0.00933149 0.00467930 0.00477866 0.00787045 0.00802623
6.30957344 6.54509502 24.00000000 0.01110428 0.01002394 0.00653859 0.01002394 0.00614528 0.00741388 0.00718697 0.00620433 0.01106039 0.00951858
6.30957344 6.54509502 24.00000000 0.00990567 0.01135864 0.00464827 0.01135864 0.00471554 0.00409587 0.00369989 0.00300858 0.00540524 0.00421565
6.30957344 6.54509502 24.00000000 0.01187652 0.01092211 0.00522588 0.01092211 0.00581665 0.00493138 0.00374185 0.00291435 0.00467550 0.00347147
6.30957344 6.54509502 24.00000000 0.00860654 0.01100408 0.00513296 0.01100408 0.00866417 0.00768583 0.00619199 0.00535540 0.00841112 0.00723071
6.30957344 6.54509502 24.00000000 0.01298249 0.01069453 0.00609761 0.01069453 0.00654331 0.00582894 0.00324767 0.00238356 0.00535845 0.00365813
6.30957344 6.54509502 24.00000000 0.01227881 0.00834105 0.00429229 0.00834105 0.00763488 0.00385593 0.00313165 0.00225131 0.00450383 0.00317429
6.30957344 6.41779610 24.00000000 0.01987960 0.01280758 0.01407788 0.01280758 0.01534507 0.01141495 0.01216929 0.00959253 0.00459782 0.00364839
6.30957344 6.41779610 24.00000000 0.01365082 0.01266811 0.01566529 0.01266811 0.01096491 0.00958525 0.01241405 0.01008662 0.00813113 0.00497428
6.30957344 6.41779610 24.00000000 0.01841791 0.01770106 0.01584101 0.01770106 0.01479454 0.01377545 0.01469313 0.01347609 0.00575001 0.00454803
6.30957344 6.41779610 24.00000000 0.02090481 0.01083041 0.01448800 0.01083041 0.01229292 0.00829411 0.01039215 0.00710133 0.00397925 0.00284358
6.30957344 6.41779610 24.00000000 0.01733635 0.01123407 0.01389548 0.01123407 0.01230524 0.00937237 0.01081884 0.00843443 0.00454531 0.00316174
6.30957344 6.41779610 24.00000000 0.01527717 0.01129543 0.01424731 0.01129543 0.01341841 0.01036318 0.01167971 0.00897863 0.00518827 0.00371685
6.30957344 6.41779610 24.00000000 0.01751553 0.01466395 0.01558029 0.01466395 0.01336533 0.01070624 0.01197996 0.01022986 0.00527371 0.00343757
6.30957344 6.41779610 24.00000000 0.02634258 0.01655238 0.01772074 0.01655238 0.01336724 0.00933497 0.01544286 0.01048481 0.01040551 0.00625965
6.30957344 6.41779610 24.00000000 0.01648049 0.01448630 0.01413494 0.01448630 0.01251826 0.01176457 0.01363632 0.01177158 0.00479179 0.00365092
6.30957344 6.41779610 24.00000000 0.02076715 0.01200354 0.01567766 0.01200354 0.01182754 0.00767919 0.01050805 0.00698820 0.00382438 0.00288449
6.30957344 6.23956495 24.00000000 0.01831812 0.01049206 0.01317981 0.01049206 0.00845073 0.00734559 0.00726220 0.00640992 0.00101902 0.00074610
6.30957344 6.23956495 24.00000000 0.02079664 0.01362162 0.02123242 0.01362162 0.00910187 0.00751517 0.00944325 0.00570257 0.00318188 0.00209908
6.30957344 6.23956495 24.00000000 0.01524812 0.00992282 0.01251678 0.00992282 0.00688371 0.00631073 0.00576332 0.00467708 0.00086810 0.00081077
6.30957344 6.23956495 24.00000000 0.01069046 0.01213077 0.01274373 0.01213077 0.00739788 0.00798966 0.00574363 0.00547525 0.00180829 0.00176590
6.30957344 6.23956495 24.00000000 0.01770430 0.01522543 0.01665239 0.01522543 0.00545276 0.00631369 0.00480713 0.00518476 0.00087131 0.00079558
6.30957344 6.23956495 24.00000000 0.01587799 0.01197354 0.01114401 0.01197354 0.00638239 0.00671053 0.00541911 0.00458773 0.00084276 0.00109366
6.30957344 6.23956495 24.00000000 0.01557724 0.01542406 0.01512464 0.01542406 0.01250252 0.01169132 0.01090720 0.00989333 0.00411908 0.00336141
6.30957344 6.23956495 24.00000000 0.01029429 0.01310277 0.01000506 0.01310277 0.00790905 0.00741392 0.00695510 0.00701089 0.00364375 0.00301156
6.30957344 6.23956495 24.00000000 0.01234568 0.01044832 0.01160933 0.01044832 0.00876792 0.00857778 0.00829035 0.00805601 0.00056626 0.00059565
6.30957344 6.23956495 24.00000000 0.01696644 0.01778416 0.01557167 0.01778416 0.01312021 0.01270809 0.01094626 0.01021893 0.00439880 0.00381730
6.30957344 6.43140249 24.00000000 0.02487075 0.02640074 0.01435306 0.02640074 0.02160393 0.02276750 0.01640124 0.01706380 0.00014348 0.00020539
6.30957344 6.43140249 24.00000000 0.01728308 0.01421422 0.00855526 0.01421422 0.00882462 0.00751169 0.00767319 0.00533506 0.00197831 0.00090016
6.30957344 6.43140249 24.00000000 0.01749776 0.01776472 0.00733906 0.01776472 0.01097424 0.01036532 0.00734444 0.00804243 0.00090358 0.00084835
6.30957344 6.43140249 24.00000000 0.01284471 0.01495718 0.00743435 0.01495718 0.00746112 0.00839711 0.00559531 0.00672263 0.00164731 0.00102296
6.30957344 6.43140249 24.00000000 0.00859918 0.00984618 0.00594726 0.00984618 0.01403686 0.01380185 0.00532733 0.00629059 0.00107154 0.00120286
