noise_th noise noise_db xNN vNN  xNN+SR vNN+SR xNN+sym vNN+sym xNN+sym+SR vNN+sym+SR xparam vparam
19.95262315 20.19890974 14.00000000 0.10768014 0.05276015 0.08513043 0.05276015 0.01700759 0.01612396 0.01213105 0.00717702 0.02041775 0.01293187
19.95262315 20.19890974 14.00000000 0.08240904 0.04838157 0.07126351 0.04838157 0.01370512 0.01341530 0.02300169 0.01927832 0.01592772 0.01389366
19.95262315 20.19890974 14.00000000 0.10412779 0.04761885 0.07356808 0.04761885 0.01426104 0.01055934 0.00432867 0.00257216 0.00995184 0.00540000
19.95262315 18.99155030 14.00000000 0.10920224 0.06882207 0.04987629 0.06882207 0.02811155 0.02710787 0.02746799 0.02609910 0.01301724 0.01234158
19.95262315 18.99155030 14.00000000 0.05883668 0.04339116 0.05592065 0.04339116 0.03281836 0.03207343 0.02847810 0.02772683 0.01446436 0.01360949
19.95262315 18.99155030 14.00000000 0.04465115 0.03888939 0.02459036 0.03888939 0.01160683 0.01422058 0.00948178 0.00818119 0.01103825 0.00680777
19.95262315 18.99155030 14.00000000 0.06123797 0.03758037 0.04070344 0.03758037 0.01917113 0.01905623 0.01289388 0.01317638 0.01482752 0.01008484
19.95262315 18.99155030 14.00000000 0.03974140 0.03764164 0.03722491 0.03764164 0.02068180 0.01647942 0.00795096 0.00793379 0.01187925 0.00759297
19.95262315 18.99155030 14.00000000 0.12379555 0.07513318 0.04520546 0.07513318 0.02689023 0.02767950 0.02616401 0.02697900 0.01160052 0.01178170
19.95262315 18.99155030 14.00000000 0.04883545 0.02757089 0.02916662 0.02757089 0.02258849 0.01314213 0.01698952 0.00989077 0.00733529 0.00357926
19.95262315 18.99155030 14.00000000 0.05746434 0.03752892 0.05370862 0.03752892 0.03328451 0.03285314 0.02836658 0.02798986 0.01370296 0.01304865
19.95262315 18.99155030 14.00000000 0.05186221 0.04057582 0.03639336 0.04057582 0.02049974 0.01818425 0.01138868 0.01156792 0.01522813 0.01015919
19.95262315 18.99155030 14.00000000 0.04896805 0.05067811 0.01990260 0.05067811 0.00976406 0.01410847 0.00964654 0.00567354 0.00854285 0.00508758
19.95262315 19.65459444 14.00000000 0.03124936 0.03219184 0.04506021 0.03219184 0.05947880 0.04874673 0.06246271 0.05223872 0.01900651 0.01540318
19.95262315 19.65459444 14.00000000 0.06240003 0.04202278 0.03472568 0.04202278 0.03678465 0.02981573 0.04379704 0.03639440 0.01330403 0.00998188
19.95262315 19.65459444 14.00000000 0.06790656 0.05913392 0.02686040 0.05913392 0.04961090 0.04432741 0.04551911 0.04270067 0.00983852 0.00876433
19.95262315 19.65459444 14.00000000 0.08064749 0.06940053 0.03507431 0.06940053 0.06037496 0.05353567 0.05908476 0.05374752 0.01434335 0.01246095
19.95262315 19.65459444 14.00000000 0.06144684 0.04497684 0.03133818 0.04497684 0.04159049 0.02267774 0.03737127 0.02318898 0.00846319 0.00618424
19.95262315 19.65459444 14.00000000 0.05111632 0.03282836 0.02245456 0.03282836 0.02844311 0.01665290 0.02805545 0.01967912 0.00743833 0.00536795
19.95262315 19.65459444 14.00000000 0.06837951 0.05533255 0.04355896 0.05533255 0.07427025 0.06391416 0.07149591 0.06273059 0.01807927 0.01551975
19.95262315 19.65459444 14.00000000 0.08009591 0.06090549 0.03059175 0.06090549 0.04057823 0.02715303 0.03357505 0.02565271 0.00820437 0.00631489
19.95262315 19.65459444 14.00000000 0.03386533 0.03451155 0.03319467 0.03451155 0.02847066 0.02555633 0.02413037 0.02543030 0.00905822 0.00660284
19.95262315 19.65459444 14.00000000 0.07368315 0.05666424 0.03012849 0.05666424 0.05954376 0.04897126 0.05353081 0.04652946 0.01189823 0.00982218
19.95262315 20.11049862 14.00000000 0.05520683 0.05592864 0.06747024 0.05592864 0.03652055 0.03561995 0.04951148 0.04253253 0.00488040 0.00345946
19.95262315 20.11049862 14.00000000 0.05820491 0.03983775 0.07429651 0.03983775 0.03210887 0.02966559 0.02925437 0.02552060 0.00401278 0.00239358
19.95262315 20.11049862 14.00000000 0.05711231 0.06662472 0.06301652 0.06662472 0.01713932 0.02209615 0.03199801 0.02925220 0.00362380 0.00213687
19.95262315 20.11049862 14.00000000 0.09215696 0.06384446 0.07871127 0.06384446 0.05444646 0.02964863 0.04621212 0.02367682 0.00361027 0.00183258
19.95262315 20.11049862 14.00000000 0.06897854 0.06842681 0.07120951 0.06842681 0.03325108 0.02562018 0.03485868 0.02812913 0.00426522 0.00261770
19.95262315 20.11049862 14.00000000 0.07078028 0.05066996 0.07440816 0.05066996 0.03474369 0.03237574 0.03048481 0.02896410 0.00478045 0.00317801
19.95262315 20.11049862 14.00000000 0.05475503 0.03206224 0.08659438 0.03206224 0.04155183 0.02438247 0.04895626 0.02404361 0.00391459 0.00220364
19.95262315 20.11049862 14.00000000 0.13992684 0.07332539 0.11774115 0.07332539 0.07839026 0.03167991 0.07356947 0.02779582 0.00364261 0.00178722
19.95262315 20.11049862 14.00000000 0.04752922 0.04633832 0.09233602 0.04633832 0.01890361 0.02424386 0.01635819 0.01991699 0.00556403 0.00510260
19.95262315 20.11049862 14.00000000 0.05019225 0.06339003 0.06850906 0.06339003 0.03114166 0.02917456 0.04038442 0.03477558 0.00406700 0.00262668
19.95262315 20.65393586 14.00000000 0.09780166 0.10665493 0.06403683 0.10665493 0.01264067 0.01817306 0.01084561 0.01566045 0.00861688 0.00883887
19.95262315 20.65393586 14.00000000 0.17306407 0.16425925 0.15723153 0.16425925 0.04679136 0.04682116 0.04125402 0.04096876 0.01512711 0.01529754
19.95262315 20.65393586 14.00000000 0.17120140 0.11080318 0.11798986 0.11080318 0.06760842 0.04922665 0.05730714 0.04102454 0.01423277 0.01119621
19.95262315 20.65393586 14.00000000 0.08471585 0.09444102 0.06012274 0.09444102 0.02418217 0.01936139 0.02262102 0.01690146 0.00913433 0.00686524
19.95262315 20.65393586 14.00000000 0.11876055 0.10851867 0.11821960 0.10851867 0.03775649 0.03209891 0.03030368 0.02525700 0.01276152 0.01209383
19.95262315 20.65393586 14.00000000 0.07662140 0.08682254 0.05469369 0.08682254 0.02919559 0.01997056 0.02735026 0.01760389 0.00944941 0.00751764
19.95262315 20.65393586 14.00000000 0.13479525 0.07884171 0.07928176 0.07884171 0.05626076 0.03048626 0.04290446 0.02195294 0.00908547 0.00665522
19.95262315 20.65393586 14.00000000 0.08666463 0.09131261 0.07397548 0.09131261 0.04059558 0.02668993 0.03502505 0.02315115 0.00985068 0.00859981
19.95262315 20.65393586 14.00000000 0.11787854 0.11464719 0.09371923 0.11464719 0.04216505 0.03207673 0.03710307 0.02857403 0.01097006 0.01015871
19.95262315 20.65393586 14.00000000 0.07600844 0.08002674 0.05838414 0.08002674 0.02851574 0.01877940 0.02613877 0.01629606 0.00846357 0.00661371
22.38721139 22.36311524 13.00000000 0.05740980 0.04265897 0.04481029 0.04265897 0.03503593 0.03476171 0.02500832 0.02686326 0.01475563 0.01038165
22.38721139 22.36311524 13.00000000 0.09624553 0.05587684 0.04556095 0.05587684 0.05085842 0.02462912 0.04482924 0.01997536 0.00945274 0.00399679
22.38721139 22.36311524 13.00000000 0.01809327 0.01256762 0.04886172 0.01256762 0.01201656 0.01467854 0.02294618 0.02177620 0.00929464 0.00937341
22.38721139 22.36311524 13.00000000 0.08245946 0.07199365 0.02958734 0.07199365 0.03761352 0.02650876 0.02752231 0.01739434 0.01142920 0.00503681
22.38721139 22.36311524 13.00000000 0.09274403 0.05399514 0.03964628 0.05399514 0.05434306 0.02912300 0.04286858 0.02242675 0.01078951 0.00503525
22.38721139 22.36311524 13.00000000 0.05367033 0.03724647 0.04707837 0.03724647 0.03751875 0.03456383 0.03479539 0.03467549 0.01363657 0.01152668
22.38721139 22.36311524 13.00000000 0.07726851 0.07505157 0.03233914 0.07505157 0.03430903 0.02180185 0.02335450 0.01685662 0.01257702 0.00630443
22.38721139 22.36311524 13.00000000 0.03702385 0.03988512 0.03192273 0.03988512 0.02399212 0.02562380 0.01546970 0.01910203 0.01514951 0.01142762
22.38721139 22.36311524 13.00000000 0.07413157 0.07004892 0.03268987 0.07004892 0.02367339 0.01977294 0.01794063 0.01690779 0.01191002 0.00543603
22.38721139 22.36311524 13.00000000 0.07942098 0.04772648 0.02738262 0.04772648 0.03633147 0.02088273 0.02797289 0.02075828 0.01092221 0.00427763
22.38721139 22.55486701 13.00000000 0.06964429 0.03342778 0.07941981 0.03342778 0.02617142 0.02874281 0.04401665 0.04289437 0.03726351 0.03237971
22.38721139 22.55486701 13.00000000 0.03700374 0.04073622 0.04635270 0.04073622 0.03077292 0.02928989 0.02016721 0.02056936 0.01134232 0.01112976
22.38721139 22.55486701 13.00000000 0.08361235 0.02944936 0.08502774 0.02944936 0.06368913 0.03054663 0.08225442 0.03634024 0.01744573 0.01108146
22.38721139 22.55486701 13.00000000 0.04469027 0.04454067 0.04787101 0.04454067 0.02429992 0.02290390 0.02114790 0.01911654 0.01165997 0.00964068
22.38721139 22.55486701 13.00000000 0.03262220 0.03210481 0.04159267 0.03210481 0.02021322 0.02149490 0.02230714 0.01911579 0.01115251 0.00934583
22.38721139 22.55486701 13.00000000 0.04144354 0.02920707 0.03933175 0.02920707 0.03239272 0.02499439 0.03029403 0.02431176 0.01435977 0.01249531
22.38721139 22.55486701 13.00000000 0.08694957 0.03351983 0.08081244 0.03351983 0.06248810 0.03129937 0.08088410 0.03655782 0.01637752 0.01047568
22.38721139 22.55486701 13.00000000 0.05536464 0.04844129 0.07049560 0.04844129 0.04978823 0.04186221 0.02345940 0.02232520 0.01374311 0.01348143
22.38721139 22.55486701 13.00000000 0.05563703 0.03474491 0.07068876 0.03474491 0.02867501 0.03187975 0.03569191 0.03742229 0.03458384 0.03213035
22.38721139 22.55486701 13.00000000 0.05698953 0.03018421 0.04578294 0.03018421 0.05205318 0.02194015 0.05061823 0.02244105 0.01152038 0.00963180
22.38721139 22.85343735 13.00000000 0.07566409 0.04516886 0.05113625 0.04516886 0.03267638 0.03425668 0.04206507 0.04217415 0.00375992 0.00431719
22.38721139 22.85343735 13.00000000 0.04433438 0.03620777 0.03999491 0.03620777 0.02298125 0.02331522 0.02595352 0.02486610 0.00817808 0.00770583
22.38721139 22.85343735 13.00000000 0.04886307 0.03736949 0.03330253 0.03736949 0.02477501 0.01954181 0.03197491 0.02345956 0.00801853 0.00551989
22.38721139 22.85343735 13.00000000 0.10297114 0.06870810 0.06224641 0.06870810 0.06134277 0.05898460 0.05827664 0.05508312 0.00484412 0.00489789
22.38721139 22.85343735 13.00000000 0.06956738 0.04017956 0.03702720 0.04017956 0.02584431 0.01802486 0.03256281 0.02036202 0.00614569 0.00453674
22.38721139 22.85343735 13.00000000 0.05599146 0.04280975 0.03866112 0.04280975 0.03840471 0.02195447 0.03512394 0.01984052 0.00335292 0.00311946
22.38721139 22.85343735 13.00000000 0.07305657 0.05204526 0.04702609 0.05204526 0.04577321 0.03626219 0.05269643 0.04102918 0.00380957 0.00344119
22.38721139 22.85343735 13.00000000 0.07315247 0.04570163 0.04883221 0.04570163 0.03345504 0.03318377 0.04711870 0.04333520 0.00329457 0.00363564
22.38721139 22.85343735 13.00000000 0.07635651 0.04200449 0.03606651 0.04200449 0.02425956 0.01868298 0.02972046 0.01900546 0.00475703 0.00416614
22.38721139 22.85343735 13.00000000 0.06162592 0.03252131 0.04649261 0.03252131 0.03046447 0.02179115 0.03772050 0.01845204 0.00287333 0.00245471
22.38721139 22.79151432 13.00000000 0.10214779 0.10369610 0.09263107 0.10369610 0.07140448 0.04362191 0.05080987 0.03136782 0.02344077 0.01492830
22.38721139 22.79151432 13.00000000 0.07462189 0.07144526 0.04985209 0.07144526 0.03465873 0.02611415 0.03956526 0.02914177 0.02744587 0.01963618
22.38721139 22.79151432 13.00000000 0.07847465 0.03684565 0.01751889 0.03684565 0.04528548 0.02592577 0.04054559 0.01968733 0.01450514 0.00762995
22.38721139 22.79151432 13.00000000 0.10287999 0.07065290 0.01703847 0.07065290 0.04277817 0.02758655 0.02255931 0.01977757 0.02558774 0.01559188
22.38721139 22.79151432 13.00000000 0.04377385 0.05225654 0.03662303 0.05225654 0.04123448 0.04007470 0.04472071 0.04228306 0.03030308 0.02768790
22.38721139 22.79151432 13.00000000 0.11126436 0.06931943 0.02728924 0.06931943 0.05262229 0.02682332 0.02967421 0.01723671 0.01775774 0.00883952
22.38721139 22.79151432 13.00000000 0.05922796 0.07493023 0.01716203 0.07493023 0.07992859 0.06946517 0.04613663 0.04259074 0.02852679 0.02411122
22.38721139 22.79151432 13.00000000 0.08136487 0.06317322 0.01806292 0.06317322 0.05535896 0.03728391 0.02772964 0.02310308 0.02583227 0.01577303
22.38721139 22.79151432 13.00000000 0.18625098 0.12501597 0.05423162 0.12501597 0.04285705 0.02094755 0.04213520 0.01985126 0.01885989 0.01038073
22.38721139 22.79151432 13.00000000 0.08722604 0.04655613 0.01020724 0.04655613 0.04488989 0.02333946 0.03919848 0.01768473 0.01377238 0.00669128
22.38721139 23.10512550 13.00000000 0.15145423 0.10570943 0.04988887 0.10570943 0.04443291 0.03696740 0.02877788 0.02628170 0.01798477 0.01114066
22.38721139 23.10512550 13.00000000 0.10938446 0.07363235 0.01713696 0.07363235 0.04016607 0.02381220 0.02937957 0.01939074 0.00542547 0.00456971
22.38721139 23.10512550 13.00000000 0.08143913 0.06736111 0.02857431 0.06736111 0.07318474 0.04432974 0.03974343 0.03034987 0.00954504 0.00642184
22.38721139 23.10512550 13.00000000 0.12554886 0.10967975 0.03802686 0.10967975 0.04031904 0.03297146 0.02840298 0.02388906 0.01475605 0.00928048
22.38721139 23.10512550 13.00000000 0.11152827 0.08418907 0.03662432 0.08418907 0.04309763 0.03363779 0.02534060 0.02252715 0.01346619 0.00807713
22.38721139 23.10512550 13.00000000 0.07870038 0.07396607 0.02686000 0.07396607 0.06594464 0.03823406 0.03263703 0.02662065 0.00984780 0.00610555
22.38721139 23.10512550 13.00000000 0.09174969 0.07103413 0.02330871 0.07103413 0.04899941 0.02668517 0.02460708 0.02131283 0.00878388 0.00541354
22.38721139 23.10512550 13.00000000 0.06598408 0.05849485 0.02076585 0.05849485 0.05377214 0.03062209 0.02778640 0.02287279 0.00836587 0.00574180
22.38721139 23.10512550 13.00000000 0.08429602 0.07066469 0.02231548 0.07066469 0.05544731 0.03087790 0.02783632 0.02329283 0.00871327 0.00526851
22.38721139 23.10512550 13.00000000 0.08704539 0.05245530 0.00954516 0.05245530 0.04515756 0.02700773 0.03489926 0.02097169 0.00434795 0.00387669
22.38721139 22.52245032 13.00000000 0.08987012 0.02770678 0.13661630 0.02770678 0.01157252 0.01261598 0.00780610 0.00791053 0.00930081 0.00969631
22.38721139 22.52245032 13.00000000 0.05980185 0.03076260 0.10211534 0.03076260 0.01530530 0.01420017 0.00973801 0.00846534 0.00702602 0.00483876
25.11886432 24.81920009 12.00000000 0.15642533 0.07812566 0.08977547 0.07812566 0.05348977 0.03718170 0.02655448 0.01924310 0.00995485 0.00828813
25.11886432 24.81920009 12.00000000 0.14692715 0.07960012 0.07595738 0.07960012 0.04918737 0.02685024 0.02707570 0.02259275 0.00923289 0.00910420
25.11886432 24.81920009 12.00000000 0.12373045 0.11041826 0.06809580 0.11041826 0.05369115 0.04084468 0.06208165 0.04489687 0.03204708 0.02275144
25.11886432 24.81920009 12.00000000 0.13351713 0.06200762 0.06859187 0.06200762 0.06793345 0.03634969 0.03596257 0.02239284 0.01258976 0.00828580
25.11886432 24.81920009 12.00000000 0.14699679 0.07804707 0.07803627 0.07804707 0.07566383 0.04402504 0.04489912 0.02805208 0.01581423 0.01029006
25.11886432 24.81920009 12.00000000 0.11456639 0.07789640 0.07455076 0.07789640 0.05505008 0.03268027 0.04327894 0.02533961 0.01689597 0.00990809
25.11886432 24.81920009 12.00000000 0.16994424 0.06466855 0.07782157 0.06466855 0.02853885 0.02159958 0.02301784 0.01941583 0.00908837 0.00709156
25.11886432 24.81920009 12.00000000 0.11913838 0.10254317 0.07038856 0.10254317 0.05487693 0.04156374 0.05775600 0.04201508 0.02761074 0.02002353
25.11886432 24.81920009 12.00000000 0.06749890 0.06351801 0.06743265 0.06351801 0.02884086 0.02850910 0.04131223 0.02702410 0.02853803 0.01655270
25.11886432 24.81920009 12.00000000 0.08881106 0.04957088 0.09404537 0.04957088 0.04985980 0.04736713 0.04630168 0.04032247 0.01438606 0.01313604
25.11886432 24.35080387 12.00000000 0.05967419 0.05320347 0.01833141 0.05320347 0.01761755 0.01503082 0.01480351 0.00944583 0.00975017 0.00894714
25.11886432 24.35080387 12.00000000 0.03288644 0.02704712 0.02029397 0.02704712 0.02208413 0.01043972 0.01032468 0.00834518 0.00762437 0.00345706
25.11886432 24.35080387 12.00000000 0.06774098 0.03414333 0.01230837 0.03414333 0.05023066 0.02331753 0.02476937 0.01234702 0.00325790 0.00421373
25.11886432 24.35080387 12.00000000 0.06038530 0.03886424 0.01155379 0.03886424 0.04851220 0.02392968 0.02473523 0.01242910 0.00416809 0.00511364
25.11886432 24.81920009 12.00000000 0.15642533 0.07812566 0.08981009 0.07812566 0.05348977 0.03718170 0.02163567 0.01660005 0.00995485 0.00828813
25.11886432 24.81920009 12.00000000 0.14692715 0.07960012 0.07600041 0.07960012 0.04918737 0.02685024 0.02924165 0.01606623 0.00923289 0.00910420
25.11886432 24.81920009 12.00000000 0.12373045 0.11041826 0.06812159 0.11041826 0.05369115 0.04084468 0.04605577 0.03438407 0.03204708 0.02275144
25.11886432 24.81920009 12.00000000 0.13351713 0.06200762 0.06856022 0.06200762 0.06793345 0.03634969 0.02469897 0.01552845 0.01258976 0.00828580
25.11886432 24.81920009 12.00000000 0.14699679 0.07804707 0.07796014 0.07804707 0.07566383 0.04402504 0.03039530 0.01850715 0.01581423 0.01029006
25.11886432 24.81920009 12.00000000 0.11456639 0.07789640 0.07462911 0.07789640 0.05505008 0.03268027 0.02677546 0.01669527 0.01689597 0.00990809
25.11886432 24.81920009 12.00000000 0.16994424 0.06466855 0.07778267 0.06466855 0.02853885 0.02159958 0.01590396 0.01307279 0.00908837 0.00709156
25.11886432 24.81920009 12.00000000 0.11913838 0.10254317 0.07038513 0.10254317 0.05487693 0.04156374 0.04137129 0.03090714 0.02761074 0.02002353
25.11886432 24.81920009 12.00000000 0.06749890 0.06351801 0.06774403 0.06351801 0.02884086 0.02850910 0.02940262 0.02589128 0.02853803 0.01655270
25.11886432 24.81920009 12.00000000 0.08881106 0.04957088 0.09401141 0.04957088 0.04985980 0.04736713 0.03052406 0.02731220 0.01438606 0.01313604
25.11886432 24.35080387 12.00000000 0.05967419 0.05320347 0.01834537 0.05320347 0.01761755 0.01503082 0.02175719 0.01240411 0.00975017 0.00894714
25.11886432 24.35080387 12.00000000 0.03288644 0.02704712 0.02045709 0.02704712 0.02208413 0.01043972 0.01257292 0.01026888 0.00762437 0.00345706
25.11886432 24.35080387 12.00000000 0.06774098 0.03414333 0.01195165 0.03414333 0.05023066 0.02331753 0.03412890 0.01698009 0.00325790 0.00421373
25.11886432 24.35080387 12.00000000 0.06038530 0.03886424 0.01168260 0.03886424 0.04851220 0.02392968 0.03449533 0.01723523 0.00416809 0.00511364
25.11886432 24.35080387 12.00000000 nan nan 0.04309358 nan 0.01193695 0.01317024 0.01519977 0.01255242 0.01683210 0.01390908
25.11886432 24.35080387 12.00000000 0.03639256 0.03237753 0.05145810 0.03237753 0.01831980 0.01608074 0.01701150 0.01387963 0.02450879 0.01920704
25.11886432 24.35080387 12.00000000 0.05096136 0.03655252 0.01234580 0.03655252 0.05282740 0.04112390 0.03316952 0.02625204 0.01487146 0.01217137
25.11886432 24.35080387 12.00000000 0.03998986 0.03372841 0.02109306 0.03372841 0.01302675 0.01243047 0.01876428 0.01127269 0.00540756 0.00321598
25.11886432 24.35080387 12.00000000 0.03365602 0.03987229 0.04318024 0.03987229 0.02179128 0.01920534 0.01778513 0.01347846 0.01918018 0.01498598
25.11886432 24.35080387 12.00000000 0.05609700 0.04072970 0.01459382 0.04072970 0.03066390 0.01934767 0.02908544 0.01501939 0.00801557 0.00667537
25.11886432 24.12452695 12.00000000 0.07476647 0.05558543 0.04218006 0.05558543 0.02258110 0.01669263 0.02004215 0.01612170 0.00655667 0.00562030
25.11886432 24.12452695 12.00000000 0.08037840 0.04908301 0.05673266 0.04908301 0.02922364 0.01644736 0.02427850 0.01531854 0.00670226 0.00579265
25.11886432 24.12452695 12.00000000 0.12495887 0.07322614 0.04808673 0.07322614 0.02485867 0.01695654 0.01977674 0.01505712 0.00751053 0.00520507
25.11886432 24.12452695 12.00000000 0.07995919 0.06091569 0.04789736 0.06091569 0.02725871 0.01890645 0.02592759 0.01851586 0.01121392 0.00764869
25.11886432 24.12452695 12.00000000 0.09139205 0.08632162 0.03726478 0.08632162 0.02485979 0.02201242 0.02236966 0.02048235 0.00851466 0.00703313
25.11886432 24.12452695 12.00000000 0.09249726 0.09094792 0.03739704 0.09094792 0.02423163 0.02119658 0.02232504 0.02012384 0.00909346 0.00726367
25.11886432 24.12452695 12.00000000 0.07310530 0.05440543 0.03421702 0.05440543 0.02764459 0.02706337 0.02516733 0.02456402 0.00947122 0.00843614
25.11886432 24.12452695 12.00000000 0.08306859 0.06515325 0.04863341 0.06515325 0.02726166 0.01787875 0.02306037 0.01570217 0.00776647 0.00544968
25.11886432 24.12452695 12.00000000 0.02682789 0.02887374 0.04504850 0.02887374 0.02490686 0.01451452 0.03792270 0.02089738 0.02080906 0.01271679
25.11886432 24.12452695 12.00000000 0.03129636 0.02300121 0.03960629 0.02300121 0.02761851 0.01895049 0.03915722 0.02437059 0.02209347 0.01371735
25.11886432 25.64915125 12.00000000 0.17553562 0.09956522 0.04888855 0.09956522 0.03195532 0.02585024 0.04177670 0.03030034 0.00931926 0.00588099
25.11886432 25.64915125 12.00000000 0.14478958 0.09604697 0.05429053 0.09604697 0.02630922 0.02831439 0.02995245 0.03222045 0.00843554 0.00644812
25.11886432 25.64915125 12.00000000 0.08665369 0.04666567 0.05930891 0.04666567 0.05806891 0.02780070 0.05423112 0.02555985 0.00588150 0.00294544
25.11886432 25.64915125 12.00000000 nan nan 0.03074052 nan 0.02473297 0.02436299 0.03256786 0.02119921 0.00991036 0.00577280
25.11886432 25.64915125 12.00000000 0.13887059 0.05297933 0.10118362 0.05297933 0.04889053 0.01890394 0.03807033 0.02908908 0.00268886 0.00182341
25.11886432 25.64915125 12.00000000 0.06861077 0.04026943 0.06677477 0.04026943 0.05305785 0.02872461 0.05242569 0.02855843 0.00747372 0.00388923
25.11886432 25.64915125 12.00000000 0.15910581 0.11756956 0.05367103 0.11756956 0.02938974 0.03188221 0.02613730 0.03053199 0.00917878 0.00780752
25.11886432 25.64915125 12.00000000 0.07947557 0.03751653 0.06392495 0.03751653 0.04592127 0.01955741 0.05892251 0.02446542 0.00427620 0.00214841
25.11886432 25.64915125 12.00000000 0.11847993 0.05425514 0.07914655 0.05425514 0.05699050 0.03609197 0.04708129 0.03404362 0.00506346 0.00297532
25.11886432 25.64915125 12.00000000 0.13821299 0.06469687 0.05800684 0.06469687 0.06392686 0.03756238 0.04824308 0.03114088 0.00772272 0.00438920
25.11886432 25.11408256 12.00000000 0.13197712 0.04510937 0.05240905 0.04510937 0.07338750 0.03344616 0.04734561 0.02100204 0.01121459 0.00726539
25.11886432 25.11408256 12.00000000 0.07975592 0.05192867 0.05156781 0.05192867 0.06754207 0.03502617 0.05546489 0.02691658 0.02044825 0.01472136
25.11886432 25.11408256 12.00000000 0.15297071 0.04191823 0.05340469 0.04191823 0.10287188 0.04610807 0.05651557 0.02540072 0.01913257 0.01416795
25.11886432 25.11408256 12.00000000 0.13371145 0.05208374 0.05269154 0.05208374 0.09200146 0.04081080 0.05450212 0.02404928 0.01242809 0.00886953
25.11886432 25.11408256 12.00000000 0.11020308 0.04326308 0.05250019 0.04326308 0.09655482 0.04428114 0.06218727 0.02920962 0.01897174 0.01313422
25.11886432 25.11408256 12.00000000 0.14425474 0.08713487 0.08113741 0.08713487 0.08526813 0.07379353 0.05422718 0.04691558 0.04472877 0.03767985
25.11886432 25.11408256 12.00000000 0.06952385 0.04552464 0.05516152 0.04552464 0.05232786 0.03168538 0.04775041 0.02579952 0.02891063 0.02117017
25.11886432 25.11408256 12.00000000 0.11904560 0.06188511 0.07169753 0.06188511 0.08690455 0.06264830 0.06687685 0.04733831 0.04341860 0.03135217
25.11886432 25.11408256 12.00000000 0.14681203 0.05587761 0.06107288 0.05587761 0.08507263 0.04691609 0.06146192 0.03187375 0.02030143 0.01281776
25.11886432 25.11408256 12.00000000 0.08108736 0.06685622 0.07139053 0.06685622 0.05949668 0.05457039 0.04720965 0.04180690 0.05967923 0.05297489
25.11886432 24.71304384 12.00000000 0.11035884 0.06395698 0.06316825 0.06395698 0.00801389 0.00931906 0.01008338 0.01103910 0.03331213 0.03280787
25.11886432 24.71304384 12.00000000 0.12366562 0.06167881 0.08995239 0.06167881 0.02621985 0.01214122 0.01389377 0.00673857 0.01644966 0.00972559
25.11886432 24.71304384 12.00000000 0.23568790 0.22318892 0.09846525 0.22318892 0.03544805 0.01522524 0.01980796 0.01175207 0.01615353 0.00980366
25.11886432 24.71304384 12.00000000 0.09382616 0.09968144 0.07379255 0.09968144 0.01151534 0.00852814 0.00343716 0.00550124 0.01878410 0.01172919
25.11886432 24.71304384 12.00000000 0.12853634 0.10750118 0.07776564 0.10750118 0.01380229 0.01335762 0.01436683 0.01118643 0.02825519 0.01992781
25.11886432 24.71304384 12.00000000 0.10791195 0.04907121 0.10840004 0.04907121 0.02533632 0.01428065 0.01756515 0.00853323 0.01865886 0.01062333
25.11886432 24.71304384 12.00000000 0.10974072 0.10149490 0.07920423 0.10149490 0.01286801 0.00989968 0.00597167 0.00682529 0.02435164 0.01574491
25.11886432 24.71304384 12.00000000 0.13680219 0.06539527 0.12312306 0.06539527 0.02247414 0.01137338 0.01825411 0.00791146 0.01705131 0.00986207
25.11886432 24.71304384 12.00000000 0.10343423 0.06827472 0.07488761 0.06827472 0.01908318 0.01423454 0.00481394 0.00666274 0.03186282 0.02315240
25.11886432 24.71304384 12.00000000 0.11444996 0.06120715 0.08244828 0.06120715 0.01834546 0.01458006 0.00914278 0.00849298 0.03137856 0.02296090
25.11886432 24.82718680 12.00000000 0.10906998 0.03886791 0.13154063 0.03886791 0.01993508 0.01945353 0.01450287 0.01377038 0.00711492 0.00373323
25.11886432 24.82718680 12.00000000 0.11928756 0.04004979 0.09419406 0.04004979 0.01312932 0.01754032 0.02010560 0.01312712 0.00618886 0.00301319
25.11886432 24.82718680 12.00000000 0.08820537 0.08076505 0.06663115 0.08076505 0.00855664 0.00987823 0.01423978 0.00965463 0.01513596 0.00700948
25.11886432 24.82718680 12.00000000 0.13037771 0.08354644 0.08929015 0.08354644 0.01284563 0.01038003 0.00759897 0.00873326 0.01173003 0.00552793
25.11886432 24.82718680 12.00000000 0.09669839 0.06617906 0.08309485 0.06617906 0.01383400 0.01281809 0.00709743 0.01008153 0.01347781 0.00870750
25.11886432 24.82718680 12.00000000 0.09469436 0.08184864 0.07891683 0.08184864 0.01309629 0.01312630 0.01028549 0.01341658 0.01357274 0.00863171
25.11886432 24.82718680 12.00000000 0.08859158 0.05197251 0.10398348 0.05197251 0.02227205 0.01596705 0.00768416 0.01127207 0.01106157 0.00566374
25.11886432 24.82718680 12.00000000 0.11536258 0.12700581 0.07258803 0.12700581 0.01334049 0.01323856 0.01134349 0.01420429 0.01552307 0.01125101
25.11886432 24.82718680 12.00000000 0.10654330 0.05683297 0.09638729 0.05683297 0.02421885 0.01704654 0.02487714 0.01811899 0.00999178 0.00597330
