# noise_perc_th noise_perc SNR_dB NN_nosym_f1 NN_nosym_f2 NN_postSR_f1_nosym NN_postSR_f2_nosym NN_sym_f1 NN_sym_f2 NN_postSR_f1 NN_postSR_f2 Param_f1 Param_f2
3.9811e+00 3.9811e+00 2.8000e+01 6.1148e-02 7.6947e-02 7.0491e-03 6.3161e-02 4.0729e-02 5.9637e-02 7.5272e-03 5.2724e-02 3.1937e-03 4.6237e-02
3.9811e+00 3.9811e+00 2.8000e+01 8.0226e-02 9.8221e-02 6.3183e-02 6.2126e-02 3.2659e-02 5.7119e-02 1.3444e-03 4.8604e-02 1.4451e-03 3.4630e-02
3.9811e+00 3.9811e+00 2.8000e+01 4.9302e-02 7.2218e-02 1.1800e-04 4.3168e-02 1.9557e-02 5.5061e-02 2.1999e-04 4.4527e-02 1.2608e-03 4.0050e-02
3.9811e+00 3.9811e+00 2.8000e+01 4.7477e-02 6.5990e-02 2.6547e-02 1.4668e-02 2.1241e-02 6.0633e-02 1.9347e-03 3.9836e-02 5.6748e-03 3.3060e-02
3.9811e+00 3.9811e+00 2.8000e+01 7.5401e-02 8.3120e-02 3.3221e-02 4.9780e-02 5.5744e-02 6.0342e-02 4.7099e-03 4.5678e-02 4.9615e-03 4.5131e-02
4.4668e+00 4.4668e+00 2.7000e+01 6.3239e-02 6.3057e-02 3.2817e-03 1.0874e-02 3.6817e-02 5.0335e-02 1.4517e-02 4.5373e-02 7.1266e-03 4.0507e-02
4.4668e+00 4.4668e+00 2.7000e+01 5.4454e-02 6.7420e-02 3.9954e-02 4.9642e-02 2.5046e-02 4.2015e-02 1.7283e-03 3.6877e-02 6.4165e-03 3.8535e-02
4.4668e+00 4.4668e+00 2.7000e+01 7.3981e-02 6.9122e-02 3.0862e-02 3.8378e-02 3.7060e-02 5.1408e-02 2.3903e-02 4.8114e-02 2.3462e-03 4.0329e-02
4.4668e+00 4.4668e+00 2.7000e+01 6.8600e-02 6.3791e-02 4.2354e-02 2.2258e-02 2.5611e-02 5.4245e-02 3.6542e-03 1.5388e-02 3.8709e-03 4.1232e-02
4.4668e+00 4.4668e+00 2.7000e+01 6.3766e-02 9.5574e-02 4.1904e-02 7.2171e-02 3.2933e-02 7.0111e-02 8.7713e-03 4.8380e-02 7.1921e-03 3.7794e-02
4.4668e+00 4.4668e+00 2.7000e+01 8.1216e-02 9.9785e-02 5.4575e-02 5.6793e-02 3.3955e-02 4.9749e-02 2.3324e-02 3.9244e-02 6.5608e-03 3.9151e-02
4.4668e+00 4.4668e+00 2.7000e+01 1.1506e-01 1.0984e-01 8.1136e-02 8.6954e-02 4.5654e-02 7.3799e-02 6.8537e-04 5.9856e-02 1.3409e-02 6.7345e-02
4.4668e+00 4.4668e+00 2.7000e+01 1.0484e-01 1.0571e-01 7.6391e-02 6.7998e-02 3.1719e-02 5.6160e-02 1.8919e-02 5.0538e-02 6.0055e-03 4.3581e-02
4.4668e+00 4.4668e+00 2.7000e+01 7.4116e-02 1.0145e-01 5.0022e-02 6.5383e-02 3.3803e-02 6.1828e-02 1.0131e-03 4.5344e-02 3.0090e-03 4.0860e-02
4.4668e+00 4.4668e+00 2.7000e+01 1.3450e-01 1.5105e-01 1.1237e-01 1.2396e-01 4.6701e-02 6.0679e-02 3.5053e-02 4.5994e-02 1.6345e-02 1.9759e-02
5.0119e+00 5.0119e+00 2.6000e+01 5.6804e-02 8.1371e-02 3.5222e-02 1.0660e-02 3.9520e-02 5.4637e-02 2.4590e-02 3.8613e-02 4.2677e-03 3.4128e-02
5.0119e+00 5.0119e+00 2.6000e+01 7.8548e-02 8.1111e-02 6.3803e-03 2.2900e-02 3.3942e-02 5.9343e-02 1.0094e-02 4.9681e-02 1.2819e-02 2.0000e-02
5.0119e+00 5.0119e+00 2.6000e+01 4.7024e-02 8.3369e-02 6.2238e-03 1.3130e-02 1.8746e-02 5.7778e-02 3.9837e-03 5.0447e-02 4.7725e-03 3.7396e-02
5.0119e+00 5.0119e+00 2.6000e+01 4.9114e-02 7.0955e-02 4.8264e-03 4.5808e-02 2.7689e-02 5.3067e-02 1.3508e-02 3.9998e-02 4.4986e-03 3.8144e-02
5.0119e+00 5.0119e+00 2.6000e+01 5.8389e-02 8.7621e-02 3.8795e-02 4.6450e-02 2.8719e-02 6.6234e-02 2.1449e-02 4.8798e-02 3.8346e-03 3.5734e-02
5.0119e+00 5.0119e+00 2.6000e+01 6.8569e-02 8.2118e-02 3.3820e-02 2.2339e-02 3.0381e-02 5.5137e-02 3.6289e-03 4.2069e-02 4.4041e-03 4.5183e-02
5.0119e+00 5.0119e+00 2.6000e+01 1.1151e-01 1.1941e-01 1.0186e-01 9.8774e-02 2.1103e-02 5.0917e-02 6.7518e-03 3.8123e-02 6.9464e-03 3.3122e-02
5.0119e+00 5.0119e+00 2.6000e+01 7.8907e-02 8.7184e-02 4.7710e-02 5.4750e-02 4.4651e-02 5.3741e-02 3.7911e-03 3.9012e-02 6.7604e-03 3.6585e-02
5.0119e+00 5.0119e+00 2.6000e+01 7.4149e-02 7.7546e-02 3.9862e-02 5.0014e-02 3.1255e-02 4.6840e-02 7.4103e-03 3.4781e-02 7.0571e-03 3.7732e-02
5.0119e+00 5.0119e+00 2.6000e+01 6.5991e-02 7.7003e-02 5.5935e-04 4.5952e-02 3.4305e-02 7.1512e-02 1.7673e-04 5.1084e-02 6.0223e-03 4.7895e-02
5.6234e+00 5.6234e+00 2.5000e+01 5.3204e-02 7.6437e-02 3.0170e-02 1.1850e-02 3.4580e-02 4.9587e-02 2.5221e-02 3.8188e-02 3.9250e-03 3.5529e-02
5.6234e+00 5.6234e+00 2.5000e+01 1.5695e-01 1.6838e-01 1.4387e-01 1.5568e-01 4.0746e-02 4.2641e-02 1.6191e-02 1.3007e-02 5.2920e-03 2.2616e-02
5.6234e+00 5.6234e+00 2.5000e+01 5.8593e-02 9.8013e-02 3.4153e-02 1.0762e-02 2.9422e-02 6.2191e-02 1.5053e-02 4.1974e-02 1.1898e-02 4.8735e-02
5.6234e+00 5.6234e+00 2.5000e+01 7.4812e-02 9.4187e-02 6.2952e-02 4.9007e-02 3.9094e-02 5.2960e-02 2.9016e-02 3.9710e-02 5.7369e-03 3.6584e-02
5.6234e+00 5.6234e+00 2.5000e+01 6.6855e-02 9.4519e-02 1.5446e-02 1.0353e-02 4.1212e-02 6.9471e-02 1.4319e-02 4.2584e-02 7.8469e-03 4.1527e-02
5.6234e+00 5.6234e+00 2.5000e+01 9.4997e-02 8.9186e-02 4.8324e-02 1.1683e-02 6.2941e-02 7.3287e-02 2.0044e-02 5.2202e-02 1.0354e-02 6.2208e-02
5.6234e+00 5.6234e+00 2.5000e+01 1.2970e-01 1.0171e-01 7.7644e-02 3.2261e-02 8.7893e-02 4.9865e-02 8.3691e-02 3.2529e-02 2.2514e-02 2.0002e-02
5.6234e+00 5.6234e+00 2.5000e+01 7.4687e-02 9.9191e-02 8.9775e-04 1.8780e-02 5.1702e-02 7.0684e-02 3.6992e-03 5.7611e-02 4.9980e-03 5.4600e-02
5.6234e+00 5.6234e+00 2.5000e+01 6.5248e-02 7.6446e-02 2.4083e-03 1.7000e-02 3.5154e-02 5.3408e-02 1.3573e-03 4.4864e-02 3.6967e-03 4.7393e-02
5.6234e+00 5.6234e+00 2.5000e+01 8.2914e-02 1.0257e-01 6.5716e-02 6.9785e-02 2.7448e-02 6.7512e-02 2.1815e-02 6.0011e-02 3.1660e-03 3.5997e-02
6.3096e+00 6.3096e+00 2.4000e+01 6.6651e-02 8.6043e-02 1.2710e-02 1.0984e-02 4.8862e-02 6.0503e-02 1.0094e-02 1.1941e-02 1.2676e-02 2.4068e-02
6.3096e+00 6.3096e+00 2.4000e+01 6.9141e-02 8.4919e-02 3.4092e-02 1.6958e-02 2.4220e-02 4.6788e-02 1.4658e-02 4.0148e-02 2.3921e-03 2.2168e-02
6.3096e+00 6.3096e+00 2.4000e+01 7.2523e-02 9.6298e-02 3.3918e-02 1.3826e-02 3.4811e-02 6.7324e-02 1.1715e-03 1.0136e-02 5.3243e-03 3.9763e-02
6.3096e+00 6.3096e+00 2.4000e+01 7.6296e-02 1.0327e-01 4.1866e-02 2.7863e-02 4.1137e-02 5.5742e-02 5.3295e-02 4.4532e-02 7.7712e-03 2.7470e-02
6.3096e+00 6.3096e+00 2.4000e+01 8.2766e-02 9.8075e-02 1.1505e-02 2.4264e-02 5.0988e-02 5.9355e-02 1.4431e-02 5.4976e-02 1.3945e-02 5.0805e-02
6.3096e+00 6.3096e+00 2.4000e+01 6.5479e-02 8.9476e-02 4.8450e-02 4.5562e-02 4.1436e-02 5.6171e-02 2.8166e-02 1.0206e-02 3.1669e-03 3.4665e-02
6.3096e+00 6.3096e+00 2.4000e+01 1.1702e-01 1.1601e-01 1.0036e-01 8.4147e-02 4.2854e-02 5.3929e-02 1.8087e-02 4.3545e-02 1.4749e-03 4.1938e-02
6.3096e+00 6.3096e+00 2.4000e+01 7.9316e-02 1.0224e-01 3.6194e-02 1.0282e-02 4.2475e-02 5.5918e-02 1.8405e-02 1.1419e-02 5.3064e-03 3.1740e-02
6.3096e+00 6.3096e+00 2.4000e+01 8.6679e-02 9.4451e-02 7.4638e-02 6.9272e-02 1.9169e-02 5.6154e-02 3.9569e-03 4.1204e-02 4.5462e-03 1.8981e-02
6.3096e+00 6.3096e+00 2.4000e+01 5.2486e-02 8.1145e-02 2.0983e-03 1.8594e-02 3.4782e-02 4.5005e-02 1.5537e-03 4.0034e-02 2.0909e-03 4.3281e-02
7.0795e+00 7.0795e+00 2.3000e+01 1.6385e-01 1.8006e-01 1.5249e-01 1.6074e-01 3.1798e-02 4.4270e-02 3.3240e-03 1.5373e-02 4.2882e-03 2.2476e-02
7.0795e+00 7.0795e+00 2.3000e+01 7.8763e-02 9.8704e-02 5.0809e-03 1.1498e-02 6.2769e-02 6.3173e-02 8.0441e-03 1.0151e-02 9.8712e-03 3.8364e-02
7.0795e+00 7.0795e+00 2.3000e+01 8.3806e-02 9.4247e-02 4.5278e-03 1.6786e-02 3.6465e-02 5.5955e-02 4.6055e-03 1.0906e-02 7.1521e-03 3.3274e-02
7.0795e+00 7.0795e+00 2.3000e+01 9.3723e-02 1.1865e-01 5.6840e-02 6.3399e-02 4.1998e-02 7.9804e-02 4.6587e-04 1.0511e-02 7.0243e-03 4.2865e-02
7.0795e+00 7.0795e+00 2.3000e+01 1.1529e-01 1.1816e-01 8.1700e-02 7.5886e-02 4.5989e-02 6.8269e-02 3.6832e-02 1.8135e-02 1.6547e-03 4.0765e-02
7.0795e+00 7.0795e+00 2.3000e+01 9.2094e-02 9.7373e-02 6.8924e-02 5.9572e-02 3.6343e-02 5.4935e-02 2.1405e-03 1.3045e-02 9.0234e-03 2.7453e-02
7.0795e+00 7.0795e+00 2.3000e+01 1.4205e-01 1.6433e-01 1.2175e-01 1.3643e-01 3.8776e-02 5.0536e-02 4.0347e-04 4.3953e-02 6.4849e-03 2.9191e-02
7.0795e+00 7.0795e+00 2.3000e+01 9.0997e-02 1.0777e-01 1.5506e-02 1.0825e-02 4.3856e-02 7.4450e-02 2.8408e-02 4.3442e-02 8.7055e-03 3.8578e-02
7.0795e+00 7.0795e+00 2.3000e+01 8.1714e-02 1.5822e-01 4.1876e-02 1.8774e-02 3.8659e-02 9.0471e-02 1.1861e-02 9.6321e-03 6.3158e-03 6.1890e-02
7.0795e+00 7.0795e+00 2.3000e+01 8.1408e-02 1.1321e-01 5.1526e-02 1.1597e-02 4.9774e-02 7.7526e-02 6.0073e-04 1.0645e-02 1.1336e-02 1.3487e-02
7.9433e+00 7.9433e+00 2.2000e+01 1.2519e-01 1.5606e-01 9.3809e-02 9.1147e-02 4.5956e-02 9.5738e-02 3.9375e-02 6.1617e-02 2.3836e-02 6.1168e-02
7.9433e+00 7.9433e+00 2.2000e+01 8.9025e-02 9.7814e-02 5.8480e-02 4.7207e-02 4.9307e-02 6.2780e-02 2.9438e-02 4.4116e-02 7.0252e-03 4.4480e-02
7.9433e+00 7.9433e+00 2.2000e+01 7.9437e-02 9.9391e-02 1.3193e-03 1.6743e-02 3.2628e-02 7.2250e-02 4.0637e-03 2.1720e-02 1.6023e-03 3.4476e-02
7.9433e+00 7.9433e+00 2.2000e+01 9.1262e-02 1.3702e-01 1.7507e-02 2.2778e-02 6.8250e-02 1.1453e-01 1.9991e-02 2.1554e-02 1.7060e-02 5.8035e-02
7.9433e+00 7.9433e+00 2.2000e+01 1.2255e-01 1.2537e-01 1.0744e-01 9.8382e-02 3.0923e-02 5.2625e-02 2.9312e-02 1.6643e-02 9.0123e-03 2.5195e-02
7.9433e+00 7.9433e+00 2.2000e+01 1.9916e-01 2.5236e-01 1.7206e-01 2.0433e-01 7.5237e-02 9.9780e-02 2.7233e-02 6.5272e-02 1.8389e-02 6.8169e-02
7.9433e+00 7.9433e+00 2.2000e+01 6.8492e-02 1.0008e-01 1.3428e-03 2.3510e-02 2.9219e-02 5.1129e-02 1.5413e-03 2.8086e-02 1.6250e-03 2.8357e-02
7.9433e+00 7.9433e+00 2.2000e+01 1.2161e-01 1.5975e-01 9.9323e-02 1.1605e-01 5.4142e-02 9.0220e-02 2.9942e-02 1.0016e-02 1.2721e-02 5.6654e-02
7.9433e+00 7.9433e+00 2.2000e+01 7.1526e-02 9.6261e-02 3.9020e-03 1.3671e-02 3.0641e-02 5.5427e-02 1.9188e-04 2.5308e-02 1.9689e-03 2.8821e-02
7.9433e+00 7.9433e+00 2.2000e+01 9.9770e-02 1.1936e-01 8.4329e-02 7.4850e-02 3.1348e-02 5.8775e-02 8.1895e-03 1.7862e-02 1.0950e-02 2.8229e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.2121e-01 1.5084e-01 7.7873e-02 8.2088e-02 4.4619e-02 1.0114e-01 1.6024e-02 1.4874e-02 2.2391e-02 5.8839e-02
8.9125e+00 8.9125e+00 2.1000e+01 9.7965e-02 8.5725e-02 2.7483e-02 1.5662e-02 5.6036e-02 5.3288e-02 5.7974e-02 1.3554e-02 1.2846e-02 2.9553e-02
8.9125e+00 8.9125e+00 2.1000e+01 2.0824e-01 1.1925e-01 1.3712e-01 1.8063e-02 1.8982e-01 7.4176e-02 1.5205e-01 1.9644e-02 2.3946e-02 2.4633e-02
8.9125e+00 8.9125e+00 2.1000e+01 7.5692e-02 1.2522e-01 1.1604e-02 1.3343e-02 4.7374e-02 1.0309e-01 1.1077e-02 1.2430e-02 1.1115e-02 6.3136e-02
8.9125e+00 8.9125e+00 2.1000e+01 8.6394e-02 1.0855e-01 1.3723e-02 1.2072e-02 3.7658e-02 6.1158e-02 3.1440e-02 1.2551e-02 2.0467e-02 1.6274e-02
8.9125e+00 8.9125e+00 2.1000e+01 7.6649e-02 1.0227e-01 1.2052e-02 1.7128e-02 4.0192e-02 6.2704e-02 2.6501e-02 1.6127e-02 6.4169e-03 2.6766e-02
8.9125e+00 8.9125e+00 2.1000e+01 6.8235e-02 9.3292e-02 2.7793e-02 1.2634e-02 5.9195e-02 3.8702e-02 3.9689e-02 1.1710e-02 2.9298e-02 8.2148e-03
8.9125e+00 8.9125e+00 2.1000e+01 7.7652e-02 7.7382e-02 2.3963e-02 1.2553e-02 4.9691e-02 4.1257e-02 2.1672e-02 1.3656e-02 2.0999e-02 1.6773e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.0203e-01 1.0403e-01 6.7782e-02 1.0023e-02 4.2093e-02 5.6508e-02 6.5319e-03 1.0180e-02 1.9689e-03 2.5568e-02
8.9125e+00 8.9125e+00 2.1000e+01 9.7244e-02 1.3206e-01 6.4950e-02 7.8848e-02 4.5390e-02 7.0989e-02 1.0309e-02 5.7568e-02 7.4078e-03 2.1593e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.3191e-01 1.7096e-01 1.1564e-01 1.1360e-01 5.3834e-02 7.9213e-02 3.9808e-02 2.9420e-02 1.1788e-02 3.7838e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.4016e-01 1.2752e-01 1.0692e-01 1.9178e-02 5.8304e-02 7.3930e-02 2.1476e-02 4.5627e-02 1.3067e-02 5.5850e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.0209e-01 1.8147e-01 6.7407e-02 1.3713e-02 3.5210e-02 1.5387e-01 2.2111e-02 1.0092e-02 2.0251e-02 7.5535e-02
1.0000e+01 1.0000e+01 2.0000e+01 2.1553e-01 2.1148e-01 1.5940e-01 2.9140e-02 1.0195e-01 1.4441e-01 9.3238e-02 3.2009e-02 2.0020e-02 3.9965e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.2177e-01 1.0638e-01 6.8081e-02 5.8345e-02 7.2882e-02 6.4758e-02 5.4683e-02 1.0767e-02 1.1643e-02 3.9387e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.3112e-01 1.4164e-01 1.0300e-01 1.1289e-01 5.0912e-02 6.3064e-02 1.8254e-02 1.3070e-02 1.2312e-02 3.3327e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.1392e-01 1.6261e-01 5.8909e-02 1.9133e-02 6.3712e-02 1.1466e-01 4.2278e-02 2.2387e-02 4.1282e-02 6.2750e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.3367e-01 1.5504e-01 1.1635e-01 1.1544e-01 3.7736e-02 6.4107e-02 2.9728e-02 1.2481e-02 2.5818e-02 1.6247e-02
1.0000e+01 1.0000e+01 2.0000e+01 8.6407e-02 1.0678e-01 8.7455e-03 2.2375e-02 4.4320e-02 7.7745e-02 2.7269e-02 1.8867e-02 1.7060e-02 3.5062e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.0172e-01 9.6382e-02 7.5897e-02 5.6926e-02 4.9427e-02 4.6139e-02 3.6796e-02 3.4603e-02 1.2196e-02 3.0037e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.3253e-01 1.6320e-01 1.0107e-01 1.1222e-01 7.0678e-02 7.2504e-02 6.7125e-02 1.6414e-02 9.2589e-03 1.7297e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.5073e-01 1.5418e-01 7.6748e-02 1.4926e-02 4.5639e-02 9.6753e-02 1.7706e-02 1.8635e-02 1.3090e-02 5.1879e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.0054e-01 1.5003e-01 5.4720e-03 1.2731e-02 6.2524e-02 1.1115e-01 1.8417e-03 1.8696e-02 1.5290e-03 2.1571e-02
1.1220e+01 1.1220e+01 1.9000e+01 8.3850e-01 1.7159e-01 7.9810e-01 2.8198e-02 7.1759e-01 1.1048e-01 7.0852e-01 1.0823e-02 2.8337e-02 4.1308e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.1389e-01 1.5110e-01 1.9938e-02 1.6253e-02 8.8252e-02 9.2388e-02 6.0453e-02 2.4817e-02 1.3173e-02 1.6687e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.5766e-01 1.6937e-01 1.3516e-01 9.8407e-03 7.8995e-02 1.2417e-01 6.8570e-02 1.0207e-02 1.0609e-02 4.3383e-02
1.1220e+01 1.1220e+01 1.9000e+01 7.7865e-02 1.2928e-01 2.5381e-02 5.4540e-02 4.2257e-02 7.8421e-02 2.7682e-02 4.6994e-02 9.4105e-03 4.8860e-02
1.1220e+01 1.1220e+01 1.9000e+01 9.0641e-02 1.6084e-01 1.3742e-02 1.5335e-02 4.2349e-02 1.1374e-01 2.9445e-02 1.2654e-02 2.6720e-02 1.6696e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.3860e-01 1.7907e-01 1.0914e-01 1.0828e-01 5.0062e-02 8.3933e-02 2.2829e-02 2.5553e-02 1.8748e-02 4.0516e-02
1.1220e+01 1.1220e+01 1.9000e+01 2.0844e-01 2.0642e-01 2.9483e-02 1.5662e-01 1.0093e-01 9.6662e-02 3.2998e-02 3.1542e-02 1.0614e-02 3.0244e-02
1.2589e+01 1.2589e+01 1.8000e+01 2.7186e-01 2.8705e-01 2.5327e-01 2.4631e-01 6.4058e-02 1.1019e-01 8.3658e-03 1.0078e-02 1.1599e-02 4.7752e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.4941e-01 2.1050e-01 1.2041e-01 1.1566e-01 8.3143e-02 1.5597e-01 8.0271e-02 1.2994e-02 3.6888e-02 9.2925e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.1109e-01 1.7688e-01 7.3406e-02 1.0138e-01 4.9268e-02 1.1908e-01 6.6646e-03 1.0054e-02 1.6937e-02 3.7212e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.5519e-01 1.7627e-01 1.2309e-01 1.0449e-01 5.3196e-02 8.2957e-02 1.3542e-02 1.7382e-02 2.4642e-02 2.0542e-02
1.2589e+01 1.2589e+01 1.8000e+01 8.8350e-02 1.4363e-01 7.9807e-04 2.1094e-02 5.6416e-02 1.2556e-01 1.5906e-02 2.1209e-02 1.3585e-02 6.1533e-02
1.2589e+01 1.2589e+01 1.8000e+01 2.2573e-01 2.1237e-01 2.0843e-01 1.6600e-01 7.5375e-02 8.7572e-02 6.1275e-02 2.5105e-02 1.7205e-02 2.2964e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.1770e-01 1.3654e-01 7.4234e-02 1.8525e-02 5.9063e-02 8.6749e-02 2.6203e-02 1.6733e-02 7.9755e-03 1.0509e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.7347e-01 2.2895e-01 1.6052e-01 1.6042e-01 8.4490e-02 1.0010e-01 5.2549e-02 1.6859e-02 3.5320e-02 3.2739e-02
1.2589e+01 1.2589e+01 1.8000e+01 9.0653e-02 1.3930e-01 8.6109e-04 1.5153e-02 5.5227e-02 1.0347e-01 8.7486e-03 1.0833e-02 6.0613e-03 3.6051e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.4850e-01 1.8001e-01 9.0183e-02 1.3987e-02 8.5777e-02 1.1651e-01 6.4637e-02 3.0824e-02 1.0554e-03 2.1914e-02
1.4125e+01 1.4125e+01 1.7000e+01 2.8926e-01 2.0055e-01 1.7472e-02 3.1114e-02 1.3370e-01 1.1797e-01 5.2586e-02 9.6147e-02 2.3051e-03 3.3417e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.4824e-01 1.3691e-01 5.6763e-02 1.8650e-02 8.7426e-02 6.5275e-02 7.6922e-02 1.3031e-02 1.5399e-02 2.1482e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.6221e-01 1.5132e-01 1.1547e-04 1.9353e-02 8.7472e-02 8.5888e-02 3.1472e-02 2.2389e-02 4.7351e-02 1.0716e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.9370e-01 2.4016e-01 1.6519e-01 1.8592e-01 5.1102e-02 9.6823e-02 2.1285e-02 2.2956e-02 2.2135e-02 1.9289e-02
1.4125e+01 1.4125e+01 1.7000e+01 2.0988e-01 2.2407e-01 1.5134e-01 1.6842e-01 5.6762e-02 1.2471e-01 3.5536e-02 1.5443e-02 2.0790e-02 5.7921e-02
1.4125e+01 1.4125e+01 1.7000e+01 3.9724e-01 4.8106e-01 3.8890e-01 3.9927e-01 8.0166e-02 1.9271e-01 8.0423e-02 1.9457e-02 5.8810e-02 8.6705e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.2403e-01 1.6261e-01 2.7579e-02 1.1816e-02 5.8435e-02 1.1928e-01 1.9827e-02 1.7448e-02 3.5051e-02 4.7908e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.1796e-01 1.1996e-01 3.2629e-02 1.9150e-02 5.9976e-02 6.9646e-02 3.1197e-02 2.2559e-02 3.1570e-02 3.7839e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.1724e+00 1.8744e-01 1.0971e+00 1.1878e-02 9.2943e-01 1.2601e-01 9.1242e-01 1.0070e-01 2.5838e-03 5.3164e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.6073e-01 2.0678e-01 9.1981e-02 1.3912e-01 7.6247e-02 1.1148e-01 2.0093e-02 1.7713e-02 5.4186e-03 1.3936e-02
1.5849e+01 1.5849e+01 1.6000e+01 8.1648e-01 2.1435e-01 6.5575e-01 1.0958e-02 7.0798e-01 1.0487e-01 7.1513e-01 1.4687e-02 1.3411e-01 1.9663e-02
1.5849e+01 1.5849e+01 1.6000e+01 1.3644e-01 1.4887e-01 4.0197e-02 4.0216e-02 8.8934e-02 9.4824e-02 2.2078e-02 2.8157e-02 2.5495e-02 2.7500e-02
1.5849e+01 1.5849e+01 1.6000e+01 1.1533e-01 2.0483e-01 6.7301e-02 1.8340e-02 7.3304e-02 1.3764e-01 5.4588e-02 1.5708e-02 3.1251e-02 5.6559e-02
1.5849e+01 1.5849e+01 1.6000e+01 1.9407e-01 2.3435e-01 1.5514e-01 1.6792e-01 5.3232e-02 9.4392e-02 3.7010e-03 1.3542e-02 3.2472e-03 2.2977e-02
1.5849e+01 1.5849e+01 1.6000e+01 1.7300e-01 2.3231e-01 3.8753e-02 1.3884e-02 8.3003e-02 9.7030e-02 4.5865e-02 2.1104e-02 6.5925e-02 2.5525e-02
1.5849e+01 1.5849e+01 1.6000e+01 2.0875e-01 2.3376e-01 1.2673e-01 2.8504e-02 1.3636e-01 1.6284e-01 1.1260e-01 3.8903e-02 1.0389e-02 8.6336e-02
1.5849e+01 1.5849e+01 1.6000e+01 2.0431e-01 2.8021e-01 1.3592e-01 5.9715e-02 3.9513e-02 1.6180e-01 5.3814e-03 2.3084e-02 7.8311e-03 2.8777e-02
1.5849e+01 1.5849e+01 1.6000e+01 1.8764e-01 2.4001e-01 1.3685e-01 1.4559e-01 8.2951e-02 1.2744e-01 7.7451e-02 9.9432e-03 4.2603e-02 9.0156e-03
1.5849e+01 1.5849e+01 1.6000e+01 2.3870e-01 2.4632e-01 1.7104e-01 1.7931e-01 5.6431e-02 7.4179e-02 1.8304e-02 2.5923e-02 1.9034e-02 3.4732e-02
1.5849e+01 1.5849e+01 1.6000e+01 2.0419e-01 2.8610e-01 1.5075e-01 1.7392e-01 1.2276e-01 2.0542e-01 9.9044e-02 2.0574e-02 3.1861e-02 8.6618e-02
1.7783e+01 1.7783e+01 1.5000e+01 9.2291e-01 3.6354e-01 8.9621e-01 2.3381e-01 6.1901e-01 1.7858e-01 6.0182e-01 1.3116e-02 3.4124e-02 9.2309e-03
1.7783e+01 1.7783e+01 1.5000e+01 1.7015e-01 2.4644e-01 1.2433e-01 2.2483e-02 8.1933e-02 1.1333e-01 6.0809e-02 2.2483e-02 3.7238e-02 2.8703e-02
1.7783e+01 1.7783e+01 1.5000e+01 2.0316e-01 2.8018e-01 1.0052e-01 1.1459e-02 1.3291e-01 1.1780e-01 3.2247e-02 2.3531e-02 7.6322e-02 3.4865e-02
1.7783e+01 1.7783e+01 1.5000e+01 3.4180e-01 3.7755e-01 3.1976e-01 3.2902e-01 5.4451e-02 8.0834e-02 3.1941e-02 1.1539e-02 4.1903e-02 3.4246e-02
1.7783e+01 1.7783e+01 1.5000e+01 1.7610e-01 2.7947e-01 1.3324e-01 1.2890e-02 7.9122e-02 1.5568e-01 5.3052e-02 1.1722e-02 6.5666e-02 7.6440e-02
1.7783e+01 1.7783e+01 1.5000e+01 2.4556e-01 2.8021e-01 1.8688e-01 1.6629e-02 1.5985e-01 1.8222e-01 1.3414e-01 1.7498e-02 8.1276e-02 6.1133e-02
1.7783e+01 1.7783e+01 1.5000e+01 3.8421e-01 2.0578e-01 2.4118e-01 2.5136e-02 1.2004e-01 9.4303e-02 8.3299e-02 1.2501e-02 6.9744e-02 4.8805e-02
1.7783e+01 1.7783e+01 1.5000e+01 3.0736e-01 2.3979e-01 1.0185e-01 3.6396e-02 1.2562e-01 1.5320e-01 1.1129e-01 3.9158e-02 1.6032e-02 6.4208e-02
