# noise_perc_th noise_perc SNR_dB SINDy_f1 SINDy_f2 Poly_f1 Poly_f2 Param_f1 Param_f2
7.9433e+00 8.1545e+00 2.2000e+01 2.0777e-01 9.1689e-02 2.0243e-01 8.4304e-02 9.6200e-03 6.7330e-04
7.9433e+00 7.7585e+00 2.2000e+01 2.0499e-01 8.1345e-02 2.0384e-01 8.7130e-02 2.6553e-03 2.5614e-03
7.9433e+00 7.9688e+00 2.2000e+01 2.0421e-01 7.7046e-02 1.9855e-01 7.6898e-02 1.3523e-03 2.5210e-03
8.9125e+00 8.8062e+00 2.1000e+01 2.0366e-01 8.1546e-02 2.0522e-01 9.7431e-02 8.0002e-03 1.4636e-03
8.9125e+00 8.6567e+00 2.1000e+01 2.0535e-01 8.9780e-02 2.0174e-01 8.9549e-02 1.7567e-03 5.5690e-03
8.9125e+00 8.5723e+00 2.1000e+01 2.0510e-01 8.2132e-02 1.9827e-01 7.8266e-02 6.1816e-03 2.9004e-04
8.9125e+00 9.1240e+00 2.1000e+01 2.0451e-01 8.5107e-02 2.0091e-01 8.7940e-02 1.6777e-03 7.4249e-04
8.9125e+00 8.8545e+00 2.1000e+01 2.0194e-01 8.1758e-02 1.9653e-01 8.5810e-02 8.0008e-03 6.0563e-03
8.9125e+00 8.8072e+00 2.1000e+01 2.0145e-01 8.1429e-02 1.9420e-01 8.0669e-02 7.9969e-03 4.1132e-05
8.9125e+00 8.8125e+00 2.1000e+01 2.0802e-01 9.6585e-02 2.0162e-01 9.0894e-02 2.7985e-03 3.9223e-03
8.9125e+00 8.6680e+00 2.1000e+01 2.0607e-01 7.9727e-02 2.0057e-01 8.5272e-02 2.0710e-03 5.0213e-03
8.9125e+00 8.9436e+00 2.1000e+01 2.0736e-01 8.8108e-02 2.0260e-01 9.3077e-02 6.5695e-03 2.2900e-04
8.9125e+00 8.8203e+00 2.1000e+01 2.0218e-01 8.6621e-02 1.9589e-01 8.7651e-02 9.4828e-03 3.6037e-03
1.0000e+01 1.0091e+01 2.0000e+01 2.0023e-01 7.6727e-02 1.9528e-01 8.2884e-02 6.8984e-03 8.3276e-04
1.0000e+01 1.0327e+01 2.0000e+01 2.0661e-01 8.5468e-02 2.0106e-01 8.1016e-02 1.1544e-02 2.0361e-03
1.0000e+01 9.9007e+00 2.0000e+01 2.0406e-01 8.1089e-02 1.9821e-01 8.0915e-02 3.4944e-03 1.8823e-03
1.0000e+01 9.6398e+00 2.0000e+01 2.0582e-01 8.9647e-02 2.0482e-01 9.9466e-02 5.1277e-03 2.6551e-04
1.0000e+01 9.9324e+00 2.0000e+01 2.0022e-01 7.9310e-02 1.9646e-01 8.2142e-02 3.5592e-03 3.4100e-04
8.9125e+00 8.8062e+00 2.1000e+01 2.0366e-01 8.1546e-02 2.0522e-01 9.7431e-02 8.0002e-03 1.4636e-03
8.9125e+00 8.6567e+00 2.1000e+01 2.0535e-01 8.9780e-02 2.0174e-01 8.9549e-02 1.7567e-03 5.5690e-03
8.9125e+00 8.5723e+00 2.1000e+01 2.0510e-01 8.2132e-02 1.9827e-01 7.8266e-02 6.1816e-03 2.9004e-04
8.9125e+00 9.1240e+00 2.1000e+01 2.0451e-01 8.5107e-02 2.0091e-01 8.7940e-02 1.6777e-03 7.4249e-04
8.9125e+00 8.8545e+00 2.1000e+01 2.0194e-01 8.1758e-02 1.9653e-01 8.5810e-02 8.0008e-03 6.0563e-03
8.9125e+00 8.8072e+00 2.1000e+01 2.0145e-01 8.1429e-02 1.9420e-01 8.0669e-02 7.9969e-03 4.1132e-05
8.9125e+00 8.8125e+00 2.1000e+01 2.0802e-01 9.6585e-02 2.0162e-01 9.0894e-02 2.7985e-03 3.9223e-03
8.9125e+00 8.6680e+00 2.1000e+01 2.0607e-01 7.9727e-02 2.0057e-01 8.5272e-02 2.0710e-03 5.0213e-03
8.9125e+00 8.9436e+00 2.1000e+01 2.0736e-01 8.8108e-02 2.0260e-01 9.3077e-02 6.5695e-03 2.2900e-04
8.9125e+00 8.8203e+00 2.1000e+01 2.0218e-01 8.6621e-02 1.9589e-01 8.7651e-02 9.4828e-03 3.6037e-03
1.0000e+01 1.0091e+01 2.0000e+01 2.0023e-01 7.6727e-02 1.9528e-01 8.2884e-02 6.8984e-03 8.3276e-04
1.0000e+01 1.0327e+01 2.0000e+01 2.0661e-01 8.5468e-02 2.0106e-01 8.1016e-02 1.1544e-02 2.0361e-03
1.0000e+01 9.9007e+00 2.0000e+01 2.0406e-01 8.1089e-02 1.9821e-01 8.0915e-02 3.4944e-03 1.8823e-03
1.0000e+01 9.6398e+00 2.0000e+01 2.0582e-01 8.9647e-02 2.0482e-01 9.9466e-02 5.1277e-03 2.6551e-04
1.0000e+01 9.9324e+00 2.0000e+01 2.0022e-01 7.9310e-02 1.9646e-01 8.2142e-02 3.5592e-03 3.4100e-04
1.0000e+01 9.8807e+00 2.0000e+01 2.0388e-01 8.1696e-02 2.0642e-01 1.0008e-01 8.9763e-03 1.6422e-03
1.0000e+01 9.7130e+00 2.0000e+01 2.0578e-01 9.0993e-02 2.0239e-01 9.0927e-02 1.9711e-03 6.2485e-03
1.0000e+01 9.6183e+00 2.0000e+01 2.0548e-01 8.2307e-02 1.9849e-01 7.8810e-02 6.9359e-03 3.2543e-04
1.0000e+01 1.0237e+01 2.0000e+01 2.0496e-01 8.5666e-02 2.0166e-01 8.9214e-02 1.8825e-03 8.3309e-04
1.0000e+01 9.9350e+00 2.0000e+01 2.0197e-01 8.1910e-02 1.9652e-01 8.6720e-02 8.9770e-03 6.7953e-03
1.0000e+01 9.8819e+00 2.0000e+01 2.0141e-01 8.1553e-02 1.9394e-01 8.0901e-02 8.9726e-03 4.6151e-05
1.0000e+01 9.8878e+00 2.0000e+01 2.0893e-01 9.8775e-02 2.0230e-01 9.2444e-02 3.1400e-03 4.4009e-03
1.0000e+01 9.7257e+00 2.0000e+01 2.0660e-01 7.9551e-02 2.0117e-01 8.6197e-02 2.3236e-03 5.6340e-03
1.0000e+01 1.0035e+01 2.0000e+01 2.0813e-01 8.9205e-02 2.0359e-01 9.5345e-02 7.3711e-03 2.5695e-04
1.0000e+01 9.8966e+00 2.0000e+01 2.0228e-01 8.7302e-02 1.9583e-01 8.8683e-02 1.0640e-02 4.0435e-03
1.1220e+01 1.1322e+01 1.9000e+01 2.0017e-01 7.6361e-02 1.9525e-01 8.3695e-02 7.7401e-03 9.3438e-04
1.1220e+01 1.1587e+01 1.9000e+01 2.0736e-01 8.6036e-02 2.0174e-01 8.1239e-02 1.2952e-02 2.2845e-03
1.1220e+01 1.1109e+01 1.9000e+01 2.0429e-01 8.1348e-02 1.9841e-01 8.1739e-02 3.9208e-03 2.1120e-03
1.1220e+01 1.0816e+01 1.9000e+01 2.0645e-01 9.0920e-02 2.0619e-01 1.0242e-01 5.7534e-03 2.9791e-04
1.1220e+01 1.1144e+01 1.9000e+01 2.0022e-01 7.9692e-02 1.9658e-01 8.2908e-02 3.9935e-03 3.8260e-04
1.1220e+01 1.0888e+01 1.9000e+01 2.0346e-01 7.7774e-02 1.9817e-01 8.0298e-02 1.0588e-02 9.3419e-04
1.1220e+01 1.1226e+01 1.9000e+01 2.0115e-01 7.6023e-02 1.9442e-01 7.0886e-02 1.5961e-02 3.6142e-03
1.1220e+01 1.1010e+01 1.9000e+01 2.0765e-01 9.4723e-02 1.9807e-01 8.7026e-02 8.5093e-03 1.6231e-03
1.1220e+01 1.1329e+01 1.9000e+01 2.0552e-01 8.5284e-02 2.0438e-01 8.9476e-02 9.0049e-03 1.4615e-03
1.1220e+01 1.1229e+01 1.9000e+01 2.0149e-01 7.0495e-02 2.0283e-01 9.9849e-02 5.8752e-03 3.2626e-03
1.2589e+01 1.2237e+01 1.8000e+01 2.0674e-01 8.8851e-02 2.0309e-01 9.3946e-02 1.4252e-02 1.5925e-03
1.2589e+01 1.3059e+01 1.8000e+01 2.0742e-01 1.0072e-01 2.0112e-01 9.9086e-02 4.0511e-03 2.6259e-03
1.2589e+01 1.2330e+01 1.8000e+01 2.0604e-01 9.1546e-02 1.9686e-01 8.1506e-02 8.7458e-03 2.2420e-03
1.2589e+01 1.2404e+01 1.8000e+01 2.0490e-01 8.3017e-02 1.9799e-01 7.8209e-02 1.9150e-02 1.0011e-03
1.2589e+01 1.2570e+01 1.8000e+01 2.0213e-01 7.4661e-02 1.9794e-01 8.6517e-02 5.4763e-03 4.9235e-03
1.2589e+01 1.2855e+01 1.8000e+01 2.0041e-01 7.5681e-02 1.9266e-01 7.3711e-02 5.8261e-03 4.2257e-03
1.2589e+01 1.2513e+01 1.8000e+01 2.0621e-01 9.1442e-02 1.9920e-01 9.3038e-02 5.9843e-03 7.2857e-04
1.2589e+01 1.2440e+01 1.8000e+01 2.0517e-01 8.7398e-02 2.0482e-01 1.0491e-01 1.6436e-02 6.7697e-04
1.2589e+01 1.2863e+01 1.8000e+01 2.0897e-01 1.0292e-01 2.0900e-01 1.1864e-01 1.5540e-02 1.1040e-03
1.2589e+01 1.2868e+01 1.8000e+01 2.0093e-01 7.2587e-02 1.9838e-01 8.0793e-02 5.4577e-03 1.4282e-03
1.4125e+01 1.3975e+01 1.7000e+01 2.0311e-01 8.2384e-02 2.0429e-01 1.0481e-01 1.5692e-02 2.0089e-03
1.4125e+01 1.4230e+01 1.7000e+01 2.0109e-01 8.6966e-02 2.0007e-01 9.3683e-02 2.0735e-02 5.7763e-04
1.4125e+01 1.4241e+01 1.7000e+01 2.1147e-01 1.0173e-01 2.0442e-01 9.2244e-02 1.0705e-02 4.7528e-03
1.4125e+01 1.4364e+01 1.7000e+01 2.0412e-01 8.1901e-02 1.9457e-01 7.5340e-02 8.0552e-03 7.7404e-04
1.4125e+01 1.4122e+01 1.7000e+01 2.0742e-01 6.9098e-02 1.9855e-01 6.8511e-02 3.3144e-03 3.6060e-03
1.4125e+01 1.3907e+01 1.7000e+01 2.0361e-01 6.8236e-02 1.9834e-01 6.9779e-02 1.8031e-03 6.3975e-03
1.4125e+01 1.4512e+01 1.7000e+01 2.0594e-01 8.2815e-02 1.9953e-01 8.5332e-02 1.2484e-02 6.5305e-03
1.4125e+01 1.4313e+01 1.7000e+01 2.0237e-01 7.1064e-02 1.9506e-01 7.3290e-02 1.5371e-02 2.2385e-03
1.4125e+01 1.3653e+01 1.7000e+01 2.0695e-01 9.1591e-02 2.0765e-01 9.9274e-02 1.2462e-02 3.2342e-03
1.4125e+01 1.3556e+01 1.7000e+01 2.0588e-01 1.0424e-01 2.0018e-01 1.0411e-01 3.3779e-03 2.5942e-03
1.5849e+01 1.5945e+01 1.6000e+01 2.0417e-01 8.0072e-02 2.0282e-01 7.7100e-02 1.8780e-02 9.3256e-03
1.5849e+01 1.5597e+01 1.6000e+01 2.0605e-01 8.3185e-02 2.0615e-01 1.1022e-01 1.3289e-02 7.4933e-03
1.5849e+01 1.6392e+01 1.6000e+01 2.1511e-01 1.3347e-01 2.0345e-01 1.0707e-01 1.0897e-02 3.8357e-03
1.5849e+01 1.5853e+01 1.6000e+01 1.9986e-01 8.2672e-02 1.9549e-01 9.2511e-02 8.0000e-03 3.7482e-03
1.5849e+01 1.5525e+01 1.6000e+01 2.1286e-01 1.0097e-01 1.9928e-01 9.2353e-02 9.0560e-03 1.4083e-03
1.5849e+01 1.6223e+01 1.6000e+01 2.0146e-01 6.6409e-02 1.9752e-01 8.7180e-02 1.6361e-02 6.5422e-04
1.5849e+01 1.5676e+01 1.6000e+01 2.1437e-01 1.1319e-01 2.0112e-01 9.2489e-02 8.1969e-03 4.3282e-03
1.5849e+01 1.6270e+01 1.6000e+01 2.1529e-01 1.0466e-01 2.0952e-01 9.0380e-02 1.9194e-02 1.3434e-03
1.5849e+01 1.5480e+01 1.6000e+01 2.0794e-01 8.1642e-02 2.1222e-01 9.5721e-02 5.2981e-03 5.1108e-03
1.5849e+01 1.5900e+01 1.6000e+01 2.0769e-01 7.5408e-02 2.0116e-01 7.5204e-02 2.6982e-03 5.0300e-03
1.7783e+01 1.7521e+01 1.5000e+01 2.0855e-01 8.3021e-02 2.0360e-01 8.0896e-02 1.3521e-02 5.4823e-03
1.7783e+01 1.7826e+01 1.5000e+01 2.1536e-01 1.0162e-01 2.2255e-01 1.2756e-01 8.3427e-03 3.4961e-03
1.7783e+01 1.7681e+01 1.5000e+01 2.1270e-01 8.0719e-02 2.0569e-01 8.7472e-02 2.2663e-02 9.4583e-03
1.7783e+01 1.8124e+01 1.5000e+01 2.1819e-01 1.1591e-01 2.2398e-01 1.2956e-01 7.9813e-03 2.1391e-03
1.7783e+01 1.7921e+01 1.5000e+01 2.1397e-01 1.0757e-01 2.0733e-01 1.0844e-01 1.1647e-02 1.6714e-03
1.7783e+01 1.7810e+01 1.5000e+01 2.0510e-01 8.6309e-02 2.1259e-01 1.0290e-01 1.5215e-02 5.1151e-03
1.7783e+01 1.7420e+01 1.5000e+01 2.1668e-01 1.2865e-01 2.3793e-01 1.7713e-01 9.7594e-03 2.3341e-03
1.7783e+01 1.7913e+01 1.5000e+01 2.0551e-01 8.5385e-02 1.9982e-01 7.7684e-02 2.3703e-03 1.5373e-03
1.7783e+01 1.7330e+01 1.5000e+01 2.0444e-01 8.8290e-02 1.9824e-01 1.0752e-01 1.0635e-02 6.1760e-03
1.7783e+01 1.6495e+01 1.5000e+01 2.0767e-01 9.8192e-02 2.0130e-01 9.5780e-02 1.1008e-02 5.3584e-03
1.9953e+01 1.9381e+01 1.4000e+01 2.0873e-01 8.2384e-02 2.0433e-01 7.9741e-02 9.5764e-03 4.6263e-03
1.9953e+01 1.9739e+01 1.4000e+01 2.3134e-01 1.3235e-01 2.4234e-01 1.4419e-01 2.2191e-02 1.4661e-03
1.9953e+01 2.0221e+01 1.4000e+01 2.0730e-01 9.3973e-02 2.1133e-01 1.2403e-01 1.1097e-02 6.7214e-03
1.9953e+01 2.0901e+01 1.4000e+01 2.0613e-01 7.9849e-02 1.9422e-01 8.4207e-02 1.5024e-02 4.9519e-03
1.9953e+01 1.9810e+01 1.4000e+01 2.0618e-01 7.5623e-02 2.0093e-01 7.2704e-02 4.2942e-03 2.7597e-03
1.9953e+01 1.9461e+01 1.4000e+01 2.1117e-01 8.7931e-02 1.9894e-01 8.2687e-02 1.2144e-02 9.5309e-04
1.9953e+01 2.0387e+01 1.4000e+01 2.0978e-01 7.3171e-02 2.0134e-01 6.8919e-02 6.5918e-03 1.4108e-03
1.9953e+01 2.0247e+01 1.4000e+01 2.0441e-01 9.2707e-02 2.0085e-01 1.0042e-01 1.6682e-02 7.6672e-04
1.9953e+01 1.9707e+01 1.4000e+01 2.0994e-01 8.0893e-02 2.0115e-01 6.9632e-02 5.7569e-03 9.0247e-03
1.9953e+01 1.9658e+01 1.4000e+01 2.0941e-01 7.4890e-02 2.0706e-01 1.0940e-01 1.0404e-02 1.5240e-03
2.2387e+01 2.1893e+01 1.3000e+01 2.1276e-01 1.0712e-01 2.1470e-01 1.1963e-01 1.0995e-02 3.3071e-03
2.2387e+01 2.2607e+01 1.3000e+01 2.0665e-01 8.0090e-02 2.0303e-01 7.9697e-02 1.6077e-02 1.1022e-02
2.2387e+01 2.2618e+01 1.3000e+01 2.0865e-01 1.0571e-01 2.0141e-01 1.0757e-01 1.0403e-02 6.1640e-03
2.2387e+01 2.2859e+01 1.3000e+01 2.0409e-01 8.3756e-02 2.0257e-01 1.1991e-01 1.3908e-02 4.1381e-03
2.2387e+01 2.2453e+01 1.3000e+01 2.0197e-01 8.9556e-02 2.0578e-01 1.1000e-01 1.0792e-02 6.6438e-03
2.2387e+01 2.1639e+01 1.3000e+01 2.1505e-01 8.9322e-02 2.0692e-01 8.9195e-02 7.5096e-03 2.9396e-03
2.5119e+01 2.4819e+01 1.2000e+01 2.0892e-01 8.7310e-02 2.2800e-01 1.4413e-01 2.2548e-02 4.1250e-03
2.5119e+01 2.4398e+01 1.2000e+01 2.1362e-01 1.1163e-01 2.1387e-01 1.1424e-01 4.9511e-03 1.5696e-02
2.5119e+01 2.4160e+01 1.2000e+01 2.1214e-01 8.7349e-02 2.0370e-01 1.0124e-01 1.7422e-02 8.1745e-04
2.5119e+01 2.5715e+01 1.2000e+01 2.1552e-01 9.6290e-02 2.1828e-01 1.1265e-01 4.7285e-03 2.0926e-03
2.5119e+01 2.4955e+01 1.2000e+01 2.0487e-01 8.7142e-02 1.9809e-01 1.0375e-01 2.2549e-02 1.7069e-02
2.8184e+01 2.7848e+01 1.1000e+01 2.1029e-01 8.9170e-02 2.3334e-01 1.5409e-01 2.5299e-02 4.6283e-03
2.8184e+01 2.7375e+01 1.1000e+01 2.1552e-01 1.1645e-01 2.1671e-01 1.1967e-01 5.5552e-03 1.7611e-02
2.8184e+01 2.7108e+01 1.1000e+01 2.1371e-01 8.8892e-02 2.0525e-01 1.0824e-01 1.9548e-02 9.1719e-04
2.8184e+01 2.8853e+01 1.1000e+01 2.1852e-01 9.8954e-02 2.2295e-01 1.1837e-01 5.3055e-03 2.3480e-03
2.8184e+01 2.8001e+01 1.1000e+01 2.0590e-01 8.8819e-02 1.9881e-01 1.0799e-01 2.5301e-02 1.9152e-02
2.8184e+01 2.7851e+01 1.1000e+01 2.0388e-01 8.8515e-02 1.9390e-01 9.0548e-02 2.5288e-02 1.3007e-04
2.8184e+01 2.7868e+01 1.1000e+01 2.3114e-01 1.4266e-01 2.1835e-01 1.2404e-01 8.8497e-03 1.2403e-02
2.8184e+01 2.7411e+01 1.1000e+01 2.1842e-01 7.9030e-02 2.1735e-01 1.0963e-01 6.5489e-03 1.5879e-02
2.8184e+01 2.8282e+01 1.1000e+01 2.2621e-01 1.1495e-01 2.2994e-01 1.4612e-01 2.0775e-02 7.2417e-04
2.8184e+01 2.7892e+01 1.1000e+01 2.0860e-01 1.0089e-01 1.9892e-01 1.0943e-01 2.9987e-02 1.1396e-02
3.1623e+01 3.1910e+01 1.0000e+01 2.0564e-01 7.8336e-02 2.0164e-01 1.0963e-01 2.1815e-02 2.6334e-03
3.1623e+01 3.2657e+01 1.0000e+01 2.2663e-01 9.8423e-02 2.1986e-01 8.9266e-02 3.6504e-02 6.4386e-03
3.1623e+01 3.1309e+01 1.0000e+01 2.0945e-01 9.5162e-02 2.0470e-01 1.1364e-01 1.1050e-02 5.9525e-03
3.1623e+01 3.0484e+01 1.0000e+01 2.2337e-01 1.1878e-01 2.4119e-01 1.6198e-01 1.6215e-02 8.3963e-04
3.1623e+01 3.1409e+01 1.0000e+01 2.0905e-01 1.0416e-01 2.0580e-01 1.0931e-01 1.1255e-02 1.0783e-03
3.1623e+01 3.0685e+01 1.0000e+01 2.1179e-01 8.1883e-02 2.0447e-01 9.1837e-02 2.9840e-02 2.6329e-03
3.1623e+01 3.1640e+01 1.0000e+01 2.0644e-01 7.7639e-02 2.0184e-01 8.5142e-02 4.4983e-02 1.0186e-02
3.5481e+01 3.5058e+01 9.0000e+00 2.1399e-01 9.4462e-02 2.4713e-01 1.7857e-01 3.1849e-02 5.8267e-03
3.5481e+01 3.4463e+01 9.0000e+00 2.2035e-01 1.2851e-01 2.2408e-01 1.3326e-01 6.9936e-03 2.2171e-02
3.5481e+01 3.4127e+01 9.0000e+00 2.1766e-01 9.3179e-02 2.0954e-01 1.2684e-01 2.4609e-02 1.1547e-03
3.5481e+01 3.6323e+01 9.0000e+00 2.2665e-01 1.0581e-01 2.3553e-01 1.3285e-01 6.6792e-03 2.9559e-03
3.5481e+01 3.5251e+01 9.0000e+00 2.0884e-01 9.3514e-02 2.0107e-01 1.1887e-01 3.1852e-02 2.4111e-02
3.5481e+01 3.5062e+01 9.0000e+00 2.0610e-01 9.3589e-02 1.9612e-01 9.6999e-02 3.1836e-02 1.6375e-04
3.5481e+01 3.5083e+01 9.0000e+00 2.4293e-01 1.6248e-01 2.2698e-01 1.3870e-01 1.1141e-02 1.5615e-02
3.5481e+01 3.4508e+01 9.0000e+00 2.2426e-01 8.0032e-02 2.2674e-01 1.2202e-01 8.2446e-03 1.9990e-02
3.5481e+01 3.5605e+01 9.0000e+00 2.3568e-01 1.2784e-01 2.4483e-01 1.7025e-01 2.6154e-02 9.1168e-04
3.5481e+01 3.5114e+01 9.0000e+00 2.1310e-01 1.0716e-01 2.0221e-01 1.1912e-01 3.7752e-02 1.4347e-02
3.9811e+01 4.0172e+01 8.0000e+00 2.1077e-01 8.2948e-02 2.0769e-01 1.2447e-01 2.7463e-02 3.3153e-03
3.9811e+01 4.1112e+01 8.0000e+00 2.3711e-01 1.0448e-01 2.3025e-01 9.4468e-02 4.5956e-02 8.1057e-03
3.9811e+01 3.9415e+01 8.0000e+00 2.1186e-01 1.0473e-01 2.0871e-01 1.3241e-01 1.3912e-02 7.4937e-03
3.9811e+01 3.8377e+01 8.0000e+00 2.3300e-01 1.3233e-01 2.6035e-01 1.8872e-01 2.0414e-02 1.0570e-03
3.9811e+01 3.9542e+01 8.0000e+00 2.1662e-01 1.2023e-01 2.1302e-01 1.2472e-01 1.4169e-02 1.3575e-03
3.9811e+01 3.8631e+01 8.0000e+00 2.1692e-01 8.7067e-02 2.0863e-01 9.9808e-02 3.7566e-02 3.3146e-03
3.9811e+01 3.9833e+01 8.0000e+00 2.1086e-01 8.2318e-02 2.0914e-01 9.9487e-02 5.6630e-02 1.2824e-02
3.9811e+01 3.9064e+01 8.0000e+00 2.3655e-01 1.3852e-01 2.1287e-01 1.1424e-01 3.0192e-02 5.7588e-03
3.9811e+01 4.0197e+01 8.0000e+00 2.2304e-01 1.0761e-01 2.4051e-01 1.3000e-01 3.1951e-02 5.1857e-03
3.9811e+01 3.9843e+01 8.0000e+00 2.1069e-01 7.4109e-02 2.3696e-01 1.9946e-01 2.0846e-02 1.1576e-02
4.4668e+01 4.3418e+01 7.0000e+00 2.3686e-01 1.3186e-01 2.4182e-01 1.6582e-01 5.0567e-02 5.6503e-03
4.4668e+01 4.6335e+01 7.0000e+00 2.2935e-01 1.6687e-01 2.2329e-01 1.7503e-01 1.4374e-02 9.3171e-03
4.4668e+01 4.3747e+01 7.0000e+00 2.3214e-01 1.3183e-01 2.1043e-01 1.0865e-01 3.1031e-02 7.9549e-03
4.4668e+01 4.4011e+01 7.0000e+00 2.4457e-01 1.0669e-01 2.5462e-01 1.3341e-01 6.7946e-02 3.5520e-03
4.4668e+01 4.4601e+01 7.0000e+00 2.3249e-01 1.2812e-01 2.7040e-01 2.2929e-01 1.9431e-02 1.7469e-02
4.4668e+01 4.5610e+01 7.0000e+00 2.1265e-01 1.0311e-01 2.1160e-01 1.2109e-01 2.0672e-02 1.4994e-02
4.4668e+01 4.4398e+01 7.0000e+00 2.3602e-01 1.5334e-01 2.2669e-01 1.5996e-01 2.1233e-02 2.5850e-03
4.4668e+01 4.4140e+01 7.0000e+00 2.3467e-01 1.1587e-01 2.6876e-01 2.0465e-01 5.8318e-02 2.4020e-03
4.4668e+01 4.5639e+01 7.0000e+00 2.4287e-01 1.8157e-01 2.7688e-01 2.5448e-01 5.5139e-02 3.9173e-03
4.4668e+01 4.5658e+01 7.0000e+00 2.4525e-01 1.8240e-01 2.6080e-01 2.2243e-01 1.9365e-02 5.0674e-03
5.0119e+01 4.9585e+01 6.0000e+00 2.1486e-01 1.1550e-01 2.4465e-01 2.2165e-01 5.5677e-02 7.1278e-03
5.0119e+01 5.0491e+01 6.0000e+00 2.1409e-01 1.1742e-01 2.3341e-01 1.4644e-01 7.3571e-02 2.0495e-03
5.0119e+01 5.0528e+01 6.0000e+00 2.5770e-01 1.9325e-01 2.9871e-01 2.5459e-01 3.7982e-02 1.6864e-02
5.0119e+01 5.0964e+01 6.0000e+00 2.1415e-01 1.0262e-01 2.0097e-01 1.2177e-01 2.8581e-02 2.7464e-03
5.0119e+01 5.0105e+01 6.0000e+00 2.6769e-01 1.4860e-01 2.4926e-01 1.3433e-01 1.1760e-02 1.2795e-02
5.6234e+01 5.5563e+01 5.0000e+00 2.2773e-01 1.1494e-01 2.9287e-01 2.5160e-01 5.0478e-02 9.2346e-03
5.6234e+01 5.4620e+01 5.0000e+00 2.3623e-01 1.6599e-01 2.4917e-01 1.7515e-01 1.1084e-02 3.5138e-02
5.6234e+01 5.4087e+01 5.0000e+00 2.3060e-01 1.0935e-01 2.2611e-01 1.8788e-01 3.9003e-02 1.8300e-03
5.6234e+01 5.7568e+01 5.0000e+00 2.5649e-01 1.2824e-01 2.8032e-01 1.7826e-01 1.0586e-02 4.6848e-03
5.6234e+01 5.5868e+01 5.0000e+00 2.2091e-01 1.1123e-01 2.1141e-01 1.5385e-01 5.0482e-02 3.8213e-02
5.6234e+01 5.5570e+01 5.0000e+00 2.1580e-01 1.1336e-01 2.0889e-01 1.2066e-01 5.0457e-02 2.5953e-04
5.6234e+01 5.5603e+01 5.0000e+00 2.8273e-01 2.2161e-01 2.5694e-01 1.8347e-01 1.7658e-02 2.4748e-02
5.6234e+01 5.4691e+01 5.0000e+00 2.4356e-01 8.6451e-02 2.6038e-01 1.6205e-01 1.3067e-02 3.1682e-02
5.6234e+01 5.6430e+01 5.0000e+00 2.6777e-01 1.6840e-01 2.9637e-01 2.4329e-01 4.1451e-02 1.4449e-03
5.6234e+01 5.5653e+01 5.0000e+00 2.3103e-01 1.2655e-01 2.1735e-01 1.4921e-01 5.9832e-02 2.2738e-02
6.3096e+01 6.3668e+01 4.0000e+00 2.3351e-01 1.0453e-01 2.3398e-01 1.7306e-01 4.3526e-02 5.2544e-03
6.3096e+01 6.5159e+01 4.0000e+00 2.7340e-01 1.2391e-01 2.6711e-01 1.1364e-01 7.2835e-02 1.2847e-02
6.3096e+01 6.2469e+01 4.0000e+00 2.2005e-01 1.3945e-01 2.2421e-01 1.9312e-01 2.2048e-02 1.1877e-02
6.3096e+01 6.0823e+01 4.0000e+00 2.6773e-01 1.7484e-01 3.2482e-01 2.6804e-01 3.2354e-02 1.6753e-03
6.3096e+01 6.2669e+01 4.0000e+00 2.4849e-01 1.7393e-01 2.4251e-01 1.7528e-01 2.2457e-02 2.1515e-03
6.3096e+01 6.1225e+01 4.0000e+00 2.3625e-01 1.0932e-01 2.2497e-01 1.2882e-01 5.9538e-02 5.2533e-03
6.3096e+01 6.3131e+01 4.0000e+00 2.2988e-01 1.0441e-01 2.4075e-01 1.5141e-01 8.9753e-02 2.0324e-02
6.3096e+01 6.1912e+01 4.0000e+00 2.7071e-01 1.7898e-01 2.3649e-01 1.4255e-01 4.7852e-02 9.1272e-03
6.3096e+01 6.3709e+01 4.0000e+00 2.4518e-01 1.3431e-01 2.8343e-01 1.7148e-01 5.0638e-02 8.2188e-03
6.3096e+01 6.3147e+01 4.0000e+00 2.2764e-01 1.0576e-01 2.7992e-01 2.9364e-01 3.3039e-02 1.8347e-02
7.0795e+01 6.8813e+01 3.0000e+00 2.7523e-01 1.7758e-01 2.9079e-01 2.3691e-01 8.0143e-02 8.9551e-03
7.0795e+01 7.3436e+01 3.0000e+00 2.5349e-01 2.2607e-01 2.5184e-01 2.4620e-01 2.2781e-02 1.4767e-02
7.0795e+01 6.9335e+01 3.0000e+00 2.6639e-01 1.7100e-01 2.3485e-01 1.4492e-01 4.9181e-02 1.2608e-02
7.0795e+01 6.9753e+01 3.0000e+00 2.9927e-01 1.3764e-01 3.3497e-01 2.0161e-01 1.0769e-01 5.6295e-03
7.0795e+01 7.0688e+01 3.0000e+00 2.7962e-01 1.9980e-01 3.6894e-01 3.6658e-01 3.0796e-02 2.7687e-02
7.0795e+01 7.2288e+01 3.0000e+00 2.3811e-01 1.5017e-01 2.5310e-01 1.8644e-01 3.2762e-02 2.3763e-02
7.0795e+01 7.0367e+01 3.0000e+00 2.7532e-01 2.1862e-01 2.6711e-01 2.2675e-01 3.3652e-02 4.0970e-03
