#noise_th noise noise_db x_Sindy xdot_Sindy x_Sindy_ku0 xdot_Sindy_ku0 x_LS xdot_LS x_param xdot_param
1.00000000 0.98965878 40.00000000 0.17432405 0.18630043 0.22936505 0.23043242 0.19092242 0.20185432 0.00130233 0.00129679
1.00000000 0.98965878 40.00000000 0.08361088 0.10339166 0.38985959 0.25012170 0.08463609 0.10171441 0.00181969 0.00105622
1.00000000 0.98965878 40.00000000 0.21517391 0.15938092 0.27605368 0.20325346 0.23743939 0.16889505 0.00148800 0.00093792
1.00000000 0.98965878 40.00000000 0.14501464 0.11667012 0.23166472 0.17262398 0.16907970 0.12513736 0.00071545 0.00041159
1.00000000 0.98965878 40.00000000 0.24452831 0.18184610 0.40559605 0.26048386 0.09926084 0.10309268 0.00179196 0.00106574
1.00000000 0.98965878 40.00000000 0.06565802 0.08483379 0.09663395 0.10178063 0.07621856 0.09361594 0.00059848 0.00060859
1.00000000 0.98965878 40.00000000 0.20495181 0.13774460 0.33094661 0.18592430 0.22633226 0.14186950 0.00095856 0.00045437
1.00000000 0.98965878 40.00000000 0.12897821 0.09733437 0.24610054 0.14318221 0.12753603 0.09422022 0.00085604 0.00033971
1.12201845 1.13219664 39.00000000 0.23539931 0.18332436 0.22219703 0.18801516 0.25843697 0.19715452 0.00119444 0.00094197
1.12201845 1.13219664 39.00000000 0.10185857 0.09196365 0.21968558 0.11034742 0.11346548 0.09240445 0.00071304 0.00046695
1.12201845 1.13219664 39.00000000 0.17681993 0.12413168 0.31353736 0.19472642 0.10493622 0.10421410 0.00075865 0.00049250
1.12201845 1.13219664 39.00000000 0.09840787 0.10936465 0.14693089 0.14845169 0.09101194 0.09985606 0.00136235 0.00127091
1.12201845 1.13219664 39.00000000 0.09324262 0.10714275 0.44927204 0.25973155 0.08599435 0.10448590 0.00088771 0.00068075
1.12201845 1.13219664 39.00000000 0.20337417 0.14427929 0.37650346 0.20167324 0.07694524 0.09703466 0.00077691 0.00055246
1.12201845 1.13219664 39.00000000 0.05333610 0.07215284 0.08133468 0.07961214 0.06145843 0.07770766 0.00144251 0.00134795
1.12201845 1.13219664 39.00000000 0.08372506 0.09352303 0.26124465 0.21638050 0.09768148 0.10247833 0.00168691 0.00145378
1.12201845 1.13219664 39.00000000 0.18062195 0.07537832 0.14547981 0.06675397 0.16468892 0.07209452 0.00061463 0.00047810
1.12201845 1.13219664 39.00000000 0.14297675 0.10885624 0.25476054 0.17194385 0.16620888 0.11026238 0.00078200 0.00055047
1.12201845 1.15870134 39.00000000 0.18799615 0.14284789 0.25777934 0.19393173 0.20576460 0.15282133 0.00153184 0.00099490
1.12201845 1.15870134 39.00000000 0.15540440 0.11658714 0.33145708 0.16496038 0.12370159 0.10889442 0.00116216 0.00060646
1.12201845 1.15870134 39.00000000 0.28589458 0.20748980 0.27000529 0.21473187 0.30899272 0.21903058 0.00221641 0.00162023
1.12201845 1.15870134 39.00000000 0.14588560 0.10931245 0.26292208 0.17465513 0.16299717 0.10989752 0.00094149 0.00048577
1.12201845 1.15870134 39.00000000 0.07926183 0.09850007 0.39188045 0.22484039 0.07954733 0.09765696 0.00154122 0.00091368
1.12201845 1.15870134 39.00000000 0.10046559 0.09040246 0.20163383 0.11034309 0.12125885 0.09327693 0.00128948 0.00067001
1.12201845 1.15870134 39.00000000 0.15985450 0.15874698 0.20063621 0.19380358 0.17571497 0.17346542 0.00162636 0.00146930
1.12201845 1.15870134 39.00000000 0.13838551 0.11218997 0.33469933 0.19432306 0.13458799 0.08923802 0.00119322 0.00083591
1.12201845 1.15870134 39.00000000 0.11144804 0.10824750 0.36962686 0.18260946 0.09969858 0.09671354 0.00109013 0.00055448
1.12201845 1.15870134 39.00000000 0.15433518 0.14343818 0.21078246 0.17794897 0.17331857 0.15598360 0.00162997 0.00131925
1.12201845 1.11087385 39.00000000 0.19422829 0.20305591 0.18059770 0.16843422 0.07386556 0.08912974 0.00038996 0.00041247
1.12201845 1.11087385 39.00000000 0.11762641 0.11411148 0.16219702 0.13600010 0.13432035 0.12457031 0.00026448 0.00022983
1.12201845 1.11087385 39.00000000 0.24751684 0.18950258 0.31979392 0.23192222 0.26447478 0.19813834 0.00045101 0.00037142
1.12201845 1.11087385 39.00000000 0.07788339 0.07153903 0.13053015 0.07972356 0.08040098 0.07198187 0.00021515 0.00016641
1.12201845 1.11087385 39.00000000 0.14766438 0.11439201 0.22394261 0.14477134 0.16946857 0.12238359 0.00046003 0.00034130
1.12201845 1.11087385 39.00000000 0.13924737 0.11651109 0.20655600 0.13925575 0.16114398 0.12614799 0.00033539 0.00024955
1.12201845 1.11087385 39.00000000 0.14366938 0.13930110 0.20576086 0.17648951 0.15536849 0.14676094 0.00014704 0.00013717
1.12201845 1.11087385 39.00000000 0.09300402 0.06761696 0.14637260 0.07592938 0.07766618 0.06620221 0.00029935 0.00018404
1.12201845 1.11087385 39.00000000 0.25752420 0.18190794 0.34602167 0.22287451 0.28434734 0.19551413 0.00037928 0.00028455
1.12201845 1.11087385 39.00000000 0.15419282 0.12275261 0.21810186 0.14927183 0.17524896 0.13296153 0.00027559 0.00022589
1.12201845 1.08159871 39.00000000 0.07292428 0.06757139 0.13401579 0.07801972 0.06829471 0.06838969 0.00056083 0.00032595
1.12201845 1.08159871 39.00000000 0.11410833 0.11517218 0.40625128 0.23412393 0.08289055 0.09996498 0.00107254 0.00069916
1.12201845 1.08159871 39.00000000 0.10309056 0.08687222 0.19494394 0.12352987 0.12031128 0.09247318 0.00090644 0.00054469
1.12201845 1.08159871 39.00000000 0.15305489 0.12036145 0.21971896 0.14668070 0.17522854 0.12829367 0.00085374 0.00059148
1.12201845 1.08159871 39.00000000 0.22767414 0.16965268 0.36432050 0.23147645 0.08535811 0.10315612 0.00142377 0.00105252
1.12201845 1.08159871 39.00000000 0.25737193 0.19573585 0.21769828 0.17986922 0.27903713 0.20951508 0.00098982 0.00074768
1.12201845 1.08159871 39.00000000 0.09733602 0.09479078 0.13039034 0.11263701 0.11034803 0.10404392 0.00098923 0.00078317
1.12201845 1.08159871 39.00000000 0.22974877 0.20492533 0.32078990 0.27875507 0.10101811 0.10716959 0.00132307 0.00119451
1.12201845 1.08159871 39.00000000 0.11945199 0.13440529 0.19854161 0.18476060 0.13068153 0.14462040 0.00087894 0.00085959
1.12201845 1.08159871 39.00000000 0.07296390 0.06960252 0.13542705 0.10328348 0.07133844 0.07329738 0.00063338 0.00060628
1.12201845 1.11443484 39.00000000 0.12181002 0.08582995 0.18425630 0.10613832 0.11364193 0.08426102 0.00040206 0.00026344
1.12201845 1.11443484 39.00000000 0.20079507 0.13467494 0.31696046 0.17195618 0.22714863 0.14083318 0.00063819 0.00045864
1.12201845 1.11443484 39.00000000 0.09852838 0.08031047 0.18217303 0.11628546 0.09916806 0.08155314 0.00050177 0.00032042
1.12201845 1.11443484 39.00000000 0.11434150 0.10835909 0.36617937 0.18151135 0.10251427 0.09646392 0.00118739 0.00053174
1.12201845 1.11443484 39.00000000 0.15817834 0.06263292 0.11819843 0.05245531 0.13463762 0.06046929 0.00034434 0.00022588
1.12201845 1.11443484 39.00000000 0.22501417 0.16544211 0.29212545 0.21591321 0.24637973 0.17429943 0.00051105 0.00035900
1.12201845 1.11443484 39.00000000 0.13590241 0.10685211 0.30595933 0.13532169 0.14120845 0.10358266 0.00046349 0.00037224
1.12201845 1.11443484 39.00000000 0.22551779 0.14772793 0.33788334 0.20114178 0.07412227 0.09598565 0.00060758 0.00052370
1.12201845 1.11443484 39.00000000 0.26953091 0.23819077 0.11085576 0.13712583 0.10654869 0.11246798 0.00025073 0.00027458
1.12201845 1.11443484 39.00000000 0.28405723 0.19814813 0.30516692 0.22434952 0.20654385 0.16202056 0.00047352 0.00039564
1.12201845 1.08875809 39.00000000 0.09176694 0.10385583 0.12744879 0.12512699 0.10526312 0.11501163 0.00183971 0.00177343
1.12201845 1.08875809 39.00000000 0.24478503 0.23295223 0.31714754 0.29464873 0.26278374 0.24958244 0.00198345 0.00183254
1.12201845 1.08875809 39.00000000 0.21349572 0.14396939 0.35151965 0.21166497 0.07320770 0.09433981 0.00159857 0.00099692
1.12201845 1.08875809 39.00000000 0.16545878 0.08521339 0.22607327 0.09841206 0.15487393 0.08166433 0.00114616 0.00060852
1.12201845 1.08875809 39.00000000 0.12221481 0.09885123 0.23625752 0.14755484 0.13265652 0.09932719 0.00151144 0.00088976
1.12201845 1.08875809 39.00000000 0.08401822 0.09723546 0.43921076 0.26047049 0.09222801 0.10280646 0.00154862 0.00114102
1.12201845 1.08875809 39.00000000 0.10224765 0.06936044 0.13907767 0.06861467 0.08370789 0.06799310 0.00086873 0.00045089
1.12201845 1.08875809 39.00000000 0.21615960 0.15659148 0.29381252 0.19274502 0.24080550 0.16712212 0.00153556 0.00108241
1.12201845 1.08875809 39.00000000 0.15665280 0.10415475 0.24043112 0.12031294 0.15540512 0.09942438 0.00082851 0.00055670
1.12201845 1.08875809 39.00000000 0.20356222 0.18807398 0.26276560 0.22864659 0.22333976 0.20352668 0.00180885 0.00155887
1.12201845 1.12264176 39.00000000 0.22881718 0.15624149 0.33690556 0.19902173 0.25469493 0.16501401 0.00177203 0.00121893
1.12201845 1.12264176 39.00000000 0.24369062 0.16505024 0.37975003 0.23123766 0.10615575 0.11112747 0.00201504 0.00135838
1.12201845 1.12264176 39.00000000 0.13341111 0.11007240 0.22101110 0.16953324 0.15752633 0.11838878 0.00214998 0.00142829
1.12201845 1.12264176 39.00000000 0.17318718 0.16898311 0.24686460 0.21778939 0.18600179 0.18357702 0.00307218 0.00280839
1.12201845 1.12264176 39.00000000 0.08414121 0.10228272 0.37404399 0.24291320 0.08649565 0.10167907 0.00193168 0.00139130
1.12201845 1.12264176 39.00000000 0.14323756 0.11166232 0.28086262 0.16971813 0.15813413 0.10944077 0.00142234 0.00092069
1.12201845 1.12264176 39.00000000 0.14949130 0.06145692 0.12247218 0.05681841 0.12641392 0.05901654 0.00134020 0.00074204
1.12201845 1.12264176 39.00000000 0.10160801 0.07674218 0.17614343 0.11005620 0.08788240 0.07496129 0.00128318 0.00075572
1.12201845 1.12264176 39.00000000 0.13004603 0.12344528 0.19012099 0.15057527 0.14874042 0.13523270 0.00284909 0.00223060
1.12201845 1.12264176 39.00000000 0.15304989 0.09459633 0.21105470 0.10478202 0.15064100 0.09146432 0.00101211 0.00066442
1.12201845 1.10097243 39.00000000 0.08050600 0.08883392 0.12051238 0.10664381 0.09315280 0.09678174 0.00051897 0.00042119
1.12201845 1.10097243 39.00000000 0.17857552 0.14765979 0.24104353 0.18383854 0.20032552 0.15923391 0.00112725 0.00079375
1.12201845 1.10097243 39.00000000 0.15330028 0.08687322 0.20668237 0.13424762 0.14419276 0.08415609 0.00060725 0.00041751
1.12201845 1.10097243 39.00000000 0.14268650 0.08462074 0.20056839 0.11995592 0.13094400 0.08295934 0.00061078 0.00038855
1.12201845 1.10097243 39.00000000 0.12434215 0.10834604 0.19711873 0.14136074 0.13935845 0.11820023 0.00091371 0.00065040
1.12201845 1.10097243 39.00000000 0.22746269 0.15335764 0.30530335 0.19033306 0.25293760 0.16480622 0.00102888 0.00061646
1.12201845 1.10097243 39.00000000 0.14075946 0.14605379 0.19035903 0.17849382 0.15720702 0.15952913 0.00101260 0.00093168
1.12201845 1.10097243 39.00000000 0.23949598 0.17123096 0.31961709 0.21183827 0.26476803 0.18343431 0.00132596 0.00088679
1.12201845 1.10097243 39.00000000 0.12199752 0.11595263 0.39699562 0.19820255 0.11358191 0.11510803 0.00116096 0.00070876
1.12201845 1.10097243 39.00000000 0.13761272 0.11209312 0.29688253 0.14659621 0.14367761 0.10777375 0.00074826 0.00042522
1.12201845 1.13291732 39.00000000 0.14706834 0.11654914 0.33279633 0.19272475 0.13000963 0.10662904 0.00095817 0.00057654
1.12201845 1.13291732 39.00000000 0.22776945 0.16070568 0.38340523 0.22569865 0.07888107 0.09706916 0.00112053 0.00075607
1.12201845 1.13291732 39.00000000 0.13771629 0.10715937 0.30335210 0.15830603 0.14372620 0.10730913 0.00067119 0.00046589
1.12201845 1.13291732 39.00000000 0.15151539 0.13535187 0.42262824 0.25518779 0.15113266 0.13611273 0.00111346 0.00075616
1.12201845 1.13291732 39.00000000 0.15396444 0.11364454 0.25318515 0.14619825 0.18015725 0.12076506 0.00097921 0.00056843
1.12201845 1.13291732 39.00000000 0.21924863 0.21397165 0.29600337 0.26694111 0.23809585 0.23148264 0.00168733 0.00155919
1.12201845 1.13291732 39.00000000 0.08170607 0.09506661 0.38547434 0.23695275 0.08321912 0.09550565 0.00161051 0.00102864
1.12201845 1.13291732 39.00000000 0.13304501 0.10470077 0.21980037 0.17018736 0.14727430 0.10834100 0.00095350 0.00059575
1.12201845 1.13291732 39.00000000 0.20494228 0.14516283 0.30323475 0.18107766 0.23255695 0.15565766 0.00115302 0.00079984
1.12201845 1.13291732 39.00000000 0.18180741 0.16142097 0.23554689 0.19478923 0.20073243 0.17572821 0.00170634 0.00142783
1.12201845 1.12292600 39.00000000 0.14299709 0.11408079 0.24010046 0.14748405 0.16723745 0.12267423 0.00049465 0.00037933
1.12201845 1.12292600 39.00000000 0.11502362 0.12984200 0.15272581 0.15959582 0.13011211 0.14389874 0.00057524 0.00057184
1.12201845 1.12292600 39.00000000 0.17089390 0.07409937 0.17237679 0.09303275 0.15264139 0.07099676 0.00062709 0.00035328
1.12201845 1.12292600 39.00000000 0.25160756 0.16500207 0.35317419 0.21558863 0.08277296 0.10484564 0.00079713 0.00057545
1.12201845 1.12292600 39.00000000 0.19227326 0.13813520 0.30894127 0.20992030 0.08990123 0.10098204 0.00064762 0.00053312
1.12201845 1.12292600 39.00000000 0.07496218 0.09177851 0.39833769 0.22271610 0.07973286 0.09625209 0.00054546 0.00040530
1.12201845 1.12292600 39.00000000 0.10880600 0.08987386 0.19125563 0.15537131 0.12097436 0.09334744 0.00062148 0.00039928
1.12201845 1.12292600 39.00000000 0.07985097 0.07878443 0.16102013 0.09151924 0.09469609 0.08062025 0.00042165 0.00031487
1.12201845 1.12292600 39.00000000 0.13460410 0.10555961 0.30860165 0.13163999 0.13814294 0.10020432 0.00080218 0.00053781
1.12201845 1.12292600 39.00000000 0.15401099 0.08291762 0.17849439 0.09957121 0.14143099 0.08028262 0.00072154 0.00044625
1.25892541 1.22368266 38.00000000 0.18098983 0.13272336 0.28267047 0.18903782 0.20389375 0.13766718 0.00127238 0.00073509
1.25892541 1.22368266 38.00000000 0.13463475 0.10818096 0.22555909 0.13205728 0.15768782 0.11284084 0.00137340 0.00076799
1.25892541 1.22368266 38.00000000 0.04792049 0.06891507 0.07166567 0.07798560 0.05567981 0.07548762 0.00026437 0.00028840
1.25892541 1.22368266 38.00000000 0.11443244 0.10673135 0.35762608 0.20923533 0.10654834 0.09443322 0.00134231 0.00089767
1.25892541 1.22368266 38.00000000 0.14457519 0.06307397 0.11949310 0.06182762 0.12732869 0.06260617 0.00047069 0.00026728
1.25892541 1.22368266 38.00000000 0.19112625 0.13261859 0.28557287 0.19220783 0.21378017 0.13575536 0.00151715 0.00093886
1.25892541 1.22368266 38.00000000 0.20085356 0.06462127 0.14177248 0.08277006 0.18134534 0.06288512 0.00046671 0.00040280
1.25892541 1.22368266 38.00000000 0.18850023 0.13200770 0.30089854 0.17117407 0.20818124 0.13363381 0.00120862 0.00073967
1.25892541 1.22368266 38.00000000 0.12128163 0.08502784 0.18280580 0.09333725 0.11944464 0.08554562 0.00096528 0.00055743
