#noise_th noise noise_db x_Sindy xdot_Sindy x_Sindy_ku0 xdot_Sindy_ku0 x_LS xdot_LS x_param xdot_param
2.81838293 2.75638919 31.00000000 0.14982338 0.11458693 0.22440861 0.16528808 0.16889615 0.12230593 0.00073054 0.00062606
3.16227766 3.35175478 30.00000000 0.17127906 0.12676027 0.28505107 0.16740860 0.19110953 0.12817634 0.00296690 0.00172698
3.16227766 3.35175478 30.00000000 0.17746136 0.18608688 0.28903705 0.28055793 0.07024275 0.08459254 0.00558552 0.00552630
3.16227766 3.35175478 30.00000000 0.09185475 0.08535042 0.18264052 0.10158242 0.11155060 0.08758415 0.00223556 0.00113628
3.16227766 3.35175478 30.00000000 0.08582510 0.10038861 0.12439560 0.12149201 0.10073205 0.11221431 0.00286816 0.00266267
3.16227766 3.35175478 30.00000000 0.22309815 0.16310589 0.30926096 0.20482385 0.23028637 0.16383110 0.00423443 0.00280723
3.16227766 3.35175478 30.00000000 0.16857048 0.11883906 0.29920637 0.18909975 0.10086046 0.10414219 0.00268299 0.00160354
3.16227766 3.35175478 30.00000000 0.18595088 0.13338768 0.32147478 0.18129636 0.08684943 0.09992761 0.00243667 0.00138721
3.16227766 3.35175478 30.00000000 0.10392724 0.09084119 0.25234127 0.11364799 0.11506599 0.08982334 0.00147382 0.00080730
3.16227766 3.35175478 30.00000000 0.10904086 0.09259886 0.22932507 0.11970822 0.12383751 0.09371344 0.00182735 0.00100313
3.16227766 3.35175478 30.00000000 0.15702831 0.16964418 0.20869618 0.21372698 0.17471645 0.18646633 0.00428930 0.00423087
3.16227766 3.17824676 30.00000000 0.16187842 0.08245470 0.23181135 0.12180982 0.14809846 0.07832594 0.00132580 0.00114249
3.16227766 3.17824676 30.00000000 0.15411207 0.11370797 0.28610874 0.14627337 0.17538586 0.11525549 0.00145878 0.00098952
3.16227766 3.17824676 30.00000000 0.15365615 0.08549217 0.20680809 0.14842665 0.14139371 0.08250305 0.00120244 0.00082337
3.16227766 3.17824676 30.00000000 0.09983221 0.11641212 0.14417354 0.14948100 0.11287655 0.12774608 0.00102781 0.00108362
3.16227766 3.17824676 30.00000000 0.20060652 0.15044952 0.27928080 0.18327665 0.22344026 0.16012341 0.00221169 0.00149451
3.16227766 3.17824676 30.00000000 0.15855246 0.12109925 0.23254561 0.17165055 0.18280145 0.12843079 0.00168242 0.00108382
3.16227766 3.17824676 30.00000000 0.10816923 0.11495256 0.33883009 0.20842385 0.09308796 0.09777433 0.00175513 0.00128815
3.16227766 3.17824676 30.00000000 0.16582165 0.08413452 0.22577624 0.10114895 0.15313268 0.08048888 0.00113880 0.00061156
3.16227766 3.17824676 30.00000000 0.23410502 0.21427111 0.31508380 0.27959926 0.09300998 0.10202890 0.00402173 0.00359769
3.16227766 3.17824676 30.00000000 0.15571101 0.15749070 0.22508812 0.19626837 0.17174614 0.17251826 0.00220951 0.00206463
3.16227766 3.17984649 30.00000000 0.10862330 0.09346081 0.21527051 0.11290962 0.12916032 0.09559893 0.00081283 0.00066012
3.16227766 3.17984649 30.00000000 0.22857563 0.15483182 0.31958678 0.19542002 0.25711594 0.16633128 0.00101943 0.00085223
3.16227766 3.17984649 30.00000000 0.07797044 0.09420883 0.38681393 0.23124318 0.08174059 0.09881377 0.00133766 0.00105229
3.16227766 3.17984649 30.00000000 0.07563949 0.09149281 0.11723392 0.11563964 0.08856829 0.10149670 0.00202938 0.00190450
3.16227766 3.17984649 30.00000000 0.16209222 0.08156548 0.22675109 0.13178397 0.14902286 0.07750347 0.00161190 0.00090467
3.16227766 3.17984649 30.00000000 0.19471522 0.13387778 0.30164139 0.19331128 0.09928832 0.11631032 0.00076532 0.00060109
3.16227766 3.17984649 30.00000000 0.09081493 0.08655398 0.20804874 0.13071951 0.09556686 0.08658437 0.00088877 0.00069705
3.16227766 3.17984649 30.00000000 0.15715246 0.13204703 0.22328643 0.16991234 0.16440494 0.13483132 0.00092190 0.00079218
3.16227766 3.17984649 30.00000000 0.13910205 0.11164674 0.19542446 0.13745240 0.15950861 0.12091796 0.00152805 0.00116396
3.16227766 3.17984649 30.00000000 0.17137744 0.12358804 0.26360725 0.18051755 0.19829456 0.12848836 0.00081313 0.00064145
3.16227766 3.17209114 30.00000000 0.14455252 0.11243722 0.24571336 0.16749186 0.16892102 0.11605724 0.00380986 0.00203401
3.16227766 3.17209114 30.00000000 0.16531976 0.12128301 0.23327576 0.15195680 0.19007341 0.13044389 0.00382199 0.00221221
3.16227766 3.17209114 30.00000000 0.24369819 0.19916428 0.18031968 0.17067392 0.11583591 0.12080181 0.00585853 0.00443306
3.16227766 3.17209114 30.00000000 0.23553511 0.16847238 0.31652999 0.20659110 0.26118528 0.18124970 0.00509654 0.00322876
3.16227766 3.17209114 30.00000000 0.13093687 0.09665107 0.22520980 0.10733965 0.13572696 0.09454915 0.00249920 0.00106366
3.16227766 3.17209114 30.00000000 0.08368330 0.10261208 0.41430069 0.22486334 0.08440103 0.10176246 0.00464825 0.00241662
3.16227766 3.17209114 30.00000000 0.28680881 0.20572761 0.27896662 0.22247395 0.30381551 0.21233431 0.00568004 0.00390261
3.16227766 3.17209114 30.00000000 0.09460901 0.10743904 0.12975157 0.12910978 0.11081714 0.11937306 0.00397501 0.00366386
3.16227766 3.17209114 30.00000000 0.10023548 0.09187396 0.18941770 0.12736010 0.12019736 0.09490959 0.00318666 0.00164609
3.16227766 3.17209114 30.00000000 0.24303300 0.16738992 0.38757049 0.23642964 0.17255489 0.14211624 0.00486953 0.00271269
3.16227766 3.09063832 30.00000000 0.18035028 0.19000524 0.25746425 0.25689996 0.17668835 0.18572844 0.00355234 0.00351058
3.16227766 3.09063832 30.00000000 0.22231301 0.22739741 0.29579764 0.29800176 0.10095160 0.10998624 0.00401903 0.00394432
3.16227766 3.09063832 30.00000000 0.08517396 0.10348090 0.38119007 0.22455421 0.08653409 0.10384638 0.00349754 0.00212958
3.16227766 3.09063832 30.00000000 0.15193113 0.12793691 0.21686295 0.17388123 0.17463322 0.13789394 0.00333492 0.00235394
3.16227766 3.09063832 30.00000000 0.18392070 0.07025213 0.15358203 0.09871721 0.15833942 0.06679706 0.00149328 0.00076275
3.16227766 3.09063832 30.00000000 0.16183282 0.17465500 0.22561558 0.21646876 0.17922467 0.19131266 0.00335853 0.00331591
3.16227766 3.09063832 30.00000000 0.14674293 0.06572522 0.12619010 0.06855756 0.12230450 0.06393750 0.00102160 0.00045592
3.16227766 3.09063832 30.00000000 0.28188855 0.21492649 0.19097882 0.17780039 0.10998490 0.11546596 0.00383544 0.00284578
3.16227766 3.09063832 30.00000000 0.09444225 0.07905791 0.17703754 0.09377536 0.09206147 0.07900497 0.00132840 0.00068731
3.16227766 3.09063832 30.00000000 0.15084373 0.11250991 0.30496092 0.14833522 0.13904388 0.11166657 0.00242114 0.00128869
3.16227766 3.16333207 30.00000000 0.09579737 0.08144668 0.17495603 0.14593903 0.09016678 0.08160579 0.00074097 0.00038176
3.16227766 3.16333207 30.00000000 0.08075362 0.07997438 0.09367128 0.09920501 0.08574103 0.08686810 0.00083886 0.00077604
3.16227766 3.16333207 30.00000000 0.20955931 0.15048550 0.28014468 0.19834871 0.22156331 0.15394421 0.00120824 0.00080666
3.16227766 3.16333207 30.00000000 0.09062920 0.08003255 0.18077742 0.12680479 0.09796055 0.08240463 0.00121596 0.00054282
3.16227766 3.16333207 30.00000000 0.08931078 0.08417903 0.19779699 0.09431281 0.09419966 0.08373566 0.00087402 0.00034057
3.16227766 3.16333207 30.00000000 0.15958992 0.11062759 0.27037948 0.13992629 0.18121143 0.11277963 0.00114721 0.00043811
3.16227766 3.16333207 30.00000000 0.15344754 0.10060126 0.24861874 0.14477564 0.15341851 0.09676873 0.00137058 0.00048892
3.16227766 3.16333207 30.00000000 0.12083024 0.09617580 0.24094636 0.12633297 0.12548794 0.09362154 0.00121989 0.00044244
3.16227766 3.16333207 30.00000000 0.18272872 0.18183984 0.24912763 0.22717016 0.19483488 0.19143982 0.00101204 0.00093667
3.16227766 3.16333207 30.00000000 0.15745794 0.12016538 0.25693007 0.15228205 0.18156785 0.12612244 0.00121172 0.00053610
3.16227766 3.08207713 30.00000000 0.05214638 0.07009231 0.08328328 0.08741166 0.05909295 0.07491019 0.00344274 0.00351614
3.16227766 3.08207713 30.00000000 0.20492481 0.16200069 0.26294393 0.19364155 0.22497474 0.17397351 0.00379351 0.00298948
3.16227766 3.08207713 30.00000000 0.15389018 0.13481827 0.19801198 0.16240242 0.16876175 0.14591910 0.00447721 0.00363136
3.16227766 3.08207713 30.00000000 0.09568372 0.08167364 0.18887502 0.08562938 0.09602000 0.08037821 0.00168922 0.00108176
3.16227766 3.08207713 30.00000000 0.24598383 0.17586661 0.32597497 0.23469911 0.27017227 0.18738496 0.00299349 0.00234820
3.16227766 3.08207713 30.00000000 0.25550778 0.21147241 0.31995187 0.25661640 0.27625611 0.22621712 0.00372667 0.00316969
3.16227766 3.08207713 30.00000000 0.24900920 0.19148520 0.33974758 0.24835073 0.27139703 0.20496554 0.00357198 0.00288918
3.16227766 3.08207713 30.00000000 0.15763614 0.09430722 0.21589935 0.10755528 0.15174189 0.09036609 0.00180149 0.00120944
3.16227766 3.08207713 30.00000000 0.15223256 0.08931280 0.25126002 0.16100072 0.14681870 0.08690645 0.00231770 0.00168846
3.16227766 3.08207713 30.00000000 0.10046364 0.11800918 0.13626840 0.14349651 0.11372051 0.13010445 0.00421135 0.00418335
3.16227766 3.23521412 30.00000000 0.22443838 0.20217056 0.29172046 0.24687910 0.24538335 0.21832358 0.00045094 0.00040762
3.16227766 3.23521412 30.00000000 0.12577232 0.11991654 0.42508427 0.26490963 0.13265504 0.12611261 0.00094656 0.00075290
3.16227766 3.23521412 30.00000000 0.08247587 0.09658267 0.40962228 0.22182736 0.07535704 0.09195166 0.00074386 0.00061159
3.16227766 3.23521412 30.00000000 0.15521095 0.06586390 0.12543900 0.05927173 0.13621114 0.06459755 0.00025784 0.00017757
3.16227766 3.23521412 30.00000000 0.09847193 0.10553802 0.43880150 0.23475129 0.08948323 0.10550003 0.00096529 0.00066891
3.16227766 3.23521412 30.00000000 0.20206278 0.18480346 0.14134141 0.14688758 0.19983117 0.18307284 0.00059960 0.00052306
3.16227766 3.23521412 30.00000000 0.19417321 0.13262875 0.30780693 0.16677211 0.22156932 0.13960698 0.00041708 0.00031126
3.16227766 3.23521412 30.00000000 0.07740002 0.08628115 0.12732091 0.10825499 0.09148401 0.09432159 0.00010116 0.00011619
3.16227766 3.23521412 30.00000000 0.10892468 0.11092641 0.36342445 0.18902366 0.08846919 0.09658740 0.00056709 0.00037836
3.16227766 3.23521412 30.00000000 0.25828277 0.19671921 0.36138639 0.26355870 0.28198543 0.21087748 0.00070113 0.00052300
3.16227766 3.06001999 30.00000000 0.07516782 0.09318957 0.45851749 0.24400742 0.08382556 0.10050777 0.00110649 0.00090768
3.16227766 3.06001999 30.00000000 0.10541069 0.10187636 0.16082438 0.12120725 0.12278940 0.11081803 0.00156006 0.00119771
3.16227766 3.06001999 30.00000000 0.13536038 0.10560248 0.29931449 0.13260410 0.14668835 0.10402327 0.00128658 0.00085451
3.16227766 3.06001999 30.00000000 0.25884933 0.16969026 0.36115617 0.22194424 0.08451210 0.10698088 0.00073722 0.00063266
3.16227766 3.06001999 30.00000000 0.07373381 0.09255390 0.45248821 0.23874340 0.08040495 0.09691654 0.00108205 0.00068644
3.16227766 3.06001999 30.00000000 0.18976291 0.13619759 0.27842240 0.16916049 0.21647306 0.14651460 0.00077248 0.00067726
3.16227766 3.06001999 30.00000000 0.23808959 0.19187115 0.31212055 0.24008039 0.23849950 0.19053019 0.00058719 0.00062209
3.16227766 3.06001999 30.00000000 0.09372615 0.09529608 0.11882602 0.13105532 0.10130764 0.10518886 0.00145275 0.00146779
3.16227766 3.06001999 30.00000000 0.10430197 0.07660685 0.17281806 0.09024809 0.09935410 0.07745488 0.00073244 0.00054622
3.16227766 3.06001999 30.00000000 0.06377240 0.07655397 0.10964960 0.09250074 0.06766446 0.08035040 0.00151620 0.00151142
3.16227766 3.13633259 30.00000000 0.08172392 0.09929694 0.39307407 0.23602952 0.08062761 0.09544411 0.00175434 0.00089107
3.16227766 3.13633259 30.00000000 0.14151467 0.08649955 0.17912810 0.09155481 0.13541151 0.08375585 0.00096683 0.00065586
3.16227766 3.13633259 30.00000000 0.16644183 0.07489375 0.20008632 0.10087129 0.15047484 0.07206545 0.00083985 0.00046826
3.16227766 3.13633259 30.00000000 0.10762501 0.09709719 0.25071548 0.12354045 0.12327137 0.09861458 0.00104703 0.00053565
3.16227766 3.13633259 30.00000000 0.19433592 0.16051166 0.37445401 0.26487064 0.10553489 0.11177793 0.00183123 0.00123898
3.16227766 3.13633259 30.00000000 0.12547006 0.10343835 0.28814185 0.12626274 0.13416967 0.09965658 0.00076807 0.00043625
3.16227766 3.13633259 30.00000000 0.13071924 0.07714788 0.14908380 0.08700557 0.12370205 0.07738154 0.00062010 0.00038108
3.16227766 3.13633259 30.00000000 0.11516681 0.09773265 0.25019800 0.14561538 0.12235814 0.09611388 0.00114424 0.00053027
3.16227766 3.13633259 30.00000000 0.22810471 0.17475931 0.31963236 0.23123481 0.24897900 0.18841220 0.00123801 0.00093543
3.16227766 3.13633259 30.00000000 0.17818070 0.08220683 0.17986940 0.08543463 0.16768920 0.08048548 0.00096534 0.00068304
3.54813389 3.53623968 29.00000000 0.14224492 0.08183206 0.17541760 0.08801810 0.13119472 0.07907783 0.00048353 0.00035859
3.54813389 3.53623968 29.00000000 0.11396855 0.09810086 0.17627883 0.12713564 0.12980491 0.10608605 0.00085582 0.00063071
3.54813389 3.53623968 29.00000000 0.13977223 0.11262773 0.30176596 0.14986840 0.14694027 0.10800423 0.00048908 0.00030375
3.54813389 3.53623968 29.00000000 0.13074982 0.10313513 0.24538531 0.14847467 0.15425767 0.10526332 0.00049578 0.00028715
3.54813389 3.53623968 29.00000000 0.20381280 0.14405791 0.30361534 0.18462007 0.23049653 0.15398251 0.00051268 0.00044932
3.54813389 3.53623968 29.00000000 0.12790168 0.11988483 0.18481845 0.14925916 0.13927520 0.12666504 0.00082897 0.00065809
3.54813389 3.53623968 29.00000000 0.20625665 0.16392037 0.22378282 0.19001331 0.22013173 0.17079010 0.00049693 0.00045131
3.54813389 3.53623968 29.00000000 0.26669161 0.21117304 0.34273658 0.26147752 0.29028586 0.22682781 0.00048515 0.00045353
3.54813389 3.53623968 29.00000000 0.19156846 0.16455365 0.26515366 0.20439642 0.21074314 0.17840521 0.00062150 0.00056102
3.54813389 3.53623968 29.00000000 0.17404601 0.12912263 0.26519584 0.16331890 0.19920624 0.13829753 0.00060600 0.00049080
3.54813389 3.49863954 29.00000000 0.15715139 0.11615613 0.29979079 0.17813477 0.11363290 0.11224192 0.00193233 0.00099742
3.54813389 3.49863954 29.00000000 0.14451496 0.14043207 0.18914171 0.18140259 0.15649388 0.15414639 0.00227417 0.00209430
3.54813389 3.49863954 29.00000000 0.11691673 0.09075038 0.23440729 0.11222426 0.11919686 0.08934313 0.00101552 0.00045247
3.54813389 3.49863954 29.00000000 0.22127725 0.14802886 0.35477882 0.19375721 0.07257926 0.09891681 0.00220550 0.00129555
3.54813389 3.49863954 29.00000000 0.09881661 0.06797495 0.13586133 0.06462279 0.07764178 0.06606495 0.00143269 0.00053593
3.54813389 3.49863954 29.00000000 0.25114177 0.17944612 0.32310743 0.24068734 0.27643581 0.19122474 0.00296463 0.00194015
3.54813389 3.49863954 29.00000000 0.11240637 0.10896128 0.36172250 0.21582463 0.10549007 0.09819363 0.00185552 0.00095868
3.54813389 3.49863954 29.00000000 0.11466019 0.08177130 0.16958857 0.08551426 0.10706825 0.07997630 0.00088959 0.00042672
3.54813389 3.49863954 29.00000000 0.14623991 0.06926483 0.12565756 0.06550547 0.12405659 0.06736464 0.00068727 0.00032029
3.54813389 3.49863954 29.00000000 0.10120282 0.08935825 0.20854895 0.10687226 0.11716995 0.09102687 0.00100671 0.00042509
3.54813389 3.58845384 29.00000000 0.13769460 0.10344833 0.27012099 0.12260370 0.14030084 0.09802630 0.00214996 0.00151951
3.54813389 3.58845384 29.00000000 0.15765184 0.13280790 0.20733154 0.15786342 0.17714352 0.14379612 0.00338583 0.00292512
3.54813389 3.58845384 29.00000000 0.23737229 0.16992350 0.29082635 0.21338991 0.26105935 0.17979544 0.00236873 0.00206658
3.54813389 3.58845384 29.00000000 0.18297590 0.13160399 0.29022835 0.16745228 0.20951175 0.13756335 0.00260325 0.00189583
3.54813389 3.58845384 29.00000000 0.23877280 0.23031728 0.30118976 0.28007470 0.25871058 0.24783346 0.00238357 0.00263095
3.54813389 3.58845384 29.00000000 0.28166463 0.20225896 0.37818231 0.25304339 0.30720484 0.21592101 0.00281996 0.00242411
3.54813389 3.58845384 29.00000000 0.19675075 0.16999339 0.25552180 0.20580502 0.21611911 0.18370320 0.00293275 0.00285554
3.54813389 3.58845384 29.00000000 0.14931402 0.11338214 0.24377465 0.13754250 0.17477661 0.11823325 0.00200041 0.00161689
3.54813389 3.58845384 29.00000000 0.10325259 0.10866938 0.15303544 0.13366396 0.11860429 0.11954433 0.00443858 0.00404736
3.54813389 3.58845384 29.00000000 0.15167723 0.10024186 0.24827884 0.15026011 0.15274008 0.09698768 0.00286468 0.00191593
3.54813389 3.53501195 29.00000000 0.20046699 0.14929942 0.27569063 0.18323176 0.22562835 0.16175580 0.00294847 0.00226404
3.54813389 3.53501195 29.00000000 0.08358837 0.09925521 0.40309897 0.25692948 0.09584106 0.10827232 0.00132846 0.00141748
3.54813389 3.53501195 29.00000000 0.07744735 0.08815608 0.11246307 0.10258585 0.09021110 0.09655790 0.00533485 0.00455811
3.54813389 3.53501195 29.00000000 0.19584443 0.13434875 0.31241224 0.18061482 0.21199145 0.13467861 0.00162783 0.00130835
3.54813389 3.53501195 29.00000000 0.17000252 0.17849046 0.29576279 0.29232974 0.07840535 0.09197761 0.00194043 0.00198943
3.54813389 3.53501195 29.00000000 0.21089039 0.13931499 0.32159346 0.19981233 0.07963987 0.10294809 0.00147059 0.00120655
3.54813389 3.53501195 29.00000000 0.10522407 0.09147455 0.20896966 0.14003413 0.12815764 0.09460893 0.00218248 0.00159805
3.54813389 3.53501195 29.00000000 0.10189796 0.11653477 0.34606746 0.20884189 0.09127000 0.09969105 0.00133172 0.00118950
3.54813389 3.53501195 29.00000000 0.27468176 0.22374048 0.37168892 0.28969203 0.29916018 0.24069343 0.00199862 0.00181049
3.54813389 3.53501195 29.00000000 0.14965741 0.09647623 0.23224140 0.14656837 0.14914775 0.09251529 0.00227457 0.00141528
3.54813389 3.66291021 29.00000000 0.26324557 0.23332704 0.10877171 0.13918461 0.10599943 0.11106580 0.00445851 0.00376790
3.54813389 3.66291021 29.00000000 0.08457752 0.09926167 0.42329113 0.24035136 0.09348224 0.10980386 0.00266472 0.00194382
3.54813389 3.66291021 29.00000000 0.08085627 0.09795468 0.39951097 0.22768874 0.08451280 0.10098771 0.00263016 0.00201321
3.54813389 3.66291021 29.00000000 0.14528877 0.14281502 0.19231081 0.17078048 0.16278786 0.15581146 0.00308291 0.00264814
3.54813389 3.66291021 29.00000000 0.12874835 0.10601392 0.22845088 0.15807538 0.15125335 0.11229144 0.00178264 0.00122161
3.54813389 3.66291021 29.00000000 0.14455944 0.11007076 0.23854115 0.13582412 0.16640944 0.11378406 0.00132900 0.00092365
3.54813389 3.66291021 29.00000000 0.14016595 0.10765022 0.20782568 0.15801971 0.15208556 0.11394522 0.00262646 0.00168107
3.54813389 3.66291021 29.00000000 0.11068165 0.12205659 0.20100457 0.18459745 0.12283219 0.13027904 0.00278586 0.00267667
3.54813389 3.66291021 29.00000000 0.10346670 0.07627819 0.16928519 0.09807536 0.08690375 0.07409166 0.00100461 0.00060652
3.54813389 3.66291021 29.00000000 0.16398506 0.11962237 0.32788705 0.18726487 0.11939889 0.10478993 0.00190651 0.00135322
3.54813389 3.66812043 29.00000000 0.12385012 0.10320394 0.26840658 0.13419074 0.14144876 0.10437431 0.00199113 0.00126648
3.54813389 3.66812043 29.00000000 0.20073702 0.16102112 0.26955235 0.19669501 0.21549360 0.16835073 0.00313263 0.00232480
3.54813389 3.66812043 29.00000000 0.11822271 0.09841666 0.20488804 0.15062331 0.12651616 0.10033172 0.00242036 0.00153323
3.54813389 3.66812043 29.00000000 0.22093066 0.18529116 0.29825088 0.22799321 0.24122020 0.20005886 0.00387877 0.00306783
3.54813389 3.66812043 29.00000000 0.19454734 0.15805622 0.24324032 0.19192835 0.21414727 0.17134037 0.00376601 0.00301336
3.54813389 3.66812043 29.00000000 0.28720294 0.20708218 0.38797571 0.26044142 0.09719163 0.10943779 0.00269627 0.00205164
3.54813389 3.66812043 29.00000000 0.27093091 0.23913828 0.37715983 0.30795656 0.29248995 0.25646007 0.00344575 0.00298520
3.54813389 3.66812043 29.00000000 0.09809637 0.08404961 0.18445739 0.09791267 0.11162793 0.08593946 0.00238366 0.00145615
3.54813389 3.66812043 29.00000000 0.18205109 0.12612034 0.33115110 0.17012767 0.11163072 0.11031474 0.00205648 0.00124945
3.54813389 3.66812043 29.00000000 0.08290541 0.08966924 0.11144576 0.10616016 0.09600555 0.09936946 0.00408259 0.00350568
3.54813389 3.43923518 29.00000000 0.19300096 0.20188446 0.25392766 0.25692794 0.20995595 0.21844127 0.00097302 0.00112422
3.54813389 3.43923518 29.00000000 0.18922043 0.13043588 0.27965208 0.18404311 0.21588561 0.13567100 0.00069505 0.00068212
3.54813389 3.43923518 29.00000000 0.16385188 0.08103592 0.21174555 0.10018627 0.15099324 0.07733837 0.00183806 0.00103693
3.54813389 3.43923518 29.00000000 0.10709697 0.09471749 0.23043380 0.11364370 0.11823277 0.09469196 0.00095628 0.00087250
3.54813389 3.43923518 29.00000000 0.10655566 0.09412281 0.23355025 0.12139788 0.11945492 0.09633752 0.00110720 0.00089673
3.54813389 3.43923518 29.00000000 0.09409834 0.08319193 0.17429312 0.10134165 0.11121788 0.08773427 0.00206668 0.00144935
3.54813389 3.43923518 29.00000000 0.12445645 0.12141558 0.35433429 0.20214173 0.11735958 0.10376428 0.00102065 0.00118817
3.54813389 3.43923518 29.00000000 0.12620496 0.07049981 0.14441892 0.06676894 0.10914309 0.06862114 0.00193591 0.00117029
3.54813389 3.43923518 29.00000000 0.12086879 0.09912217 0.20708067 0.13647590 0.14150069 0.10477848 0.00115437 0.00096037
3.54813389 3.43923518 29.00000000 0.12831943 0.10251017 0.27721834 0.12067562 0.13436123 0.09850075 0.00091715 0.00093267
3.54813389 3.58166901 29.00000000 0.11933857 0.11745251 0.17696778 0.17383045 0.11114864 0.10754901 0.00294167 0.00235378
3.54813389 3.58166901 29.00000000 0.22283829 0.15460471 0.34489240 0.22119949 0.07348218 0.09946707 0.00269183 0.00180343
3.54813389 3.58166901 29.00000000 0.17981393 0.12572597 0.28392354 0.18127454 0.20528427 0.12980726 0.00225652 0.00153000
3.54813389 3.58166901 29.00000000 0.09911586 0.09012301 0.20021857 0.10916589 0.12009748 0.09249217 0.00186527 0.00138239
3.54813389 3.58166901 29.00000000 0.08410663 0.09761729 0.44429789 0.26485167 0.09050155 0.10182099 0.00371046 0.00263472
3.54813389 3.58166901 29.00000000 0.23517134 0.18180703 0.33349226 0.24499952 0.25818524 0.19602240 0.00214821 0.00208762
3.54813389 3.58166901 29.00000000 0.14661755 0.14044558 0.19168537 0.17061085 0.16250221 0.15374533 0.00308028 0.00288735
3.54813389 3.58166901 29.00000000 0.10514604 0.08721779 0.21801992 0.12797532 0.10385693 0.08557396 0.00175433 0.00120730
3.54813389 3.58166901 29.00000000 0.18046345 0.12516101 0.29316037 0.16516890 0.20844100 0.13295498 0.00228008 0.00177152
3.54813389 3.58166901 29.00000000 0.05922922 0.07650541 0.09534059 0.09009570 0.06951246 0.08451974 0.00400210 0.00370632
3.54813389 3.51626776 29.00000000 0.17633429 0.12246089 0.31320933 0.18702366 0.10247743 0.10463700 0.00077600 0.00065160
3.54813389 3.51626776 29.00000000 0.25003899 0.17787891 0.33805452 0.21913547 0.27282220 0.18780526 0.00104179 0.00091187
3.54813389 3.51626776 29.00000000 0.24697061 0.17642149 0.33682079 0.22206321 0.23847589 0.16913386 0.00087184 0.00080660
3.54813389 3.51626776 29.00000000 0.19118446 0.13084766 0.30191117 0.16471377 0.21895214 0.13780701 0.00101590 0.00083622
3.54813389 3.51626776 29.00000000 0.09477989 0.10671298 0.42454979 0.22953522 0.08719104 0.10316505 0.00139343 0.00102666
3.54813389 3.51626776 29.00000000 0.21598168 0.14296954 0.32299174 0.19904498 0.23747268 0.14578084 0.00090014 0.00081861
3.54813389 3.51626776 29.00000000 0.12422302 0.09882215 0.21115600 0.15015184 0.14230620 0.10365244 0.00151080 0.00101417
3.54813389 3.51626776 29.00000000 0.15563705 0.06099009 0.12430147 0.05583540 0.13203525 0.05866528 0.00135910 0.00083080
3.54813389 3.51626776 29.00000000 0.13723578 0.10514880 0.20472416 0.15081399 0.15385752 0.11331837 0.00169102 0.00127695
3.54813389 3.51626776 29.00000000 0.13656396 0.12606742 0.36663512 0.19513883 0.10772878 0.10461563 0.00115457 0.00089341
3.54813389 3.55911779 29.00000000 0.08715248 0.10225195 0.12881202 0.12825542 0.10110435 0.11365933 0.00327828 0.00323159
3.54813389 3.55911779 29.00000000 0.11923850 0.06433975 0.12120789 0.06359603 0.09184062 0.06259334 0.00164314 0.00111067
3.54813389 3.55911779 29.00000000 0.16855948 0.12873776 0.26956767 0.16025627 0.19660064 0.13800016 0.00161645 0.00145807
3.54813389 3.55911779 29.00000000 0.14971410 0.12199783 0.21940533 0.15874993 0.17344059 0.13272134 0.00192061 0.00169371
3.54813389 3.55911779 29.00000000 0.09929452 0.10044264 0.13509703 0.12006937 0.11297981 0.11081709 0.00369165 0.00322074
3.54813389 3.55911779 29.00000000 0.13005450 0.12871582 0.32331487 0.21664520 0.08567767 0.09812451 0.00190024 0.00134742
3.54813389 3.55911779 29.00000000 0.14949758 0.09502487 0.23958810 0.13261966 0.14912521 0.09214300 0.00235370 0.00165494
3.54813389 3.55911779 29.00000000 0.09201619 0.08740237 0.20820893 0.13365256 0.10261417 0.08778173 0.00150864 0.00118506
3.54813389 3.55911779 29.00000000 0.27634048 0.20518871 0.33876803 0.24051337 0.30225120 0.21927979 0.00204081 0.00173149
3.54813389 3.55911779 29.00000000 0.13633839 0.10402143 0.29826658 0.12718366 0.14648575 0.10160228 0.00222767 0.00147759
3.98107171 4.07654280 28.00000000 0.12233841 0.09823397 0.26018165 0.14556272 0.13041224 0.09599853 0.00113957 0.00066556
3.98107171 4.07654280 28.00000000 0.25868439 0.16930690 0.36963752 0.22587408 0.08731021 0.10191386 0.00046237 0.00051709
3.98107171 4.07654280 28.00000000 0.08294187 0.08308027 0.18865165 0.11976375 0.10252173 0.08482059 0.00082802 0.00054967
3.98107171 4.07654280 28.00000000 0.11522033 0.11663718 0.35413869 0.20294264 0.09955789 0.09317775 0.00111313 0.00069803
3.98107171 4.07654280 28.00000000 0.17402070 0.12919093 0.24327169 0.15842535 0.19832145 0.13938681 0.00068964 0.00055358
3.98107171 4.07654280 28.00000000 0.11322228 0.09927770 0.26319156 0.14185046 0.12931434 0.09796889 0.00097396 0.00065439
3.98107171 4.07654280 28.00000000 0.15267329 0.09638892 0.23495147 0.10947123 0.15257028 0.09051981 0.00142789 0.00093496
3.98107171 4.07654280 28.00000000 0.22047008 0.18749402 0.17787495 0.17425349 0.11767068 0.11532241 0.00132687 0.00113766
3.98107171 4.07654280 28.00000000 0.16477786 0.07904736 0.23588824 0.13767707 0.14850078 0.07559909 0.00125456 0.00058504
3.98107171 4.07654280 28.00000000 0.27940759 0.19351102 0.39854291 0.25347922 0.10113573 0.10004307 0.00108690 0.00088414
