# noise_perc_th noise_perc SNR_dB Param_f1 Param_f2 SR_f1 SR_f2 SR_CC_f1 SR_CC_f2
8.9125e+00 8.9125e+00 2.1000e+01 3.6457e-01 7.4087e-03 4.3957e-01 1.7691e-02 6.5029e-01 1.3681e-02
8.9125e+00 8.9125e+00 2.1000e+01 3.4174e-01 3.7452e-02 4.2870e-01 7.3997e-02 4.0243e-01 3.7076e-02
8.9125e+00 8.9125e+00 2.1000e+01 3.5905e-01 3.5671e-02 4.1751e-01 6.5866e-02 4.1588e-01 3.3393e-02
8.9125e+00 8.9125e+00 2.1000e+01 3.6301e-01 3.8662e-02 4.3035e-01 7.6662e-02 3.9890e-01 3.7549e-02
8.9125e+00 8.9125e+00 2.1000e+01 3.3972e-01 2.9395e-02 4.1968e-01 5.8244e-02 4.0152e-01 2.3142e-02
8.9125e+00 8.9125e+00 2.1000e+01 3.5719e-01 3.8950e-02 4.3653e-01 7.6851e-02 4.0168e-01 4.0376e-02
8.9125e+00 8.9125e+00 2.1000e+01 3.9079e-01 3.0248e-02 4.3207e-01 6.4219e-02 4.0126e-01 3.0406e-02
8.9125e+00 8.9125e+00 2.1000e+01 3.6118e-01 2.6163e-02 4.2846e-01 5.1781e-02 4.0234e-01 2.5059e-02
8.9125e+00 8.9125e+00 2.1000e+01 4.0197e-01 4.0903e-02 4.2185e-01 7.7975e-02 4.1639e-01 4.1116e-02
1.0000e+01 1.0000e+01 2.0000e+01 3.7562e-01 4.3162e-02 4.2181e-01 8.1709e-02 3.9996e-01 4.4108e-02
1.0000e+01 1.0000e+01 2.0000e+01 3.4905e-01 5.0996e-02 4.1435e-01 7.9902e-02 3.9947e-01 4.8846e-02
1.0000e+01 1.0000e+01 2.0000e+01 3.5760e-01 4.7837e-02 4.2703e-01 7.6370e-02 4.0392e-01 4.3758e-02
1.0000e+01 1.0000e+01 2.0000e+01 3.7720e-01 3.9603e-02 4.2503e-01 7.8343e-02 4.0157e-01 3.9586e-02
1.0000e+01 1.0000e+01 2.0000e+01 3.6389e-01 3.7176e-02 4.0865e-01 7.4305e-02 4.0984e-01 3.7602e-02
1.0000e+01 1.0000e+01 2.0000e+01 3.7956e-01 1.4576e-02 4.1816e-01 3.2255e-02 4.1262e-01 1.6454e-02
1.0000e+01 1.0000e+01 2.0000e+01 3.8229e-01 4.1605e-02 4.1992e-01 7.3368e-02 4.0251e-01 4.0904e-02
1.0000e+01 1.0000e+01 2.0000e+01 3.5576e-01 2.6905e-02 4.2748e-01 6.6691e-02 4.0026e-01 2.6748e-02
1.0000e+01 1.0000e+01 2.0000e+01 3.8776e-01 3.2056e-02 4.2055e-01 6.9070e-02 3.9953e-01 3.1595e-02
1.0000e+01 1.0000e+01 2.0000e+01 3.8008e-01 2.7023e-02 5.3363e-01 1.9950e-01 4.0258e-01 2.6462e-02
1.1220e+01 1.1220e+01 1.9000e+01 3.6114e-01 1.9809e-02 4.1169e-01 2.8628e-02 4.0798e-01 1.4222e-02
1.1220e+01 1.1220e+01 1.9000e+01 4.0312e-01 5.5349e-02 4.9437e-01 2.0079e-01 4.5966e-01 5.6316e-02
1.1220e+01 1.1220e+01 1.9000e+01 3.7601e-01 3.2653e-02 4.2918e-01 6.6549e-02 4.0101e-01 3.4375e-02
1.1220e+01 1.1220e+01 1.9000e+01 3.6531e-01 3.7378e-02 4.1279e-01 7.1276e-02 4.1360e-01 3.6849e-02
1.1220e+01 1.1220e+01 1.9000e+01 3.5509e-01 4.0324e-02 4.1926e-01 7.4090e-02 3.9969e-01 3.9642e-02
1.1220e+01 1.1220e+01 1.9000e+01 3.6539e-01 2.0336e-02 5.1040e-01 1.9975e-01 4.0105e-01 1.6885e-02
1.1220e+01 1.1220e+01 1.9000e+01 3.5633e-01 4.6280e-02 4.2223e-01 8.0404e-02 3.9900e-01 4.3035e-02
1.1220e+01 1.1220e+01 1.9000e+01 3.6182e-01 1.6164e-02 4.9961e-01 1.9952e-01 4.0707e-01 1.4509e-02
1.1220e+01 1.1220e+01 1.9000e+01 3.5680e-01 4.7396e-02 4.2655e-01 8.7532e-02 3.9894e-01 4.6994e-02
1.1220e+01 1.1220e+01 1.9000e+01 3.6633e-01 3.9290e-02 5.3528e-01 2.0044e-01 4.0584e-01 3.7411e-02
1.2589e+01 1.2589e+01 1.8000e+01 4.2163e-01 3.6438e-02 5.0175e-01 2.0213e-01 4.0289e-01 3.7141e-02
1.2589e+01 1.2589e+01 1.8000e+01 3.8448e-01 4.7171e-02 5.0396e-01 2.0308e-01 4.1600e-01 4.6860e-02
1.2589e+01 1.2589e+01 1.8000e+01 3.9208e-01 3.9957e-02 5.1061e-01 2.0421e-01 3.9960e-01 4.0212e-02
1.2589e+01 1.2589e+01 1.8000e+01 3.9940e-01 5.5592e-02 5.1502e-01 2.0688e-01 4.0224e-01 5.5807e-02
1.2589e+01 1.2589e+01 1.8000e+01 3.6253e-01 4.0290e-02 5.2386e-01 2.0794e-01 4.0192e-01 4.3066e-02
1.2589e+01 1.2589e+01 1.8000e+01 3.8892e-01 3.6479e-02 4.1991e-01 7.0996e-02 3.9937e-01 3.6102e-02
1.2589e+01 1.2589e+01 1.8000e+01 3.8859e-01 6.6691e-02 5.1303e-01 1.9899e-01 4.0119e-01 6.6704e-02
1.2589e+01 1.2589e+01 1.8000e+01 3.8200e-01 1.1650e-02 4.6633e-01 1.9949e-01 6.1866e-01 2.0916e-02
1.2589e+01 1.2589e+01 1.8000e+01 3.4884e-01 7.0564e-02 5.1441e-01 1.9971e-01 4.0048e-01 6.6891e-02
1.2589e+01 1.2589e+01 1.8000e+01 3.9114e-01 4.4960e-02 5.1999e-01 1.9977e-01 4.0445e-01 4.5261e-02
1.4125e+01 1.4125e+01 1.7000e+01 3.7320e-01 4.2933e-02 5.0487e-01 2.0163e-01 4.0011e-01 4.3966e-02
1.4125e+01 1.4125e+01 1.7000e+01 4.1987e-01 4.7082e-02 5.3532e-01 1.9704e-01 4.0423e-01 4.6940e-02
1.4125e+01 1.4125e+01 1.7000e+01 3.9085e-01 7.8096e-02 5.1802e-01 2.0536e-01 4.0176e-01 7.7603e-02
1.4125e+01 1.4125e+01 1.7000e+01 4.1170e-01 2.0923e-02 4.9298e-01 2.0373e-01 4.0177e-01 2.1246e-02
1.4125e+01 1.4125e+01 1.7000e+01 3.8669e-01 3.9858e-02 5.0711e-01 2.0236e-01 4.0553e-01 3.9376e-02
1.4125e+01 1.4125e+01 1.7000e+01 3.9340e-01 1.7690e-02 4.8455e-01 1.9894e-01 4.5421e-01 2.0493e-02
1.4125e+01 1.4125e+01 1.7000e+01 3.7579e-01 3.2596e-02 5.1174e-01 2.0049e-01 4.0062e-01 3.2085e-02
1.4125e+01 1.4125e+01 1.7000e+01 4.4267e-01 6.9703e-02 5.0364e-01 2.0417e-01 4.0267e-01 6.8587e-02
1.4125e+01 1.4125e+01 1.7000e+01 4.0601e-01 4.0881e-02 4.8832e-01 1.9869e-01 4.2071e-01 4.1342e-02
1.4125e+01 1.4125e+01 1.7000e+01 3.8751e-01 6.3267e-02 5.1993e-01 2.0299e-01 4.0462e-01 6.3484e-02
1.5849e+01 1.5849e+01 1.6000e+01 3.6940e-01 3.1458e-02 4.8318e-01 2.0686e-01 4.1364e-01 3.2091e-02
1.5849e+01 1.5849e+01 1.6000e+01 4.0366e-01 5.1479e-02 5.2194e-01 2.0573e-01 4.0102e-01 5.1494e-02
1.5849e+01 1.5849e+01 1.6000e+01 4.2620e-01 1.6479e-02 4.5409e-01 2.0380e-01 7.9216e-01 2.7246e-02
1.5849e+01 1.5849e+01 1.6000e+01 4.0759e-01 2.5818e-02 4.9022e-01 2.0219e-01 4.0036e-01 2.5945e-02
1.5849e+01 1.5849e+01 1.6000e+01 4.7179e-01 3.2093e-02 5.2006e-01 2.0450e-01 4.1545e-01 3.4926e-02
1.5849e+01 1.5849e+01 1.6000e+01 4.6962e-01 5.1885e-02 4.8710e-01 2.0807e-01 4.2034e-01 5.0234e-02
1.5849e+01 1.5849e+01 1.6000e+01 4.0537e-01 4.7777e-02 5.0876e-01 2.0522e-01 4.0143e-01 4.7523e-02
1.5849e+01 1.5849e+01 1.6000e+01 3.8739e-01 6.6322e-02 4.8558e-01 2.0254e-01 4.1008e-01 6.5813e-02
1.5849e+01 1.5849e+01 1.6000e+01 4.2800e-01 3.6430e-02 4.9558e-01 2.0530e-01 4.0434e-01 3.6752e-02
1.5849e+01 1.5849e+01 1.6000e+01 4.3929e-01 5.3166e-02 4.8465e-01 1.9814e-01 4.0125e-01 5.2788e-02
1.7783e+01 1.7783e+01 1.5000e+01 4.1138e-01 3.3582e-02 4.5665e-01 2.0459e-01 4.0140e-01 3.3642e-02
1.7783e+01 1.7783e+01 1.5000e+01 4.1206e-01 8.7059e-02 4.7894e-01 2.0980e-01 4.1352e-01 8.6978e-02
1.7783e+01 1.7783e+01 1.5000e+01 3.9913e-01 7.9147e-02 4.9168e-01 2.0334e-01 1.2637e+00 6.6937e-02
1.7783e+01 1.7783e+01 1.5000e+01 3.7640e-01 3.9417e-02 4.8466e-01 2.0386e-01 4.0888e-01 3.7262e-02
1.7783e+01 1.7783e+01 1.5000e+01 4.2382e-01 5.0359e-02 5.1363e-01 2.0121e-01 4.0584e-01 4.9987e-02
1.7783e+01 1.7783e+01 1.5000e+01 4.1709e-01 5.6447e-02 4.8288e-01 2.0861e-01 4.1032e-01 5.6731e-02
1.7783e+01 1.7783e+01 1.5000e+01 4.0257e-01 4.7731e-02 4.5654e-01 2.0774e-01 4.0810e-01 4.7615e-02
1.7783e+01 1.7783e+01 1.5000e+01 4.0486e-01 3.0815e-02 4.7707e-01 2.0489e-01 4.1245e-01 3.1208e-02
1.7783e+01 1.7783e+01 1.5000e+01 4.4196e-01 2.7307e-02 4.9432e-01 2.0734e-01 4.1264e-01 2.8123e-02
1.7783e+01 1.7783e+01 1.5000e+01 4.2066e-01 6.0141e-02 4.6634e-01 2.0198e-01 4.3944e-01 5.9359e-02
1.9953e+01 1.9953e+01 1.4000e+01 4.0990e-01 6.2858e-02 4.7488e-01 2.0463e-01 4.0581e-01 6.2909e-02
1.9953e+01 1.9953e+01 1.4000e+01 4.2977e-01 8.6919e-02 4.8622e-01 2.0456e-01 4.1998e-01 8.7149e-02
1.9953e+01 1.9953e+01 1.4000e+01 4.1080e-01 4.1058e-02 4.9288e-01 2.0557e-01 4.0983e-01 4.1074e-02
1.9953e+01 1.9953e+01 1.4000e+01 4.1143e-01 2.9345e-02 4.5998e-01 2.0456e-01 4.1748e-01 2.9459e-02
1.9953e+01 1.9953e+01 1.4000e+01 4.1387e-01 4.5876e-02 4.6547e-01 2.0682e-01 4.0183e-01 4.6179e-02
1.9953e+01 1.9953e+01 1.4000e+01 3.9428e-01 7.7352e-02 4.9412e-01 2.0124e-01 4.1450e-01 7.7572e-02
1.9953e+01 1.9953e+01 1.4000e+01 4.5592e-01 8.0316e-02 5.0363e-01 2.0761e-01 4.1964e-01 8.1793e-02
1.9953e+01 1.9953e+01 1.4000e+01 4.0358e-01 5.1127e-02 4.6872e-01 2.0375e-01 4.0208e-01 5.1331e-02
1.9953e+01 1.9953e+01 1.4000e+01 4.2736e-01 4.0064e-02 4.9986e-01 2.0587e-01 4.1868e-01 3.9134e-02
1.9953e+01 1.9953e+01 1.4000e+01 4.3824e-01 7.5283e-02 4.7468e-01 2.0795e-01 4.0590e-01 7.6815e-02
2.2387e+01 2.2387e+01 1.3000e+01 4.3376e-01 7.3508e-02 4.7571e-01 2.1399e-01 4.1572e-01 7.3066e-02
2.2387e+01 2.2387e+01 1.3000e+01 4.5130e-01 6.4391e-02 4.7785e-01 2.0682e-01 4.0021e-01 6.8719e-02
2.2387e+01 2.2387e+01 1.3000e+01 3.8331e-01 5.9648e-02 4.6173e-01 2.1072e-01 4.0234e-01 5.8640e-02
2.2387e+01 2.2387e+01 1.3000e+01 3.9817e-01 3.6777e-02 4.1869e-01 2.0684e-01 1.4921e+00 4.5977e-02
2.2387e+01 2.2387e+01 1.3000e+01 4.3342e-01 3.4563e-02 4.8047e-01 2.0709e-01 4.9178e-01 3.3569e-02
2.2387e+01 2.2387e+01 1.3000e+01 4.2343e-01 6.6580e-02 4.5784e-01 2.0714e-01 4.0775e-01 6.6512e-02
2.2387e+01 2.2387e+01 1.3000e+01 4.0268e-01 5.2933e-02 4.7233e-01 2.1217e-01 4.0563e-01 5.2676e-02
2.2387e+01 2.2387e+01 1.3000e+01 6.5974e-01 3.7752e-02 4.4412e-01 2.0940e-01 5.1886e-01 3.8954e-02
2.2387e+01 2.2387e+01 1.3000e+01 4.5229e-01 6.9088e-02 4.4966e-01 2.0860e-01 4.1282e-01 6.9709e-02
2.2387e+01 2.2387e+01 1.3000e+01 3.8055e-01 9.9048e-02 4.2179e-01 2.1236e-01 1.7058e+00 9.1650e-02
2.5119e+01 2.5119e+01 1.2000e+01 4.9205e-01 8.4899e-02 4.6997e-01 2.1349e-01 4.6665e-01 7.7679e-02
2.5119e+01 2.5119e+01 1.2000e+01 4.0236e-01 7.7197e-02 4.2396e-01 2.0981e-01 4.4052e-01 7.4117e-02
2.5119e+01 2.5119e+01 1.2000e+01 4.4954e-01 6.1984e-02 4.4576e-01 2.0780e-01 9.5770e-01 6.8463e-02
2.5119e+01 2.5119e+01 1.2000e+01 4.3031e-01 9.5150e-02 4.4820e-01 2.1476e-01 5.6579e-01 8.6142e-02
2.5119e+01 2.5119e+01 1.2000e+01 4.6201e-01 6.5803e-02 4.7205e-01 2.1567e-01 4.7913e-01 5.1349e-02
2.5119e+01 2.5119e+01 1.2000e+01 4.1009e-01 5.9681e-02 4.7135e-01 2.1205e-01 4.2997e-01 5.5501e-02
2.5119e+01 2.5119e+01 1.2000e+01 4.0435e-01 6.3259e-02 4.7274e-01 2.1161e-01 4.0374e-01 6.3291e-02
2.5119e+01 2.5119e+01 1.2000e+01 4.4627e-01 4.5598e-02 4.3561e-01 2.1088e-01 5.7947e-01 4.8080e-02
2.5119e+01 2.5119e+01 1.2000e+01 4.5381e-01 5.6201e-02 4.4882e-01 2.0873e-01 4.0026e-01 4.5138e-02
2.5119e+01 2.5119e+01 1.2000e+01 4.1509e-01 8.1565e-02 4.5410e-01 2.1023e-01 4.3465e-01 7.5454e-02
2.8184e+01 2.8184e+01 1.1000e+01 4.4361e-01 2.4626e-02 4.3690e-01 2.0854e-01 6.1848e-01 2.0380e-02
2.8184e+01 2.8184e+01 1.1000e+01 4.8403e-01 2.5062e-02 1.0000e+06 1.0000e+06 2.6711e+00 4.6975e-02
2.8184e+01 2.8184e+01 1.1000e+01 3.6516e-01 8.4443e-02 4.4617e-01 2.1370e-01 4.0105e-01 8.0923e-02
2.8184e+01 2.8184e+01 1.1000e+01 5.0714e-01 2.8690e-02 4.0935e-01 2.1001e-01 9.7119e-01 2.8546e-02
2.8184e+01 2.8184e+01 1.1000e+01 5.3624e-01 6.7534e-02 4.4010e-01 2.1732e-01 4.5542e-01 6.1449e-02
2.8184e+01 2.8184e+01 1.1000e+01 4.2120e-01 9.8512e-02 4.3725e-01 2.1151e-01 4.2807e-01 9.8709e-02
2.8184e+01 2.8184e+01 1.1000e+01 5.0627e-01 5.5979e-02 4.6528e-01 2.1063e-01 4.7455e-01 5.1757e-02
2.8184e+01 2.8184e+01 1.1000e+01 1.1745e+00 9.0505e-02 4.7665e-01 2.1914e-01 3.3443e+00 8.4357e-02
2.8184e+01 2.8184e+01 1.1000e+01 4.0391e-01 8.5780e-02 4.1912e-01 2.0856e-01 4.2461e-01 8.3744e-02
2.8184e+01 2.8184e+01 1.1000e+01 5.1848e-01 7.5506e-02 4.7519e-01 2.1389e-01 5.7396e-01 7.3500e-02
3.1623e+01 3.1623e+01 1.0000e+01 6.5627e-01 5.5529e-02 1.2005e+00 5.7090e-02 1.8892e+00 5.7299e-02
3.1623e+01 3.1623e+01 1.0000e+01 4.2382e-01 4.1921e-02 4.3208e-01 2.1373e-01 1.1098e+00 3.1564e-02
3.1623e+01 3.1623e+01 1.0000e+01 4.6716e-01 6.5773e-02 4.2416e-01 2.1163e-01 4.2885e-01 6.2136e-02
3.1623e+01 3.1623e+01 1.0000e+01 4.7542e-01 1.0599e-01 4.6158e-01 2.0915e-01 4.7099e-01 1.1008e-01
3.1623e+01 3.1623e+01 1.0000e+01 3.9874e-01 6.9566e-02 4.0756e-01 2.1576e-01 4.7921e-01 5.8313e-02
3.1623e+01 3.1623e+01 1.0000e+01 5.2734e-01 7.2661e-02 4.4528e-01 2.1356e-01 4.8774e-01 7.6920e-02
3.1623e+01 3.1623e+01 1.0000e+01 4.3607e-01 3.1566e-02 1.0000e+06 1.0000e+06 1.3426e+00 4.1032e-02
3.1623e+01 3.1623e+01 1.0000e+01 4.5160e-01 1.1856e-01 4.2259e-01 2.1834e-01 4.3345e-01 1.1426e-01
3.1623e+01 3.1623e+01 1.0000e+01 4.9642e-01 5.9916e-02 4.4060e-01 2.1183e-01 1.0177e+00 6.4535e-02
3.1623e+01 3.1623e+01 1.0000e+01 5.3914e-01 1.0245e-01 4.3488e-01 2.2382e-01 1.2428e+00 1.1183e-01
3.5481e+01 3.5481e+01 9.0000e+00 4.7877e-01 1.0941e-01 4.0324e-01 2.1362e-01 6.5583e-01 1.0736e-01
3.5481e+01 3.5481e+01 9.0000e+00 4.7653e-01 9.4669e-02 4.0648e-01 2.0566e-01 4.7175e-01 9.4278e-02
3.5481e+01 3.5481e+01 9.0000e+00 5.2367e-01 1.4143e-01 1.1923e+00 1.4612e-01 6.3404e-01 1.4072e-01
3.5481e+01 3.5481e+01 9.0000e+00 6.0571e-01 1.3333e-01 1.1451e+00 1.3464e-01 6.0513e-01 1.3342e-01
3.5481e+01 3.5481e+01 9.0000e+00 5.3942e-01 1.3577e-01 1.1224e+00 1.3711e-01 5.3455e-01 1.3449e-01
3.5481e+01 3.5481e+01 9.0000e+00 5.5444e-01 1.2865e-01 1.1715e+00 1.2789e-01 5.5270e-01 1.2733e-01
3.5481e+01 3.5481e+01 9.0000e+00 4.3929e-01 7.5944e-02 4.0385e-01 2.0500e-01 4.5254e-01 7.9439e-02
3.5481e+01 3.5481e+01 9.0000e+00 6.1046e-01 7.1621e-02 1.1354e+00 8.6069e-02 5.9149e-01 7.7226e-02
3.5481e+01 3.5481e+01 9.0000e+00 4.7502e-01 1.1390e-01 4.1756e-01 2.1247e-01 5.8492e-01 1.1047e-01
3.5481e+01 3.5481e+01 9.0000e+00 5.4538e-01 4.1601e-02 4.1871e-01 2.1719e-01 2.2274e+00 4.2295e-01
3.9811e+01 3.9811e+01 8.0000e+00 5.5417e-01 1.1427e-01 4.0642e-01 1.1146e-01 5.4717e-01 1.1349e-01
3.9811e+01 3.9811e+01 8.0000e+00 5.0856e-01 1.2512e-01 4.2564e-01 2.2207e-01 4.5286e-01 1.2335e-01
3.9811e+01 3.9811e+01 8.0000e+00 5.8425e-01 6.5285e-02 1.0000e+06 1.0000e+06 5.8153e-01 6.5870e-02
3.9811e+01 3.9811e+01 8.0000e+00 6.4148e-01 1.9772e-01 1.1844e+00 1.9717e-01 6.3129e-01 1.9527e-01
3.9811e+01 3.9811e+01 8.0000e+00 5.7784e-01 9.4687e-02 1.0000e+06 1.0000e+06 2.2963e+00 7.8701e-02
3.9811e+01 3.9811e+01 8.0000e+00 4.7577e-01 6.2205e-02 4.1027e-01 2.1035e-01 1.0829e+00 5.9753e-02
3.9811e+01 3.9811e+01 8.0000e+00 7.0143e-01 1.9422e-01 1.1669e+00 1.9539e-01 2.2434e+00 1.9368e-01
3.9811e+01 3.9811e+01 8.0000e+00 4.1338e-01 6.8707e-02 4.0272e-01 2.2586e-01 4.1960e-01 5.4781e-02
3.9811e+01 3.9811e+01 8.0000e+00 6.7509e-01 8.2243e-02 1.2174e+00 8.9995e-02 6.3084e-01 8.2887e-02
3.9811e+01 3.9811e+01 8.0000e+00 5.8708e-01 1.5136e-01 1.1216e+00 1.5651e-01 5.8643e-01 1.5175e-01
4.4668e+01 4.4668e+01 7.0000e+00 4.0889e-01 1.3426e-01 4.2449e-01 2.2847e-01 1.3053e+00 1.2530e-01
4.4668e+01 4.4668e+01 7.0000e+00 6.0791e-01 9.7852e-02 1.1776e+00 1.0305e-01 6.0948e-01 9.7737e-02
4.4668e+01 4.4668e+01 7.0000e+00 6.6420e-01 1.6508e-01 1.1643e+00 1.6839e-01 6.5362e-01 1.6617e-01
4.4668e+01 4.4668e+01 7.0000e+00 6.0885e-01 1.2047e-01 1.1739e+00 1.1981e-01 5.9045e-01 1.1700e-01
4.4668e+01 4.4668e+01 7.0000e+00 1.0042e+00 2.1824e-01 1.3331e+00 2.2707e-01 4.7202e+00 2.0684e-01
4.4668e+01 4.4668e+01 7.0000e+00 4.4575e-01 1.2374e-01 4.2841e-01 2.2672e-01 4.3929e-01 1.2439e-01
4.4668e+01 4.4668e+01 7.0000e+00 1.8460e+00 2.3552e-01 1.0000e+06 1.0000e+06 6.6214e+00 5.2818e-01
4.4668e+01 4.4668e+01 7.0000e+00 6.1590e-01 1.7211e-01 1.1650e+00 1.7464e-01 6.0840e-01 1.7013e-01
4.4668e+01 4.4668e+01 7.0000e+00 9.2372e-01 5.7416e-02 1.0000e+06 1.0000e+06 3.8084e+00 8.0116e-02
4.4668e+01 4.4668e+01 7.0000e+00 6.0380e-01 1.7845e-01 1.1802e+00 1.8056e-01 6.0369e-01 1.7891e-01
5.0119e+01 5.0119e+01 6.0000e+00 6.6758e-01 1.8988e-01 1.2207e+00 1.9086e-01 6.6840e-01 1.8974e-01
5.0119e+01 5.0119e+01 6.0000e+00 7.7485e-01 1.5740e-01 1.2028e+00 1.5949e-01 7.0997e-01 1.5716e-01
5.0119e+01 5.0119e+01 6.0000e+00 2.4319e+00 7.0608e-02 1.0000e+06 1.0000e+06 6.7369e+00 8.2352e-02
5.0119e+01 5.0119e+01 6.0000e+00 5.8487e-01 1.7904e-01 1.1662e+00 1.8580e-01 5.8834e-01 1.7992e-01
5.0119e+01 5.0119e+01 6.0000e+00 6.8098e-01 1.6912e-01 1.1901e+00 1.7091e-01 6.7734e-01 1.6807e-01
5.0119e+01 5.0119e+01 6.0000e+00 6.2836e-01 1.2774e-01 1.1820e+00 1.3076e-01 6.2680e-01 1.2907e-01
5.0119e+01 5.0119e+01 6.0000e+00 6.5230e+00 3.5421e-02 1.8110e+01 2.2473e-01 1.2672e+01 4.4774e-01
5.0119e+01 5.0119e+01 6.0000e+00 7.2310e-01 1.4827e-01 1.2152e+00 1.5604e-01 7.2707e-01 1.4831e-01
5.0119e+01 5.0119e+01 6.0000e+00 6.4744e-01 1.7790e-01 6.5406e-01 2.2759e-01 3.6523e+00 1.8496e-01
5.0119e+01 5.0119e+01 6.0000e+00 5.7357e-01 9.5078e-02 4.0846e-01 2.2488e-01 5.7210e-01 9.6546e-02
5.6234e+01 5.6234e+01 5.0000e+00 5.6843e-01 1.3113e-01 1.0000e+06 1.0000e+06 2.2655e+00 4.5538e-01
5.6234e+01 5.6234e+01 5.0000e+00 8.3774e-01 1.9597e-01 1.3538e+00 2.0168e-01 7.9590e-01 1.9823e-01
5.6234e+01 5.6234e+01 5.0000e+00 8.4893e-01 3.1468e-01 1.2423e+00 3.1594e-01 8.2818e-01 3.1300e-01
5.6234e+01 5.6234e+01 5.0000e+00 7.0650e-01 2.0663e-01 1.2133e+00 2.0383e-01 7.0087e-01 2.0267e-01
5.6234e+01 5.6234e+01 5.0000e+00 2.3632e+00 1.0066e-01 9.5437e-01 2.3911e-01 6.7251e+00 5.7065e-01
5.6234e+01 5.6234e+01 5.0000e+00 5.9703e-01 1.5537e-01 1.2834e+00 5.5542e-01 5.8426e-01 9.7363e-01
5.6234e+01 5.6234e+01 5.0000e+00 6.4774e-01 1.4544e-01 1.3566e+00 1.4725e-01 6.5795e-01 1.4506e-01
5.6234e+01 5.6234e+01 5.0000e+00 8.0199e-01 2.1434e-01 1.2648e+00 2.1225e-01 7.7373e-01 2.1011e-01
5.6234e+01 5.6234e+01 5.0000e+00 6.0918e-01 1.5151e-01 1.1961e+00 1.5401e-01 6.0912e-01 1.5072e-01
5.6234e+01 5.6234e+01 5.0000e+00 3.0228e+00 1.1966e-01 1.1842e+00 2.3890e-01 6.9442e+00 1.2937e-01
6.3096e+01 6.3096e+01 4.0000e+00 9.0252e-01 2.2143e-01 1.0000e+06 1.0000e+06 8.8685e-01 7.8112e-01
6.3096e+01 6.3096e+01 4.0000e+00 1.6242e+00 2.2885e-01 8.3424e+00 1.6371e+00 7.3645e+00 7.5765e-01
6.3096e+01 6.3096e+01 4.0000e+00 8.6101e-01 1.7669e-01 1.3527e+00 1.8234e-01 8.4760e-01 1.7686e-01
6.3096e+01 6.3096e+01 4.0000e+00 9.2396e-01 1.5273e-01 1.3254e+00 1.5452e-01 2.3903e+00 6.7089e-01
6.3096e+01 6.3096e+01 4.0000e+00 2.0494e+00 3.2256e-01 1.0000e+06 1.0000e+06 5.3696e+00 3.3180e-01
6.3096e+01 6.3096e+01 4.0000e+00 6.2150e-01 1.5571e-01 1.3134e+00 4.6954e-01 6.0907e-01 4.6954e-01
6.3096e+01 6.3096e+01 4.0000e+00 5.8671e-01 1.1082e-01 4.0049e+00 5.9604e-01 3.9804e+00 5.9604e-01
6.3096e+01 6.3096e+01 4.0000e+00 1.7629e+00 3.9018e-01 1.0000e+06 1.0000e+06 4.3387e+00 3.7567e-01
6.3096e+01 6.3096e+01 4.0000e+00 8.3131e-01 2.6244e-01 1.2469e+00 2.6346e-01 8.3454e-01 2.6165e-01
6.3096e+01 6.3096e+01 4.0000e+00 6.1600e-01 2.3823e-01 1.3391e+00 2.4253e-01 2.7964e+00 2.3276e-01
7.0795e+01 7.0795e+01 3.0000e+00 6.2542e-01 1.7832e-01 1.6623e+00 9.4900e-01 4.6438e+00 9.4900e-01
7.0795e+01 7.0795e+01 3.0000e+00 6.5637e-01 3.7828e-01 1.0000e+06 1.0000e+06 3.1938e+00 3.8939e-01
7.0795e+01 7.0795e+01 3.0000e+00 9.6277e-01 3.3023e-01 1.3337e+00 6.2920e-01 9.1169e-01 6.2920e-01
7.0795e+01 7.0795e+01 3.0000e+00 1.8332e+00 4.5633e-01 1.5871e+00 4.4911e-01 5.6466e+00 4.5110e-01
7.0795e+01 7.0795e+01 3.0000e+00 9.0627e-01 1.8464e-01 1.3348e+00 6.6840e-01 8.7164e-01 6.6840e-01
7.0795e+01 7.0795e+01 3.0000e+00 1.5722e+00 2.1875e-01 1.5343e+00 7.2616e-01 4.3720e+00 7.2616e-01
7.0795e+01 7.0795e+01 3.0000e+00 4.1162e+00 4.0845e-01 1.0000e+06 1.0000e+06 1.7788e+01 1.0858e+00
7.0795e+01 7.0795e+01 3.0000e+00 8.5186e-01 2.5712e-01 1.0000e+06 1.0000e+06 8.4580e-01 7.8880e-01
7.0795e+01 7.0795e+01 3.0000e+00 7.8740e-01 1.7797e-01 1.3556e+00 6.8601e-01 8.1679e-01 6.8601e-01
7.0795e+01 7.0795e+01 3.0000e+00 1.1705e+00 1.5902e-01 1.0000e+06 1.0000e+06 3.0224e+00 6.3110e-01
7.9433e+01 7.9433e+01 2.0000e+00 8.0128e-01 3.9913e-01 1.4805e+00 4.1200e-01 8.3344e-01 4.0122e-01
7.9433e+01 7.9433e+01 2.0000e+00 1.1201e+00 3.7062e-01 1.4000e+00 7.3799e-01 9.8524e-01 7.3799e-01
7.9433e+01 7.9433e+01 2.0000e+00 1.8763e+00 2.8926e-01 1.6956e+00 8.5514e-01 4.5566e+00 3.3563e-01
7.9433e+01 7.9433e+01 2.0000e+00 1.2712e+00 4.4503e-01 1.5031e+00 4.4525e-01 1.8574e+00 4.4231e-01
