# x	res_f2_nosym	res_f2_sym	res_f2_NN_SR
-1.29139174e-02	2.15812801e-04	-1.96759374e-04	-1.31257840e-04
-2.66202628e-02	-3.65300386e-04	-5.68216948e-04	-1.37114562e-04
-4.00194387e-02	-9.04404907e-04	-5.28035102e-04	-1.42840030e-04
-5.31034008e-02	-1.38951985e-03	-4.47107082e-04	-1.48430807e-04
-6.58558444e-02	-1.04614374e-03	-3.16061345e-04	-1.53879926e-04
-7.82737150e-02	2.86504566e-04	-1.26734437e-04	-1.59186082e-04
-9.03433301e-02	1.65093138e-03	1.26557495e-04	-1.64343428e-04
-1.02049915e-01	3.04955507e-03	4.47529202e-04	-1.69345652e-04
-1.13378829e-01	2.54514712e-03	8.65160405e-04	-1.74186497e-04
-1.24317477e-01	2.13959864e-03	1.09700910e-03	-1.78860581e-04
-1.34860016e-01	1.83314661e-03	9.67940492e-04	-1.83365408e-04
-1.44996470e-01	1.62327918e-03	8.18005533e-04	-1.87696715e-04
-1.54716386e-01	1.50595341e-03	1.07802186e-03	-1.91850035e-04
-1.64010105e-01	1.47562266e-03	1.83554530e-03	-1.95821241e-04
-1.72871763e-01	1.52571420e-03	2.28525619e-03	-1.99607828e-04
-1.81293516e-01	1.64881843e-03	2.77539092e-03	-2.03206443e-04
-1.89267124e-01	1.78884115e-03	3.31021990e-03	-2.06613565e-04
-1.96785087e-01	4.37279073e-04	3.03906652e-03	-2.09825991e-04
-2.03845158e-01	-7.82960628e-04	2.83197167e-03	-2.12842759e-04
-2.10442832e-01	-1.86820619e-03	2.31672533e-03	-2.15661945e-04
-2.16572842e-01	-2.82735586e-03	1.83493436e-03	-2.18281299e-04
-2.22230504e-01	-3.66915584e-03	1.43353819e-03	-2.20698818e-04
-2.27417404e-01	-4.40377735e-03	1.10293187e-03	-2.22915180e-04
-2.32133460e-01	-5.03964882e-03	8.08073468e-04	-2.24930351e-04
-2.36378396e-01	-5.58551740e-03	3.11155202e-04	-2.26744212e-04
-2.40153039e-01	-6.09175689e-03	-1.09343006e-04	-2.28357117e-04
-2.43459325e-01	-6.64986749e-03	-4.60789395e-04	-2.29769893e-04
-2.46300293e-01	-6.77878253e-03	-7.50011129e-04	-2.30983838e-04
-2.48680086e-01	-6.87716727e-03	-9.83042766e-04	-2.32000724e-04
-2.50604555e-01	-6.95056478e-03	-1.16538267e-03	-2.32823050e-04
-2.52082349e-01	-7.00316113e-03	-1.30163413e-03	-2.33454511e-04
-2.53122333e-01	-7.03824232e-03	-1.39554510e-03	-2.33898896e-04
-2.53734574e-01	-7.05806479e-03	-1.45002768e-03	-2.34160507e-04
-2.53930428e-01	-7.06421877e-03	-1.46729792e-03	-2.34244195e-04
-2.53722542e-01	-7.05759533e-03	-1.44899197e-03	-2.34155365e-04
-2.53124277e-01	-7.03817330e-03	-1.39577411e-03	-2.33899727e-04
-2.52149024e-01	-7.00544528e-03	-1.30770317e-03	-2.33483001e-04
-2.50811941e-01	-6.95813617e-03	-1.18474087e-03	-2.32911666e-04
-2.49129270e-01	-6.89473021e-03	-1.02610159e-03	-2.32192661e-04
-2.47118312e-01	-6.81356849e-03	-8.31005586e-04	-2.31333378e-04
-2.44797362e-01	-6.71233660e-03	-5.98494474e-04	-2.30341636e-04
-2.42185777e-01	-6.43674602e-03	-3.27225224e-04	-2.29225706e-04
-2.39303975e-01	-5.94684450e-03	-1.65250668e-05	-2.27994312e-04
-2.36173421e-01	-5.55971118e-03	3.34517632e-04	-2.26656626e-04
-2.32816252e-01	-5.12910314e-03	7.26531667e-04	-2.25222108e-04
-2.29255136e-01	-4.65515913e-03	9.94645934e-04	-2.23700443e-04
-2.25514010e-01	-4.13853370e-03	1.22004307e-03	-2.22101860e-04
-2.21617750e-01	-3.58017369e-03	1.47491114e-03	-2.20436988e-04
-2.17592013e-01	-2.98220939e-03	1.75951891e-03	-2.18716791e-04
-2.13462159e-01	-2.34662641e-03	2.07340073e-03	-2.16952104e-04
-2.09254666e-01	-1.67677859e-03	2.41569122e-03	-2.15154242e-04
-2.04996917e-01	-9.76295247e-04	2.78465353e-03	-2.13334906e-04
-2.00717037e-01	-2.49629701e-04	2.91646472e-03	-2.11506113e-04
-1.96443063e-01	4.97941285e-04	3.05068901e-03	-2.09679844e-04
-1.92203147e-01	1.26098789e-03	3.20524670e-03	-2.07868128e-04
-1.88026476e-01	1.80160373e-03	3.22269767e-03	-2.06083437e-04
-1.83942786e-01	1.70337629e-03	2.94528377e-03	-2.04338476e-04
-1.79981966e-01	1.62477822e-03	2.69405575e-03	-2.02646017e-04
-1.76172654e-01	1.56501803e-03	2.46846053e-03	-2.01018299e-04
-1.72544955e-01	1.52245362e-03	2.26770539e-03	-1.99468183e-04
-1.69129567e-01	1.49482698e-03	2.09124595e-03	-1.98008788e-04
-1.65957603e-01	1.47988532e-03	1.93796192e-03	-1.96653407e-04
-1.63060587e-01	1.47478178e-03	1.75434247e-03	-1.95415512e-04
-1.60470455e-01	1.47737275e-03	1.53720091e-03	-1.94308749e-04
-1.58218595e-01	1.48469640e-03	1.35380460e-03	-1.93346529e-04
-1.56332901e-01	1.49473950e-03	1.20391354e-03	-1.92540772e-04
-1.54843770e-01	1.50486283e-03	1.08792834e-03	-1.91904466e-04
-1.53782068e-01	1.51344111e-03	1.00642910e-03	-1.91450801e-04
-1.53178778e-01	1.51871618e-03	9.60563385e-04	-1.91193015e-04
-1.53064994e-01	1.51986116e-03	9.52067310e-04	-1.91144395e-04
-1.53471922e-01	1.51615147e-03	9.82749499e-04	-1.91318276e-04
-1.54429923e-01	1.50805815e-03	1.05601653e-03	-1.91727629e-04
-1.55965980e-01	1.49702666e-03	1.17508707e-03	-1.92383987e-04
-1.58109144e-01	1.48527594e-03	1.34510072e-03	-1.93299761e-04
-1.60888590e-01	1.47650621e-03	1.57190344e-03	-1.94487418e-04
-1.64333334e-01	1.47595612e-03	1.86344591e-03	-1.95959357e-04
-1.68472232e-01	1.49089611e-03	2.05870486e-03	-1.97727908e-04
-1.73333980e-01	1.53055052e-03	2.31025377e-03	-1.99805333e-04
-1.78946133e-01	1.60701601e-03	2.63120262e-03	-2.02203406e-04
-1.85332892e-01	1.73507905e-03	3.03760445e-03	-2.04932468e-04
-1.92520168e-01	1.20310844e-03	3.19286049e-03	-2.08003591e-04
-2.00533685e-01	-2.18042828e-04	2.92160203e-03	-2.11427767e-04
-2.09398752e-01	-1.70017946e-03	2.40355562e-03	-2.15215810e-04
-2.19140264e-01	-3.21469836e-03	1.64746113e-03	-2.19378358e-04
-2.29782700e-01	-4.72646202e-03	9.64440455e-04	-2.23925871e-04
-2.41348697e-01	-6.29544067e-03	-2.38252756e-04	-2.28868022e-04
-2.53856346e-01	-7.06186261e-03	-1.46073963e-03	-2.34212540e-04
-2.67325842e-01	-7.34918160e-03	-2.51058085e-03	-2.39968056e-04
-2.81776890e-01	-7.33343390e-03	-3.31286219e-03	-2.46142989e-04
-2.97228437e-01	-3.84077318e-03	-3.77970822e-03	-2.52745434e-04
-3.13698674e-01	2.66244670e-03	-3.80787591e-03	-2.59783167e-04
-3.31205038e-01	9.61768350e-03	-3.27745358e-03	-2.67263636e-04
-3.49760730e-01	7.89088452e-03	-2.07209146e-03	-2.75192484e-04
-3.69369717e-01	1.16609262e-03	-1.94139553e-03	-2.83571403e-04
-3.90042410e-01	-4.89824333e-03	-8.79936595e-04	-2.92404845e-04
-4.11789719e-01	-1.01529062e-02	-1.14911801e-03	-3.01697471e-04
-4.34622552e-01	-1.44111961e-02	-2.32239070e-03	-3.11453940e-04
-4.58538723e-01	-1.74124882e-02	-3.38608474e-03	-3.21673320e-04
-4.83521721e-01	-1.88658409e-02	-3.23350952e-03	-3.32348555e-04
-5.09569923e-01	-1.84763186e-02	-1.45856667e-03	-3.43478951e-04
-5.36681897e-01	-1.89585254e-02	4.28898573e-04	-3.55063898e-04
-5.64856123e-01	-2.54067516e-03	3.94210482e-03	-3.67102745e-04
-5.94056812e-01	-1.39313402e-02	5.69485995e-03	-3.79580199e-04
-6.24239269e-01	-2.84246167e-02	-3.11221677e-04	-3.92477163e-04
-6.55379677e-01	-2.85322096e-02	-3.05113455e-03	-4.05783459e-04
-6.87454218e-01	4.46304874e-03	-2.75188490e-03	-4.19488911e-04
-7.20436701e-01	1.25286235e-04	-2.17771803e-03	-4.33582326e-04
-7.54233403e-01	-6.26218765e-04	1.26399353e-03	-4.48023657e-04
-7.88761368e-01	-1.16577495e-03	5.70121657e-03	-4.62777456e-04
-8.23960710e-01	-1.82816824e-02	5.03611656e-03	-4.77818135e-04
-8.59771544e-01	-2.34306057e-02	6.85509541e-03	-4.93120104e-04
-8.96126774e-01	-9.33347884e-03	-1.22682992e-03	-5.08654694e-04
-9.32884422e-01	3.24699075e-03	-2.13425069e-03	-5.24361237e-04
-9.69915479e-01	1.31860820e-02	7.88554344e-04	-5.40184608e-04
-1.00708970e+00	-2.23561130e-04	-1.44168635e-03	-5.56069154e-04
-1.04426218e+00	-6.00849050e-03	-5.74512738e-03	-5.71952951e-04
-1.08127329e+00	-2.88175546e-03	-5.02443813e-03	-5.87767802e-04
-1.11795113e+00	1.04829346e-02	3.43474497e-03	-6.03440242e-04
-1.15412416e+00	1.75685882e-03	-9.92256410e-04	-6.18896977e-04
-1.18960230e+00	5.34848024e-03	3.46533109e-03	-6.34056784e-04
-1.22418108e+00	2.61248472e-02	9.66544175e-03	-6.48832299e-04
-1.25764338e+00	1.22030630e-02	-2.22668504e-03	-6.63130741e-04
-1.28976929e+00	-1.19811279e-02	-5.69814265e-03	-6.76858141e-04
-1.32036675e+00	-2.75915810e-02	-1.58124651e-03	-6.89932437e-04
-1.34921711e+00	-3.55198878e-02	6.10692318e-03	-7.02260193e-04
-1.37609173e+00	-3.68470391e-02	-1.66158281e-03	-7.13743719e-04
-1.40075491e+00	-3.28201435e-02	-7.47612930e-03	-7.24282298e-04
-1.42299711e+00	-2.48068157e-02	-8.33841002e-03	-7.33786388e-04
-1.44268993e+00	-1.41884808e-02	-5.57823224e-03	-7.42201132e-04
-1.45966111e+00	-2.34675786e-03	-5.08550614e-04	-7.49452915e-04
-1.47374109e+00	9.39139970e-03	5.61103470e-03	-7.55469292e-04
-1.48476651e+00	1.98057662e-02	1.16258632e-02	-7.60180455e-04
-1.49261178e+00	2.78751805e-02	2.83704951e-02	-7.63532736e-04
-1.49722866e+00	3.99486691e-02	4.04935748e-02	-7.65505531e-04
-1.49859462e+00	4.42090688e-02	4.41166816e-02	-7.66089203e-04
-1.49670678e+00	3.83252018e-02	3.91134136e-02	-7.65282529e-04
-1.49158495e+00	2.67877994e-02	2.57456718e-02	-7.63093972e-04
-1.48327983e+00	1.83383122e-02	1.07517138e-02	-7.59545194e-04
-1.47186594e+00	7.72737148e-03	4.69540241e-03	-7.54668038e-04
-1.45745065e+00	-4.03113014e-03	-1.31113178e-03	-7.48508386e-04
-1.44016099e+00	-1.57393104e-02	-6.11983594e-03	-7.41120513e-04
-1.42014349e+00	-2.60695483e-02	-8.46245544e-03	-7.32567038e-04
-1.39756646e+00	-3.36263947e-02	-7.01029824e-03	-7.22919872e-04
-1.37260729e+00	-3.70092931e-02	-4.33618133e-04	-7.12254820e-04
-1.34545474e+00	-3.48650111e-02	5.59068790e-03	-7.00652534e-04
-1.31629581e+00	-2.59389105e-02	-2.55302809e-03	-6.88192925e-04
-1.28532751e+00	-9.10906715e-03	-5.68954868e-03	-6.74960168e-04
-1.25275971e+00	1.65663587e-02	-1.01230273e-03	-6.61043945e-04
-1.21880605e+00	2.23734542e-02	8.22283465e-03	-6.46535550e-04
-1.18362773e+00	2.62024635e-03	2.09271544e-03	-6.31503853e-04
-1.14740602e+00	2.76909637e-03	-8.46580987e-04	-6.16026315e-04
-1.11032974e+00	6.88481114e-03	8.19919326e-04	-6.00183623e-04
-1.07257872e+00	-4.65938579e-03	-5.70158791e-03	-5.84052612e-04
-1.03427808e+00	-5.61853443e-03	-5.42678629e-03	-5.67686746e-04
-9.95562027e-01	4.08014102e-03	1.33797581e-04	-5.51143378e-04
-9.56559765e-01	1.18854387e-02	-6.49418102e-04	-5.34477711e-04
-9.17387083e-01	-8.78854722e-04	-2.67928752e-03	-5.17739224e-04
-8.78132991e-01	-1.72171141e-02	1.90369831e-03	-5.00965950e-04
-8.38880027e-01	-2.52313232e-02	5.80304214e-03	-4.84193159e-04
-7.99698923e-01	-4.63910056e-03	5.91813373e-03	-4.67451073e-04
-7.60649133e-01	-1.14194726e-03	2.00851584e-03	-4.50765098e-04
-7.21783415e-01	4.64706076e-05	-2.05584482e-03	-4.34157777e-04
-6.83140207e-01	5.36676864e-03	-2.49046464e-03	-4.17645534e-04
-6.44745909e-01	-3.63323762e-02	-2.53511207e-03	-4.01239650e-04
-6.06621228e-01	-2.03685622e-02	2.85912942e-03	-3.84948974e-04
-5.68791823e-01	-3.61789984e-05	4.42639095e-03	-3.68784470e-04
-5.31264404e-01	-2.07688538e-02	-1.32384656e-04	-3.52749003e-04
-4.94035582e-01	-1.89415349e-02	-2.80602112e-03	-3.36841128e-04
-4.57092595e-01	-1.72748971e-02	-3.36564658e-03	-3.21055389e-04
-4.20421522e-01	-1.19179824e-02	-1.50531921e-03	-3.05385840e-04
-3.84027682e-01	-3.24704405e-03	-1.28959771e-03	-2.89834752e-04
-3.47895751e-01	8.57331195e-03	-2.15805731e-03	-2.74395578e-04
-3.12003153e-01	1.96993263e-03	-3.82807938e-03	-2.59058671e-04
-2.76321769e-01	-7.37990578e-03	-3.05053731e-03	-2.43812015e-04
-2.40823465e-01	-6.20618765e-03	-1.81901503e-04	-2.28643590e-04
-2.05498821e-01	-1.06007594e-03	2.73998839e-03	-2.13549370e-04
-1.70324343e-01	1.50317607e-03	2.15171931e-03	-1.98519315e-04
-1.35272220e-01	1.82296075e-03	9.60123917e-04	-1.83541543e-04
-1.00312235e-01	2.83714134e-03	3.94841022e-04	-1.68603141e-04
-6.54147375e-02	-1.09225383e-03	-3.21655184e-04	-1.53691441e-04
-3.05641720e-02	-5.27616811e-04	-5.59963506e-04	-1.38799794e-04
4.26246848e-03	9.62877205e-04	3.89313815e-04	-1.23918371e-04
3.90901702e-02	2.42229790e-03	7.00643815e-04	-1.09036494e-04
7.39442349e-02	3.59797347e-03	6.55634886e-04	-9.41433519e-05
1.08848543e-01	4.23498341e-03	7.04664843e-05	-7.92287410e-05
1.43814954e-01	4.07532927e-03	-5.84904583e-04	-6.42875936e-05
1.78858788e-01	2.85670446e-03	-1.84753253e-03	-4.93133633e-05
2.13995687e-01	3.11214991e-04	-2.65848213e-03	-3.42993663e-05
2.49240060e-01	9.78218801e-03	1.56579204e-03	-1.92394457e-05
2.84603809e-01	2.06964556e-02	3.92381283e-03	-4.12851603e-06
3.20085831e-01	2.27942657e-02	4.33798547e-03	1.10329520e-05
3.55686118e-01	1.16295854e-02	2.28763025e-03	2.62449548e-05
3.91403775e-01	-8.03336488e-04	1.94890798e-03	4.15071095e-05
4.27235187e-01	-1.57334474e-02	1.66836706e-03	5.68178719e-05
4.63172999e-01	-9.84041580e-03	3.39899770e-03	7.21740990e-05
4.99194483e-01	-6.73254750e-03	3.01108339e-03	8.75660791e-05
5.35275867e-01	-7.53732177e-03	-9.22130067e-04	1.02983655e-04
5.71391444e-01	-9.59916807e-03	-4.18521858e-03	1.18415840e-04
6.07511168e-01	-9.81746553e-03	-2.62229084e-03	1.33849799e-04
6.43599935e-01	-2.65799873e-03	2.43435390e-03	1.49270529e-04
6.79605900e-01	-2.39514548e-04	3.09351758e-03	1.64655878e-04
7.15473575e-01	-4.57458576e-04	2.98956744e-03	1.79982135e-04
7.51144361e-01	-4.68494929e-03	1.02734197e-04	1.95224262e-04
7.86553692e-01	-1.45524337e-02	-5.57773256e-03	2.10354669e-04
8.21630792e-01	-1.50832528e-02	-4.83184995e-03	2.25343114e-04
8.56293219e-01	-1.46039430e-02	-7.96864962e-03	2.40154369e-04
8.90453621e-01	-7.32928524e-03	6.66960976e-04	2.54751109e-04
9.24020165e-01	-1.40343343e-03	3.38843729e-03	2.69094093e-04
9.56894693e-01	2.03455896e-03	1.60846026e-03	2.83141379e-04
9.88972726e-01	-5.90232918e-04	8.02427744e-04	2.96848323e-04
1.02014347e+00	-2.04238222e-03	3.59357967e-03	3.10167580e-04
1.05028979e+00	4.57311148e-03	7.38482649e-03	3.23049105e-04
1.07928865e+00	5.53478002e-03	5.62973022e-03	3.35440316e-04
1.10701687e+00	1.36351086e-03	-4.69600185e-04	3.47288585e-04
1.13335023e+00	-6.24087910e-03	-1.03459805e-05	3.58540829e-04
1.15816654e+00	-7.32997863e-03	1.21670158e-03	3.69144841e-04
1.18135027e+00	-8.28392818e-03	-1.50124743e-03	3.79051247e-04
1.20279017e+00	-8.41474325e-03	-5.23513348e-03	3.88212515e-04
1.22238532e+00	-2.76208805e-03	-7.61217760e-03	3.96585524e-04
1.24003241e+00	-7.98906057e-05	-2.00386893e-03	4.04126125e-04
1.25564529e+00	3.61906541e-04	2.78513337e-03	4.10797507e-04
1.26915087e+00	-7.36099400e-04	4.69948658e-03	4.16568444e-04
1.28047407e+00	-2.72653310e-03	5.22830280e-03	4.21406845e-04
1.28957853e+00	-5.04099330e-03	4.93974487e-03	4.25297181e-04
1.29641660e+00	-7.20064084e-03	4.30126746e-03	4.28219089e-04
1.30097401e+00	-8.84227286e-03	4.12155857e-03	4.30166473e-04
1.30325116e+00	-9.67887710e-03	3.97708346e-03	4.31139496e-04
1.30324982e+00	-9.67858763e-03	3.97731333e-03	4.31138925e-04
1.30102431e+00	-8.86120494e-03	4.11883895e-03	4.30187962e-04
1.29660324e+00	-7.26509571e-03	4.28533077e-03	4.28298841e-04
1.29002531e+00	-5.17092487e-03	4.90917423e-03	4.25488092e-04
1.28139929e+00	-2.93278817e-03	5.22804137e-03	4.21802195e-04
1.27080631e+00	-9.65926010e-04	4.83807628e-03	4.17275811e-04
1.25832689e+00	2.53884832e-04	3.28120474e-03	4.11943359e-04
1.24409279e+00	2.10478346e-04	-5.82919081e-04	4.05861127e-04
1.22822091e+00	-1.62077750e-03	-6.59031476e-03	3.99079072e-04
1.21082317e+00	-5.75963787e-03	-5.87175420e-03	3.91645016e-04
1.19204303e+00	-8.86983776e-03	-4.03399372e-03	3.83620265e-04
1.17201883e+00	-7.44594786e-03	4.67732167e-05	3.75063923e-04
1.15088374e+00	-7.80444725e-03	1.29634754e-03	3.66032898e-04
1.12878162e+00	-5.19889101e-03	-6.95462075e-04	3.56588662e-04
1.10586624e+00	1.63703397e-03	-4.73581400e-04	3.46796920e-04
1.08233473e+00	5.32231957e-03	5.13198703e-03	3.36741908e-04
1.05821631e+00	5.36853642e-03	7.43775637e-03	3.26436104e-04
1.03364857e+00	1.61898011e-03	5.98968441e-03	3.15938309e-04
1.00881118e+00	-5.25639280e-03	1.10864565e-03	3.05325295e-04
9.83726494e-01	2.51542750e-04	6.65657195e-04	2.94606607e-04
9.58604194e-01	2.04550721e-03	1.34808816e-03	2.83871849e-04
9.33497239e-01	2.11876907e-04	3.49944559e-03	2.73143647e-04
9.08438211e-01	-4.68136063e-03	2.72330949e-03	2.62435924e-04
8.83565355e-01	-8.30211608e-03	-5.80244941e-04	2.51807753e-04
8.59022088e-01	-1.37993314e-02	-7.05522976e-03	2.41320415e-04
8.34927383e-01	-1.43341543e-02	-5.48572555e-03	2.31024747e-04
8.11306359e-01	-1.62667568e-02	-4.92595986e-03	2.20931484e-04
7.88228898e-01	-1.51638760e-02	-5.99090003e-03	2.11070485e-04
7.65769119e-01	-8.06018101e-03	-1.54321777e-03	2.01473421e-04
7.43976126e-01	-3.38371030e-03	5.56186521e-04	1.92161275e-04
7.22905505e-01	-8.78725753e-04	2.31536795e-03	1.83157799e-04
7.02616515e-01	-2.68630588e-04	3.59741608e-03	1.74488313e-04
6.83149116e-01	-1.03189409e-04	3.19530183e-03	1.66169894e-04
6.64541759e-01	-7.53986769e-04	3.08052904e-03	1.58218970e-04
6.46839358e-01	-2.25708904e-03	2.64631686e-03	1.50654734e-04
6.30080288e-01	-4.76604865e-03	1.11397936e-03	1.43493584e-04
6.14295822e-01	-8.10062192e-03	-1.30077503e-03	1.36748881e-04
5.99516909e-01	-1.20555883e-02	-4.39442445e-03	1.30433852e-04
5.85768937e-01	-1.16435043e-02	-5.75009508e-03	1.24559343e-04
5.73071731e-01	-9.80113074e-03	-4.44380567e-03	1.19133827e-04
5.61439548e-01	-8.60022239e-03	-2.85248689e-03	1.14163396e-04
5.50898451e-01	-7.90584504e-03	-1.80432617e-03	1.09659185e-04
5.41480077e-01	-7.59637845e-03	-1.17868674e-03	1.05634713e-04
5.33200569e-01	-7.37517672e-03	-5.85283809e-04	1.02096880e-04
5.26072995e-01	-6.93002670e-03	4.67148132e-04	9.90512671e-05
5.20107342e-01	-6.69337870e-03	1.22459171e-03	9.65021436e-05
5.15310525e-01	-6.58368422e-03	1.75306843e-03	9.44524639e-05
5.11698004e-01	-6.54817502e-03	2.10394581e-03	9.29088336e-05
5.09290352e-01	-6.54670430e-03	2.31555271e-03	9.18800438e-05
5.08100812e-01	-6.55249436e-03	2.41362373e-03	9.13717533e-05
5.08142091e-01	-6.55224837e-03	2.41029345e-03	9.13893919e-05
5.09425740e-01	-6.54631710e-03	2.30410838e-03	9.19378954e-05
5.11956855e-01	-6.54932029e-03	2.08021038e-03	9.30194407e-05
5.15740809e-01	-6.59058137e-03	1.70856075e-03	9.46363244e-05
5.20782453e-01	-6.71455556e-03	1.14443606e-03	9.67906187e-05
5.27085224e-01	-6.98113944e-03	3.27403291e-04	9.94837927e-05
5.34651183e-01	-7.48703791e-03	-8.19215313e-04	1.02716727e-04
5.43481046e-01	-7.63788769e-03	-1.28737042e-03	1.06489728e-04
5.53574090e-01	-8.04709150e-03	-2.03536703e-03	1.10802485e-04
5.64928191e-01	-8.91208215e-03	-3.28149958e-03	1.15654093e-04
5.77539677e-01	-1.03855785e-02	-5.17815908e-03	1.21042981e-04
5.91399045e-01	-1.26408272e-02	-5.86261680e-03	1.26965089e-04
6.06494827e-01	-1.00891137e-02	-2.83463238e-03	1.33415516e-04
6.22814692e-01	-6.18535467e-03	1.18074931e-04	1.40388994e-04
6.40344180e-01	-3.10163286e-03	2.18032215e-03	1.47879344e-04
6.59064604e-01	-1.11286447e-03	3.07799771e-03	1.55878582e-04
6.78946700e-01	-2.70591599e-04	3.08911361e-03	1.64374202e-04
6.99961692e-01	-1.62504366e-04	3.63568241e-03	1.73353908e-04
7.22077941e-01	-8.20001612e-04	2.40237450e-03	1.82804181e-04
7.45260383e-01	-3.60002306e-03	4.91865602e-04	1.92710038e-04
7.69459919e-01	-9.06654566e-03	-2.11318701e-03	2.03050500e-04
7.94618674e-01	-1.64424617e-02	-6.17243241e-03	2.13800836e-04
8.20679572e-01	-1.51705088e-02	-4.81876149e-03	2.24936658e-04
8.47579352e-01	-1.44434529e-02	-6.92998941e-03	2.36430934e-04
8.75248122e-01	-9.81167438e-03	-2.42104115e-03	2.48253799e-04
9.03608903e-01	-5.59556614e-03	2.34293808e-03	2.60372361e-04
9.32577188e-01	7.68376724e-05	3.51043774e-03	2.72750509e-04
9.62058211e-01	2.01619553e-03	7.70458454e-04	2.85347750e-04
9.91941977e-01	-1.13889285e-03	8.07549916e-04	2.98117083e-04
1.02211288e+00	-1.43874964e-03	4.01289607e-03	3.11009108e-04
1.05244527e+00	4.82882333e-03	7.43867231e-03	3.23970139e-04
1.08280256e+00	5.28420551e-03	5.05022748e-03	3.36941812e-04
1.11303669e+00	-2.12674940e-04	-5.93459213e-04	3.49860855e-04
1.14298757e+00	-8.73298671e-03	9.68652703e-04	3.62658863e-04
1.17248356e+00	-7.47322747e-03	-1.57923431e-05	3.75262501e-04
1.20136196e+00	-8.90569964e-03	-5.17069378e-03	3.87602243e-04
1.22945991e+00	-1.41072786e-03	-6.07467210e-03	3.99608496e-04
1.25658943e+00	3.30034351e-04	2.97075853e-03	4.11200939e-04
1.28257022e+00	-3.20287527e-03	5.21848618e-03	4.22302531e-04
1.30722453e+00	-1.01282883e-02	3.62798691e-03	4.32837317e-04
1.33037333e+00	-1.49597026e-02	-8.80608637e-04	4.42728802e-04
1.35184303e+00	-5.70423308e-03	-7.13033381e-03	4.51902802e-04
1.37146844e+00	-5.13027639e-04	5.69988756e-04	4.60288742e-04
1.38909079e+00	1.44844374e-03	5.77872118e-03	4.67818773e-04
1.40456564e+00	1.03826506e-03	8.21955187e-03	4.74431176e-04
1.41775880e+00	-9.04797498e-04	8.70728594e-03	4.80068612e-04
1.42855824e+00	-3.59672709e-03	8.00507860e-03	4.84683211e-04
1.43686216e+00	-6.34594121e-03	6.78555808e-03	4.88231475e-04
1.44259981e+00	-8.59261568e-03	5.59591238e-03	4.90683175e-04
1.44570743e+00	-9.92811164e-03	4.83321706e-03	4.92011061e-04
1.44615408e+00	-1.01268081e-02	4.71629814e-03	4.92201917e-04
1.44393041e+00	-9.15446405e-03	5.27963514e-03	4.91251739e-04
1.43905120e+00	-7.16966459e-03	6.36523893e-03	4.89166855e-04
1.43154659e+00	-4.51770015e-03	7.63437561e-03	4.85960135e-04
1.42147601e+00	-1.71910247e-03	8.57771913e-03	4.81656978e-04
1.40892065e+00	5.59451604e-04	8.54313614e-03	4.76292068e-04
1.39396902e+00	1.53598106e-03	6.76473892e-03	4.69903240e-04
1.37673540e+00	3.42800164e-04	2.39641859e-03	4.62539312e-04
1.35734678e+00	-3.93144018e-03	-5.44957049e-03	4.54254555e-04
1.33593193e+00	-1.22079144e-02	-2.59726148e-03	4.45103989e-04
1.31264009e+00	-1.09402584e-02	2.95269024e-03	4.35151385e-04
1.28762217e+00	-4.48965991e-03	5.05578553e-03	4.24461230e-04
1.26102558e+00	8.97756885e-05	3.71767200e-03	4.13096506e-04
1.23301141e+00	-8.71643125e-04	-4.65886265e-03	4.01126052e-04
1.20373345e+00	-8.07900304e-03	-5.28575057e-03	3.88615579e-04
1.17333958e+00	-7.52725738e-03	-1.34940323e-04	3.75628280e-04
1.14197405e+00	-8.59523929e-03	8.95548689e-04	3.62225788e-04
1.10977804e+00	6.70467108e-04	-4.96323616e-04	3.48468432e-04
1.07688164e+00	5.66027489e-03	5.98062005e-03	3.34411803e-04
1.04341204e+00	3.56223211e-03	7.01834783e-03	3.20110243e-04
1.00948142e+00	-5.45470945e-03	1.11067139e-03	3.05611687e-04
9.75227174e-01	1.27064696e-03	1.61903714e-04	2.90974848e-04
9.40753189e-01	1.10857608e-03	3.24452342e-03	2.76244114e-04
9.06064328e-01	-5.11491554e-03	2.55207462e-03	2.61421564e-04
8.71281972e-01	-1.06596809e-02	-3.42716385e-03	2.46559063e-04
8.36476300e-01	-1.43042485e-02	-5.61919613e-03	2.31686600e-04
8.01665142e-01	-1.65630307e-02	-5.48249739e-03	2.16811792e-04
7.66947980e-01	-8.37484560e-03	-1.71846709e-03	2.01977149e-04
7.32340206e-01	-1.75903657e-03	1.11423514e-03	1.87189247e-04
6.97843923e-01	-9.04029583e-05	3.64496053e-03	1.72448985e-04
6.63490232e-01	-8.21048323e-04	3.08931440e-03	1.57769653e-04
6.29326030e-01	-4.90421288e-03	1.01983316e-03	1.43171289e-04
5.95398281e-01	-1.32985763e-02	-5.39753355e-03	1.28673962e-04
5.61753945e-01	-8.62663185e-03	-2.88941657e-03	1.14297737e-04
5.28380980e-01	-7.05159570e-03	1.43996225e-04	1.00037469e-04
4.95232858e-01	-6.88924991e-03	3.20044554e-03	8.58732769e-05
4.62312082e-01	-9.95993571e-03	3.38274284e-03	7.18062293e-05
4.29621181e-01	-1.54420708e-02	1.79669520e-03	5.78374071e-05
3.97162596e-01	-2.99784949e-03	1.61838124e-03	4.39678539e-05
