# x	res_f2_nosym	res_f2_sym	res_f2_NN_SR
1.35734678e+00	6.37694471e-03	-6.81547052e-03	8.98559266e-03
1.33593193e+00	1.56445403e-03	-6.75754648e-03	8.17477256e-03
1.31264009e+00	5.95676434e-03	1.26027596e-03	7.32920425e-03
1.28762217e+00	5.91748988e-03	5.11521136e-03	6.46239490e-03
1.26102558e+00	5.74659474e-04	6.80346406e-03	5.58704009e-03
1.23301141e+00	1.59992308e-03	9.27104086e-03	4.71540247e-03
1.20373345e+00	3.44573385e-03	5.64782745e-03	3.85844806e-03
1.17333958e+00	-1.61643204e-04	-1.15856069e-03	3.02583896e-03
1.14197405e+00	-8.34683694e-03	-3.71487058e-03	2.22596454e-03
1.10977804e+00	-1.49080413e-02	-7.48630932e-03	1.46593927e-03
1.07688164e+00	-1.42939148e-02	-9.49463818e-03	7.51439376e-04
1.04341204e+00	-1.00493602e-02	-5.79763427e-03	8.69590047e-05
1.00948142e+00	-8.76258842e-03	-4.03708003e-03	-5.24354619e-04
9.75227174e-01	-1.24493551e-02	-6.32565581e-03	-1.07991952e-03
9.40753189e-01	-1.28759476e-02	-6.08665077e-03	-1.57869804e-03
9.06064328e-01	-1.48395623e-02	-9.04527562e-03	-2.02163524e-03
8.71281972e-01	1.38588141e-03	3.90846623e-05	-2.40858050e-03
8.36476300e-01	2.95308428e-03	2.79864864e-03	-2.74066388e-03
8.01665142e-01	-2.54604476e-03	8.51211373e-04	-3.01984970e-03
7.66947980e-01	-1.37764773e-03	4.14693740e-04	-3.24773462e-03
7.32340206e-01	3.69678519e-03	-1.31924370e-03	-3.42683645e-03
6.97843923e-01	5.35996497e-03	1.03993953e-03	-3.55975859e-03
6.63490232e-01	-8.43825370e-03	2.04837020e-04	-3.64901465e-03
6.29326030e-01	-4.50799100e-03	2.65228517e-03	-3.69720596e-03
5.95398281e-01	-7.11207763e-04	1.62359558e-03	-3.70708324e-03
5.61753945e-01	-1.00722109e-03	-6.86267522e-05	-3.68151610e-03
5.28380980e-01	-3.00673510e-03	-4.35275699e-03	-3.62333224e-03
4.95232858e-01	-1.50978171e-03	-5.28442466e-03	-3.53510303e-03
4.62312082e-01	-1.84717731e-03	-6.87372641e-03	-3.41933901e-03
4.29621181e-01	-9.40528253e-03	-9.46780780e-03	-3.27847765e-03
3.97162596e-01	-1.83129053e-02	-7.85321405e-03	-3.11488259e-03
3.64913884e-01	4.96939291e-03	-3.68204247e-03	-2.93069369e-03
3.32847038e-01	9.61311946e-03	-1.79252734e-03	-2.72788212e-03
3.00948805e-01	7.17155464e-03	-1.95066802e-03	-2.50839476e-03
2.69205926e-01	2.91762138e-03	-1.93118667e-03	-2.27409342e-03
2.37604996e-01	2.32859889e-03	3.91060502e-04	-2.02676171e-03
2.06123636e-01	5.54692345e-04	1.75122579e-03	-1.76803851e-03
1.74739045e-01	-2.11596827e-03	1.88693066e-03	-1.49948611e-03
1.43432148e-01	-3.43335020e-03	1.43968714e-03	-1.22263905e-03
1.12183869e-01	-2.93443734e-03	1.14047890e-03	-9.38985896e-04
# x	res_f2_nosym	res_f2_sym	res_f2_NN_SR
5.00000000e-01	2.54604220e-03	-1.03196502e-03	-2.20569038e-03
4.81035042e-01	4.53219213e-04	-1.50673052e-03	-2.18342624e-03
4.63412606e-01	8.46155707e-04	-2.15890187e-03	-2.15625963e-03
4.47358482e-01	1.46219809e-03	-2.77587096e-03	-2.12627626e-03
4.32872668e-01	1.42357755e-03	-3.89139842e-03	-2.09508695e-03
4.19899233e-01	9.25999847e-04	-4.63824275e-03	-2.06393206e-03
4.08382371e-01	1.28160060e-04	-5.65691775e-03	-2.03380061e-03
3.98322080e-01	-8.34462528e-04	-6.81295741e-03	-2.00562777e-03
3.89682398e-01	-1.01686108e-04	-7.54565059e-03	-1.98008862e-03
3.82382048e-01	5.80257551e-04	-8.24155770e-03	-1.95756116e-03
3.76417934e-01	1.04671763e-03	-8.74605729e-03	-1.93852504e-03
3.71769020e-01	1.35425887e-03	-8.11063089e-03	-1.92329870e-03
3.68329636e-01	1.55080221e-03	-7.67152646e-03	-1.91181782e-03
3.66085202e-01	1.66504518e-03	-7.39918216e-03	-1.90422759e-03
3.65035717e-01	1.71463286e-03	-7.27547611e-03	-1.90065200e-03
3.65173039e-01	1.70822878e-03	-7.29156594e-03	-1.90112081e-03
3.66399233e-01	1.64987568e-03	-7.43652459e-03	-1.90529422e-03
3.68685621e-01	1.53177627e-03	-7.71576516e-03	-1.91301458e-03
3.72017153e-01	1.33901259e-03	-8.14325193e-03	-1.92411991e-03
3.76315363e-01	1.05392603e-03	-8.73142811e-03	-1.93819274e-03
3.81568963e-01	6.48636689e-04	-8.32677973e-03	-1.95499920e-03
3.87750336e-01	9.08964376e-05	-7.71784847e-03	-1.97421034e-03
3.94785783e-01	-6.52285447e-04	-7.13306867e-03	-1.99532287e-03
4.02671298e-01	-3.88389560e-04	-6.28316972e-03	-2.01801628e-03
4.11365846e-01	3.66481005e-04	-5.36155516e-03	-2.04182579e-03
4.20812269e-01	9.74819733e-04	-4.57166068e-03	-2.06622221e-03
4.31001431e-01	1.37845478e-03	-3.97249260e-03	-2.09077882e-03
4.41864388e-01	1.51293551e-03	-3.14716423e-03	-2.11490130e-03
4.53386396e-01	1.31336570e-03	-2.46163487e-03	-2.13810777e-03
4.65524602e-01	7.12349638e-04	-2.13052370e-03	-2.15983676e-03
4.78228555e-01	3.50003316e-04	-1.66621320e-03	-2.17951129e-03
4.91494330e-01	1.63717862e-03	-1.11393336e-03	-2.19661633e-03
5.05280274e-01	3.00120993e-03	-1.08987407e-03	-2.21056558e-03
5.19538214e-01	5.64251714e-03	-1.17798276e-03	-2.22077484e-03
5.34222406e-01	8.46741814e-03	2.74253080e-04	-2.22668022e-03
5.49287106e-01	1.15393752e-02	1.04559004e-03	-2.22774108e-03
5.64686567e-01	1.33142978e-02	1.34339034e-03	-2.22344676e-03
5.80375055e-01	1.48633489e-02	1.63278667e-03	-2.21332334e-03
5.96315812e-01	1.55384373e-02	2.32274640e-03	-2.19692957e-03
6.12474147e-01	1.45100515e-02	2.09413573e-03	-2.17385670e-03
6.28809025e-01	1.24951021e-02	8.87633969e-04	-2.14374694e-03
6.45279408e-01	1.29475450e-02	1.26780623e-03	-2.10629659e-03
6.61844260e-01	1.23830802e-02	6.23202988e-04	-2.06126200e-03
6.78462545e-01	1.40422273e-02	1.05810050e-03	-2.00846538e-03
6.95091494e-01	1.49260600e-02	5.91500532e-04	-1.94780693e-03
7.11681503e-01	9.90439172e-03	-1.02316623e-03	-1.87929649e-03
7.28187892e-01	2.57773068e-03	-3.79594300e-03	-1.80301800e-03
7.44566728e-01	-5.86879168e-03	-7.72404586e-03	-1.71914428e-03
7.60774078e-01	-1.45794883e-02	-7.83364318e-03	-1.62794302e-03
7.76766009e-01	-3.45955979e-03	-6.26908433e-03	-1.52977945e-03
7.92498604e-01	6.31701079e-03	-4.91563353e-03	-1.42511798e-03
8.07928951e-01	1.27301676e-02	-4.73116208e-03	-1.31451559e-03
8.23014049e-01	1.45168360e-02	-2.57589858e-03	-1.19862758e-03
8.37710415e-01	1.51771877e-02	-2.09244758e-04	-1.07820978e-03
8.51974569e-01	1.47805048e-02	1.48005619e-03	-9.54112849e-04
8.65763027e-01	1.43557046e-02	3.02211980e-03	-8.27278452e-04
8.79032307e-01	1.30146194e-02	3.57380994e-03	-6.98734151e-04
8.91743718e-01	1.14486505e-02	3.23164359e-03	-5.69537146e-04
9.03870938e-01	1.00615868e-02	2.09938972e-03	-4.40673311e-04
9.15378234e-01	1.05242503e-02	4.68589118e-04	-3.13267856e-04
9.26229114e-01	1.17368898e-02	9.09639051e-04	-1.88496683e-04
9.36387083e-01	1.22790310e-02	7.29468788e-04	-6.75690883e-05
9.45822263e-01	1.22634313e-02	4.30187651e-05	4.83655037e-05
9.54530354e-01	1.18009353e-02	-1.03868005e-03	1.58483725e-04
9.62490391e-01	1.09982611e-02	-2.40739345e-03	2.61784684e-04
9.69678958e-01	9.95894626e-03	-3.95661861e-03	3.57260674e-04
9.76072643e-01	8.78239217e-03	-4.37445027e-03	4.43936153e-04
9.81654504e-01	7.55917918e-03	-4.93488196e-03	5.20967453e-04
9.86445247e-01	6.36314224e-03	-5.56212295e-03	5.88098821e-04
9.90444899e-01	5.26070790e-03	-6.18981188e-03	6.44868426e-04
9.93648286e-01	4.30894515e-03	-6.76105114e-03	6.90812943e-04
9.96050235e-01	3.55528639e-03	-7.22966185e-03	7.25541967e-04
9.97650233e-01	3.03404314e-03	-7.56082589e-03	7.48808882e-04
9.98489910e-01	2.75452777e-03	-7.74068230e-03	7.61061980e-04
9.98592262e-01	2.72010403e-03	-7.76299885e-03	7.62557575e-04
9.97972209e-01	2.92737457e-03	-7.62932141e-03	7.53503883e-04
9.96644669e-01	3.36345150e-03	-7.35087642e-03	7.34173688e-04
9.94627476e-01	4.00586496e-03	-6.94792834e-03	7.04941814e-04
9.91972368e-01	4.81459002e-03	-6.45459754e-03	6.66723124e-04
9.88721152e-01	5.74724550e-03	-5.90769586e-03	6.20321258e-04
9.84912336e-01	6.76058647e-03	-5.34667778e-03	5.66515962e-04
9.80581856e-01	7.80852028e-03	-4.81281541e-03	5.06065736e-04
9.75775665e-01	8.84235301e-03	-4.34976793e-03	4.39873397e-04
9.70546583e-01	9.81339863e-03	-3.99930352e-03	3.68925298e-04
9.64945335e-01	1.06770623e-02	-2.90303271e-03	2.94156176e-04
9.59019195e-01	1.13930932e-02	-1.76575721e-03	2.16425689e-04
9.52817410e-01	1.19260978e-02	-7.91775086e-04	1.36584860e-04
9.46391331e-01	1.22464303e-02	-1.45431995e-05	5.54699440e-05
9.39795309e-01	1.23313425e-02	5.39591721e-04	-2.60938112e-05
9.33081744e-01	1.21657803e-02	8.51403118e-04	-1.07358653e-04
9.26303475e-01	1.17427560e-02	9.10319653e-04	-1.87625975e-04
9.19513811e-01	1.10630754e-02	7.13473862e-04	-2.66247452e-04
9.12765754e-01	1.01354979e-02	7.62518450e-04	-3.42634102e-04
9.06155356e-01	9.71144578e-03	1.79708144e-03	-4.15780338e-04
8.99737276e-01	1.06234503e-02	2.57452849e-03	-4.85217133e-04
8.93511517e-01	1.12956674e-02	3.11588359e-03	-5.51095089e-04
8.87478381e-01	1.17488742e-02	3.44216228e-03	-6.13555605e-04
8.81732665e-01	1.26283217e-02	3.57288602e-03	-6.71786898e-04
8.76349725e-01	1.33601407e-02	3.53684821e-03	-7.25239112e-04
8.71329561e-01	1.39051830e-02	3.36580028e-03	-7.74133743e-04
8.66724748e-01	1.42893304e-02	3.09292566e-03	-8.18176941e-04
8.62617825e-01	1.45389106e-02	2.75689030e-03	-8.56810746e-04
8.59009791e-01	1.46861855e-02	2.38933008e-03	-8.90250325e-04
8.55925671e-01	1.47587435e-02	2.02209521e-03	-9.18464144e-04
8.53438445e-01	1.47817220e-02	1.69018758e-03	-9.40969942e-04
8.51559583e-01	1.48060638e-02	1.41856258e-03	-9.57824790e-04
8.50339354e-01	1.48777271e-02	1.23252519e-03	-9.68703970e-04
8.49796951e-01	1.49071666e-02	1.14737479e-03	-9.73522888e-04
8.49966986e-01	1.48981469e-02	1.17417742e-03	-9.72013353e-04
8.50875236e-01	1.48471565e-02	1.31514376e-03	-9.63932727e-04
8.52545624e-01	1.47822000e-02	1.56335008e-03	-9.48994902e-04
8.54996989e-01	1.47711302e-02	1.90177211e-03	-9.26893186e-04
8.58246227e-01	1.47086442e-02	2.30295068e-03	-8.97267197e-04
8.62313384e-01	1.45538899e-02	2.72847739e-03	-8.59650411e-04
8.67207326e-01	1.42543136e-02	3.12684172e-03	-8.13597329e-04
8.72937513e-01	1.37448187e-02	3.43485430e-03	-7.58572873e-04
8.79508358e-01	1.29492405e-02	3.57643992e-03	-6.94003026e-04
8.86922609e-01	1.17818865e-02	3.46244900e-03	-6.19241494e-04
8.95177982e-01	1.11362397e-02	2.99114581e-03	-5.33603460e-04
9.04267472e-01	1.00028496e-02	2.04896735e-03	-4.36366464e-04
9.14179460e-01	1.03505053e-02	5.10404328e-04	-3.26775311e-04
9.24901990e-01	1.16234974e-02	8.90570922e-04	-2.04000142e-04
9.36418786e-01	1.22796853e-02	7.27932574e-04	-6.71853825e-05
9.48709251e-01	1.21580858e-02	-2.67768993e-04	8.45398697e-05
9.61748463e-01	1.10886710e-02	-2.26438988e-03	2.52049108e-04
9.75503047e-01	8.89678199e-03	-4.32757762e-03	4.36147056e-04
9.89933432e-01	5.40681467e-03	-6.10433794e-03	6.37572035e-04
1.00499769e+00	4.43831464e-04	-8.24668779e-03	8.57025829e-04
1.02064903e+00	-6.13509586e-03	-8.51092582e-03	1.09511683e-03
1.03683582e+00	-1.12331221e-03	-3.08364938e-03	1.35233200e-03
1.05350155e+00	3.94852489e-03	8.00855757e-04	1.62900641e-03
1.07058184e+00	1.09557366e-02	4.44401852e-03	1.92523708e-03
1.08800597e+00	1.65207926e-02	6.63542183e-03	2.24086472e-03
1.10569987e+00	2.09923971e-02	7.92717820e-03	2.57548868e-03
1.12358418e+00	2.40343859e-02	8.60330963e-03	2.92839699e-03
1.14157433e+00	2.49191668e-02	7.10822604e-03	3.29852710e-03
1.15958045e+00	2.35845959e-02	4.10439732e-03	3.68442731e-03
1.17751199e+00	2.00137555e-02	5.09653085e-03	4.08432290e-03
1.19527554e+00	1.41198006e-02	5.81019784e-03	4.49605269e-03
1.21277009e+00	9.18687340e-03	6.23966213e-03	4.91693260e-03
1.22988999e+00	1.50284433e-02	9.42512988e-03	5.34379590e-03
1.24652495e+00	1.86330181e-02	1.04486447e-02	5.77297783e-03
1.26256003e+00	2.01488191e-02	9.47654789e-03	6.20030825e-03
1.27788689e+00	1.97776602e-02	7.79700742e-03	6.62142751e-03
1.29240493e+00	1.77650047e-02	7.28263382e-03	7.03187643e-03
1.30601057e+00	1.89191537e-02	8.05137926e-03	7.42684784e-03
1.31860389e+00	2.33922938e-02	8.71488845e-03	7.80142198e-03
1.33008754e+00	2.63778392e-02	8.22679431e-03	8.15059616e-03
1.34037281e+00	2.81587420e-02	7.87230112e-03	8.46954544e-03
1.34937242e+00	2.90190412e-02	9.77961550e-03	8.75347900e-03
1.35701326e+00	2.92352213e-02	1.08846201e-02	8.99812338e-03
1.36322190e+00	2.90610197e-02	1.14324692e-02	9.19934571e-03
1.36794491e+00	2.87176837e-02	1.16388072e-02	9.35388705e-03
1.37113116e+00	2.83824779e-02	1.16738655e-02	9.45886332e-03
1.37273898e+00	2.81811730e-02	1.16598383e-02	9.51205607e-03
1.37273819e+00	2.81816285e-02	1.16601746e-02	9.51202991e-03
1.37111773e+00	2.83837383e-02	1.16735761e-02	9.45841977e-03
1.36787446e+00	2.87240547e-02	1.16369527e-02	9.35157255e-03
1.36301554e+00	2.90720305e-02	1.14195189e-02	9.19262243e-03
1.35655891e+00	2.92358325e-02	1.08324216e-02	8.98348387e-03
1.34853332e+00	2.89662992e-02	9.62936034e-03	8.72681337e-03
1.33898197e+00	2.79675870e-02	7.51914070e-03	8.42607006e-03
1.32795012e+00	2.59015376e-02	8.39720317e-03	8.08505289e-03
1.31548482e+00	2.24011240e-02	8.66726015e-03	7.70783889e-03
1.30165818e+00	1.65433551e-02	7.53190772e-03	7.29940546e-03
1.28653405e+00	1.87749662e-02	7.68671414e-03	6.86453491e-03
1.27018557e+00	2.01880205e-02	8.33265661e-03	6.40827016e-03
1.25269484e+00	1.94453525e-02	1.03037882e-02	5.93581085e-03
1.23413834e+00	1.61444632e-02	9.88192236e-03	5.45204506e-03
1.21460114e+00	9.91414421e-03	6.68303602e-03	4.96187530e-03
1.19416674e+00	1.45854335e-02	5.83147815e-03	4.46989434e-03
1.17291388e+00	2.11447989e-02	4.54752789e-03	3.98028242e-03
1.15091703e+00	2.45061807e-02	5.45939724e-03	3.49681265e-03
1.12825667e+00	2.44754063e-02	8.42634908e-03	3.02306007e-03
1.10501524e+00	2.08335861e-02	7.85896624e-03	2.56227395e-03
1.08127710e+00	1.46049349e-02	6.02240252e-03	2.11735325e-03
1.05712847e+00	5.32310586e-03	1.41628962e-03	1.69082997e-03
1.03263727e+00	-2.45002431e-03	-4.33601958e-03	1.28453328e-03
1.00783912e+00	-6.45350091e-04	-8.23715831e-03	8.99482105e-04
9.82793493e-01	7.28717925e-03	-5.07167620e-03	5.36842414e-04
9.57558229e-01	1.15385164e-02	-1.51645799e-03	1.97479183e-04
9.32188754e-01	1.21248751e-02	8.73917267e-04	-1.18035370e-04
9.06738084e-01	9.61768426e-03	1.71553888e-03	-4.09398850e-04
8.81247571e-01	1.27004730e-02	3.57583632e-03	-6.76647474e-04
8.55738291e-01	1.47616111e-02	1.99814071e-03	-9.20167351e-04
8.30239878e-01	1.49759029e-02	-1.27780692e-03	-1.14035659e-03
8.04777952e-01	1.22168839e-02	-4.67587709e-03	-1.33774885e-03
7.79373588e-01	-1.75863062e-03	-5.96436416e-03	-1.51299163e-03
7.54043317e-01	-1.12385879e-02	-7.95133211e-03	-1.66682055e-03
7.28801424e-01	2.28287640e-03	-3.92190751e-03	-1.80002432e-03
7.03662704e-01	1.30421306e-02	-9.77133887e-05	-1.91342011e-03
6.78634441e-01	1.40571820e-02	1.05919710e-03	-2.00787873e-03
6.53719759e-01	1.27944048e-02	1.07383687e-03	-2.08428530e-03
6.28917815e-01	1.24783096e-02	8.76325052e-04	-2.14352314e-03
6.04223797e-01	1.51534278e-02	2.32919042e-03	-2.18646041e-03
5.79635099e-01	1.48094325e-02	1.57904912e-03	-2.21393353e-03
5.55160568e-01	1.22531120e-02	1.20342409e-03	-2.22675284e-03
5.30796422e-01	7.46117641e-03	-3.41127534e-06	-2.22572758e-03
5.06535899e-01	3.09764332e-03	-1.11616665e-03	-2.21163857e-03
4.82369952e-01	4.94339921e-04	-1.43896653e-03	-2.18523296e-03
4.58287250e-01	1.11951488e-03	-2.27911216e-03	-2.14722075e-03
4.34279647e-01	1.45148349e-03	-3.79098343e-03	-2.09828457e-03
4.10350919e-01	2.88034467e-04	-5.45949242e-03	-2.03911285e-03
3.86492527e-01	2.11354155e-04	-7.83449803e-03	-1.97035098e-03
3.62693742e-01	2.03233505e-03	-7.00843786e-03	-1.89261247e-03
3.38942501e-01	5.26285895e-03	-4.13685313e-03	-1.80648065e-03
3.15225414e-01	7.12658392e-03	-2.35258116e-03	-1.71250916e-03
2.91527763e-01	8.06434419e-03	-1.63225863e-03	-1.61122291e-03
2.67833498e-01	8.36304874e-03	-1.89422517e-03	-1.50311943e-03
2.44132468e-01	7.04309322e-03	-1.67301320e-03	-1.38870649e-03
2.20431404e-01	4.90051497e-03	-1.38658296e-03	-1.26856950e-03
1.96722710e-01	7.54724129e-03	4.54288564e-04	-1.14322320e-03
1.72997627e-01	9.95325740e-03	1.48895081e-03	-1.01317031e-03
1.49247301e-01	1.30951251e-02	2.25137130e-03	-8.78908460e-04
1.25462788e-01	1.57352457e-02	2.50852802e-03	-7.40932237e-04
1.01635046e-01	1.71180101e-02	2.33947056e-03	-5.99735175e-04
7.77549421e-02	1.51289502e-02	2.25686149e-03	-4.55811844e-04
5.38166647e-02	1.08145850e-02	2.00887419e-03	-3.09680926e-04
2.98226619e-02	6.30490801e-03	1.21252372e-03	-1.61918623e-04
5.76926093e-03	1.72749401e-03	9.83332931e-05	-1.30717343e-05
-1.83472045e-02	3.13243884e-03	-6.85933422e-04	1.36304764e-04
-4.25299223e-02	4.61126897e-03	-1.23605471e-03	2.85643876e-04
-6.67816014e-02	6.24439445e-03	-1.33983466e-03	4.34365758e-04
-9.11044726e-02	7.59009282e-03	-1.89954778e-03	5.81877067e-04
-1.15500288e-01	9.15052639e-03	-2.19009174e-03	7.27570460e-04
-1.39968939e-01	1.08597237e-02	-2.06736144e-03	8.70816281e-04
-1.64506559e-01	1.24724891e-02	-1.43899654e-03	1.01095280e-03
-1.89111197e-01	1.46823605e-02	-2.37963554e-04	1.14732048e-03
-2.13780373e-01	1.66269407e-02	1.45642607e-03	1.27924810e-03
-2.38510902e-01	1.29434764e-02	2.03934304e-03	1.40605296e-03
-2.63298893e-01	1.01295821e-02	1.80153169e-03	1.52704230e-03
-2.88139750e-01	8.28390499e-03	2.13061948e-03	1.64151516e-03
-3.13028172e-01	7.50432609e-03	2.93193458e-03	1.74876441e-03
-3.37954648e-01	1.74047926e-02	4.63422923e-03	1.84806579e-03
-3.62900893e-01	2.86209575e-02	7.59935291e-03	1.93867116e-03
-3.87853866e-01	2.90642217e-02	8.90113262e-03	2.01987109e-03
-4.12799682e-01	1.38004485e-02	5.55557637e-03	2.09097256e-03
-4.37723182e-01	1.25883909e-03	3.50256654e-03	2.15130327e-03
-4.62607940e-01	-9.63559453e-03	2.27049287e-03	2.20021827e-03
-4.87436262e-01	-9.55130303e-03	1.44632017e-03	2.23710680e-03
-5.12189183e-01	3.42743901e-04	1.15134051e-03	2.26139974e-03
-5.36844341e-01	1.38528653e-02	5.92172925e-04	2.27257682e-03
-5.61373361e-01	2.16494365e-02	-8.36415745e-04	2.27018160e-03
-5.85750139e-01	1.93983515e-02	-1.01245444e-03	2.25383600e-03
-6.09947202e-01	1.92291481e-02	-1.08682680e-03	2.22324502e-03
-6.33935474e-01	2.05019291e-02	-6.95032274e-04	2.17820652e-03
-6.57684273e-01	2.30037712e-02	4.82045910e-05	2.11862123e-03
-6.81161315e-01	1.79920463e-02	-3.06400830e-04	2.04450249e-03
-7.04332708e-01	1.41355579e-02	8.26645353e-04	1.95598578e-03
-7.27163171e-01	1.25546323e-02	4.16179163e-03	1.85333677e-03
-7.49616280e-01	1.32175149e-02	7.44358316e-03	1.73695769e-03
-7.71653657e-01	1.88805497e-02	6.98158505e-03	1.60739838e-03
-7.93235332e-01	2.66558983e-02	6.68497459e-03	1.46536171e-03
-8.14319762e-01	3.56075329e-02	5.25836775e-03	1.31170893e-03
-8.34863833e-01	1.65600976e-02	1.94143264e-03	1.14746367e-03
-8.54822859e-01	8.39494872e-05	-2.11555131e-03	9.73814458e-04
-8.74150583e-01	-7.71393173e-03	-3.13301675e-03	7.92115358e-04
-8.92801831e-01	-5.29756490e-03	-2.66414228e-03	6.03856900e-04
-9.10739227e-01	7.93155866e-04	-1.10560970e-03	4.10578918e-04
-9.27924363e-01	8.14618914e-03	-8.99210754e-05	2.13937965e-04
-9.44319205e-01	1.66679596e-02	9.12902261e-04	1.56819371e-05
-9.59886717e-01	2.61694023e-02	3.69856293e-03	-1.82372303e-04
-9.74592392e-01	2.43219439e-02	5.20052050e-03	-3.78377257e-04
-9.88406220e-01	1.77044090e-02	6.97789194e-03	-5.70505453e-04
-1.00129880e+00	1.25489167e-02	8.69419676e-03	-7.56920502e-04
-1.01324042e+00	8.66453807e-03	8.74823603e-03	-9.35780470e-04
-1.02421377e+00	6.18051911e-03	6.68418953e-03	-1.10545321e-03
-1.03419925e+00	5.02917382e-03	5.27780714e-03	-1.26432322e-03
-1.04317896e+00	3.62633446e-03	2.00875381e-03	-1.41086558e-03
-1.05115047e+00	2.72456002e-03	-4.70606568e-04	-1.54389565e-03
-1.05810517e+00	3.17307603e-03	-2.11703736e-03	-1.66223331e-03
-1.06404132e+00	4.01203446e-03	-2.92055197e-03	-1.76492903e-03
-1.06897130e+00	4.88018758e-03	-3.70109313e-03	-1.85140718e-03
-1.07289926e+00	5.68350372e-03	-4.21167197e-03	-1.92108454e-03
-1.07583893e+00	6.34938406e-03	-4.52861262e-03	-1.97368276e-03
-1.07781605e+00	6.82872100e-03	-4.71041040e-03	-2.00927662e-03
-1.07885644e+00	7.09113506e-03	-4.79617688e-03	-2.02807723e-03
-1.07899094e+00	7.12566725e-03	-4.80676540e-03	-2.03051132e-03
-1.07825502e+00	6.93834605e-03	-4.74765120e-03	-2.01720321e-03
-1.07668850e+00	6.55212434e-03	-4.60988847e-03	-1.98895586e-03
-1.07433538e+00	6.00166355e-03	-4.37335934e-03	-1.94673193e-03
-1.07124337e+00	5.33260935e-03	-4.00854118e-03	-1.89162701e-03
-1.06746361e+00	4.59832632e-03	-3.47893751e-03	-1.82484562e-03
-1.06304999e+00	3.85630914e-03	-2.75760106e-03	-1.74767039e-03
-1.05805859e+00	3.16712491e-03	-2.11035229e-03	-1.66143359e-03
-1.05254850e+00	2.60724417e-03	-8.64428370e-04	-1.56751284e-03
-1.04658234e+00	3.19233298e-03	9.01279443e-04	-1.46732216e-03
-1.04022074e+00	4.06208270e-03	3.02998357e-03	-1.36220320e-03
-1.03352522e+00	5.08728073e-03	5.45742557e-03	-1.25346425e-03
-1.02656170e+00	5.85430606e-03	6.32435946e-03	-1.14242420e-03
-1.01939331e+00	7.00100092e-03	7.52886338e-03	-1.03028745e-03
-1.01205678e+00	9.01105102e-03	8.93415171e-03	-9.17784001e-04
-1.00463767e+00	1.13761561e-02	8.69420414e-03	-8.06326441e-04
-9.97204414e-01	1.40786955e-02	8.69898703e-03	-6.96970915e-04
-9.89827037e-01	1.70877569e-02	7.22471373e-03	-5.90711358e-04
-9.82577184e-01	2.03596851e-02	6.09078019e-03	-4.88479214e-04
-9.75507343e-01	2.38489073e-02	5.28352819e-03	-3.90861521e-04
-9.68651889e-01	2.69711076e-02	4.77436026e-03	-2.98147575e-04
-9.62087041e-01	2.76244801e-02	4.27994100e-03	-2.11144957e-04
-9.55870751e-01	2.35856533e-02	2.70943941e-03	-1.30357103e-04
-9.50049009e-01	2.00043505e-02	1.62116792e-03	-5.60950317e-05
-9.44658600e-01	1.68605910e-02	9.49622834e-04	1.14664876e-05
-9.39754223e-01	1.41432511e-02	4.81769641e-04	7.19407324e-05
-9.35380051e-01	1.18343528e-02	1.78932762e-04	1.25081092e-04
-9.31573966e-01	9.91279828e-03	2.82573523e-06	1.70712067e-04
-9.28369317e-01	8.35733573e-03	-8.25627609e-05	2.08695588e-04
-9.25803399e-01	7.15329474e-03	-1.09769641e-04	2.38821531e-04
-9.23908071e-01	6.28768316e-03	-1.06285899e-04	2.60910791e-04
-9.22711175e-01	5.75087948e-03	-9.39817902e-05	2.74788752e-04
-9.22236732e-01	5.54037955e-03	-1.31658055e-04	2.80274614e-04
-9.22507806e-01	5.66073238e-03	-9.99671352e-05	2.77141322e-04
-9.23542715e-01	6.12299130e-03	-1.03369502e-04	2.65152930e-04
-9.25355466e-01	6.94692292e-03	-1.10714061e-04	2.44054520e-04
-9.27958864e-01	8.16236759e-03	-8.93292371e-05	2.13531750e-04
-9.31361196e-01	9.80760537e-03	-4.52615402e-06	1.73246314e-04
-9.35566401e-01	1.19306436e-02	1.89728119e-04	1.22832445e-04
-9.40576547e-01	1.45894845e-02	5.50802514e-04	6.18668984e-05
-9.46389029e-01	1.78518046e-02	1.14724527e-03	-1.00969413e-05
-9.52995800e-01	2.17928914e-02	2.05812136e-03	-9.35157781e-05
-9.60387664e-01	2.64982215e-02	3.82871240e-03	-1.88905903e-04
-9.68550149e-01	2.69837559e-02	4.76477598e-03	-2.96785977e-04
-9.77462165e-01	2.28546980e-02	5.47731399e-03	-4.17648776e-04
-9.87102002e-01	1.82811865e-02	6.76195928e-03	-5.52031062e-04
-9.97440928e-01	1.39877735e-02	8.75157995e-03	-7.00414910e-04
-1.00843949e+00	1.01225492e-02	8.77605236e-03	-8.63151909e-04
-1.02006650e+00	6.83913416e-03	7.40239432e-03	-1.04072506e-03
-1.03228153e+00	5.20241773e-03	5.59028750e-03	-1.23347936e-03
-1.04503996e+00	3.37982901e-03	1.39405557e-03	-1.44167397e-03
-1.05829308e+00	3.19593440e-03	-2.14426179e-03	-1.66546033e-03
-1.07198572e+00	5.48744707e-03	-4.10162897e-03	-1.90481791e-03
-1.08605022e+00	9.09723459e-03	-5.19584002e-03	-2.15941033e-03
-1.10042818e+00	7.96658809e-03	-6.90867488e-03	-2.42894664e-03
