# noise_perc_th noise_perc SNR_dB SINDy_f1 SINDy_f2 Poly_f1 Poly_f2 Param_f1 Param_f2
7.9433e+00 7.9433e+00 2.2000e+01 1.3243e+00 1.1600e+00 1.0358e+00 1.6828e+00 3.3912e-01 3.2613e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.4617e+00 1.1805e+00 1.0364e+00 1.7249e+00 3.7011e-01 3.7046e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.4588e+00 1.1336e+00 1.0157e+00 1.7223e+00 3.8055e-01 2.7456e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.4697e+00 1.0884e+00 1.0473e+00 1.6082e+00 3.8032e-01 3.8318e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.2996e+00 1.1916e+00 1.0360e+00 1.8171e+00 3.8084e-01 2.7568e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.3169e+00 1.1852e+00 9.5741e-01 1.9042e+00 4.2042e-01 2.4991e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.3134e+00 1.2746e+00 1.0174e+00 1.7492e+00 4.0337e-01 3.9272e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.3586e+00 1.1565e+00 1.0851e+00 1.5009e+00 3.6314e-01 3.0983e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.3835e+00 1.1714e+00 1.0079e+00 1.9731e+00 3.8910e-01 4.8975e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.3592e+00 1.1581e+00 1.0629e+00 1.5838e+00 3.5447e-01 3.4623e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.4258e+00 1.1160e+00 1.0258e+00 1.7095e+00 3.5361e-01 3.2769e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.2936e+00 1.3138e+00 1.0168e+00 2.0024e+00 3.6760e-01 6.5910e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.3049e+00 1.2180e+00 1.0877e+00 1.5039e+00 3.6398e-01 2.2383e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.3407e+00 1.2076e+00 1.0971e+00 1.6934e+00 3.9850e-01 2.9425e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.4183e+00 1.2335e+00 1.1113e+00 1.8353e+00 3.6682e-01 1.2568e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.4076e+00 1.1980e+00 1.1220e+00 1.4912e+00 3.6671e-01 3.1620e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.3464e+00 1.2277e+00 1.0216e+00 1.7257e+00 3.6870e-01 5.0682e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.3592e+00 1.1707e+00 1.0513e+00 1.6256e+00 3.8236e-01 3.6708e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.8753e+00 1.2297e+00 1.0632e+00 2.1116e+00 4.8811e-01 5.1643e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.2782e+00 1.2195e+00 1.0440e+00 1.6032e+00 3.5284e-01 3.5564e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.4204e+00 1.1908e+00 9.8108e-01 1.8906e+00 4.0108e-01 2.5616e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.5481e+00 1.1606e+00 1.1318e+00 1.6728e+00 3.5385e-01 3.5909e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.3859e+00 1.2483e+00 1.0275e+00 2.0637e+00 3.9506e-01 4.5711e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.4243e+00 1.1247e+00 9.7712e-01 1.7534e+00 4.0386e-01 2.9269e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.4164e+00 1.2478e+00 1.1008e+00 1.6844e+00 3.9017e-01 3.1220e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.3189e+00 1.1468e+00 1.0384e+00 1.9172e+00 3.8398e-01 3.3104e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.3736e+00 1.1585e+00 9.7727e-01 1.7964e+00 4.3814e-01 3.4415e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.5260e+00 1.1476e+00 1.1192e+00 1.9683e+00 4.0843e-01 5.8558e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.1715e+00 1.3009e+00 1.0238e+00 1.5356e+00 3.8276e-01 4.2294e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.3942e+00 1.1527e+00 9.7473e-01 1.8244e+00 3.7412e-01 2.9824e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.4129e+00 1.2514e+00 1.1658e+00 1.5226e+00 3.5966e-01 3.5643e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.2225e+00 1.3128e+00 1.0566e+00 1.7775e+00 3.9624e-01 6.4109e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.2248e+00 1.3713e+00 1.1379e+00 1.6439e+00 3.9062e-01 3.5790e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.3669e+00 1.2932e+00 1.0986e+00 1.6140e+00 3.8844e-01 3.7375e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.4720e+00 1.1920e+00 1.0402e+00 1.8855e+00 4.0164e-01 3.4934e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.4083e+00 1.1696e+00 9.9359e-01 1.8679e+00 3.8532e-01 3.8020e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.2298e+00 1.2497e+00 1.0141e+00 1.7561e+00 3.8768e-01 3.7823e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.3241e+00 1.3411e+00 1.0681e+00 1.7272e+00 3.5328e-01 3.7748e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.5136e+00 1.2140e+00 1.0921e+00 1.7631e+00 4.1323e-01 2.8108e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.4297e+00 1.2852e+00 1.0340e+00 1.8620e+00 3.9148e-01 5.6267e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.2050e+00 1.2856e+00 9.9662e-01 1.5863e+00 4.0590e-01 4.1622e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.2576e+00 1.4447e+00 1.0475e+00 1.9164e+00 4.5424e-01 5.7999e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.2210e+00 1.3516e+00 9.8317e-01 1.8951e+00 3.9843e-01 2.5325e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.2649e+00 1.4320e+00 1.0948e+00 1.9156e+00 4.3894e-01 5.9744e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.1490e+00 1.4425e+00 1.0121e+00 1.8857e+00 4.1789e-01 5.7185e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.5572e+00 1.3161e+00 1.0144e+00 1.9727e+00 3.6231e-01 4.3152e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.3601e+00 1.2427e+00 9.2703e-01 1.8806e+00 4.1792e-01 4.5152e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.3620e+00 1.4418e+00 1.0602e+00 1.7761e+00 3.9696e-01 4.7648e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.5078e+00 1.2511e+00 1.4321e+00 1.7506e+00 3.8945e-01 9.3990e-03
1.4125e+01 1.4125e+01 1.7000e+01 2.4991e+00 1.1717e+00 1.5410e+00 1.9295e+00 7.4827e-01 8.2033e-03
1.4125e+01 1.4125e+01 1.7000e+01 1.3563e+00 1.2440e+00 1.2297e+00 1.6303e+00 3.8151e-01 1.9616e-02
1.5849e+01 1.5849e+01 1.6000e+01 1.4506e+00 1.3122e+00 1.0768e+00 1.8767e+00 3.9491e-01 2.5450e-02
1.5849e+01 1.5849e+01 1.6000e+01 1.3219e+00 1.2529e+00 1.0459e+00 1.8881e+00 3.6720e-01 3.0447e-02
1.5849e+01 1.5849e+01 1.6000e+01 1.4403e+00 1.3154e+00 1.1747e+00 1.5872e+00 3.8931e-01 4.4450e-02
1.5849e+01 1.5849e+01 1.6000e+01 1.5033e+00 1.2378e+00 1.1045e+00 1.8169e+00 4.1206e-01 4.0867e-02
1.5849e+01 1.5849e+01 1.6000e+01 1.5797e+00 1.3725e+00 1.4328e+00 1.9578e+00 3.6097e-01 7.3622e-02
1.5849e+01 1.5849e+01 1.6000e+01 1.3404e+00 1.3234e+00 1.1008e+00 2.1123e+00 4.2800e-01 7.0306e-02
1.5849e+01 1.5849e+01 1.6000e+01 1.3770e+00 1.3635e+00 1.0372e+00 2.0214e+00 4.3175e-01 4.1499e-02
1.5849e+01 1.5849e+01 1.6000e+01 1.3777e+00 1.2786e+00 1.0324e+00 1.8838e+00 3.9342e-01 2.9413e-02
1.5849e+01 1.5849e+01 1.6000e+01 1.1639e+00 1.3534e+00 1.1278e+00 2.0421e+00 3.7946e-01 5.8353e-02
1.5849e+01 1.5849e+01 1.6000e+01 1.2089e+00 1.2908e+00 9.9567e-01 1.9006e+00 3.9751e-01 4.3759e-02
1.7783e+01 1.7783e+01 1.5000e+01 1.2476e+00 1.4527e+00 1.0581e+00 1.9388e+00 4.4287e-01 3.8237e-02
1.7783e+01 1.7783e+01 1.5000e+01 1.2904e+00 1.4547e+00 1.1107e+00 1.7535e+00 3.9016e-01 3.1512e-02
1.7783e+01 1.7783e+01 1.5000e+01 1.2483e+00 1.2981e+00 1.1025e+00 1.8649e+00 4.1271e-01 3.6100e-02
1.7783e+01 1.7783e+01 1.5000e+01 1.3951e+00 1.4790e+00 1.0496e+00 2.0124e+00 3.9647e-01 7.8351e-02
1.7783e+01 1.7783e+01 1.5000e+01 1.2347e+00 1.3419e+00 9.7127e-01 1.9854e+00 4.0246e-01 5.0935e-02
1.7783e+01 1.7783e+01 1.5000e+01 1.4217e+00 1.3203e+00 1.0557e+00 1.9073e+00 3.9110e-01 5.3450e-02
1.7783e+01 1.7783e+01 1.5000e+01 1.4280e+00 1.3463e+00 1.2513e+00 1.8376e+00 3.9591e-01 2.9860e-02
1.7783e+01 1.7783e+01 1.5000e+01 2.4970e+00 1.3110e+00 2.5743e+00 1.6709e+00 4.3273e-01 1.0079e-02
1.7783e+01 1.7783e+01 1.5000e+01 1.2501e+00 1.3920e+00 9.7319e-01 2.0199e+00 4.0954e-01 5.3579e-02
1.7783e+01 1.7783e+01 1.5000e+01 3.7910e+00 1.3586e+00 3.7255e+00 1.8922e+00 3.7849e-01 9.2454e-02
1.9953e+01 1.9953e+01 1.4000e+01 1.4364e+00 1.4933e+00 1.2201e+00 1.6791e+00 4.1227e-01 6.6414e-02
1.9953e+01 1.9953e+01 1.4000e+01 1.2059e+00 1.5183e+00 1.0995e+00 1.8454e+00 4.3003e-01 7.4294e-02
1.9953e+01 1.9953e+01 1.4000e+01 1.3330e+00 1.3574e+00 1.0809e+00 1.7982e+00 3.6338e-01 6.1607e-02
1.9953e+01 1.9953e+01 1.4000e+01 1.3477e+00 1.3120e+00 1.0825e+00 1.9540e+00 4.0931e-01 5.2057e-02
1.9953e+01 1.9953e+01 1.4000e+01 1.4462e+00 1.2544e+00 9.8749e-01 1.9750e+00 4.4826e-01 6.1859e-02
1.9953e+01 1.9953e+01 1.4000e+01 1.5572e+00 1.4983e+00 1.1435e+00 1.8650e+00 3.8140e-01 4.3479e-02
1.9953e+01 1.9953e+01 1.4000e+01 1.3625e+00 1.4313e+00 1.3380e+00 1.9461e+00 4.1226e-01 3.4515e-02
1.9953e+01 1.9953e+01 1.4000e+01 1.2384e+00 1.3803e+00 1.0800e+00 1.9238e+00 3.7165e-01 7.6222e-02
1.9953e+01 1.9953e+01 1.4000e+01 2.1045e+00 1.4052e+00 1.3605e+00 2.0091e+00 6.0369e-01 4.9231e-02
1.9953e+01 1.9953e+01 1.4000e+01 1.4553e+00 1.4560e+00 1.1971e+00 1.8368e+00 4.2774e-01 4.0785e-02
2.2387e+01 2.2387e+01 1.3000e+01 1.1559e+00 1.4201e+00 1.0642e+00 1.9810e+00 4.5513e-01 5.9550e-02
2.2387e+01 2.2387e+01 1.3000e+01 1.4902e+00 1.5198e+00 1.2669e+00 1.9344e+00 4.4020e-01 1.0204e-01
2.2387e+01 2.2387e+01 1.3000e+01 1.3928e+00 1.3521e+00 1.0508e+00 1.8550e+00 4.0307e-01 4.1826e-02
2.2387e+01 2.2387e+01 1.3000e+01 1.9937e+00 1.4027e+00 1.3290e+00 1.9639e+00 6.0825e-01 5.3732e-02
2.2387e+01 2.2387e+01 1.3000e+01 1.4912e+00 1.4310e+00 1.0818e+00 1.8732e+00 3.6632e-01 5.1132e-02
2.2387e+01 2.2387e+01 1.3000e+01 1.2449e+00 1.5841e+00 1.0506e+00 1.9805e+00 3.9715e-01 7.6210e-02
2.2387e+01 2.2387e+01 1.3000e+01 1.3953e+00 1.4269e+00 1.0625e+00 1.8446e+00 3.8085e-01 6.3206e-02
2.2387e+01 2.2387e+01 1.3000e+01 2.0353e+00 1.4259e+00 1.6201e+00 2.1518e+00 4.0556e-01 3.8829e-02
2.2387e+01 2.2387e+01 1.3000e+01 1.3207e+00 1.4104e+00 1.0969e+00 1.8735e+00 4.2311e-01 5.6186e-02
2.2387e+01 2.2387e+01 1.3000e+01 1.2471e+00 1.4145e+00 1.3159e+00 1.8879e+00 4.1008e-01 1.9026e-02
2.5119e+01 2.5119e+01 1.2000e+01 1.1632e+00 1.3903e+00 1.0425e+00 1.8190e+00 4.5306e-01 3.5540e-02
2.5119e+01 2.5119e+01 1.2000e+01 1.5057e+00 1.4416e+00 1.1209e+00 2.0819e+00 4.4505e-01 5.7321e-02
2.5119e+01 2.5119e+01 1.2000e+01 2.5146e+00 1.4209e+00 1.5824e+00 2.1979e+00 6.4943e-01 9.5062e-02
2.5119e+01 2.5119e+01 1.2000e+01 4.4011e+00 1.6650e+00 4.4639e+00 1.9254e+00 7.2484e-01 5.2965e-04
2.5119e+01 2.5119e+01 1.2000e+01 1.6922e+00 1.4463e+00 1.0561e+00 1.9321e+00 7.8576e-01 4.9282e-02
2.5119e+01 2.5119e+01 1.2000e+01 1.4628e+00 1.3414e+00 1.1603e+00 2.0404e+00 4.8029e-01 2.7928e-02
2.5119e+01 2.5119e+01 1.2000e+01 1.8282e+00 1.5297e+00 1.9273e+00 1.7854e+00 4.9215e-01 4.3428e-02
2.5119e+01 2.5119e+01 1.2000e+01 1.4212e+00 1.5924e+00 1.2477e+00 1.8207e+00 4.2780e-01 9.8212e-02
2.5119e+01 2.5119e+01 1.2000e+01 1.4174e+00 1.5189e+00 1.1364e+00 1.8921e+00 4.5737e-01 5.2043e-02
2.5119e+01 2.5119e+01 1.2000e+01 5.6462e+00 1.4638e+00 5.9857e+00 1.9744e+00 9.2545e-01 9.4847e-03
2.8184e+01 2.8184e+01 1.1000e+01 3.7042e+00 1.4878e+00 3.7923e+00 2.0104e+00 5.9535e-01 6.7442e-03
2.8184e+01 2.8184e+01 1.1000e+01 1.2839e+00 1.5408e+00 1.1435e+00 1.8304e+00 4.9541e-01 1.1246e-01
2.8184e+01 2.8184e+01 1.1000e+01 1.7237e+00 1.6484e+00 1.7178e+00 1.8234e+00 4.3273e-01 7.9768e-02
2.8184e+01 2.8184e+01 1.1000e+01 1.2117e+00 1.4956e+00 1.0805e+00 1.8642e+00 5.2107e-01 4.4709e-02
2.8184e+01 2.8184e+01 1.1000e+01 2.6501e+00 1.3697e+00 1.8665e+00 1.9683e+00 6.7781e-01 4.1123e-02
2.8184e+01 2.8184e+01 1.1000e+01 1.4667e+00 1.8144e+00 1.3624e+00 2.0453e+00 3.8673e-01 9.2169e-02
2.8184e+01 2.8184e+01 1.1000e+01 1.1669e+00 1.6391e+00 1.0630e+00 1.9976e+00 4.4230e-01 5.8515e-02
2.8184e+01 2.8184e+01 1.1000e+01 5.9889e+00 1.4633e+00 6.4504e+00 2.0228e+00 1.3579e+00 6.2218e-03
2.8184e+01 2.8184e+01 1.1000e+01 1.6400e+00 1.5340e+00 1.1928e+00 1.9392e+00 5.9282e-01 4.6943e-02
2.8184e+01 2.8184e+01 1.1000e+01 8.8861e+00 1.5234e+00 9.1317e+00 1.7253e+00 2.5332e+00 3.1969e-02
3.1623e+01 3.1623e+01 1.0000e+01 1.3093e+00 1.6630e+00 1.2802e+00 1.8191e+00 5.2054e-01 3.4327e-02
3.1623e+01 3.1623e+01 1.0000e+01 4.7028e+00 1.5303e+00 5.0268e+00 1.7886e+00 6.8672e-01 1.5936e-01
3.1623e+01 3.1623e+01 1.0000e+01 1.1354e+00 1.6004e+00 1.1252e+00 1.8773e+00 4.7743e-01 6.2490e-02
3.1623e+01 3.1623e+01 1.0000e+01 1.1710e+00 1.5512e+00 1.0849e+00 1.9031e+00 4.7239e-01 1.0852e-01
3.1623e+01 3.1623e+01 1.0000e+01 1.3959e+00 1.4739e+00 1.0356e+00 1.9897e+00 3.9860e-01 8.5751e-02
3.1623e+01 3.1623e+01 1.0000e+01 1.8735e+00 1.4915e+00 1.2651e+00 1.9344e+00 4.2996e-01 7.2010e-02
3.1623e+01 3.1623e+01 1.0000e+01 3.0461e+00 1.5330e+00 2.2588e+00 2.0608e+00 7.4551e-01 7.0294e-02
3.1623e+01 3.1623e+01 1.0000e+01 1.4271e+00 1.4703e+00 1.1216e+00 1.9903e+00 4.3114e-01 1.0611e-01
3.1623e+01 3.1623e+01 1.0000e+01 1.5991e+00 1.5045e+00 1.4481e+00 1.8645e+00 5.4175e-01 5.9737e-02
3.1623e+01 3.1623e+01 1.0000e+01 1.3098e+00 1.4989e+00 1.0960e+00 2.0450e+00 3.8939e-01 9.0058e-02
3.5481e+01 3.5481e+01 9.0000e+00 1.5246e+00 1.6147e+00 1.2937e+00 1.9618e+00 4.7653e-01 1.3524e-01
3.5481e+01 3.5481e+01 9.0000e+00 4.3819e+00 1.5153e+00 4.4530e+00 1.8850e+00 1.0274e+00 5.0112e-02
3.5481e+01 3.5481e+01 9.0000e+00 1.1592e+00 1.7447e+00 1.1159e+00 1.9396e+00 4.8264e-01 1.0509e-01
3.5481e+01 3.5481e+01 9.0000e+00 1.3640e+00 1.5809e+00 1.2336e+00 1.8212e+00 5.5597e-01 1.0574e-01
3.5481e+01 3.5481e+01 9.0000e+00 4.4880e+00 1.4400e+00 4.7391e+00 1.8331e+00 9.2470e-01 4.7040e-02
3.5481e+01 3.5481e+01 9.0000e+00 1.6323e+00 1.3988e+00 1.2523e+00 2.0245e+00 4.4285e-01 2.7319e-02
3.5481e+01 3.5481e+01 9.0000e+00 1.2653e+00 1.6695e+00 1.1498e+00 1.9681e+00 5.4197e-01 7.6013e-02
3.5481e+01 3.5481e+01 9.0000e+00 1.2519e+00 1.6775e+00 1.1382e+00 1.9432e+00 5.1716e-01 1.1550e-01
3.5481e+01 3.5481e+01 9.0000e+00 1.3962e+00 1.5428e+00 1.0734e+00 1.9688e+00 4.2407e-01 5.7743e-02
3.5481e+01 3.5481e+01 9.0000e+00 5.9109e+00 1.7221e+00 6.4659e+00 1.9715e+00 9.2310e-01 1.6808e-01
3.9811e+01 3.9811e+01 8.0000e+00 1.5576e+00 1.6968e+00 1.0746e+00 2.0628e+00 4.6782e-01 9.8200e-02
3.9811e+01 3.9811e+01 8.0000e+00 2.9398e+00 1.7235e+00 3.0474e+00 1.8952e+00 5.5850e-01 1.6433e-01
3.9811e+01 3.9811e+01 8.0000e+00 3.6811e+00 1.3340e+00 2.7825e+00 1.8987e+00 4.6614e-01 6.9660e-02
3.9811e+01 3.9811e+01 8.0000e+00 1.1371e+00 1.7407e+00 1.1225e+00 2.1817e+00 5.2848e-01 1.0987e-01
3.9811e+01 3.9811e+01 8.0000e+00 7.1169e+00 1.7237e+00 6.8380e+00 1.9782e+00 1.0259e+00 2.0555e-01
3.9811e+01 3.9811e+01 8.0000e+00 1.3305e+00 1.6315e+00 1.1405e+00 1.9514e+00 5.1507e-01 9.5185e-02
3.9811e+01 3.9811e+01 8.0000e+00 1.2614e+00 1.5767e+00 1.0718e+00 2.0605e+00 4.8484e-01 1.6376e-01
3.9811e+01 3.9811e+01 8.0000e+00 5.8153e+00 1.7280e+00 6.0068e+00 1.9536e+00 1.2300e+00 3.9811e-02
3.9811e+01 3.9811e+01 8.0000e+00 2.7196e+00 1.5927e+00 2.8514e+00 1.9441e+00 8.5023e-01 8.1239e-02
3.9811e+01 3.9811e+01 8.0000e+00 1.2908e+00 1.6030e+00 1.2554e+00 1.8565e+00 5.8714e-01 6.5003e-02
4.4668e+01 4.4668e+01 7.0000e+00 1.0913e+01 1.6636e+00 9.4537e+00 2.0711e+00 1.9912e+00 2.2805e-01
4.4668e+01 4.4668e+01 7.0000e+00 1.1551e+00 1.7457e+00 1.1055e+00 1.9000e+00 5.9789e-01 1.4089e-01
4.4668e+01 4.4668e+01 7.0000e+00 1.3721e+00 1.8553e+00 1.2201e+00 2.1389e+00 6.5153e-01 1.3660e-01
4.4668e+01 4.4668e+01 7.0000e+00 1.2129e+00 1.5013e+00 1.1415e+00 1.8499e+00 5.1681e-01 7.4577e-02
4.4668e+01 4.4668e+01 7.0000e+00 3.4963e+00 2.0023e+00 3.9286e+00 2.1688e+00 4.5362e-01 1.9353e-01
4.4668e+01 4.4668e+01 7.0000e+00 1.1620e+01 1.6893e+00 1.1659e+01 1.7340e+00 3.2112e+00 4.8020e-03
4.4668e+01 4.4668e+01 7.0000e+00 1.6195e+00 1.5516e+00 1.4604e+00 1.8749e+00 6.4536e-01 1.1121e-01
4.4668e+01 4.4668e+01 7.0000e+00 1.0890e+00 1.6915e+00 1.1118e+00 1.8108e+00 5.7754e-01 1.5039e-01
4.4668e+01 4.4668e+01 7.0000e+00 5.4861e+00 1.8118e+00 5.3359e+00 2.0100e+00 1.1065e+00 1.8033e-01
4.4668e+01 4.4668e+01 7.0000e+00 1.8856e+00 1.5122e+00 1.8334e+00 2.0706e+00 6.2365e-01 9.0797e-02
5.0119e+01 5.0119e+01 6.0000e+00 1.5536e+00 1.5082e+00 1.1792e+00 2.0052e+00 6.4338e-01 1.2557e-01
5.0119e+01 5.0119e+01 6.0000e+00 5.5039e+00 1.6660e+00 5.1209e+00 2.0471e+00 1.0007e+00 8.0293e-02
5.0119e+01 5.0119e+01 6.0000e+00 6.1299e+00 1.6783e+00 6.2634e+00 1.7588e+00 1.3623e+00 2.7722e-01
5.0119e+01 5.0119e+01 6.0000e+00 1.4324e+00 1.4837e+00 1.2008e+00 2.0724e+00 5.9801e-01 1.6984e-01
5.0119e+01 5.0119e+01 6.0000e+00 1.4786e+00 1.7009e+00 1.3502e+00 2.0813e+00 6.3568e-01 1.2435e-01
5.0119e+01 5.0119e+01 6.0000e+00 1.3369e+00 1.6983e+00 1.2907e+00 2.1407e+00 7.3927e-01 2.3847e-01
5.0119e+01 5.0119e+01 6.0000e+00 4.8420e+00 1.6728e+00 4.9853e+00 2.1199e+00 1.0921e+00 7.7547e-02
5.0119e+01 5.0119e+01 6.0000e+00 2.0387e+00 1.6193e+00 2.1160e+00 1.8385e+00 8.1119e-01 1.3167e-01
5.0119e+01 5.0119e+01 6.0000e+00 2.2109e+00 1.7143e+00 2.1762e+00 1.9549e+00 8.9285e-01 2.3124e-01
5.0119e+01 5.0119e+01 6.0000e+00 1.1544e+00 1.6365e+00 1.1331e+00 2.1969e+00 6.1008e-01 1.6516e-01
5.6234e+01 5.6234e+01 5.0000e+00 1.3836e+01 1.6077e+00 1.2821e+01 1.9351e+00 3.0850e+00 3.1227e-01
5.6234e+01 5.6234e+01 5.0000e+00 1.5004e+00 1.6254e+00 1.3382e+00 2.0117e+00 6.1800e-01 2.2035e-01
5.6234e+01 5.6234e+01 5.0000e+00 1.8158e+00 1.6205e+00 1.7908e+00 1.9801e+00 9.5685e-01 1.4210e-01
5.6234e+01 5.6234e+01 5.0000e+00 3.4155e+00 1.5796e+00 3.1085e+00 2.0181e+00 7.1784e-01 1.1374e-01
5.6234e+01 5.6234e+01 5.0000e+00 1.4963e+00 1.6299e+00 1.1982e+00 2.1872e+00 6.6694e-01 2.0172e-01
5.6234e+01 5.6234e+01 5.0000e+00 1.7399e+00 1.8582e+00 1.5693e+00 2.1391e+00 1.0157e+00 2.8699e-01
5.6234e+01 5.6234e+01 5.0000e+00 1.4305e+00 1.5947e+00 1.5778e+00 1.8559e+00 8.1678e-01 2.5543e-01
5.6234e+01 5.6234e+01 5.0000e+00 1.2317e+00 1.7164e+00 1.1427e+00 2.0863e+00 7.3617e-01 1.8892e-01
5.6234e+01 5.6234e+01 5.0000e+00 5.0776e+00 1.6849e+00 5.0699e+00 2.1702e+00 8.3053e-01 2.3442e-01
5.6234e+01 5.6234e+01 5.0000e+00 6.3038e+00 2.0129e+00 5.1133e+00 2.4662e+00 7.4722e-01 2.5367e-01
6.3096e+01 6.3096e+01 4.0000e+00 1.0263e+01 1.7800e+00 1.0105e+01 1.9643e+00 5.8172e-01 3.9373e-01
6.3096e+01 6.3096e+01 4.0000e+00 1.1167e+00 1.8615e+00 1.1253e+00 2.0360e+00 7.0053e-01 1.8602e-01
6.3096e+01 6.3096e+01 4.0000e+00 1.4121e+00 1.7132e+00 1.3606e+00 2.1136e+00 8.6634e-01 2.9152e-01
6.3096e+01 6.3096e+01 4.0000e+00 3.0829e+00 1.7908e+00 2.9383e+00 2.2728e+00 6.1021e-01 1.8489e-01
6.3096e+01 6.3096e+01 4.0000e+00 1.5226e+00 1.7915e+00 1.3188e+00 1.9362e+00 7.8363e-01 2.2878e-01
6.3096e+01 6.3096e+01 4.0000e+00 8.5960e+00 1.7780e+00 8.8197e+00 2.1787e+00 2.0650e+00 1.6580e-01
6.3096e+01 6.3096e+01 4.0000e+00 5.5961e+00 1.9169e+00 5.8653e+00 2.3187e+00 1.0149e+00 2.7633e-01
6.3096e+01 6.3096e+01 4.0000e+00 4.7065e+00 1.6789e+00 4.3234e+00 1.9265e+00 1.1619e+00 2.1891e-01
6.3096e+01 6.3096e+01 4.0000e+00 1.4882e+00 1.7687e+00 1.1660e+00 2.1990e+00 7.0586e-01 3.2193e-01
6.3096e+01 6.3096e+01 4.0000e+00 1.6351e+00 1.4515e+00 1.6038e+00 1.5091e+00 7.4107e-01 2.4727e-01
7.0795e+01 7.0795e+01 3.0000e+00 1.4125e+00 1.5895e+00 1.2581e+00 2.3028e+00 7.6827e-01 1.3691e-01
7.0795e+01 7.0795e+01 3.0000e+00 6.2960e+00 2.2024e+00 6.2930e+00 2.1974e+00 6.3606e-01 3.6834e-01
7.0795e+01 7.0795e+01 3.0000e+00 1.1318e+00 1.8616e+00 1.1143e+00 1.9161e+00 7.9824e-01 2.2061e-01
7.0795e+01 7.0795e+01 3.0000e+00 1.6869e+00 1.8435e+00 1.6676e+00 2.1995e+00 1.0960e+00 3.4891e-01
7.0795e+01 7.0795e+01 3.0000e+00 2.3264e+00 1.7080e+00 2.0955e+00 2.0772e+00 1.0934e+00 2.2465e-01
7.0795e+01 7.0795e+01 3.0000e+00 1.8171e+00 1.8585e+00 1.7052e+00 1.9879e+00 1.1367e+00 3.0228e-01
7.0795e+01 7.0795e+01 3.0000e+00 6.7887e+00 1.6770e+00 6.2227e+00 2.2301e+00 9.9524e-01 2.5124e-01
7.0795e+01 7.0795e+01 3.0000e+00 2.0639e+00 1.7695e+00 2.0480e+00 2.2126e+00 1.1674e+00 3.9630e-01
7.0795e+01 7.0795e+01 3.0000e+00 1.9702e+01 2.3228e+00 1.9777e+01 2.2431e+00 6.7357e+00 1.0464e-01
7.0795e+01 7.0795e+01 3.0000e+00 3.0943e+01 2.0156e+00 2.8627e+01 2.3111e+00 6.2847e+00 4.1339e-01
7.9433e+01 7.9433e+01 2.0000e+00 7.6687e+00 2.0906e+00 7.3052e+00 2.2873e+00 1.9494e+00 3.9208e-01
7.9433e+01 7.9433e+01 2.0000e+00 1.8638e+00 1.7896e+00 2.0387e+00 2.1312e+00 9.5161e-01 2.8203e-01
