noise_th noise noise_db xSR vSR xSR-CC vSR-CC xparam vparam
5.01187234 5.15713479 26.00000000 0.10924901 0.10034333 0.01949351 0.01894909 0.00568778 0.00520418
5.01187234 5.15713479 26.00000000 0.08233183 0.07685617 0.03144494 0.02955117 0.00381935 0.00355208
5.01187234 5.15713479 26.00000000 0.06235987 0.04649758 0.01462542 0.01208645 0.00465003 0.00300115
5.01187234 5.15713479 26.00000000 0.04529195 0.02896091 0.02406499 0.01553808 0.00230179 0.00150207
5.01187234 5.03763827 26.00000000 0.00673408 0.00677478 0.02083812 0.01411216 0.00199359 0.00096378
5.01187234 5.03763827 26.00000000 0.01307500 0.01171158 0.03641613 0.03178525 0.00440606 0.00373752
5.01187234 5.03763827 26.00000000 0.01127076 0.01055224 0.02056262 0.01987654 0.00541359 0.00487403
5.01187234 5.03763827 26.00000000 0.01276368 0.00875551 0.03909983 0.02871497 0.00385672 0.00253477
5.01187234 5.03763827 26.00000000 0.00967116 0.00592335 0.01868283 0.01323501 0.00251097 0.00126874
5.01187234 5.03763827 26.00000000 0.00857813 0.00849018 0.02075690 0.02117843 0.00527813 0.00494322
5.01187234 5.03763827 26.00000000 0.01099184 0.00917756 0.02191714 0.01996775 0.00533886 0.00407845
5.01187234 5.03763827 26.00000000 0.01323621 0.00915947 0.01538305 0.01350620 0.00443351 0.00289036
5.01187234 5.03763827 26.00000000 0.00492838 0.00528197 0.02173357 0.01259182 0.00153558 0.00075672
5.01187234 5.03763827 26.00000000 0.01118252 0.01141075 0.02681432 0.02702630 0.00463737 0.00458960
5.01187234 4.96460841 26.00000000 0.01867040 0.01418941 0.01877921 0.01437046 0.00208735 0.00125142
5.01187234 4.96460841 26.00000000 0.02918386 0.02656522 0.02925534 0.02667352 0.00402090 0.00335914
5.01187234 4.96460841 26.00000000 0.03139164 0.02944524 0.03159157 0.02964373 0.00343628 0.00314951
5.01187234 4.96460841 26.00000000 0.01959954 0.01345798 0.01957357 0.01352809 0.00129688 0.00077921
5.01187234 4.96460841 26.00000000 0.02190989 0.01476467 0.02160324 0.01459319 0.00182154 0.00131977
5.01187234 4.96460841 26.00000000 0.01354146 0.01200765 0.01389384 0.01211692 0.00326067 0.00223183
5.01187234 4.96460841 26.00000000 0.02805494 0.02496501 0.02821406 0.02514799 0.00369069 0.00311832
5.01187234 4.96460841 26.00000000 0.01709556 0.01400660 0.01707310 0.01404719 0.00190628 0.00128367
5.01187234 4.96460841 26.00000000 0.03103087 0.02736613 0.03123132 0.02759908 0.00354688 0.00293119
5.01187234 4.96460841 26.00000000 0.01384793 0.01232142 0.01423159 0.01246853 0.00332459 0.00226985
5.01187234 5.06061040 26.00000000 0.11729959 0.11502254 0.01078076 0.01269595 0.00641881 0.00636565
5.01187234 5.06061040 26.00000000 0.06506199 0.04601706 0.01524715 0.01294972 0.00579654 0.00383344
5.01187234 5.06061040 26.00000000 0.05685812 0.03911866 0.01406880 0.01264168 0.00374686 0.00256142
5.01187234 5.06061040 26.00000000 0.08555319 0.05317372 0.01754073 0.01377387 0.00213393 0.00135740
5.01187234 5.06061040 26.00000000 0.06060710 0.04089957 0.01143118 0.01144159 0.00347320 0.00225192
5.01187234 5.06061040 26.00000000 0.07369428 0.05018079 0.01463661 0.01290561 0.00499735 0.00332585
5.01187234 5.06061040 26.00000000 0.04100761 0.02162292 0.01491452 0.00994144 0.00127090 0.00112171
5.01187234 5.06061040 26.00000000 0.08776248 0.07548898 0.03206235 0.02806121 0.00126782 0.00141145
5.01187234 5.06061040 26.00000000 0.05185902 0.02889524 0.01864632 0.01304192 0.00128124 0.00107551
5.01187234 5.06061040 26.00000000 0.04159578 0.02652223 0.01619354 0.01252392 0.00185962 0.00184778
5.01187234 4.93717722 26.00000000 0.06732273 0.03980901 0.01893606 0.01435938 0.00352351 0.00249516
5.01187234 4.93717722 26.00000000 0.11142425 0.10190945 0.01867986 0.01907368 0.00310289 0.00311431
5.01187234 4.93717722 26.00000000 0.10943673 0.09275466 0.02009363 0.01838516 0.00331208 0.00299779
5.01187234 4.93717722 26.00000000 0.06729361 0.04774868 0.01413860 0.01299533 0.00215774 0.00209074
5.01187234 4.93717722 26.00000000 0.03824623 0.02271133 0.01915644 0.01346692 0.00365139 0.00239323
5.01187234 4.93717722 26.00000000 0.08579711 0.05134138 0.01976489 0.01464210 0.00344075 0.00246517
5.01187234 4.93717722 26.00000000 0.08079756 0.06342336 0.03878887 0.03151520 0.00744894 0.00597879
5.01187234 4.93717722 26.00000000 0.08623671 0.05484998 0.01807634 0.01424797 0.00298849 0.00224720
5.01187234 4.93717722 26.00000000 0.05440678 0.03472774 0.01514375 0.01218302 0.00274813 0.00211378
5.01187234 4.93717722 26.00000000 0.09760489 0.08950408 0.02656246 0.02484831 0.00452573 0.00418968
5.62341325 5.79679839 25.00000000 0.06186103 0.03516492 0.01547674 0.01226738 0.00122357 0.00091512
5.62341325 5.79679839 25.00000000 0.04412546 0.02535479 0.01794722 0.01145624 0.00143586 0.00094384
5.62341325 5.79679839 25.00000000 0.08651275 0.05415196 0.01400689 0.01240937 0.00326049 0.00199203
5.62341325 5.79679839 25.00000000 0.11652893 0.09758974 0.01758762 0.01685301 0.00374645 0.00326083
5.62341325 5.79679839 25.00000000 0.05429637 0.03533498 0.01419941 0.01285940 0.00277235 0.00186309
5.62341325 5.79679839 25.00000000 0.05894493 0.03822896 0.01240015 0.01139899 0.00287990 0.00181733
5.62341325 5.79679839 25.00000000 0.06268253 0.03681689 0.01446989 0.01180511 0.00194306 0.00122519
5.62341325 5.79679839 25.00000000 0.07522226 0.05298632 0.01619416 0.01343497 0.00511993 0.00335841
5.62341325 5.79679839 25.00000000 0.11184760 0.08238734 0.01764770 0.01661274 0.00448148 0.00316931
5.62341325 5.79679839 25.00000000 0.11580138 0.09915563 0.01742342 0.01740868 0.00531842 0.00457741
5.62341325 5.62488233 25.00000000 0.09239122 0.06455612 0.01884291 0.01654446 0.00190860 0.00120243
5.62341325 5.62488233 25.00000000 0.05809107 0.04118481 0.01129075 0.01124587 0.00203301 0.00110430
5.62341325 5.62488233 25.00000000 0.09139679 0.06500152 0.01328317 0.01244300 0.00160754 0.00096764
5.62341325 5.62488233 25.00000000 0.08898937 0.08242557 0.03167792 0.02967067 0.00164351 0.00150739
5.62341325 5.62488233 25.00000000 0.04476443 0.02454704 0.01918713 0.01273285 0.00169128 0.00069602
5.62341325 5.62488233 25.00000000 0.08370847 0.05139088 0.02513231 0.01883799 0.00203656 0.00124132
5.62341325 5.62488233 25.00000000 0.07778664 0.04947335 0.01629838 0.01295036 0.00187635 0.00099911
5.62341325 5.62488233 25.00000000 0.04369268 0.02616034 0.01906172 0.01177687 0.00153793 0.00067476
5.62341325 5.62488233 25.00000000 0.11502820 0.09821014 0.01717601 0.01679466 0.00138363 0.00118633
5.62341325 5.62488233 25.00000000 0.05259802 0.03541162 0.01501534 0.01324445 0.00274107 0.00127795
5.62341325 5.66968470 25.00000000 0.04300932 0.02421151 0.02201020 0.01509955 0.00126053 0.00075299
5.62341325 5.66968470 25.00000000 0.11159874 0.08062410 0.01848448 0.01680191 0.00109728 0.00090406
5.62341325 5.66968470 25.00000000 0.04987330 0.03256830 0.01603838 0.01252191 0.00135109 0.00077052
5.62341325 5.66968470 25.00000000 0.07391310 0.04716780 0.02174522 0.01673654 0.00108144 0.00079987
5.62341325 5.66968470 25.00000000 0.07694377 0.05307118 0.01471554 0.01337080 0.00095364 0.00074564
5.62341325 5.66968470 25.00000000 0.08885362 0.06022756 0.01452747 0.01328897 0.00085945 0.00069696
5.62341325 5.66968470 25.00000000 0.06091054 0.04100090 0.01199372 0.01101905 0.00062151 0.00050518
5.62341325 5.66968470 25.00000000 0.05902202 0.03836905 0.01288850 0.01137743 0.00090225 0.00069306
5.62341325 5.66968470 25.00000000 0.06214136 0.03873445 0.01299540 0.01103513 0.00061413 0.00049072
5.62341325 5.66968470 25.00000000 0.09415993 0.09390878 0.02635382 0.02693536 0.00131161 0.00131591
5.62341325 5.58981723 25.00000000 0.05312912 0.03591640 0.01029281 0.01034448 0.00115927 0.00118076
5.62341325 5.58981723 25.00000000 0.05929800 0.03335383 0.02026889 0.01395356 0.00039417 0.00037211
5.62341325 5.58981723 25.00000000 0.11415901 0.08814000 0.01328087 0.01300415 0.00193596 0.00159109
5.62341325 5.58981723 25.00000000 0.02899069 0.01531008 0.01949329 0.01141934 0.00031212 0.00029322
5.62341325 5.58981723 25.00000000 0.07719755 0.04826066 0.02515605 0.01858043 0.00080109 0.00058033
5.62341325 5.58981723 25.00000000 0.04491616 0.02600480 0.01867749 0.01247042 0.00048968 0.00029651
5.62341325 5.58981723 25.00000000 0.10647495 0.07653054 0.02458225 0.02081134 0.00130867 0.00101901
5.62341325 5.58981723 25.00000000 0.04033253 0.02539716 0.01869277 0.01287100 0.00065244 0.00048425
5.62341325 5.58981723 25.00000000 0.10743550 0.07760229 0.02336999 0.01940097 0.00097496 0.00076650
5.62341325 5.58981723 25.00000000 0.07682084 0.07719037 0.03010336 0.03032833 0.00055233 0.00058815
5.62341325 5.58941851 25.00000000 0.03442674 0.02128281 0.03321763 0.01616586 0.00552395 0.00264960
5.62341325 5.58941851 25.00000000 0.07904570 0.05019360 0.01688738 0.01356228 0.00231119 0.00191129
5.62341325 5.58941851 25.00000000 0.06572223 0.04325401 0.01191710 0.01116923 0.00158027 0.00163028
5.62341325 5.58941851 25.00000000 0.04609900 0.02844184 0.01595435 0.01071950 0.00242793 0.00159463
5.62341325 5.58941851 25.00000000 0.11306970 0.09592335 0.01914377 0.01907376 0.00280237 0.00276919
5.62341325 5.58941851 25.00000000 0.07877015 0.05054464 0.01378579 0.01207561 0.00168475 0.00159887
5.62341325 5.58941851 25.00000000 0.08513855 0.05546858 0.01306875 0.01155103 0.00155313 0.00152897
5.62341325 5.58941851 25.00000000 0.08148784 0.05961848 0.01393046 0.01285865 0.00222801 0.00209335
5.62341325 5.58941851 25.00000000 0.04987575 0.03346372 0.01215596 0.01127822 0.00159536 0.00173096
5.62341325 5.58941851 25.00000000 0.04508837 0.02897660 0.01688143 0.01208425 0.00272008 0.00189271
5.62341325 5.65312562 25.00000000 0.01782848 0.01570325 0.01792528 0.01576085 0.00098215 0.00082876
5.62341325 5.65312562 25.00000000 0.01904656 0.01480783 0.01912939 0.01486109 0.00117722 0.00078407
5.62341325 5.65312562 25.00000000 0.01633370 0.01660817 0.01636836 0.01664748 0.00079476 0.00080405
5.62341325 5.65312562 25.00000000 0.01678642 0.01518999 0.01676706 0.01517386 0.00065486 0.00067223
5.62341325 5.65312562 25.00000000 0.02491887 0.02318002 0.02494251 0.02319216 0.00083947 0.00077384
5.62341325 5.65312562 25.00000000 0.01475078 0.01345331 0.01501842 0.01355894 0.00086608 0.00089328
5.62341325 5.65312562 25.00000000 0.02104619 0.01305603 0.02120516 0.01323225 0.00145921 0.00094668
5.62341325 5.65312562 25.00000000 0.01928282 0.01448388 0.01947107 0.01458881 0.00103951 0.00070842
5.62341325 5.65312562 25.00000000 0.01734778 0.01340821 0.01725028 0.01346700 0.00126635 0.00078266
5.62341325 5.65312562 25.00000000 0.01469400 0.01195809 0.01467237 0.01192788 0.00064440 0.00057770
5.62341325 5.70254519 25.00000000 0.01894577 0.01257677 0.01878898 0.01249537 0.00640084 0.00404174
5.62341325 5.70254519 25.00000000 0.01996030 0.01521765 0.02001225 0.01526761 0.00757003 0.00549406
5.62341325 5.70254519 25.00000000 0.04193809 0.04050760 0.04195048 0.04050347 0.01367772 0.01318990
5.62341325 5.70254519 25.00000000 0.02723584 0.02304239 0.02730201 0.02309404 0.01184488 0.00957853
5.62341325 5.70254519 25.00000000 0.03980202 0.03848701 0.03984694 0.03853471 0.01410365 0.01361593
5.62341325 5.70254519 25.00000000 0.01828520 0.01440738 0.01831874 0.01432189 0.00617727 0.00446246
5.62341325 5.70254519 25.00000000 0.01750955 0.01283042 0.01754769 0.01278152 0.00595407 0.00409944
5.62341325 5.70254519 25.00000000 0.01693134 0.01301309 0.01700654 0.01309452 0.00656815 0.00463451
5.62341325 5.70254519 25.00000000 0.02134282 0.01648824 0.02152449 0.01661096 0.00871760 0.00622200
5.62341325 5.70254519 25.00000000 0.01618346 0.01374390 0.01621849 0.01378727 0.00686410 0.00522015
5.62341325 5.78297175 25.00000000 0.06249357 0.04447689 0.01346433 0.01149434 0.00375836 0.00230271
5.62341325 5.78297175 25.00000000 0.04362108 0.02727327 0.01791821 0.01372300 0.00197947 0.00111703
5.62341325 5.78297175 25.00000000 0.09636083 0.06546515 0.02930046 0.02320382 0.00448696 0.00310948
5.62341325 5.78297175 25.00000000 0.11934343 0.11752011 0.01108853 0.01309871 0.00550208 0.00539735
5.62341325 5.78297175 25.00000000 0.04523485 0.02716546 0.01735183 0.01098724 0.00251996 0.00138152
5.62341325 5.78297175 25.00000000 0.09061324 0.06427788 0.01460755 0.01308284 0.00413383 0.00277586
5.62341325 5.78297175 25.00000000 0.04825487 0.02677271 0.01868789 0.01165120 0.00229055 0.00125192
5.62341325 5.78297175 25.00000000 0.07199107 0.04891118 0.01387384 0.01183758 0.00362931 0.00207783
5.62341325 5.78297175 25.00000000 0.09435441 0.06628034 0.01487200 0.01375952 0.00402034 0.00263327
5.62341325 5.78297175 25.00000000 0.08259523 0.05544131 0.01357177 0.01231629 0.00396816 0.00256986
5.62341325 5.52230545 25.00000000 0.03160097 0.02708751 0.03164558 0.02708808 0.00985746 0.00765685
5.62341325 5.52230545 25.00000000 0.01649780 0.01345379 0.01644536 0.01343811 0.00719487 0.00388536
5.62341325 5.52230545 25.00000000 0.04360566 0.04079851 0.04362874 0.04078200 0.00352871 0.00334758
5.62341325 5.52230545 25.00000000 0.02022072 0.01485425 0.02024114 0.01486504 0.00472428 0.00220610
5.62341325 5.52230545 25.00000000 0.01948075 0.01508589 0.01927708 0.01496024 0.00743037 0.00433892
5.62341325 5.52230545 25.00000000 0.02179043 0.01127695 0.02189117 0.01128129 0.00363141 0.00170879
5.62341325 5.52230545 25.00000000 0.03977282 0.03131390 0.03970278 0.03127678 0.00755956 0.00554500
5.62341325 5.52230545 25.00000000 0.02587539 0.01428237 0.02581630 0.01430755 0.00398906 0.00194803
5.62341325 5.52230545 25.00000000 0.03154473 0.02245224 0.03164205 0.02246771 0.00742959 0.00472707
5.62341325 5.52230545 25.00000000 0.01601188 0.01373673 0.01613637 0.01381941 0.00790816 0.00428068
5.62341325 5.47348271 25.00000000 0.06925532 0.04762695 0.01340935 0.01202733 0.00399881 0.00264430
5.62341325 5.47348271 25.00000000 0.05083724 0.02874350 0.01548070 0.01114029 0.00344423 0.00200395
5.62341325 5.47348271 25.00000000 0.05962885 0.04115230 0.01386948 0.01237264 0.00410173 0.00259680
5.62341325 5.47348271 25.00000000 0.09521256 0.06450812 0.01210757 0.01178355 0.00533875 0.00369611
5.62341325 5.47348271 25.00000000 0.07627608 0.05018404 0.01401942 0.01243920 0.00455905 0.00302159
5.62341325 5.47348271 25.00000000 0.10306773 0.09009110 0.02303936 0.02178240 0.00728787 0.00640279
5.62341325 5.47348271 25.00000000 0.05783935 0.05482033 0.03699674 0.03462540 0.00627387 0.00584742
5.62341325 5.47348271 25.00000000 0.04516631 0.02889899 0.01373839 0.01101642 0.00313265 0.00191544
5.62341325 5.47348271 25.00000000 0.07924903 0.05147106 0.01216509 0.01125636 0.00448132 0.00299175
5.62341325 5.47348271 25.00000000 0.10864960 0.10169978 0.01746889 0.01811785 0.00727316 0.00682532
6.30957344 6.14808645 24.00000000 0.09229628 0.07252731 0.06288982 0.05048956 0.00297938 0.00286868
6.30957344 6.14808645 24.00000000 0.06271031 0.03566254 0.05020412 0.03042145 0.00391724 0.00291559
6.30957344 6.14808645 24.00000000 0.04006857 0.02403082 0.02053579 0.01358941 0.00193607 0.00182020
6.30957344 6.14808645 24.00000000 0.11536444 0.09260921 0.02972329 0.02694276 0.00448390 0.00373451
6.30957344 6.14808645 24.00000000 0.08840632 0.08277380 0.05098081 0.04791292 0.00168478 0.00214377
6.30957344 6.14808645 24.00000000 0.04628625 0.03113400 0.01650295 0.01291926 0.00297683 0.00238268
6.30957344 6.14808645 24.00000000 0.10494761 0.08268618 0.04385983 0.03635841 0.00368997 0.00339091
6.30957344 6.14808645 24.00000000 0.06444372 0.04213454 0.01882831 0.01696649 0.00421567 0.00293058
6.30957344 6.14808645 24.00000000 0.11005123 0.10232941 0.01715077 0.01929316 0.00495663 0.00483464
6.30957344 6.14808645 24.00000000 0.10575086 0.07269547 0.01983188 0.01792057 0.00472454 0.00328673
6.30957344 6.22950058 24.00000000 0.05998190 0.05922502 0.03620011 0.03555229 0.00622782 0.00607997
6.30957344 6.22950058 24.00000000 0.06507718 0.03610640 0.01926565 0.01415531 0.00396788 0.00234641
6.30957344 6.22950058 24.00000000 0.05692139 0.04946113 0.04153383 0.03597076 0.00685153 0.00593291
6.30957344 6.22950058 24.00000000 0.07765447 0.04897151 0.02436153 0.01830007 0.00474529 0.00316991
6.30957344 6.22950058 24.00000000 0.07863577 0.04534352 0.02184734 0.01594932 0.00495729 0.00306256
6.30957344 6.22950058 24.00000000 0.10771868 0.07162312 0.02122907 0.01768726 0.00527778 0.00379100
6.30957344 6.22950058 24.00000000 0.03566908 0.02146766 0.02478118 0.01488191 0.00352457 0.00203573
6.30957344 6.22950058 24.00000000 0.10979214 0.07728901 0.02312656 0.01882980 0.00576739 0.00418469
6.30957344 6.22950058 24.00000000 0.05565425 0.05284590 0.03856820 0.03607832 0.00638986 0.00603734
6.30957344 6.22950058 24.00000000 0.06394560 0.04443924 0.01342684 0.01205057 0.00301009 0.00213290
6.30957344 6.54247134 24.00000000 0.01561024 0.01223139 0.02081024 0.01539323 0.00405826 0.00387558
6.30957344 6.54247134 24.00000000 0.01542836 0.01350760 0.02028056 0.01820779 0.00524498 0.00441321
6.30957344 6.54247134 24.00000000 0.01695771 0.01088688 0.02380227 0.01338966 0.00279877 0.00246353
6.30957344 6.54247134 24.00000000 0.01615098 0.01393250 0.02520135 0.01923749 0.00667200 0.00486783
6.30957344 6.54247134 24.00000000 0.03777409 0.03033482 0.06168454 0.04691452 0.00394113 0.00375151
6.30957344 6.54247134 24.00000000 0.01803358 0.01540578 0.02527081 0.02020092 0.00601546 0.00461509
6.30957344 6.54247134 24.00000000 0.02108296 0.01406956 0.02901480 0.01691259 0.00449225 0.00308356
6.30957344 6.54247134 24.00000000 0.03226530 0.02211208 0.05318253 0.03260507 0.00585673 0.00433264
6.30957344 6.54247134 24.00000000 0.01662306 0.01451216 0.02731824 0.02190066 0.00700172 0.00530087
6.30957344 6.54247134 24.00000000 0.02733659 0.01898973 0.04231210 0.02694963 0.00499494 0.00380233
6.30957344 6.32760249 24.00000000 0.01156340 0.00617998 0.01805723 0.01093543 0.00187113 0.00113461
6.30957344 6.32760249 24.00000000 0.01912346 0.01009060 0.01564278 0.01279939 0.00146310 0.00122674
6.30957344 6.32760249 24.00000000 0.01796359 0.00974038 0.01896101 0.01371371 0.00191090 0.00141993
6.30957344 6.32760249 24.00000000 0.01029856 0.00593802 0.02449844 0.01515418 0.00254776 0.00156787
6.30957344 6.32760249 24.00000000 0.02558268 0.02357098 0.01983941 0.01926750 0.00159613 0.00163096
6.30957344 6.32760249 24.00000000 0.02431777 0.01733234 0.03813986 0.02897016 0.00416311 0.00312077
6.30957344 6.32760249 24.00000000 0.01452396 0.00738386 0.01859205 0.01285079 0.00184839 0.00127131
6.30957344 6.32760249 24.00000000 0.01183844 0.00829631 0.02508245 0.01556243 0.00243842 0.00143529
6.30957344 6.32760249 24.00000000 0.01819002 0.01203755 0.01441167 0.01301690 0.00163856 0.00141272
6.30957344 6.32760249 24.00000000 0.01756701 0.01688545 0.03832851 0.03573155 0.00395475 0.00366493
6.30957344 6.26862121 24.00000000 0.07409088 0.06940754 0.03079917 0.02923031 0.00175765 0.00213478
6.30957344 6.26862121 24.00000000 0.07158136 0.04681981 0.01412374 0.01166327 0.00843295 0.00448969
6.30957344 6.26862121 24.00000000 0.06945009 0.04235578 0.01277924 0.01076117 0.00542856 0.00279571
6.30957344 6.26862121 24.00000000 0.04898440 0.03068286 0.01314438 0.01060741 0.00393391 0.00248028
6.30957344 6.26862121 24.00000000 0.11522986 0.09019348 0.01647336 0.01629372 0.00852523 0.00671531
6.30957344 6.26862121 24.00000000 0.04130333 0.02319137 0.01780844 0.01161733 0.00228081 0.00152814
6.30957344 6.26862121 24.00000000 0.06439744 0.04287093 0.01412324 0.01187000 0.00904833 0.00514457
6.30957344 6.26862121 24.00000000 0.07029713 0.04603728 0.01367570 0.01123710 0.00869805 0.00471453
6.30957344 6.26862121 24.00000000 0.12015061 0.09414714 0.01312186 0.01360004 0.00816682 0.00642961
6.30957344 6.26862121 24.00000000 0.04032551 0.04212795 0.03378910 0.03430542 0.00333351 0.00345252
6.30957344 6.33645079 24.00000000 0.05280158 0.03065480 0.01610959 0.01242851 0.00167890 0.00146122
6.30957344 6.33645079 24.00000000 0.04388648 0.02725550 0.01423037 0.01062336 0.00151812 0.00118838
6.30957344 6.33645079 24.00000000 0.07969779 0.06244944 0.03894934 0.03183577 0.00406908 0.00339241
6.30957344 6.33645079 24.00000000 0.04479433 0.02771309 0.02533368 0.01567679 0.00320307 0.00201911
6.30957344 6.33645079 24.00000000 0.05194874 0.05313663 0.03471616 0.03493359 0.00375858 0.00382069
6.30957344 6.33645079 24.00000000 0.09936762 0.09182565 0.02577896 0.02484451 0.00207160 0.00212950
6.30957344 6.33645079 24.00000000 0.05128929 0.03232364 0.01385435 0.01165394 0.00144386 0.00144900
6.30957344 6.33645079 24.00000000 0.04059165 0.03942016 0.03904074 0.03690659 0.00446512 0.00424883
6.30957344 6.33645079 24.00000000 0.08373564 0.05148523 0.02534227 0.01807761 0.00232169 0.00177261
6.30957344 6.33645079 24.00000000 0.03988991 0.02121975 0.02245840 0.01440113 0.00258743 0.00171348
6.30957344 6.52887351 24.00000000 0.05986400 0.03701487 0.01612179 0.01231248 0.00362454 0.00217773
6.30957344 6.52887351 24.00000000 0.04699592 0.02858659 0.01776160 0.01236307 0.00359897 0.00209505
6.30957344 6.52887351 24.00000000 0.09351312 0.06987946 0.02070606 0.01792081 0.00603775 0.00448738
6.30957344 6.52887351 24.00000000 0.07565207 0.04558721 0.03120554 0.02110071 0.00554152 0.00341644
6.30957344 6.52887351 24.00000000 0.09489071 0.09493041 0.03050450 0.03051390 0.00714189 0.00703861
6.30957344 6.52887351 24.00000000 0.09630993 0.06629721 0.02079405 0.01744209 0.00602831 0.00416385
6.30957344 6.52887351 24.00000000 0.05699910 0.03463764 0.01610348 0.01267128 0.00356470 0.00214625
6.30957344 6.52887351 24.00000000 0.04725601 0.03256655 0.01461888 0.01175176 0.00317459 0.00201631
6.30957344 6.52887351 24.00000000 0.04674862 0.02943471 0.01921434 0.01397912 0.00360832 0.00217312
6.30957344 6.52887351 24.00000000 0.08837291 0.05378277 0.02778400 0.02001164 0.00592221 0.00374485
6.30957344 6.07133506 24.00000000 0.01766437 0.01539322 0.01764057 0.01538506 0.00752904 0.00506413
6.30957344 6.07133506 24.00000000 0.02320840 0.02252310 0.02321115 0.02249150 0.00963624 0.00872416
6.30957344 6.07133506 24.00000000 0.02470443 0.01374228 0.02470664 0.01375144 0.00397867 0.00179756
6.30957344 6.07133506 24.00000000 0.04098648 0.03558917 0.04103479 0.03559146 0.00846027 0.00716414
6.30957344 6.07133506 24.00000000 0.02348407 0.01951412 0.02327741 0.01937923 0.00877891 0.00631630
6.30957344 6.07133506 24.00000000 0.02232487 0.01591056 0.02229528 0.01590152 0.00574579 0.00326222
6.30957344 6.07133506 24.00000000 0.01713551 0.01207461 0.01717843 0.01202977 0.00423529 0.00202646
6.30957344 6.07133506 24.00000000 0.01385424 0.01250792 0.01384128 0.01251581 0.00563595 0.00307459
6.30957344 6.07133506 24.00000000 0.01952719 0.01121286 0.01956952 0.01122322 0.00391812 0.00181012
6.30957344 6.07133506 24.00000000 0.01812508 0.01528823 0.01803086 0.01521861 0.00666521 0.00394611
6.30957344 6.19608087 24.00000000 0.05992466 0.03547551 0.01684116 0.01383866 0.00333071 0.00172252
6.30957344 6.19608087 24.00000000 0.12414651 0.11286392 0.01296786 0.01425997 0.00482058 0.00434763
6.30957344 6.19608087 24.00000000 0.06933554 0.04829411 0.01737474 0.01451156 0.00346029 0.00214867
6.30957344 6.19608087 24.00000000 0.11391373 0.11270241 0.01709102 0.01883679 0.00482174 0.00475572
6.30957344 6.19608087 24.00000000 0.04924347 0.02884404 0.01845273 0.01376695 0.00309124 0.00165742
6.30957344 6.19608087 24.00000000 0.10149608 0.07017224 0.02349391 0.02003558 0.00505447 0.00351894
6.30957344 6.19608087 24.00000000 0.06666105 0.04075919 0.01624589 0.01380403 0.00375720 0.00210519
6.30957344 6.19608087 24.00000000 0.09121027 0.06264849 0.01687066 0.01523717 0.00411464 0.00266636
6.30957344 6.19608087 24.00000000 0.04344790 0.02754975 0.02539639 0.01532002 0.00351181 0.00176100
6.30957344 6.19608087 24.00000000 0.11379840 0.08051530 0.01731585 0.01564091 0.00494311 0.00348071
6.30957344 6.20064211 24.00000000 0.00758814 0.00626926 0.02104673 0.01860378 0.00775832 0.00601383
6.30957344 6.20064211 24.00000000 0.00713205 0.00572339 0.01738088 0.01485105 0.00553677 0.00429940
6.30957344 6.20064211 24.00000000 0.01000652 0.00897662 0.03703048 0.02993026 0.00583108 0.00458898
6.30957344 6.20064211 24.00000000 0.01345877 0.00930764 0.02598841 0.01998468 0.00590518 0.00409915
6.30957344 6.20064211 24.00000000 0.01241840 0.00735856 0.01764456 0.01392878 0.00247972 0.00206450
6.30957344 6.20064211 24.00000000 0.01082730 0.00738760 0.01939521 0.01666478 0.00561746 0.00411999
6.30957344 6.20064211 24.00000000 0.00595687 0.00650947 0.02646751 0.02670610 0.00942426 0.00917412
6.30957344 6.20064211 24.00000000 0.00535127 0.00547033 0.01879391 0.01088945 0.00099525 0.00060741
6.30957344 6.20064211 24.00000000 0.00938996 0.00667464 0.01976033 0.01377716 0.00150060 0.00110936
6.30957344 6.20064211 24.00000000 0.00881669 0.00803146 0.02934899 0.02669683 0.00811514 0.00686301
7.07945784 7.22266789 23.00000000 0.01711634 0.01316884 0.01705691 0.01319451 0.00706405 0.00410646
7.07945784 7.22266789 23.00000000 0.02227402 0.01883515 0.02234885 0.01887691 0.01192661 0.00870738
7.07945784 7.22266789 23.00000000 0.01767575 0.01404238 0.01757122 0.01394966 0.00676428 0.00370500
7.07945784 7.22266789 23.00000000 0.02242992 0.01596915 0.02248899 0.01598633 0.00826569 0.00495400
7.07945784 7.22266789 23.00000000 0.01977277 0.01312899 0.01966043 0.01305286 0.00678139 0.00400457
7.07945784 7.22266789 23.00000000 0.02053113 0.01359074 0.02054663 0.01358467 0.00624537 0.00349042
7.07945784 7.22266789 23.00000000 0.01635447 0.01445891 0.01623971 0.01437027 0.00839983 0.00521792
7.07945784 7.22266789 23.00000000 0.03408324 0.03231978 0.03407803 0.03229571 0.01306475 0.01208751
7.07945784 7.22266789 23.00000000 0.04162742 0.03640988 0.04161902 0.03638496 0.01288809 0.01099803
7.07945784 7.22266789 23.00000000 0.01742296 0.01293153 0.01743940 0.01293728 0.00603886 0.00367920
7.07945784 7.29222593 23.00000000 0.03872767 0.02280203 0.01980712 0.01385653 0.00264297 0.00082131
7.07945784 7.29222593 23.00000000 0.11335895 0.09012600 0.01847404 0.01735893 0.00469040 0.00349538
7.07945784 7.29222593 23.00000000 0.04549244 0.02804723 0.01414985 0.01206147 0.00403649 0.00135571
7.07945784 7.29222593 23.00000000 0.06392196 0.03779900 0.01565645 0.01252071 0.00392895 0.00166587
