noise_th noise noise_db xSR vSR xSR-CC vSR-CC xparam vparam
1.00000000 0.99655599 40.00000000 0.00993980 0.00665931 0.00067646 0.00048217 0.00086038 0.00056387
1.00000000 0.99655599 40.00000000 0.01286628 0.00876370 0.00070155 0.00047612 0.00071365 0.00047187
1.00000000 1.04305843 40.00000000 0.00104358 0.00081289 0.00093149 0.00066285 0.00072726 0.00057208
1.00000000 1.04305843 40.00000000 0.00041252 0.00037182 0.00050765 0.00038862 0.00069419 0.00053354
1.00000000 1.04305843 40.00000000 0.00050666 0.00045113 0.00054352 0.00040036 0.00087013 0.00070423
1.00000000 1.04305843 40.00000000 0.00065390 0.00040187 0.00084824 0.00049860 0.00104672 0.00072121
1.00000000 1.04305843 40.00000000 0.00074010 0.00071725 0.00077813 0.00075545 0.00159851 0.00156278
1.00000000 1.04305843 40.00000000 0.00059792 0.00051587 0.00056425 0.00048499 0.00120799 0.00105108
1.00000000 1.04305843 40.00000000 0.00085650 0.00065213 0.00058605 0.00047108 0.00071006 0.00062038
1.00000000 1.04305843 40.00000000 0.00049990 0.00050455 0.00039226 0.00041073 0.00101077 0.00099842
1.00000000 1.04305843 40.00000000 0.00088245 0.00049747 0.00045884 0.00027910 0.00104124 0.00050116
1.00000000 1.04305843 40.00000000 0.00036491 0.00035377 0.00035399 0.00034869 0.00067903 0.00061337
1.00000000 1.01713778 40.00000000 0.00077354 0.00054408 0.00086306 0.00068541 0.00080148 0.00061863
1.00000000 1.01713778 40.00000000 0.00068646 0.00053860 0.00074038 0.00056750 0.00063074 0.00047207
1.00000000 1.01713778 40.00000000 0.00115223 0.00078033 0.00112488 0.00076172 0.00083267 0.00055641
1.00000000 1.01713778 40.00000000 0.00063630 0.00039815 0.00058026 0.00036976 0.00043866 0.00026082
1.00000000 1.01713778 40.00000000 0.00101236 0.00063594 0.00088748 0.00053732 0.00083753 0.00050580
1.00000000 1.01713778 40.00000000 0.00137765 0.00124459 0.00137690 0.00129229 0.00082803 0.00075585
1.00000000 1.01713778 40.00000000 0.00099311 0.00083141 0.00107795 0.00092088 0.00095982 0.00077886
1.00000000 1.01713778 40.00000000 0.00064576 0.00045343 0.00074691 0.00048443 0.00049795 0.00032962
1.00000000 1.01713778 40.00000000 0.00057008 0.00036873 0.00059348 0.00039430 0.00045872 0.00045899
1.00000000 1.01713778 40.00000000 0.00132428 0.00098738 0.00132006 0.00099745 0.00085112 0.00061240
1.00000000 1.02472771 40.00000000 0.00053280 0.00043495 0.00069338 0.00048065 0.00089199 0.00058053
1.00000000 1.02472771 40.00000000 0.00079573 0.00060550 0.00069511 0.00052877 0.00063908 0.00045162
1.00000000 1.02472771 40.00000000 0.00056318 0.00051879 0.00048483 0.00043584 0.00043975 0.00039832
1.00000000 1.02472771 40.00000000 0.00098630 0.00087925 0.00085742 0.00075796 0.00065033 0.00058300
1.00000000 1.02472771 40.00000000 0.00120905 0.00083400 0.00112412 0.00075880 0.00062951 0.00042728
1.00000000 1.02472771 40.00000000 0.00094792 0.00051075 0.00042792 0.00032467 0.00058806 0.00031185
1.00000000 1.02472771 40.00000000 0.00144954 0.00123527 0.00127768 0.00107840 0.00083712 0.00070156
1.00000000 1.02472771 40.00000000 0.00049238 0.00030516 0.00044056 0.00028631 0.00028447 0.00017629
1.00000000 1.02472771 40.00000000 0.00085385 0.00074097 0.00071734 0.00060814 0.00056897 0.00047241
1.00000000 1.02472771 40.00000000 0.00055338 0.00040569 0.00054978 0.00032904 0.00050591 0.00027929
1.00000000 0.99582322 40.00000000 0.00077258 0.00053684 0.00067072 0.00044450 0.00060461 0.00044583
1.00000000 0.99582322 40.00000000 0.00062096 0.00041739 0.00043693 0.00026911 0.00034609 0.00022881
1.00000000 0.99582322 40.00000000 0.00137867 0.00132840 0.00130417 0.00123609 0.00122098 0.00115764
1.00000000 0.99582322 40.00000000 0.00035605 0.00032497 0.00022654 0.00020073 0.00019627 0.00015352
1.00000000 0.99582322 40.00000000 0.00057454 0.00034462 0.00047356 0.00028899 0.00035091 0.00024399
1.00000000 0.99582322 40.00000000 0.00091082 0.00082173 0.00067103 0.00061077 0.00065965 0.00059194
1.00000000 0.99582322 40.00000000 0.00096780 0.00071195 0.00093313 0.00055049 0.00118251 0.00076725
1.00000000 0.99582322 40.00000000 0.00112753 0.00081881 0.00098649 0.00071513 0.00115651 0.00088142
1.00000000 0.99582322 40.00000000 0.00095779 0.00081477 0.00079253 0.00068760 0.00064435 0.00052523
1.00000000 0.99582322 40.00000000 0.00100459 0.00079817 0.00082752 0.00066653 0.00075610 0.00061045
1.00000000 1.00689878 40.00000000 0.00066669 0.00047121 0.00071191 0.00050341 0.00068108 0.00052010
1.00000000 1.00689878 40.00000000 0.00078562 0.00078691 0.00080766 0.00083605 0.00069738 0.00073296
1.00000000 1.00689878 40.00000000 0.00033474 0.00033073 0.00042450 0.00040919 0.00052622 0.00048350
1.00000000 1.00689878 40.00000000 0.00045459 0.00042901 0.00060683 0.00054143 0.00096821 0.00085873
1.00000000 1.00689878 40.00000000 0.00041803 0.00027512 0.00042797 0.00029957 0.00047609 0.00037444
1.00000000 1.00689878 40.00000000 0.00106145 0.00092869 0.00100499 0.00090778 0.00102848 0.00089514
1.00000000 1.00689878 40.00000000 0.00158932 0.00120889 0.00159582 0.00121569 0.00158529 0.00122829
1.00000000 1.00689878 40.00000000 0.00083262 0.00053839 0.00082555 0.00053780 0.00085777 0.00054927
1.00000000 1.00689878 40.00000000 0.00046983 0.00033356 0.00049016 0.00036886 0.00061712 0.00044497
1.00000000 1.00689878 40.00000000 0.00040437 0.00036102 0.00057756 0.00052414 0.00066801 0.00056921
1.12201845 1.12792099 39.00000000 0.00032424 0.00026120 0.00054746 0.00044764 0.00036840 0.00031046
1.12201845 1.12792099 39.00000000 0.00012936 0.00009821 0.00042909 0.00025733 0.00029537 0.00022154
1.12201845 1.12792099 39.00000000 0.00024438 0.00022827 0.00025604 0.00022315 0.00026910 0.00026141
1.12201845 1.12792099 39.00000000 0.00034607 0.00023941 0.00034860 0.00023614 0.00029910 0.00022667
1.12201845 1.12792099 39.00000000 0.00024245 0.00013194 0.00024324 0.00013075 0.00046243 0.00028396
1.12201845 1.12792099 39.00000000 0.00020312 0.00013931 0.00036576 0.00026137 0.00061087 0.00035751
1.12201845 1.12792099 39.00000000 0.00018571 0.00015922 0.00018930 0.00016490 0.00018321 0.00019986
1.12201845 1.12792099 39.00000000 0.00023990 0.00022097 0.00028653 0.00027603 0.00029872 0.00027572
1.12201845 1.12792099 39.00000000 0.00083060 0.00062335 0.00118180 0.00092972 0.00130057 0.00100687
1.12201845 1.12792099 39.00000000 0.00034923 0.00027928 0.00030936 0.00021567 0.00030533 0.00025487
1.12201845 1.13911386 39.00000000 0.00034575 0.00015323 0.00033055 0.00017035 0.00071293 0.00040003
1.12201845 1.13911386 39.00000000 0.00055774 0.00032588 0.00033328 0.00021490 0.00060092 0.00034037
1.12201845 1.13911386 39.00000000 0.00094801 0.00050400 0.00060780 0.00042876 0.00091000 0.00057518
1.12201845 1.13911386 39.00000000 0.00084630 0.00065618 0.00104674 0.00079464 0.00092824 0.00073514
1.12201845 1.13911386 39.00000000 0.00047192 0.00042671 0.00045710 0.00041176 0.00030106 0.00028234
1.12201845 1.13911386 39.00000000 0.00077284 0.00049745 0.00045237 0.00028392 0.00061289 0.00040330
1.12201845 1.13911386 39.00000000 0.00063057 0.00052328 0.00062586 0.00052072 0.00064574 0.00055251
1.12201845 1.13911386 39.00000000 0.00067354 0.00054336 0.00058884 0.00045867 0.00045876 0.00035605
1.12201845 1.13911386 39.00000000 0.00026180 0.00021927 0.00031829 0.00032735 0.00035234 0.00029268
1.12201845 1.13911386 39.00000000 0.00034682 0.00027557 0.00037601 0.00029263 0.00026748 0.00021483
1.12201845 1.11220855 39.00000000 0.00678669 0.00593764 0.00260126 0.00173122 0.00033729 0.00026286
1.12201845 1.11220855 39.00000000 0.01668633 0.01323739 0.00562214 0.00461425 0.00053496 0.00052282
1.12201845 1.11220855 39.00000000 0.00759237 0.00613696 0.00291837 0.00228679 0.00234992 0.00155560
1.12201845 1.11220855 39.00000000 0.00942299 0.00723091 0.00325224 0.00188828 0.00064155 0.00038457
1.12201845 1.11220855 39.00000000 0.01345022 0.00825263 0.00160394 0.00155677 0.00088962 0.00053349
1.12201845 1.11220855 39.00000000 0.01383372 0.00726734 0.00384706 0.00257439 0.00043116 0.00034400
1.12201845 1.11220855 39.00000000 0.01475935 0.00911778 0.00173926 0.00150909 0.00146205 0.00086854
1.12201845 1.11220855 39.00000000 0.00646170 0.00655312 0.00621940 0.00554287 0.00070155 0.00064280
1.12201845 1.11220855 39.00000000 0.01152641 0.00793591 0.00377946 0.00164103 0.00108048 0.00084771
1.12201845 1.11220855 39.00000000 0.01357778 0.00772106 0.00223108 0.00169000 0.00042711 0.00027955
1.12201845 1.11602806 39.00000000 0.01581105 0.01599955 0.00059117 0.00067904 0.00039520 0.00038478
1.12201845 1.11602806 39.00000000 0.01024560 0.00670077 0.00082264 0.00071810 0.00135865 0.00095077
1.12201845 1.11602806 39.00000000 0.01460204 0.00851859 0.00052748 0.00041402 0.00057759 0.00037766
1.12201845 1.11602806 39.00000000 0.01596816 0.00965682 0.00058006 0.00053958 0.00040982 0.00026877
1.12201845 1.11602806 39.00000000 0.01515341 0.00867157 0.00075960 0.00062168 0.00054261 0.00033109
1.12201845 1.11602806 39.00000000 0.01213096 0.00772050 0.00068488 0.00056747 0.00045838 0.00030638
1.12201845 1.11602806 39.00000000 0.01209085 0.00786965 0.00091901 0.00072588 0.00109176 0.00067556
1.12201845 1.11602806 39.00000000 0.01119399 0.00881535 0.00105396 0.00079642 0.00074983 0.00054269
1.12201845 1.11602806 39.00000000 0.01670123 0.01340718 0.00053529 0.00049272 0.00052679 0.00040619
1.12201845 1.11602806 39.00000000 0.01481830 0.01318855 0.00128103 0.00109073 0.00012789 0.00012565
1.12201845 1.13906467 39.00000000 0.00170441 0.00102364 0.00163097 0.00097129 0.00189051 0.00116226
1.12201845 1.13906467 39.00000000 0.00103439 0.00066619 0.00109060 0.00065459 0.00123165 0.00069963
1.12201845 1.13906467 39.00000000 0.00221727 0.00216082 0.00226602 0.00221008 0.00243309 0.00237146
1.12201845 1.13906467 39.00000000 0.00124431 0.00070207 0.00151575 0.00095468 0.00155375 0.00093247
1.12201845 1.13906467 39.00000000 0.00193129 0.00121350 0.00202857 0.00126970 0.00241840 0.00154576
1.12201845 1.13906467 39.00000000 0.00130360 0.00093198 0.00162951 0.00103734 0.00142666 0.00095845
1.12201845 1.13906467 39.00000000 0.00122062 0.00083886 0.00127702 0.00076812 0.00141444 0.00083057
1.12201845 1.13906467 39.00000000 0.00146758 0.00074565 0.00127194 0.00066701 0.00132481 0.00072212
1.12201845 1.13906467 39.00000000 0.00206056 0.00143342 0.00200545 0.00137835 0.00198341 0.00139237
1.12201845 1.13906467 39.00000000 0.00168899 0.00094406 0.00160915 0.00099611 0.00194094 0.00118858
1.12201845 1.09066838 39.00000000 0.00052757 0.00031950 0.00067858 0.00047239 0.00076819 0.00041762
1.12201845 1.09066838 39.00000000 0.00074971 0.00043260 0.00091211 0.00052005 0.00080382 0.00047600
1.12201845 1.09066838 39.00000000 0.00118593 0.00093553 0.00123889 0.00084119 0.00117609 0.00084555
1.12201845 1.09066838 39.00000000 0.00047515 0.00019416 0.00044032 0.00019187 0.00050621 0.00028141
1.12201845 1.09066838 39.00000000 0.00073046 0.00048166 0.00087776 0.00059275 0.00083446 0.00058324
1.12201845 1.09066838 39.00000000 0.00041582 0.00030889 0.00046800 0.00032369 0.00049044 0.00029360
1.12201845 1.09066838 39.00000000 0.00089347 0.00074881 0.00087865 0.00072826 0.00105366 0.00089928
1.12201845 1.09066838 39.00000000 0.00064601 0.00044113 0.00078096 0.00046645 0.00082927 0.00056406
1.12201845 1.09066838 39.00000000 0.00134981 0.00087991 0.00070779 0.00041716 0.00119663 0.00070008
1.12201845 1.09066838 39.00000000 0.00047579 0.00027392 0.00056213 0.00028155 0.00078790 0.00038586
1.12201845 1.12794654 39.00000000 0.00186668 0.00138995 0.00176903 0.00128819 0.00184180 0.00135863
1.12201845 1.12794654 39.00000000 0.00236324 0.00158707 0.00210726 0.00140113 0.00213379 0.00141694
1.12201845 1.12794654 39.00000000 0.00189743 0.00124659 0.00153103 0.00100964 0.00151274 0.00107167
1.12201845 1.12794654 39.00000000 0.00329585 0.00324121 0.00298668 0.00293840 0.00304585 0.00300333
1.12201845 1.12794654 39.00000000 0.00185019 0.00129841 0.00155399 0.00109139 0.00155802 0.00111032
1.12201845 1.12794654 39.00000000 0.00153159 0.00111683 0.00156488 0.00099688 0.00144086 0.00104252
1.12201845 1.12794654 39.00000000 0.00148118 0.00097453 0.00137911 0.00095535 0.00136522 0.00093204
1.12201845 1.12794654 39.00000000 0.00191290 0.00148345 0.00161113 0.00120195 0.00180753 0.00136173
1.12201845 1.12794654 39.00000000 0.00182464 0.00128358 0.00152070 0.00097333 0.00141299 0.00097382
1.12201845 1.12794654 39.00000000 0.00264263 0.00205029 0.00243761 0.00184062 0.00251253 0.00191330
1.12201845 1.10366003 39.00000000 0.00126871 0.00078785 0.00134702 0.00084381 0.00111618 0.00069865
1.12201845 1.10366003 39.00000000 0.00174341 0.00161206 0.00187632 0.00176244 0.00170478 0.00157632
1.12201845 1.10366003 39.00000000 0.00129125 0.00096301 0.00146639 0.00107296 0.00129646 0.00093324
1.12201845 1.10366003 39.00000000 0.00127155 0.00102186 0.00129440 0.00109566 0.00141176 0.00112228
1.12201845 1.10366003 39.00000000 0.00122612 0.00089015 0.00121365 0.00086195 0.00095261 0.00068871
1.12201845 1.10366003 39.00000000 0.00110333 0.00075489 0.00091502 0.00068638 0.00111468 0.00077784
1.12201845 1.10366003 39.00000000 0.00121731 0.00090839 0.00102286 0.00076633 0.00095749 0.00075177
1.12201845 1.10366003 39.00000000 0.00143762 0.00100955 0.00162202 0.00116978 0.00138541 0.00099400
1.12201845 1.10366003 39.00000000 0.00110516 0.00068793 0.00109704 0.00070329 0.00084507 0.00053396
1.12201845 1.10366003 39.00000000 0.00100352 0.00067424 0.00113558 0.00077841 0.00094833 0.00061207
1.12201845 1.09554523 39.00000000 0.00138389 0.00092838 0.00119711 0.00075960 0.00100466 0.00063158
1.12201845 1.09554523 39.00000000 0.00138507 0.00095058 0.00132311 0.00097513 0.00139603 0.00093432
1.12201845 1.09554523 39.00000000 0.00192456 0.00123556 0.00184992 0.00121533 0.00159455 0.00106049
1.12201845 1.09554523 39.00000000 0.00150636 0.00110083 0.00172421 0.00121456 0.00150920 0.00103458
1.12201845 1.09554523 39.00000000 0.00120325 0.00076607 0.00137190 0.00087670 0.00124995 0.00079636
1.12201845 1.09554523 39.00000000 0.00197335 0.00142014 0.00203858 0.00147208 0.00149366 0.00107528
1.12201845 1.09554523 39.00000000 0.00152407 0.00092717 0.00153531 0.00092886 0.00159630 0.00097438
1.12201845 1.09554523 39.00000000 0.00283249 0.00227875 0.00277783 0.00224604 0.00266207 0.00214583
1.12201845 1.09554523 39.00000000 0.00219735 0.00157836 0.00209334 0.00150520 0.00213057 0.00154438
1.12201845 1.09554523 39.00000000 0.00316357 0.00290582 0.00302508 0.00274079 0.00292952 0.00269492
1.12201845 1.12243460 39.00000000 0.00048923 0.00026198 0.00023516 0.00013850 0.00074963 0.00048071
1.12201845 1.12243460 39.00000000 0.00034818 0.00015063 0.00065790 0.00044294 0.00091515 0.00052649
1.12201845 1.12243460 39.00000000 0.00044348 0.00033543 0.00039362 0.00032489 0.00076506 0.00061440
1.12201845 1.12243460 39.00000000 0.00075721 0.00038324 0.00062486 0.00033267 0.00060487 0.00044179
1.12201845 1.12243460 39.00000000 0.00017640 0.00014825 0.00034980 0.00029682 0.00145240 0.00125263
1.12201845 1.12243460 39.00000000 0.00034967 0.00045016 0.00037488 0.00039248 0.00074070 0.00048991
1.12201845 1.12243460 39.00000000 0.00035700 0.00033717 0.00035727 0.00030736 0.00068544 0.00046217
1.12201845 1.12243460 39.00000000 0.00038242 0.00025617 0.00040682 0.00030157 0.00080081 0.00053280
1.12201845 1.12243460 39.00000000 0.00046942 0.00040113 0.00052761 0.00045585 0.00073679 0.00063214
1.12201845 1.12243460 39.00000000 0.00021689 0.00021773 0.00042729 0.00043903 0.00111666 0.00112847
1.25892541 1.22300423 38.00000000 0.00139294 0.00124504 0.00148103 0.00131939 0.00129340 0.00116816
1.25892541 1.22300423 38.00000000 0.00110514 0.00083766 0.00104396 0.00081877 0.00095319 0.00072356
1.25892541 1.22300423 38.00000000 0.00075173 0.00049726 0.00059335 0.00040482 0.00077929 0.00045282
1.25892541 1.22300423 38.00000000 0.00153985 0.00134180 0.00151424 0.00131481 0.00132084 0.00114943
1.25892541 1.22300423 38.00000000 0.00122075 0.00087028 0.00101770 0.00073643 0.00110838 0.00078602
1.25892541 1.22300423 38.00000000 0.00072967 0.00052044 0.00072220 0.00051895 0.00061613 0.00046999
1.25892541 1.22300423 38.00000000 0.00175300 0.00131130 0.00145780 0.00108396 0.00127680 0.00093106
1.25892541 1.22300423 38.00000000 0.00073609 0.00060582 0.00082938 0.00071165 0.00058379 0.00046110
