# noise_perc_th noise_perc SNR_dB SINDy_ku0_f1 SINDy_ku0_f2 SINDy_f1 SINDy_f2 SINDy_Sym_f1 SINDy_Sym_f2 SINDy_Sym_f1_SR SINDy_Sym_f2_SR Poly_f1 Poly_f2 Param_f1 Param_f2
4.4668e+01 4.4668e+01 7.0000e+00 3.4268e-01 1.8733e-01 3.9865e+00 3.3987e-01 1.8148e+00 1.9198e-01 1.8127e+00 1.8209e-01 3.7336e+00 4.6468e-01 4.0513e-01 1.4242e-01
5.0119e+01 5.0119e+01 6.0000e+00 3.9876e-01 3.0592e-01 2.2316e+00 4.4602e-01 2.0993e+00 3.0846e-01 2.0830e+00 2.2034e-01 2.3506e+00 5.6288e-01 3.5847e-01 7.1277e-02
5.0119e+01 5.0119e+01 6.0000e+00 3.7640e-01 2.8124e-01 6.4572e-01 4.9804e-01 5.5111e-01 3.2464e-01 5.5026e-01 1.4812e-01 6.1890e-01 5.8015e-01 2.0994e-01 1.8597e-01
5.0119e+01 5.0119e+01 6.0000e+00 7.7679e-01 3.7100e-01 1.1744e+01 4.1895e-01 9.7339e+00 2.0917e-01 9.6160e+00 3.0286e-02 1.2183e+01 5.2279e-01 2.1546e+00 2.1040e-01
5.0119e+01 5.0119e+01 6.0000e+00 3.6528e-01 3.6544e-01 5.5939e-01 4.3600e-01 6.3887e-01 3.8313e-01 6.1640e-01 3.7488e-01 5.4687e-01 5.5920e-01 2.5837e-01 1.7700e-01
5.0119e+01 5.0119e+01 6.0000e+00 5.3501e-01 4.1019e-01 4.8903e+00 4.7917e-01 4.5157e+00 3.2466e-01 4.4615e+00 3.0675e-01 5.0179e+00 5.8374e-01 1.5108e-01 9.7432e-02
5.0119e+01 5.0119e+01 6.0000e+00 3.7065e-01 2.3599e-01 6.6666e-01 4.0097e-01 5.5528e-01 3.0042e-01 5.3083e-01 2.4120e-01 6.1026e-01 5.4198e-01 3.3216e-01 1.2486e-01
5.0119e+01 5.0119e+01 6.0000e+00 5.2514e-01 2.4973e-01 6.6661e+00 4.6335e-01 5.3223e+00 2.3618e-01 5.2903e+00 2.0599e-01 6.6291e+00 5.0489e-01 8.4181e-01 2.2390e-02
5.0119e+01 5.0119e+01 6.0000e+00 3.5645e-01 3.7630e-01 3.7131e-01 5.6118e-01 3.5851e-01 4.2547e-01 3.3513e-01 3.9397e-01 4.0699e-01 6.9595e-01 2.3284e-01 1.2044e-01
5.0119e+01 5.0119e+01 6.0000e+00 3.4530e-01 3.4703e-01 4.4976e-01 5.1503e-01 5.4355e-01 3.8689e-01 5.4120e-01 2.2221e-01 3.9694e-01 6.1842e-01 2.7678e-01 1.9987e-01
5.0119e+01 5.0119e+01 6.0000e+00 3.1394e-01 2.2498e-01 2.8284e-01 5.8425e-01 2.5880e-01 2.2492e-01 2.4012e-01 1.9320e-01 4.0984e-01 7.3238e-01 2.1878e-01 1.3289e-01
5.6234e+01 5.6234e+01 5.0000e+00 4.4153e-01 5.7517e-01 1.9382e+00 7.9053e-01 1.6541e+00 6.5047e-01 1.6152e+00 6.1193e-01 1.9553e+00 8.4019e-01 4.8323e-01 2.2605e-01
5.6234e+01 5.6234e+01 5.0000e+00 3.8253e-01 2.3457e-01 3.8703e-01 4.5215e-01 3.4013e-01 2.0013e-01 3.1866e-01 1.4030e-01 3.1635e-01 5.3158e-01 1.5413e-01 1.5321e-01
5.6234e+01 5.6234e+01 5.0000e+00 7.2313e-01 3.3722e-01 8.6707e+00 5.0707e-01 7.2825e+00 2.9140e-01 7.1932e+00 1.9678e-01 8.7795e+00 5.3039e-01 6.1164e-01 4.9608e-02
5.6234e+01 5.6234e+01 5.0000e+00 3.8431e-01 3.3415e-01 1.2963e+00 3.8544e-01 7.2043e-01 3.9671e-01 7.1378e-01 1.6758e-01 1.3062e+00 5.1134e-01 4.5294e-01 3.5596e-01
5.6234e+01 5.6234e+01 5.0000e+00 7.1965e-01 3.8764e-01 9.6876e+00 4.3702e-01 8.1135e+00 2.5116e-01 7.9496e+00 1.6054e-01 9.6973e+00 4.3740e-01 5.4313e-01 2.3192e-01
5.6234e+01 5.6234e+01 5.0000e+00 3.6353e-01 2.6112e-01 8.9565e-01 4.6220e-01 7.7040e-01 3.2007e-01 7.5950e-01 2.6196e-01 9.2479e-01 4.9451e-01 3.1055e-01 2.2710e-02
5.6234e+01 5.6234e+01 5.0000e+00 3.7183e-01 2.9057e-01 5.2498e-01 4.5190e-01 3.8105e-01 3.0064e-01 3.7670e-01 3.0875e-01 4.6833e-01 5.2907e-01 2.7567e-01 1.6854e-01
5.6234e+01 5.6234e+01 5.0000e+00 4.6506e-01 2.8064e-01 8.1486e-01 4.7392e-01 6.2699e-01 3.0469e-01 6.2779e-01 1.5707e-01 6.9391e-01 5.5602e-01 3.3400e-01 2.5716e-01
5.6234e+01 5.6234e+01 5.0000e+00 3.7085e-01 4.4039e-01 9.8070e-01 7.4955e-01 9.0553e-01 4.2121e-01 8.6331e-01 2.4740e-01 8.1776e-01 8.5718e-01 3.1730e-01 5.5065e-02
5.6234e+01 5.6234e+01 5.0000e+00 3.8406e-01 2.7652e-01 8.1987e-01 5.3048e-01 2.7899e-01 4.1075e-01 2.4142e-01 2.7878e-01 6.3091e-01 5.7968e-01 1.5856e-01 6.9304e-02
6.3096e+01 6.3096e+01 4.0000e+00 4.3174e-01 2.4956e-01 1.3018e+00 4.8267e-01 1.5131e+00 2.6664e-01 1.5119e+00 2.0518e-01 1.2676e+00 5.6519e-01 1.8995e-01 1.9212e-01
6.3096e+01 6.3096e+01 4.0000e+00 4.2869e-01 2.0958e-01 1.2283e+00 3.4097e-01 1.1664e+00 2.3119e-01 1.1358e+00 2.0262e-01 1.1202e+00 4.6703e-01 5.0829e-01 2.1945e-01
6.3096e+01 6.3096e+01 4.0000e+00 7.1949e-01 3.5749e-01 1.0697e+01 4.8819e-01 1.0365e+01 1.0100e-01 1.0272e+01 7.4296e-02 1.2010e+01 5.0481e-01 1.7130e+00 1.0196e-01
6.3096e+01 6.3096e+01 4.0000e+00 4.5673e-01 3.1730e-01 9.5768e-01 5.2199e-01 5.9160e-01 3.2024e-01 5.8554e-01 9.7269e-02 9.2880e-01 5.8826e-01 3.2715e-01 1.2382e-01
6.3096e+01 6.3096e+01 4.0000e+00 7.5413e-01 7.1632e-01 6.5885e+00 9.0241e-01 7.0192e+00 7.5946e-01 6.9947e+00 7.5308e-01 6.7981e+00 8.8348e-01 1.4695e-01 4.4928e-01
6.3096e+01 6.3096e+01 4.0000e+00 1.1591e+00 4.5720e-01 1.6213e+01 5.4903e-01 3.2586e+01 4.4942e-01 3.2559e+01 2.5352e-01 1.6198e+01 5.4624e-01 4.5241e+00 2.1742e-01
6.3096e+01 6.3096e+01 4.0000e+00 3.9689e-01 4.4435e-01 5.8880e-01 5.9781e-01 3.5848e-01 4.5232e-01 3.3389e-01 3.1933e-01 5.2022e-01 6.5760e-01 2.5798e-01 3.2186e-01
6.3096e+01 6.3096e+01 4.0000e+00 4.0887e-01 3.7470e-01 1.0162e+00 5.0730e-01 6.0798e-01 4.1014e-01 5.4637e-01 4.0041e-01 7.8078e-01 6.7063e-01 3.9619e-01 3.8288e-01
6.3096e+01 6.3096e+01 4.0000e+00 4.2873e-01 4.6883e-01 6.4746e-01 6.5611e-01 6.4456e-01 5.0596e-01 6.3905e-01 2.2247e-01 5.8655e-01 6.4651e-01 3.2112e-01 1.5122e-01
6.3096e+01 6.3096e+01 4.0000e+00 3.7820e-01 4.1521e-01 6.1064e-01 4.9991e-01 4.8971e-01 4.0051e-01 4.5197e-01 3.6706e-01 5.8990e-01 6.1128e-01 2.4897e-01 3.0130e-01
7.0795e+01 7.0795e+01 3.0000e+00 4.4772e-01 5.9714e-01 4.4970e-01 6.0779e-01 3.9292e-01 5.8733e-01 3.7902e-01 5.3095e-01 5.8624e-01 7.9036e-01 4.1539e-01 6.9181e-01
7.0795e+01 7.0795e+01 3.0000e+00 6.3562e-01 4.9759e-01 7.2960e+00 7.0835e-01 6.7005e+00 5.4040e-01 6.6017e+00 5.2692e-01 7.0879e+00 7.4643e-01 9.6141e-01 2.3814e-01
7.0795e+01 7.0795e+01 3.0000e+00 4.0377e-01 4.0604e-01 5.5393e-01 4.9749e-01 4.0477e-01 4.3874e-01 3.8801e-01 3.9840e-01 4.7893e-01 6.1841e-01 4.0783e-01 3.0995e-01
7.0795e+01 7.0795e+01 3.0000e+00 6.3998e-01 4.6323e-01 7.5786e+00 6.0612e-01 8.4448e+00 5.0846e-01 8.3193e+00 4.9578e-01 7.2555e+00 6.4026e-01 1.1453e+00 2.2040e-01
7.0795e+01 7.0795e+01 3.0000e+00 9.5450e-01 4.8427e-01 1.5002e+01 7.0173e-01 1.3599e+01 4.3347e-01 1.3419e+01 3.5409e-01 1.5880e+01 7.5023e-01 2.3017e+00 3.3136e-01
7.0795e+01 7.0795e+01 3.0000e+00 4.2465e-01 4.4274e-01 6.4324e-01 6.8886e-01 5.4915e-01 4.6041e-01 5.5465e-01 4.4376e-01 5.8622e-01 7.6176e-01 3.6642e-01 1.2708e-01
7.0795e+01 7.0795e+01 3.0000e+00 4.9325e-01 6.3962e-01 8.2832e-01 8.5070e-01 7.2321e-01 5.1030e-01 6.5582e-01 4.0005e-01 6.2087e-01 8.7208e-01 2.8266e-01 4.3059e-01
7.0795e+01 7.0795e+01 3.0000e+00 8.7609e-01 6.8200e-01 1.2612e+01 9.7072e-01 9.9849e+00 5.8896e-01 1.0017e+01 3.7557e-01 1.1846e+01 9.6652e-01 9.2691e-01 4.5529e-01
7.0795e+01 7.0795e+01 3.0000e+00 3.9887e-01 4.8678e-01 6.3157e-01 6.9289e-01 4.8799e-01 5.4227e-01 4.7189e-01 4.3910e-01 4.9771e-01 7.8650e-01 3.5353e-01 1.5436e-01
7.0795e+01 7.0795e+01 3.0000e+00 5.1452e-01 5.5892e-01 9.8845e-01 7.5984e-01 5.8503e-01 5.8429e-01 5.6271e-01 3.8792e-01 6.6370e-01 8.1336e-01 3.7850e-01 3.2637e-01
7.9433e+01 7.9433e+01 2.0000e+00 1.0491e+00 4.0988e-01 1.3058e+02 5.4440e-01 1.2783e+01 2.8575e-01 1.2650e+01 1.9514e-01 1.5428e+01 5.4199e-01 2.5479e+00 1.9308e-01
7.9433e+01 7.9433e+01 2.0000e+00 5.8253e-01 3.6121e-01 2.3113e+00 5.5008e-01 2.0138e+00 3.3803e-01 1.9341e+00 2.9595e-01 2.2160e+00 8.8422e-01 6.2918e-01 3.4778e-01
7.9433e+01 7.9433e+01 2.0000e+00 5.7479e-01 5.0974e-01 1.0417e+00 6.0557e-01 8.1095e-01 4.9257e-01 7.8742e-01 3.5296e-01 1.0841e+00 7.4111e-01 4.9000e-01 4.2679e-01
7.9433e+01 7.9433e+01 2.0000e+00 6.9246e-01 3.5057e-01 6.5595e+00 5.0678e-01 7.0727e+00 3.1600e-01 6.9812e+00 2.8970e-01 6.6233e+00 5.3973e-01 1.4529e+00 5.2345e-01
7.9433e+01 7.9433e+01 2.0000e+00 9.6731e-01 5.3541e-01 1.5272e+01 7.1630e-01 1.2185e+01 4.5761e-01 1.1852e+01 4.4500e-01 1.5623e+01 7.7594e-01 7.9699e-01 7.1999e-01
7.9433e+01 7.9433e+01 2.0000e+00 1.2608e+00 3.0734e-01 1.1903e+01 8.8998e-01 5.7039e+01 4.0481e-01 5.7068e+01 4.4421e-01 1.1847e+01 9.0654e-01 8.8217e-01 3.7636e-01
7.9433e+01 7.9433e+01 2.0000e+00 4.2428e-01 4.1274e-01 1.3426e+00 6.6278e-01 1.1303e+00 4.3805e-01 1.1376e+00 4.0786e-01 1.3444e+00 6.8249e-01 4.5233e-01 4.3688e-01
7.9433e+01 7.9433e+01 2.0000e+00 5.1423e-01 6.9711e-01 1.9494e+00 1.1221e+00 1.6197e+00 6.5817e-01 1.5457e+00 6.1649e-01 1.9650e+00 1.1397e+00 6.0272e-01 7.3147e-01
7.9433e+01 7.9433e+01 2.0000e+00 4.6101e-01 5.7569e-01 9.6635e-01 9.3921e-01 7.3583e-01 6.0298e-01 7.3397e-01 4.3358e-01 8.8629e-01 9.8502e-01 4.7675e-01 1.4619e-01
7.9433e+01 7.9433e+01 2.0000e+00 5.9089e-01 8.3863e-01 2.4614e+00 8.7855e-01 8.2663e-01 7.7935e-01 6.8529e-01 7.1049e-01 2.4303e+00 9.9184e-01 1.5807e-01 4.1765e-01
8.9125e+01 8.9125e+01 1.0000e+00 1.0998e+00 7.9031e-01 2.2058e+01 9.6715e-01 1.6580e+01 7.1598e-01 1.6571e+01 6.4999e-01 1.1084e+01 9.8222e-01 2.5003e+00 4.1720e-01
8.9125e+01 8.9125e+01 1.0000e+00 5.2606e-01 3.6295e-01 7.4695e-01 1.0080e+00 5.9641e-01 4.7572e-01 5.2352e-01 5.1107e-01 7.0667e-01 9.9768e-01 4.3529e-01 1.8071e-01
8.9125e+01 8.9125e+01 1.0000e+00 5.2771e-01 4.6087e-01 6.5523e-01 6.2637e-01 6.2118e-01 5.0060e-01 6.2088e-01 4.8246e-01 6.9791e-01 8.8474e-01 4.6865e-01 4.2947e-01
8.9125e+01 8.9125e+01 1.0000e+00 4.9992e-01 7.5726e-01 7.1724e-01 7.7907e-01 7.0232e-01 7.1793e-01 6.6397e-01 5.4404e-01 7.2417e-01 7.7798e-01 5.9599e-01 5.8884e-01
8.9125e+01 8.9125e+01 1.0000e+00 5.7811e-01 7.1563e-01 6.5069e-01 9.6888e-01 5.3332e-01 8.2886e-01 5.1758e-01 7.6914e-01 5.6763e-01 9.8766e-01 5.1051e-01 6.8919e-01
8.9125e+01 8.9125e+01 1.0000e+00 6.3317e-01 3.5214e-01 1.7416e+00 7.2152e-01 1.5211e+00 4.0001e-01 1.2328e+00 2.9732e-01 1.8054e+00 8.2415e-01 4.3743e-01 2.4915e-01
8.9125e+01 8.9125e+01 1.0000e+00 9.2925e-01 5.5537e-01 7.4767e+00 8.4885e-01 7.5183e+00 6.0168e-01 6.7290e+00 5.7165e-01 7.4838e+00 8.4882e-01 2.3944e-01 4.1377e-01
8.9125e+01 8.9125e+01 1.0000e+00 9.0168e-01 2.8491e-01 8.4225e+00 5.8437e-01 8.0420e+00 2.6229e-01 7.8618e+00 1.4941e-01 8.8110e+00 6.6249e-01 1.3771e+00 8.4278e-02
8.9125e+01 8.9125e+01 1.0000e+00 6.0183e-01 5.1888e-01 5.7473e+00 9.4489e-01 3.5615e+00 5.9512e-01 3.5359e+00 5.8576e-01 5.8949e+00 8.6607e-01 8.8645e-01 5.5525e-01
8.9125e+01 8.9125e+01 1.0000e+00 5.3760e-01 4.1075e-01 5.8518e-01 6.6582e-01 6.2996e-01 4.3028e-01 5.1381e-01 3.3089e-01 6.6065e-01 7.8354e-01 4.5014e-01 3.6497e-01
1.0000e+02 1.0000e+02 0.0000e+00 6.1444e-01 4.6429e-01 3.7220e+00 8.6866e-01 2.7698e+00 5.7350e-01 2.6414e+00 5.6046e-01 3.7524e+00 9.4085e-01 7.8586e-01 1.7619e-01
1.0000e+02 1.0000e+02 0.0000e+00 7.7025e-01 9.5813e-01 5.1951e+00 1.2004e+00 5.2149e+00 1.0017e+00 5.3149e+00 7.5609e-01 5.0815e+00 1.2487e+00 1.2362e+00 5.8856e-01
1.0000e+02 1.0000e+02 0.0000e+00 6.8206e-01 1.0419e+00 9.2183e-01 1.2715e+00 5.9759e-01 9.9332e-01 5.6938e-01 8.4491e-01 9.0943e-01 1.2699e+00 4.0111e-01 8.0513e-01
1.0000e+02 1.0000e+02 0.0000e+00 6.2370e-01 4.9836e-01 1.2860e+00 7.9525e-01 4.6492e-01 5.6668e-01 4.4303e-01 5.7138e-01 1.4357e+00 8.5834e-01 5.2999e-01 5.2882e-01
1.0000e+02 1.0000e+02 0.0000e+00 8.2860e-01 8.8208e-01 9.4243e+00 1.2204e+00 1.0875e+01 8.6552e-01 1.0681e+01 6.2521e-01 9.5406e+00 1.2362e+00 1.3356e+00 4.6129e-01
1.0000e+02 1.0000e+02 0.0000e+00 5.6909e-01 4.7520e-01 8.0787e-01 7.4896e-01 4.5009e-01 4.8953e-01 4.2127e-01 3.7232e-01 7.6084e-01 8.4022e-01 5.0690e-01 3.9743e-01
1.0000e+02 1.0000e+02 0.0000e+00 5.9361e-01 1.0389e+00 2.8271e+00 1.2684e+00 2.0203e+00 9.7631e-01 1.9703e+00 9.6287e-01 2.8335e+00 1.2504e+00 7.1020e-01 8.0693e-01
1.0000e+02 1.0000e+02 0.0000e+00 5.8877e-01 8.6066e-01 9.4359e-01 1.1356e+00 5.0111e-01 9.4612e-01 4.8625e-01 9.3050e-01 8.7247e-01 1.1797e+00 3.2905e-01 6.5245e-01
1.0000e+02 1.0000e+02 0.0000e+00 7.0782e-01 9.0479e-01 2.4430e+00 9.2249e-01 1.9890e+00 8.6840e-01 1.9951e+00 6.6648e-01 2.4249e+00 9.4728e-01 2.9817e-01 6.1381e-01
1.0000e+02 1.0000e+02 0.0000e+00 5.8798e-01 6.2008e-01 9.9954e-01 7.8157e-01 7.6045e-01 6.5216e-01 7.2629e-01 4.1239e-01 9.6598e-01 7.7656e-01 4.6719e-01 3.9817e-01
1.1220e+02 1.1220e+02 -1.0000e+00 7.3705e-01 5.1409e-01 8.4900e+00 9.3894e-01 9.2353e+00 5.1026e-01 8.8784e+00 3.9162e-01 8.4600e+00 9.5538e-01 6.5691e-02 3.7346e-01
1.1220e+02 1.1220e+02 -1.0000e+00 1.2599e+00 9.7594e-01 4.8913e+02 9.1699e-01 1.3943e+02 9.5890e-01 1.3944e+02 9.0383e-01 1.5339e+01 9.1897e-01 2.4787e+00 8.8164e-01
1.1220e+02 1.1220e+02 -1.0000e+00 6.6179e-01 7.9022e-01 1.0975e+00 8.9943e-01 1.3046e+00 6.8584e-01 1.2778e+00 6.6478e-01 1.1033e+00 9.2357e-01 6.7684e-01 3.7657e-01
1.1220e+02 1.1220e+02 -1.0000e+00 7.1964e-01 1.1044e+00 2.3612e+00 1.3135e+00 2.0691e+00 1.1670e+00 2.0604e+00 1.1539e+00 2.3693e+00 1.3690e+00 1.0334e+00 1.1722e+00
1.1220e+02 1.1220e+02 -1.0000e+00 8.9742e-01 5.7640e-01 1.2218e+01 1.0056e+00 8.6753e+00 5.6240e-01 8.6684e+00 5.5386e-01 1.2307e+01 9.7925e-01 3.0938e-02 5.8896e-01
1.1220e+02 1.1220e+02 -1.0000e+00 6.3551e-01 9.4594e-01 6.9704e-01 1.2927e+00 4.9930e-01 8.9033e-01 4.6926e-01 5.4739e-01 6.1330e-01 1.2923e+00 4.1884e-01 6.1442e-01
1.1220e+02 1.1220e+02 -1.0000e+00 6.0242e-01 1.4519e+00 7.9085e-01 1.5228e+00 7.4287e-01 1.3861e+00 7.2818e-01 1.3204e+00 7.8235e-01 1.5256e+00 5.5130e-01 1.1528e+00
1.1220e+02 1.1220e+02 -1.0000e+00 6.1815e-01 6.1269e-01 7.8517e-01 7.7722e-01 7.0648e-01 6.0377e-01 6.7720e-01 2.3541e-01 8.7646e-01 9.0923e-01 5.8429e-01 2.1067e-01
1.1220e+02 1.1220e+02 -1.0000e+00 1.6179e+00 4.2697e+00 9.9708e+03 2.6880e+02 1.2801e+02 3.3615e+00 1.2771e+02 3.3468e+00 2.3851e+02 2.6860e+02 2.2720e+00 4.6564e-01
1.1220e+02 1.1220e+02 -1.0000e+00 8.9802e-01 6.7873e-01 8.5438e+00 1.1167e+00 5.3694e+00 8.5150e-01 5.5555e+00 5.1217e-01 8.6422e+00 1.1440e+00 1.7544e-01 4.2891e-01
1.2589e+02 1.2589e+02 -2.0000e+00 1.7303e+00 4.8040e-01 1.0444e+03 8.1777e-01 1.6204e+02 5.1307e-01 1.6201e+02 5.1667e-01 2.0644e+01 8.4526e-01 5.7958e+00 2.7261e-01
1.2589e+02 1.2589e+02 -2.0000e+00 7.5453e-01 7.4981e-01 1.1026e+00 9.5225e-01 1.0563e+00 7.1175e-01 1.0550e+00 5.5915e-01 1.0937e+00 1.0219e+00 7.2381e-01 5.4642e-01
1.2589e+02 1.2589e+02 -2.0000e+00 6.3006e-01 9.9904e-01 8.2284e-01 1.0594e+00 7.1179e-01 9.4613e-01 7.1756e-01 8.4985e-01 6.8653e-01 1.1997e+00 6.0095e-01 8.4088e-01
1.2589e+02 1.2589e+02 -2.0000e+00 7.2937e-01 7.9801e-01 1.1352e+00 1.0676e+00 1.6270e+00 7.3079e-01 1.5130e+00 4.7935e-01 1.1068e+00 1.0465e+00 5.4213e-01 5.4037e-01
1.2589e+02 1.2589e+02 -2.0000e+00 7.6374e-01 1.2283e+00 2.2220e+00 1.3310e+00 2.2635e+00 1.1781e+00 2.1157e+00 1.0742e+00 2.2391e+00 1.3393e+00 9.3139e-01 1.3261e+00
1.2589e+02 1.2589e+02 -2.0000e+00 7.5152e-01 4.2885e-01 4.7027e+00 1.5976e+00 4.4329e+00 5.5111e-01 4.3777e+00 5.3440e-01 4.6655e+00 1.5066e+00 1.1193e+00 3.5242e-01
1.2589e+02 1.2589e+02 -2.0000e+00 7.6312e-01 1.2343e+00 1.2082e+00 1.5905e+00 1.5033e+00 1.3619e+00 1.4861e+00 1.1963e+00 1.2650e+00 1.5839e+00 3.1388e-01 8.8788e-01
1.2589e+02 1.2589e+02 -2.0000e+00 7.9176e-01 8.3458e-01 3.3469e+00 1.2105e+00 2.1271e+00 8.5707e-01 2.0369e+00 8.1183e-01 3.3245e+00 1.2025e+00 6.2483e-01 8.3610e-01
1.2589e+02 1.2589e+02 -2.0000e+00 7.9403e-01 1.0254e+00 1.8814e+01 1.1539e+00 4.8663e+00 9.3183e-01 4.8363e+00 8.9312e-01 5.1310e+00 1.1333e+00 1.1494e+00 7.6625e-01
1.2589e+02 1.2589e+02 -2.0000e+00 7.0649e-01 5.5574e-01 1.2316e+00 9.5873e-01 9.7397e-01 6.4506e-01 9.5645e-01 6.0750e-01 1.2676e+00 9.8500e-01 7.4391e-01 7.1394e-01
1.4125e+02 1.4125e+02 -3.0000e+00 8.2752e-01 1.0798e+00 1.4831e+00 1.7943e+00 1.1982e+00 1.1659e+00 1.0866e+00 6.0667e-01 1.5076e+00 1.7692e+00 7.3676e-01 5.4900e-01
1.4125e+02 1.4125e+02 -3.0000e+00 1.6865e+00 1.6515e+00 6.1452e+03 1.5889e+00 2.3256e+02 1.7446e+00 2.3539e+02 1.7083e+00 2.7754e+01 1.6075e+00 5.0800e+00 1.8119e+00
1.4125e+02 1.4125e+02 -3.0000e+00 9.7694e-01 5.4860e-01 2.5083e+01 1.0662e+00 3.1183e+00 6.4596e-01 2.9596e+00 6.0851e-01 1.0766e+01 1.1492e+00 6.0126e-01 5.8531e-01
1.4125e+02 1.4125e+02 -3.0000e+00 1.3467e+00 1.1053e+00 3.0286e+02 1.6392e+00 1.3547e+02 1.3310e+00 1.3608e+02 1.1951e+00 1.5241e+01 1.6393e+00 1.7010e-01 1.2957e+00
1.4125e+02 1.4125e+02 -3.0000e+00 9.3968e-01 9.1801e-01 3.1694e+00 1.5002e+00 1.6546e+01 1.0421e+00 1.6593e+01 1.0222e+00 6.7913e+00 1.4778e+00 1.2351e+00 1.0881e+00
1.4125e+02 1.4125e+02 -3.0000e+00 1.2248e+00 1.4286e+00 7.2452e+02 2.0695e+00 7.4954e+00 1.5544e+00 6.2071e+00 1.1032e+00 1.2742e+01 1.9541e+00 2.1878e-01 6.3938e-01
1.4125e+02 1.4125e+02 -3.0000e+00 8.9121e-01 1.3638e+00 2.4707e+00 1.4376e+00 1.2833e+00 1.2601e+00 8.7453e-01 1.1412e+00 2.4621e+00 1.4397e+00 4.8274e-01 1.2077e+00
1.4125e+02 1.4125e+02 -3.0000e+00 9.1124e-01 1.0092e+00 5.4838e+01 9.8225e-01 2.2622e+00 9.4646e-01 2.1806e+00 6.0227e-01 2.4778e+00 1.0814e+00 3.4839e-01 4.6807e-01
1.4125e+02 1.4125e+02 -3.0000e+00 8.0237e-01 1.7561e+00 2.6878e+00 2.4231e+00 1.9754e+00 2.0137e+00 1.8838e+00 1.9704e+00 2.7470e+00 2.4359e+00 4.9784e-01 1.6656e+00
1.4125e+02 1.4125e+02 -3.0000e+00 1.0114e+00 1.4704e+00 1.6156e+02 1.5662e+00 3.0735e+01 1.4874e+00 3.0545e+01 1.2912e+00 1.7125e+01 1.5504e+00 1.8561e+00 1.4327e+00
1.5849e+02 1.5849e+02 -4.0000e+00 1.2028e+00 1.0474e+00 7.1127e+02 1.8406e+00 1.3902e+02 7.3263e-01 1.3865e+02 5.6809e-01 1.2126e+01 1.8630e+00 1.9393e+00 6.2636e-01
1.5849e+02 1.5849e+02 -4.0000e+00 8.8022e-01 2.0169e+00 1.7445e+01 2.2453e+00 1.2341e+00 1.9383e+00 1.1232e+00 1.9184e+00 1.3548e+00 2.3095e+00 7.6920e-01 2.0628e+00
1.5849e+02 1.5849e+02 -4.0000e+00 2.4532e+00 6.5018e+00 2.5829e+03 1.3166e+01 3.0841e+02 6.8725e+00 3.0841e+02 6.6246e+00 3.5244e+01 1.5053e+01 1.0614e+01 6.1277e-01
1.5849e+02 1.5849e+02 -4.0000e+00 9.7451e-01 1.7234e+00 5.8693e+01 2.3139e+00 1.5350e+00 1.8351e+00 1.5347e+00 1.7907e+00 2.8381e+00 2.3456e+00 1.1450e+00 1.7742e+00
1.5849e+02 1.5849e+02 -4.0000e+00 1.5170e+00 9.8818e-01 2.8200e+03 1.5275e+00 1.3231e+02 1.1690e+00 1.3314e+02 1.1082e+00 1.8935e+01 1.5032e+00 5.3428e-01 8.0907e-01
1.5849e+02 1.5849e+02 -4.0000e+00 9.8967e-01 9.1196e-01 1.1362e+01 1.3596e+00 4.1473e+00 1.1373e+00 4.1226e+00 1.0870e+00 7.8329e+00 1.5745e+00 1.4573e+00 8.9977e-01
1.5849e+02 1.5849e+02 -4.0000e+00 1.6057e+00 7.5751e-01 3.3704e+03 1.3497e+00 3.7560e+01 6.5691e-01 3.7006e+01 4.6927e-01 2.9003e+01 1.3078e+00 4.2054e+00 4.3934e-01
1.5849e+02 1.5849e+02 -4.0000e+00 8.6081e-01 1.4468e+00 2.5936e+00 1.9719e+00 8.1737e-01 1.3907e+00 6.9086e-01 1.3755e+00 8.1590e-01 1.9739e+00 7.8683e-01 1.3066e+00
1.5849e+02 1.5849e+02 -4.0000e+00 8.4844e-01 1.6149e+00 1.4453e+00 1.6660e+00 1.6491e+00 1.4485e+00 1.6233e+00 1.3867e+00 1.4010e+00 1.7699e+00 9.7823e-01 1.3835e+00
1.5849e+02 1.5849e+02 -4.0000e+00 8.3967e-01 1.2205e+00 1.7042e+01 1.8126e+00 2.7509e+00 1.1601e+00 2.7132e+00 1.1306e+00 1.2713e+00 1.8963e+00 8.7282e-01 1.1306e+00
1.7783e+02 1.7783e+02 -5.0000e+00 1.3960e+00 2.2769e+00 1.9172e+02 1.7103e+00 6.5956e+01 1.9396e+00 6.5661e+01 1.9167e+00 1.6189e+01 1.8804e+00 2.2044e+00 1.6528e+00
1.7783e+02 1.7783e+02 -5.0000e+00 1.0302e+00 1.3174e+00 4.1849e+01 1.8025e+00 1.6844e+00 1.5567e+00 1.3520e+00 1.1766e+00 1.8966e+00 1.7992e+00 7.5563e-01 1.1177e+00
1.7783e+02 1.7783e+02 -5.0000e+00 2.1291e+00 7.4462e-01 2.4992e+03 1.3485e+00 3.0330e+02 8.7863e-01 3.0073e+02 8.3793e-01 2.9731e+01 1.3507e+00 2.5010e+00 7.9319e-01
1.7783e+02 1.7783e+02 -5.0000e+00 1.1765e+00 2.0263e+00 1.5151e+02 2.5277e+00 4.4540e+01 2.0928e+00 4.4469e+01 2.0623e+00 5.1281e+00 2.5181e+00 1.8267e+00 2.1721e+00
