# noise_perc_th noise_perc SNR_dB SINDy_ku0_f1 SINDy_ku0_f2 SINDy_f1 SINDy_f2 SINDy_Sym_f1 SINDy_Sym_f2 SINDy_Sym_f1_SR SINDy_Sym_f2_SR Poly_f1 Poly_f2 Param_f1 Param_f2
3.1623e+00 3.1623e+00 3.0000e+01 1.7531e-01 1.8453e+00 3.1314e-01 2.7563e-01 2.7416e-01 1.8552e-01 2.2629e-01 1.8560e-01 2.1732e-01 4.9727e-01 2.7221e-03 3.1104e-02
3.5481e+00 3.5481e+00 2.9000e+01 1.6670e-01 1.6858e+01 3.0918e-01 2.7490e-01 2.5689e-01 1.8640e-01 2.5537e-01 1.9201e-01 2.3060e-01 5.1778e-01 3.0835e-03 3.2431e-02
3.5481e+00 3.5481e+00 2.9000e+01 1.6485e-01 7.0412e+00 3.1270e-01 2.4877e-01 2.4790e-01 1.7416e-01 2.2683e-01 1.8467e-01 2.1660e-01 5.0026e-01 2.5409e-04 2.4104e-02
3.5481e+00 3.5481e+00 2.9000e+01 1.6907e-01 7.5010e+00 2.8410e-01 2.8734e-01 2.4836e-01 1.9773e-01 2.3178e-01 1.9795e-01 2.4217e-01 5.4638e-01 2.1409e-04 4.1218e-02
3.5481e+00 3.5481e+00 2.9000e+01 1.6934e-01 1.6045e+00 2.9869e-01 2.6731e-01 2.6351e-01 1.8173e-01 2.3612e-01 1.7834e-01 2.3189e-01 5.1437e-01 1.1685e-03 3.2082e-02
3.5481e+00 3.5481e+00 2.9000e+01 1.7230e-01 6.4068e+00 2.9860e-01 2.6466e-01 2.6103e-01 1.8195e-01 2.5416e-01 1.7641e-01 2.2736e-01 5.0999e-01 6.3828e-03 2.8791e-02
3.5481e+00 3.5481e+00 2.9000e+01 1.6926e-01 9.0959e+00 3.2429e-01 2.9152e-01 2.6484e-01 2.0489e-01 2.5381e-01 1.9895e-01 2.1400e-01 5.0937e-01 2.3184e-03 4.3864e-02
3.5481e+00 3.5481e+00 2.9000e+01 1.7166e-01 5.3148e+00 3.0324e-01 2.7502e-01 2.6702e-01 1.8922e-01 2.5135e-01 1.8524e-01 2.1258e-01 5.0553e-01 2.4509e-03 3.4358e-02
3.5481e+00 3.5481e+00 2.9000e+01 1.7028e-01 3.4122e+00 3.2175e-01 2.8673e-01 2.5620e-01 1.9590e-01 2.4677e-01 1.9968e-01 2.2385e-01 5.0632e-01 5.7788e-04 4.0497e-02
3.5481e+00 3.5481e+00 2.9000e+01 1.6631e-01 9.6100e+00 2.9025e-01 2.5148e-01 2.4715e-01 1.6408e-01 2.3880e-01 1.5864e-01 2.2183e-01 4.9068e-01 8.5441e-03 1.7585e-02
3.5481e+00 3.5481e+00 2.9000e+01 1.7034e-01 1.2262e+01 3.1095e-01 3.0301e-01 2.5883e-01 2.1155e-01 2.5558e-01 2.4549e-01 2.2032e-01 5.0927e-01 7.2448e-03 4.7703e-02
3.9811e+00 3.9811e+00 2.8000e+01 1.7595e-01 5.1589e+00 2.9691e-01 3.0241e-01 2.5711e-01 2.0481e-01 2.3656e-01 2.0496e-01 2.2546e-01 5.4090e-01 6.8645e-03 4.0728e-02
3.9811e+00 3.9811e+00 2.8000e+01 1.7812e-01 6.3748e+00 3.0704e-01 2.8218e-01 2.7704e-01 1.8664e-01 2.6912e-01 1.9132e-01 2.3365e-01 5.0752e-01 4.1346e-03 3.5414e-02
3.9811e+00 3.9811e+00 2.8000e+01 1.6451e-01 8.3269e+00 2.9761e-01 3.0424e-01 2.5553e-01 2.1601e-01 2.5305e-01 2.0605e-01 2.2559e-01 5.3252e-01 5.1519e-03 4.6362e-02
3.9811e+00 3.9811e+00 2.8000e+01 1.7089e-01 9.4657e+00 3.0390e-01 2.8991e-01 2.5846e-01 1.9750e-01 2.4262e-01 2.0174e-01 2.3915e-01 5.3602e-01 2.9415e-03 3.8257e-02
3.9811e+00 3.9811e+00 2.8000e+01 1.6569e-01 1.3049e+01 3.2505e-01 2.7818e-01 2.6975e-01 1.8807e-01 2.5569e-01 1.8320e-01 1.9608e-01 4.8918e-01 5.2917e-03 3.1457e-02
3.9811e+00 3.9811e+00 2.8000e+01 1.6718e-01 8.4050e+00 3.0478e-01 3.0522e-01 2.6981e-01 2.0824e-01 2.4953e-01 2.0192e-01 2.1756e-01 5.3034e-01 3.2228e-03 4.5243e-02
3.9811e+00 3.9811e+00 2.8000e+01 1.6379e-01 1.0429e+01 3.1068e-01 3.0113e-01 2.5088e-01 2.1490e-01 2.4034e-01 2.0822e-01 1.9530e-01 5.0311e-01 5.3432e-03 4.3580e-02
3.9811e+00 3.9811e+00 2.8000e+01 1.7432e-01 6.3241e+00 3.0357e-01 2.7321e-01 2.6366e-01 1.8425e-01 2.5075e-01 1.9619e-01 2.2810e-01 5.0514e-01 1.9280e-04 3.5216e-02
3.9811e+00 3.9811e+00 2.8000e+01 1.6767e-01 1.9096e+00 3.2832e-01 2.7419e-01 2.7556e-01 1.9134e-01 2.5769e-01 1.8709e-01 2.2050e-01 5.0382e-01 1.3642e-03 3.9243e-02
3.9811e+00 3.9811e+00 2.8000e+01 1.6663e-01 5.4279e+00 3.1193e-01 2.7086e-01 2.5372e-01 1.9243e-01 2.3183e-01 1.9426e-01 1.9589e-01 4.9503e-01 4.4515e-04 3.3828e-02
4.4668e+00 4.4668e+00 2.7000e+01 1.7013e-01 8.3655e+00 3.2874e-01 2.9406e-01 2.6100e-01 2.0523e-01 2.4314e-01 2.0161e-01 2.0675e-01 5.0402e-01 2.3274e-03 4.4073e-02
4.4668e+00 4.4668e+00 2.7000e+01 1.6944e-01 6.4223e+00 3.0730e-01 3.0629e-01 2.5351e-01 2.2487e-01 2.3890e-01 2.0911e-01 2.2314e-01 5.4884e-01 8.1398e-03 4.9724e-02
4.4668e+00 4.4668e+00 2.7000e+01 1.7044e-01 1.0141e+01 3.0330e-01 3.0705e-01 2.6697e-01 2.1472e-01 2.7272e-01 2.0544e-01 2.1924e-01 5.2094e-01 7.7128e-03 4.8132e-02
4.4668e+00 4.4668e+00 2.7000e+01 1.7123e-01 8.6952e-01 3.2416e-01 2.9251e-01 2.7045e-01 2.0340e-01 2.5132e-01 2.0639e-01 2.1070e-01 4.9920e-01 8.9855e-03 3.9187e-02
4.4668e+00 4.4668e+00 2.7000e+01 1.6740e-01 1.0036e+01 3.1659e-01 2.9209e-01 2.4400e-01 1.9884e-01 2.2324e-01 1.9383e-01 1.8931e-01 4.7494e-01 4.4546e-03 3.6131e-02
4.4668e+00 4.4668e+00 2.7000e+01 1.7076e-01 6.5336e+00 3.0360e-01 2.8516e-01 2.5600e-01 1.9122e-01 2.3791e-01 1.9933e-01 2.1033e-01 5.0867e-01 5.5050e-03 3.3111e-02
4.4668e+00 4.4668e+00 2.7000e+01 1.6821e-01 1.1898e+00 3.3055e-01 2.4504e-01 2.6349e-01 1.7810e-01 2.3898e-01 1.8179e-01 2.0460e-01 4.9031e-01 2.3780e-03 2.9183e-02
4.4668e+00 4.4668e+00 2.7000e+01 1.6908e-01 4.4902e+00 3.1028e-01 2.9535e-01 2.4157e-01 1.9495e-01 2.4434e-01 2.0068e-01 2.3089e-01 5.3432e-01 1.3461e-03 3.3632e-02
4.4668e+00 4.4668e+00 2.7000e+01 1.6869e-01 1.6683e+01 2.8714e-01 3.0421e-01 2.4715e-01 2.0245e-01 2.2510e-01 1.9401e-01 2.1839e-01 5.2114e-01 3.1173e-03 3.3458e-02
4.4668e+00 4.4668e+00 2.7000e+01 1.6843e-01 2.5920e+00 3.2692e-01 2.7225e-01 2.6898e-01 1.9127e-01 2.5757e-01 1.9193e-01 1.9778e-01 4.8558e-01 9.6009e-03 2.8966e-02
5.0119e+00 5.0119e+00 2.6000e+01 1.7085e-01 3.3840e+00 3.1501e-01 2.8537e-01 2.5550e-01 2.0223e-01 2.2505e-01 1.9874e-01 2.4431e-01 5.4214e-01 3.5283e-04 4.0546e-02
5.0119e+00 5.0119e+00 2.6000e+01 1.7952e-01 1.9366e+00 3.0305e-01 2.8271e-01 2.6537e-01 2.0366e-01 2.5628e-01 2.0027e-01 2.2681e-01 5.3356e-01 2.2632e-03 4.0261e-02
5.0119e+00 5.0119e+00 2.6000e+01 1.6677e-01 5.7813e+00 3.1607e-01 2.6694e-01 2.5858e-01 1.7587e-01 2.3766e-01 1.7224e-01 2.1993e-01 4.9682e-01 1.3265e-02 3.0489e-02
5.0119e+00 5.0119e+00 2.6000e+01 1.6618e-01 6.4801e+00 3.0083e-01 2.8376e-01 2.5711e-01 2.1076e-01 2.7091e-01 1.9617e-01 2.1583e-01 5.1547e-01 5.9910e-04 3.5176e-02
5.0119e+00 5.0119e+00 2.6000e+01 1.7183e-01 5.0383e+00 2.7035e-01 2.9041e-01 2.2931e-01 1.9395e-01 2.2298e-01 2.0135e-01 2.2240e-01 5.2357e-01 8.5370e-03 3.0715e-02
5.0119e+00 5.0119e+00 2.6000e+01 1.7724e-01 6.9218e-01 2.8711e-01 2.9715e-01 2.5906e-01 2.0900e-01 2.4182e-01 2.0266e-01 2.2222e-01 5.3867e-01 5.0599e-03 4.4243e-02
5.0119e+00 5.0119e+00 2.6000e+01 1.6348e-01 9.3773e+00 3.2143e-01 2.8244e-01 2.4158e-01 2.1033e-01 2.3368e-01 2.0509e-01 2.0364e-01 5.0950e-01 7.5972e-03 3.7673e-02
5.0119e+00 5.0119e+00 2.6000e+01 1.6611e-01 6.6384e+00 3.1266e-01 3.1579e-01 2.4839e-01 2.2571e-01 2.3923e-01 2.4063e-01 2.1345e-01 5.2849e-01 5.3202e-03 4.6232e-02
5.0119e+00 5.0119e+00 2.6000e+01 1.6896e-01 3.2677e+00 2.7774e-01 2.9801e-01 2.5334e-01 2.0565e-01 2.5761e-01 1.9784e-01 2.3381e-01 5.3078e-01 6.0644e-03 3.7761e-02
5.0119e+00 5.0119e+00 2.6000e+01 1.7267e-01 1.0119e+01 2.6936e-01 2.9510e-01 2.5913e-01 2.0713e-01 2.5119e-01 2.1075e-01 2.3004e-01 5.2162e-01 4.8121e-03 3.8321e-02
5.6234e+00 5.6234e+00 2.5000e+01 1.7486e-01 2.3089e+00 2.9896e-01 2.9887e-01 2.6426e-01 2.1571e-01 2.4909e-01 2.0720e-01 2.2727e-01 5.3742e-01 7.2246e-03 4.1607e-02
5.6234e+00 5.6234e+00 2.5000e+01 1.7888e-01 1.5615e+00 3.1458e-01 2.7945e-01 2.7372e-01 1.9590e-01 2.4798e-01 1.9816e-01 2.3302e-01 5.3130e-01 3.1141e-03 3.3829e-02
5.6234e+00 5.6234e+00 2.5000e+01 1.7022e-01 1.5741e+01 2.6606e-01 2.8546e-01 2.2182e-01 1.8876e-01 2.0853e-01 1.8920e-01 2.1769e-01 5.0152e-01 1.2029e-02 3.4849e-02
5.6234e+00 5.6234e+00 2.5000e+01 1.7755e-01 4.3030e-01 3.3621e-01 2.9083e-01 2.6169e-01 1.9167e-01 2.6049e-01 1.9501e-01 2.1948e-01 4.9969e-01 1.2523e-02 2.0090e-02
5.6234e+00 5.6234e+00 2.5000e+01 1.6775e-01 3.9675e+01 2.9341e-01 2.7541e-01 2.2993e-01 1.7667e-01 1.8124e-01 1.7158e-01 2.2360e-01 5.0341e-01 1.3358e-02 3.5660e-02
5.6234e+00 5.6234e+00 2.5000e+01 1.6128e-01 1.9217e+01 3.1915e-01 2.9021e-01 2.4209e-01 1.9132e-01 2.0993e-01 1.9344e-01 2.0420e-01 4.7929e-01 5.1514e-03 3.9427e-02
5.6234e+00 5.6234e+00 2.5000e+01 1.6159e-01 1.7018e+01 3.4268e-01 3.1390e-01 2.3699e-01 2.0498e-01 2.3032e-01 2.0095e-01 2.0662e-01 4.8826e-01 5.7684e-03 4.1147e-02
5.6234e+00 5.6234e+00 2.5000e+01 1.8526e-01 4.4682e+00 3.0363e-01 3.0180e-01 2.9021e-01 2.0950e-01 2.3898e-01 1.9751e-01 2.3928e-01 5.1435e-01 2.2006e-03 3.1975e-02
5.6234e+00 5.6234e+00 2.5000e+01 1.6593e-01 2.6182e+01 3.0743e-01 3.0249e-01 2.7562e-01 2.1228e-01 2.7206e-01 2.3805e-01 2.4286e-01 5.3609e-01 7.4618e-03 4.7591e-02
5.6234e+00 5.6234e+00 2.5000e+01 1.7307e-01 4.8917e-01 3.4666e-01 3.1583e-01 2.4456e-01 2.1494e-01 2.1494e-01 2.0274e-01 2.0436e-01 5.0029e-01 2.6849e-03 4.4442e-02
6.3096e+00 6.3096e+00 2.4000e+01 1.6656e-01 1.5050e+01 3.1792e-01 3.0999e-01 2.4616e-01 2.0442e-01 2.4828e-01 2.0113e-01 2.0969e-01 4.8566e-01 1.0799e-02 3.7300e-02
6.3096e+00 6.3096e+00 2.4000e+01 1.6249e-01 2.9621e+01 3.3150e-01 2.9035e-01 2.6121e-01 2.1355e-01 2.5004e-01 2.0130e-01 2.2198e-01 5.2468e-01 3.4513e-03 4.0390e-02
6.3096e+00 6.3096e+00 2.4000e+01 1.6433e-01 9.0681e+00 3.2931e-01 2.8981e-01 2.5242e-01 1.8644e-01 2.4482e-01 1.9266e-01 2.1174e-01 4.9191e-01 1.3642e-02 3.0710e-02
6.3096e+00 6.3096e+00 2.4000e+01 1.7879e-01 2.5326e+00 3.0509e-01 2.9181e-01 2.6214e-01 2.0497e-01 2.6380e-01 1.9597e-01 2.7191e-01 5.3370e-01 4.2194e-03 4.3189e-02
6.3096e+00 6.3096e+00 2.4000e+01 1.6176e-01 1.4486e+01 3.1807e-01 3.1187e-01 2.1254e-01 1.9660e-01 2.1046e-01 1.9210e-01 2.1623e-01 5.2502e-01 1.1498e-02 2.9369e-02
6.3096e+00 6.3096e+00 2.4000e+01 1.7548e-01 4.2949e+00 3.2810e-01 2.6321e-01 2.7262e-01 1.8016e-01 2.3703e-01 1.7937e-01 2.3951e-01 4.8812e-01 3.4855e-02 2.2885e-02
6.3096e+00 6.3096e+00 2.4000e+01 1.6777e-01 6.6842e+00 3.0721e-01 2.8173e-01 2.4633e-01 2.1025e-01 2.4721e-01 1.9492e-01 2.0561e-01 5.2700e-01 9.4139e-03 3.7174e-02
6.3096e+00 6.3096e+00 2.4000e+01 1.6663e-01 8.2463e+00 3.1547e-01 2.7036e-01 2.5555e-01 1.8773e-01 2.5547e-01 1.8939e-01 2.3586e-01 5.0603e-01 5.1171e-03 2.5409e-02
6.3096e+00 6.3096e+00 2.4000e+01 1.6871e-01 1.6307e+01 3.4576e-01 3.2277e-01 2.6781e-01 2.1525e-01 2.7313e-01 2.0043e-01 2.1155e-01 5.0251e-01 8.6364e-03 3.9958e-02
6.3096e+00 6.3096e+00 2.4000e+01 1.7550e-01 6.3974e+00 3.2505e-01 2.8485e-01 2.5411e-01 1.9349e-01 2.5298e-01 1.9006e-01 1.9958e-01 4.8668e-01 5.1271e-03 3.2663e-02
7.0795e+00 7.0795e+00 2.3000e+01 1.7425e-01 8.1252e+00 3.5348e-01 3.0128e-01 2.5507e-01 1.9051e-01 2.5137e-01 1.7958e-01 2.0630e-01 4.6780e-01 1.0963e-02 1.0782e-02
7.0795e+00 7.0795e+00 2.3000e+01 1.7704e-01 4.3563e+00 3.5251e-01 3.3894e-01 2.6660e-01 2.4290e-01 2.5815e-01 2.5026e-01 2.0868e-01 5.3571e-01 1.5618e-02 6.1243e-02
7.0795e+00 7.0795e+00 2.3000e+01 1.7649e-01 8.5809e+00 2.8489e-01 3.0681e-01 2.4877e-01 2.2961e-01 2.5724e-01 2.2776e-01 2.3299e-01 5.4229e-01 1.0435e-02 5.2435e-02
7.0795e+00 7.0795e+00 2.3000e+01 1.7879e-01 3.4411e-01 3.2949e-01 3.2949e-01 2.5723e-01 2.3757e-01 2.7832e-01 2.4327e-01 2.2998e-01 5.7081e-01 1.0911e-02 5.6491e-02
7.0795e+00 7.0795e+00 2.3000e+01 1.7494e-01 1.5720e+01 3.1992e-01 2.8387e-01 2.7033e-01 1.8936e-01 2.5338e-01 1.8588e-01 2.4575e-01 4.9900e-01 3.0471e-02 2.4128e-02
7.0795e+00 7.0795e+00 2.3000e+01 1.7025e-01 7.6846e+00 3.3630e-01 3.2384e-01 2.4226e-01 2.2439e-01 2.4056e-01 2.1147e-01 2.2129e-01 5.3422e-01 6.5342e-03 4.7450e-02
7.0795e+00 7.0795e+00 2.3000e+01 1.6798e-01 6.9822e+00 3.3384e-01 3.3657e-01 2.3703e-01 2.1980e-01 2.2993e-01 2.0965e-01 1.9047e-01 5.0070e-01 1.1057e-02 4.1365e-02
7.0795e+00 7.0795e+00 2.3000e+01 1.7667e-01 7.3985e-01 3.2629e-01 3.4243e-01 2.7108e-01 2.3657e-01 2.6346e-01 2.5209e-01 2.5852e-01 5.7250e-01 5.2633e-03 5.9279e-02
7.0795e+00 7.0795e+00 2.3000e+01 1.7404e-01 7.1394e+00 2.9724e-01 3.1477e-01 2.5054e-01 2.3091e-01 2.3990e-01 2.1465e-01 2.2502e-01 5.2266e-01 1.3132e-02 5.1265e-02
7.0795e+00 7.0795e+00 2.3000e+01 1.6922e-01 4.1834e+01 3.0784e-01 3.0630e-01 2.4749e-01 2.1760e-01 2.4426e-01 2.1831e-01 2.1967e-01 5.1928e-01 7.2368e-03 3.7618e-02
7.9433e+00 7.9433e+00 2.2000e+01 1.8217e-01 6.1371e+00 3.5154e-01 2.6073e-01 2.8959e-01 1.6783e-01 2.7201e-01 1.8077e-01 2.4465e-01 5.1568e-01 1.7723e-02 2.0573e-02
7.9433e+00 7.9433e+00 2.2000e+01 1.8089e-01 3.4659e+00 3.1582e-01 3.1109e-01 2.6690e-01 1.8599e-01 2.6468e-01 1.8892e-01 2.0997e-01 4.8091e-01 1.3097e-02 3.3169e-02
7.9433e+00 7.9433e+00 2.2000e+01 1.8676e-01 4.1629e+00 3.1724e-01 2.9538e-01 2.8279e-01 1.9040e-01 2.7715e-01 1.9005e-01 2.3998e-01 4.8239e-01 1.5078e-02 3.3089e-02
7.9433e+00 7.9433e+00 2.2000e+01 1.8059e-01 2.4024e+01 3.3612e-01 2.6891e-01 3.0558e-01 1.8784e-01 2.9093e-01 1.8063e-01 2.6803e-01 5.0845e-01 1.9684e-02 2.5698e-02
7.9433e+00 7.9433e+00 2.2000e+01 1.9167e-01 1.1636e+00 2.9613e-01 2.3174e-01 2.4245e-01 1.5108e-01 2.2450e-01 1.4733e-01 3.0845e-01 5.1045e-01 2.6595e-02 1.5390e-02
7.9433e+00 7.9433e+00 2.2000e+01 1.7411e-01 9.9984e+00 3.0896e-01 3.0195e-01 2.7631e-01 2.2732e-01 2.6115e-01 2.1804e-01 2.4527e-01 5.4320e-01 1.3495e-02 4.4479e-02
7.9433e+00 7.9433e+00 2.2000e+01 1.7762e-01 2.4920e+00 3.2437e-01 2.7291e-01 2.7705e-01 1.8268e-01 2.5287e-01 1.8480e-01 2.1079e-01 4.7809e-01 5.3051e-03 1.9285e-02
7.9433e+00 7.9433e+00 2.2000e+01 1.7600e-01 2.1000e+00 3.2158e-01 2.9256e-01 2.5855e-01 1.9113e-01 2.5255e-01 1.8587e-01 2.0841e-01 4.8071e-01 1.4637e-02 2.5256e-02
7.9433e+00 7.9433e+00 2.2000e+01 1.7518e-01 8.4161e+00 3.2161e-01 3.0539e-01 2.8082e-01 2.3760e-01 2.8824e-01 2.2414e-01 2.6009e-01 5.4977e-01 9.8410e-03 5.4149e-02
7.9433e+00 7.9433e+00 2.2000e+01 1.8536e-01 7.0884e+00 2.9985e-01 3.1867e-01 3.0187e-01 2.2753e-01 2.9152e-01 2.1189e-01 2.5971e-01 5.7330e-01 1.2274e-02 5.2282e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.9354e-01 4.2679e+00 3.4995e-01 2.8825e-01 3.5770e-01 1.8553e-01 3.3288e-01 1.8642e-01 2.7261e-01 5.2101e-01 4.5799e-02 1.5619e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.7500e-01 1.1703e+01 2.9264e-01 3.4141e-01 2.7164e-01 2.2829e-01 2.6347e-01 2.5131e-01 2.4758e-01 5.3929e-01 5.2262e-03 5.9327e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.9742e-01 4.6439e-01 2.9253e-01 2.8432e-01 2.7503e-01 1.9861e-01 2.5674e-01 1.9099e-01 2.4133e-01 5.2204e-01 8.4348e-03 3.0747e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.9223e-01 1.7654e+00 3.3204e-01 2.5021e-01 2.7854e-01 1.7173e-01 3.0618e-01 1.8091e-01 2.4332e-01 4.9573e-01 1.1536e-02 1.5922e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.7346e-01 5.7484e+00 3.5116e-01 3.0700e-01 2.6780e-01 2.1578e-01 2.6401e-01 2.2652e-01 2.1006e-01 4.8325e-01 1.3386e-02 2.7826e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.8127e-01 1.0299e+01 3.0746e-01 3.1380e-01 2.4434e-01 2.1481e-01 2.1783e-01 2.1587e-01 2.5781e-01 5.2857e-01 3.0341e-03 4.5079e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.8994e-01 5.3582e+00 3.0786e-01 2.7654e-01 2.2395e-01 1.9827e-01 2.0870e-01 1.9532e-01 2.5832e-01 5.1317e-01 1.3701e-02 2.3853e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.8064e-01 1.5116e+00 3.3086e-01 3.0124e-01 2.5596e-01 1.9770e-01 2.5100e-01 1.9785e-01 2.1246e-01 4.9664e-01 3.0457e-02 2.8885e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.7382e-01 2.0937e+00 3.3179e-01 2.7448e-01 2.5845e-01 1.9166e-01 2.4350e-01 1.8864e-01 2.4091e-01 5.1384e-01 9.3566e-03 2.0123e-02
8.9125e+00 8.9125e+00 2.1000e+01 1.8032e-01 4.8659e+00 3.1686e-01 2.7546e-01 2.7954e-01 2.2543e-01 2.6216e-01 2.0437e-01 2.4308e-01 5.3000e-01 6.6805e-03 3.6091e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.8863e-01 5.6166e+00 2.8372e-01 3.0122e-01 2.4065e-01 2.2145e-01 2.5063e-01 2.1046e-01 2.4370e-01 5.4597e-01 1.1435e-02 4.8896e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.8284e-01 7.3425e+00 3.1512e-01 3.6042e-01 2.7506e-01 2.7949e-01 2.7012e-01 2.4390e-01 2.1085e-01 5.4501e-01 3.0331e-02 5.5544e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.8741e-01 1.0192e+01 3.0519e-01 3.5009e-01 2.5545e-01 2.1553e-01 2.3936e-01 1.8608e-01 2.0245e-01 5.0654e-01 2.0151e-02 3.2752e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.9847e-01 7.9879e-01 3.4500e-01 2.5996e-01 2.7846e-01 1.8983e-01 2.7623e-01 1.8172e-01 2.0261e-01 4.8785e-01 1.3780e-02 2.5006e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.8134e-01 7.4727e+00 3.2873e-01 3.5943e-01 2.5311e-01 2.4039e-01 2.4554e-01 2.2738e-01 2.4249e-01 5.3988e-01 1.9048e-02 5.8571e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.7793e-01 9.3843e+00 3.5753e-01 2.8071e-01 2.5632e-01 1.8110e-01 2.2971e-01 1.6363e-01 2.0754e-01 4.7653e-01 7.1121e-03 1.6732e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.8407e-01 2.4738e+00 3.3366e-01 2.6913e-01 2.7551e-01 1.7996e-01 2.7128e-01 1.8470e-01 2.1266e-01 4.5242e-01 1.0405e-02 1.5508e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.7641e-01 8.0983e-01 3.5587e-01 3.1379e-01 2.6173e-01 2.3605e-01 2.4935e-01 2.3562e-01 2.2863e-01 5.6492e-01 1.4525e-02 4.0902e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.9141e-01 3.6463e+00 3.3687e-01 2.9302e-01 2.9485e-01 1.9960e-01 2.8661e-01 1.9369e-01 2.5606e-01 5.4800e-01 1.8490e-02 3.3677e-02
1.0000e+01 1.0000e+01 2.0000e+01 2.0343e-01 1.2042e+00 3.4534e-01 2.7091e-01 3.0574e-01 1.7690e-01 2.7308e-01 1.6377e-01 2.2557e-01 4.5733e-01 1.5194e-02 1.4148e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.8468e-01 2.2983e+00 3.0966e-01 2.9329e-01 2.4177e-01 1.8762e-01 2.3749e-01 1.6398e-01 2.4488e-01 5.1380e-01 8.7648e-03 2.0679e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.8669e-01 8.3292e+00 2.8804e-01 2.0854e-01 2.2586e-01 1.4276e-01 2.2602e-01 1.3328e-01 2.6901e-01 5.0796e-01 2.1337e-02 3.3295e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.8898e-01 1.3444e+00 2.8581e-01 3.1293e-01 2.5551e-01 2.1041e-01 2.5450e-01 2.1417e-01 2.6200e-01 5.6348e-01 9.5931e-03 4.5230e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.8951e-01 1.1912e+00 3.2584e-01 2.6773e-01 2.7565e-01 1.7692e-01 2.7694e-01 1.8176e-01 2.4318e-01 5.0371e-01 1.7316e-02 1.1600e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.9332e-01 6.1572e+00 2.9149e-01 2.6494e-01 2.1240e-01 1.7336e-01 1.9819e-01 1.7714e-01 2.3510e-01 4.9557e-01 1.9910e-02 7.7972e-03
1.1220e+01 1.1220e+01 1.9000e+01 1.9959e-01 1.5989e+00 3.8124e-01 3.1688e-01 2.9239e-01 2.2464e-01 2.8645e-01 2.1997e-01 2.2874e-01 4.9498e-01 1.5008e-02 4.9197e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.9384e-01 9.7428e-01 3.0422e-01 2.7832e-01 2.7538e-01 1.8482e-01 2.6389e-01 1.8401e-01 2.0150e-01 4.6978e-01 1.5998e-02 2.3950e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.8969e-01 2.5587e+00 3.6121e-01 3.1362e-01 2.7395e-01 2.0211e-01 2.6963e-01 2.1014e-01 2.2182e-01 4.8352e-01 1.0047e-02 4.4136e-02
1.1220e+01 1.1220e+01 1.9000e+01 2.3545e-01 1.6390e+00 1.3748e+00 2.1659e-01 1.0725e+00 1.2671e-01 1.0620e+00 9.1794e-02 1.3059e+00 4.5604e-01 5.0332e-02 4.1333e-02
1.1220e+01 1.1220e+01 1.9000e+01 2.0117e-01 1.3701e+00 3.6003e-01 3.4347e-01 3.1916e-01 2.4590e-01 3.1533e-01 2.4990e-01 2.8486e-01 5.3346e-01 2.4949e-02 6.4075e-02
1.2589e+01 1.2589e+01 1.8000e+01 2.1221e-01 5.0020e-01 4.3575e-01 3.4535e-01 3.7366e-01 2.0916e-01 3.7342e-01 2.1214e-01 2.5562e-01 5.0898e-01 7.1393e-02 3.9726e-02
1.2589e+01 1.2589e+01 1.8000e+01 2.1401e-01 2.1655e+00 3.3873e-01 2.9001e-01 3.0463e-01 1.7986e-01 2.7974e-01 1.8617e-01 2.4012e-01 4.6647e-01 2.6073e-02 2.6205e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.8876e-01 2.6815e+00 3.2941e-01 3.5016e-01 3.0546e-01 2.6330e-01 2.9946e-01 2.4337e-01 2.3449e-01 5.3283e-01 2.6081e-02 5.5558e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.9872e-01 3.5805e+00 3.3228e-01 3.2473e-01 2.7952e-01 2.0943e-01 2.6600e-01 2.0388e-01 2.4810e-01 5.2823e-01 1.1430e-03 3.2889e-02
