# noise_perc_th noise_perc SNR_dB NN_nosym_f1 NN_nosym_f2 NN_postSR_f1_nosym NN_postSR_f2_nosym NN_sym_f1 NN_sym_f2 NN_postSR_f1 NN_postSR_f2 Param_f1 Param_f2
4.4668e+00 4.4668e+00 2.7000e+01 3.1081e-01 1.6389e-01 3.3124e-01 1.3025e-01 2.6931e-01 1.0040e-01 3.0742e-01 7.2641e-02 3.3413e-01 3.2717e-02
4.4668e+00 4.4668e+00 2.7000e+01 3.2646e-01 2.0159e-01 3.4573e-01 1.8008e-01 2.6084e-01 1.0333e-01 3.0251e-01 8.1009e-02 3.3076e-01 3.0340e-02
4.4668e+00 4.4668e+00 2.7000e+01 2.9370e-01 1.7536e-01 3.0383e-01 1.0295e-01 2.6878e-01 1.1959e-01 3.0326e-01 1.1086e-01 3.4282e-01 3.5312e-02
4.4668e+00 4.4668e+00 2.7000e+01 2.8776e-01 1.5818e-01 3.0400e-01 9.3316e-02 2.5574e-01 1.0367e-01 3.0443e-01 8.6360e-02 3.3388e-01 4.1099e-02
4.4668e+00 4.4668e+00 2.7000e+01 2.5441e-01 1.6390e-01 3.1220e-01 4.2155e-02 2.3592e-01 1.1793e-01 2.7580e-01 3.3859e-02 3.1747e-01 2.4899e-02
4.4668e+00 4.4668e+00 2.7000e+01 2.8422e-01 1.4042e-01 3.0645e-01 9.9018e-02 2.7196e-01 1.0366e-01 3.0722e-01 5.3836e-02 3.5763e-01 2.8113e-02
4.4668e+00 4.4668e+00 2.7000e+01 4.8363e-01 3.7365e-01 4.6669e-01 3.1446e-01 2.8765e-01 1.6298e-01 2.9725e-01 1.0764e-01 3.3532e-01 4.5159e-02
4.4668e+00 4.4668e+00 2.7000e+01 2.7554e-01 1.5558e-01 2.7371e-01 1.0358e-01 2.5369e-01 1.0205e-01 2.7248e-01 6.6736e-02 3.3188e-01 3.2244e-02
4.4668e+00 4.4668e+00 2.7000e+01 2.7486e-01 1.4991e-01 3.0319e-01 7.3447e-02 2.5510e-01 8.0280e-02 2.5412e-01 9.3186e-03 3.3458e-01 3.6369e-02
4.4668e+00 4.4668e+00 2.7000e+01 4.6084e-01 1.8255e-01 3.9398e-01 3.6778e-02 4.2359e-01 1.3272e-01 3.9207e-01 3.5735e-02 3.2044e-01 1.9181e-02
5.0119e+00 5.0119e+00 2.6000e+01 2.9004e-01 1.3127e-01 2.6203e-01 1.6942e-02 2.7858e-01 9.8393e-02 3.0739e-01 9.3123e-03 3.5532e-01 2.9879e-02
5.0119e+00 5.0119e+00 2.6000e+01 4.9311e-01 3.4230e-01 5.2608e-01 3.1972e-01 2.7612e-01 1.0956e-01 3.1680e-01 8.4784e-02 3.4905e-01 2.6944e-02
5.0119e+00 5.0119e+00 2.6000e+01 2.8620e-01 1.3889e-01 3.0421e-01 6.3559e-02 2.7370e-01 9.6479e-02 2.6169e-01 9.1961e-02 3.6218e-01 3.1998e-02
5.0119e+00 5.0119e+00 2.6000e+01 3.3550e-01 2.5652e-01 3.6013e-01 2.3083e-01 2.4480e-01 1.0692e-01 2.9237e-01 1.0081e-01 3.4867e-01 2.7358e-02
5.0119e+00 5.0119e+00 2.6000e+01 2.7154e-01 1.1695e-01 3.0375e-01 1.0258e-02 2.5122e-01 9.9502e-02 3.0229e-01 1.7429e-03 3.1973e-01 3.3288e-02
5.0119e+00 5.0119e+00 2.6000e+01 2.7197e-01 1.5134e-01 3.0108e-01 8.8766e-02 2.5448e-01 1.0009e-01 2.5616e-01 1.0238e-01 3.3158e-01 3.2356e-02
5.0119e+00 5.0119e+00 2.6000e+01 4.7383e-01 4.1538e-01 5.1127e-01 3.7700e-01 2.6436e-01 1.0322e-01 2.7668e-01 5.9331e-02 3.2141e-01 3.2579e-02
5.0119e+00 5.0119e+00 2.6000e+01 2.8960e-01 1.5842e-01 2.8276e-01 1.0821e-01 2.6849e-01 1.1943e-01 3.0480e-01 9.0309e-02 3.4365e-01 3.4587e-02
5.0119e+00 5.0119e+00 2.6000e+01 3.4333e-01 2.2560e-01 3.5361e-01 1.7771e-01 2.7481e-01 1.1894e-01 2.9533e-01 6.3017e-02 3.4381e-01 3.0427e-02
5.0119e+00 5.0119e+00 2.6000e+01 3.9474e-01 2.9415e-01 3.9314e-01 2.6252e-01 2.8182e-01 1.1539e-01 2.7857e-01 7.5844e-02 3.3610e-01 3.6203e-02
5.6234e+00 5.6234e+00 2.5000e+01 3.0630e-01 1.3848e-01 3.0818e-01 8.3869e-02 2.9462e-01 1.1655e-01 3.0864e-01 1.0593e-01 3.5836e-01 3.0517e-02
5.6234e+00 5.6234e+00 2.5000e+01 2.4842e-01 1.4076e-01 3.0056e-01 2.6890e-02 2.3283e-01 1.1868e-01 3.0142e-01 8.0276e-02 3.1665e-01 3.3270e-02
5.6234e+00 5.6234e+00 2.5000e+01 3.9058e-01 2.6949e-01 3.8136e-01 2.2249e-01 2.8931e-01 1.1123e-01 3.0192e-01 9.2829e-02 3.6230e-01 3.3959e-02
5.6234e+00 5.6234e+00 2.5000e+01 3.1606e-01 1.7910e-01 3.3595e-01 6.5553e-02 2.9516e-01 1.4606e-01 3.0948e-01 4.0561e-02 3.6837e-01 2.7000e-02
5.6234e+00 5.6234e+00 2.5000e+01 3.1506e-01 2.0678e-01 3.3714e-01 1.4957e-01 2.6437e-01 9.8581e-02 2.9984e-01 9.1694e-02 3.1516e-01 2.8748e-02
5.6234e+00 5.6234e+00 2.5000e+01 5.0030e-01 3.8953e-01 4.9846e-01 3.6011e-01 2.8613e-01 1.0398e-01 3.0010e-01 6.8748e-02 3.3512e-01 4.2474e-02
5.6234e+00 5.6234e+00 2.5000e+01 5.5813e-01 5.2508e-01 5.5828e-01 4.9815e-01 2.8813e-01 1.4761e-01 2.5519e-01 1.0911e-02 3.6266e-01 3.6771e-02
5.6234e+00 5.6234e+00 2.5000e+01 3.4387e-01 2.6319e-01 3.5343e-01 2.0448e-01 2.5155e-01 1.2455e-01 3.0040e-01 1.0288e-01 3.1475e-01 4.4610e-02
5.6234e+00 5.6234e+00 2.5000e+01 3.5408e-01 1.4720e-01 3.0291e-01 2.1740e-03 3.0563e-01 1.2165e-01 2.7948e-01 9.9568e-02 3.4464e-01 3.7415e-02
5.6234e+00 5.6234e+00 2.5000e+01 2.8408e-01 1.6167e-01 3.0494e-01 6.0802e-02 2.6661e-01 1.1561e-01 3.0632e-01 1.3044e-02 3.3001e-01 3.0728e-02
6.3096e+00 6.3096e+00 2.4000e+01 3.2782e-01 2.0158e-01 3.0691e-01 1.2170e-01 2.7944e-01 1.1064e-01 3.0422e-01 2.4821e-02 3.3718e-01 2.3575e-02
6.3096e+00 6.3096e+00 2.4000e+01 3.7113e-01 2.1313e-01 3.7369e-01 1.5792e-01 2.9754e-01 9.5982e-02 3.0764e-01 7.5525e-02 3.6052e-01 3.2406e-02
6.3096e+00 6.3096e+00 2.4000e+01 3.1909e-01 2.1874e-01 3.0355e-01 1.3956e-01 2.8373e-01 1.5330e-01 3.0283e-01 1.2284e-01 3.3930e-01 4.3116e-02
6.3096e+00 6.3096e+00 2.4000e+01 4.5417e-01 3.2599e-01 4.5638e-01 2.8281e-01 3.0914e-01 1.1175e-01 3.0036e-01 8.6465e-02 3.5446e-01 4.0078e-02
6.3096e+00 6.3096e+00 2.4000e+01 3.8602e-01 3.1829e-01 3.7587e-01 2.1223e-01 2.9970e-01 1.4367e-01 2.6686e-01 1.5085e-02 3.5706e-01 2.6179e-02
6.3096e+00 6.3096e+00 2.4000e+01 3.1807e-01 1.7312e-01 3.1076e-01 1.1876e-01 2.9772e-01 1.2661e-01 2.7018e-01 9.5917e-02 3.5689e-01 3.7257e-02
6.3096e+00 6.3096e+00 2.4000e+01 4.0714e-01 2.7772e-01 3.0433e-01 1.3891e-01 3.3964e-01 1.4434e-01 3.0421e-01 1.1636e-01 3.6734e-01 4.4218e-02
6.3096e+00 6.3096e+00 2.4000e+01 3.1255e-01 1.7892e-01 3.1287e-01 8.1056e-02 2.9507e-01 1.1052e-01 3.0300e-01 6.8132e-02 3.4925e-01 2.4902e-02
6.3096e+00 6.3096e+00 2.4000e+01 3.9856e-01 2.8372e-01 3.9387e-01 2.3032e-01 2.8807e-01 1.2186e-01 3.0710e-01 1.8132e-02 3.8391e-01 2.1926e-02
6.3096e+00 6.3096e+00 2.4000e+01 3.1305e-01 1.7903e-01 2.8528e-01 1.1976e-01 2.8718e-01 1.0408e-01 3.0361e-01 8.9793e-02 3.2191e-01 3.7173e-02
7.0795e+00 7.0795e+00 2.3000e+01 3.2240e-01 1.7901e-01 3.3622e-01 4.5397e-03 2.9063e-01 1.6099e-01 2.8956e-01 3.3377e-03 3.3887e-01 2.7976e-02
7.0795e+00 7.0795e+00 2.3000e+01 3.9774e-01 2.8807e-01 3.4260e-01 2.4219e-01 3.3487e-01 1.5130e-01 3.0428e-01 9.5041e-02 3.8188e-01 2.7579e-02
7.0795e+00 7.0795e+00 2.3000e+01 3.6929e-01 2.0973e-01 3.3256e-01 1.1480e-01 3.0883e-01 1.4318e-01 3.3268e-01 8.1706e-02 3.5609e-01 2.6165e-02
7.0795e+00 7.0795e+00 2.3000e+01 3.1700e-01 1.3493e-01 2.7727e-01 1.2358e-02 2.9438e-01 1.1023e-01 3.0499e-01 1.3218e-02 3.3538e-01 3.2678e-02
7.0795e+00 7.0795e+00 2.3000e+01 3.7527e-01 2.0427e-01 3.4799e-01 1.2346e-01 3.0997e-01 1.4934e-01 3.0411e-01 1.0840e-01 3.4036e-01 3.4002e-02
7.0795e+00 7.0795e+00 2.3000e+01 3.2071e-01 1.8966e-01 3.1271e-01 1.0686e-01 2.9017e-01 1.3176e-01 3.0640e-01 7.1866e-02 3.3143e-01 2.4331e-02
7.0795e+00 7.0795e+00 2.3000e+01 3.4081e-01 2.0666e-01 3.0125e-01 1.2531e-01 2.9292e-01 1.3509e-01 2.5401e-01 9.2776e-02 3.4576e-01 2.1520e-02
7.0795e+00 7.0795e+00 2.3000e+01 3.5110e-01 1.7297e-01 3.0223e-01 1.0375e-01 3.2433e-01 1.3024e-01 3.0264e-01 1.7281e-02 3.6922e-01 3.5153e-02
7.0795e+00 7.0795e+00 2.3000e+01 5.9179e-01 4.7665e-01 5.7443e-01 4.2850e-01 3.1557e-01 1.6580e-01 3.0805e-01 1.0448e-01 3.4758e-01 3.8557e-02
7.0795e+00 7.0795e+00 2.3000e+01 3.0611e-01 1.6596e-01 3.2935e-01 6.0437e-02 2.8381e-01 1.2122e-01 2.9533e-01 9.3842e-02 3.3267e-01 2.4116e-02
7.9433e+00 7.9433e+00 2.2000e+01 6.5846e-01 5.7432e-01 6.4492e-01 4.9754e-01 3.2503e-01 1.7015e-01 2.9391e-01 1.0210e-01 3.8561e-01 5.0450e-02
7.9433e+00 7.9433e+00 2.2000e+01 3.4578e-01 1.9787e-01 3.2436e-01 1.3379e-02 3.1359e-01 1.4983e-01 3.0731e-01 4.3211e-03 3.5082e-01 4.0013e-02
7.9433e+00 7.9433e+00 2.2000e+01 4.2430e-01 2.8287e-01 4.1339e-01 2.0552e-01 3.2078e-01 1.7094e-01 3.1428e-01 1.8645e-02 3.4674e-01 3.2281e-02
7.9433e+00 7.9433e+00 2.2000e+01 4.5898e-01 4.2550e-01 4.3223e-01 3.4808e-01 3.0567e-01 1.4957e-01 3.0819e-01 1.1223e-01 3.4506e-01 4.1524e-02
7.9433e+00 7.9433e+00 2.2000e+01 3.8100e-01 2.0766e-01 3.4681e-01 1.0343e-01 3.5210e-01 1.4351e-01 3.1335e-01 2.4212e-02 4.1045e-01 2.8006e-02
7.9433e+00 7.9433e+00 2.2000e+01 5.9154e-01 5.3467e-01 5.4756e-01 4.6591e-01 3.5087e-01 2.0722e-01 3.0605e-01 8.3085e-02 3.8485e-01 4.7423e-02
7.9433e+00 7.9433e+00 2.2000e+01 3.2181e-01 2.1524e-01 3.2221e-01 1.1919e-02 2.9102e-01 1.2690e-01 3.0811e-01 9.5037e-02 3.5036e-01 3.0689e-02
7.9433e+00 7.9433e+00 2.2000e+01 5.9415e-01 5.2865e-01 5.6844e-01 4.6439e-01 3.2708e-01 1.8020e-01 2.7614e-01 9.3043e-03 3.6322e-01 5.0610e-02
7.9433e+00 7.9433e+00 2.2000e+01 3.2762e-01 1.8474e-01 3.0908e-01 1.2782e-02 3.1956e-01 1.6947e-01 3.0956e-01 9.6373e-03 3.6183e-01 3.6049e-02
7.9433e+00 7.9433e+00 2.2000e+01 3.2016e-01 1.8493e-01 2.8684e-01 1.0842e-01 3.1037e-01 1.2881e-01 3.0441e-01 8.9584e-02 3.6380e-01 2.5980e-02
8.9125e+00 8.9125e+00 2.1000e+01 5.3342e-01 4.0309e-01 4.6245e-01 3.1413e-01 3.7059e-01 1.8921e-01 3.1115e-01 1.1987e-01 3.7869e-01 4.4596e-02
8.9125e+00 8.9125e+00 2.1000e+01 4.1244e-01 2.9835e-01 3.6541e-01 2.3194e-01 3.3757e-01 1.1166e-01 3.0878e-01 9.6850e-02 3.6156e-01 3.7842e-02
8.9125e+00 8.9125e+00 2.1000e+01 5.4462e-01 4.7970e-01 5.3099e-01 4.5750e-01 3.1231e-01 1.4675e-01 2.7461e-01 1.1797e-01 3.6372e-01 4.0496e-02
8.9125e+00 8.9125e+00 2.1000e+01 5.7196e-01 4.7340e-01 5.5114e-01 4.3387e-01 3.1256e-01 1.3425e-01 3.0865e-01 1.0349e-01 3.5413e-01 4.7340e-02
8.9125e+00 8.9125e+00 2.1000e+01 4.1879e-01 2.6333e-01 3.3168e-01 6.4598e-02 3.9302e-01 2.0170e-01 3.4009e-01 5.8415e-02 3.7396e-01 1.9674e-02
8.9125e+00 8.9125e+00 2.1000e+01 3.8162e-01 1.7712e-01 3.1432e-01 2.2510e-02 3.4726e-01 1.2472e-01 3.1679e-01 8.9136e-02 3.5677e-01 3.7572e-02
8.9125e+00 8.9125e+00 2.1000e+01 6.4862e-01 2.9347e-01 5.7801e-01 1.9663e-01 5.9223e-01 1.6096e-01 5.4030e-01 5.0676e-02 3.7583e-01 1.7218e-02
8.9125e+00 8.9125e+00 2.1000e+01 3.4650e-01 1.8155e-01 3.5577e-01 5.8411e-02 3.2943e-01 1.3222e-01 2.6804e-01 8.4300e-02 3.6356e-01 2.3103e-02
8.9125e+00 8.9125e+00 2.1000e+01 4.3171e-01 2.2361e-01 3.5795e-01 1.4754e-01 3.7194e-01 1.1255e-01 3.4113e-01 7.0476e-02 4.1166e-01 4.4186e-02
8.9125e+00 8.9125e+00 2.1000e+01 4.6489e-01 2.8132e-01 4.4312e-01 2.1596e-01 3.1041e-01 1.5058e-01 3.1429e-01 2.8257e-02 3.4841e-01 2.5150e-02
1.0000e+01 1.0000e+01 2.0000e+01 4.0599e-01 2.9166e-01 3.6429e-01 2.0623e-01 3.3284e-01 1.6081e-01 2.7170e-01 1.1268e-01 3.7562e-01 4.3162e-02
1.0000e+01 1.0000e+01 2.0000e+01 4.9766e-01 4.5831e-01 4.5506e-01 2.8524e-01 3.3587e-01 2.2408e-01 2.8841e-01 7.3244e-02 3.7899e-01 5.5005e-02
1.0000e+01 1.0000e+01 2.0000e+01 5.3042e-01 4.0213e-01 4.9869e-01 3.2880e-01 3.4579e-01 1.8028e-01 2.9676e-01 9.3159e-02 3.9557e-01 3.4310e-02
1.0000e+01 1.0000e+01 2.0000e+01 6.2976e-01 4.4546e-01 5.9171e-01 4.0034e-01 3.8471e-01 1.0931e-01 3.2984e-01 6.6657e-02 3.9487e-01 3.3027e-02
1.0000e+01 1.0000e+01 2.0000e+01 1.1066e+00 2.6939e-01 1.0567e+00 2.3383e-02 1.0406e+00 1.8891e-01 9.8136e-01 2.8253e-02 3.9435e-01 2.2763e-02
1.0000e+01 1.0000e+01 2.0000e+01 5.4303e-01 4.0769e-01 5.1520e-01 3.5359e-01 3.4014e-01 1.5303e-01 2.8507e-01 6.3249e-02 3.7440e-01 3.2660e-02
1.0000e+01 1.0000e+01 2.0000e+01 3.6153e-01 2.0705e-01 3.6776e-01 1.7861e-02 3.0453e-01 1.4862e-01 3.1281e-01 8.4780e-02 3.4001e-01 2.3647e-02
1.0000e+01 1.0000e+01 2.0000e+01 8.8765e-01 8.5754e-01 8.7440e-01 8.0976e-01 3.0894e-01 1.5420e-01 3.0856e-01 1.1648e-01 3.6480e-01 2.3780e-02
1.0000e+01 1.0000e+01 2.0000e+01 8.6393e-01 6.3654e-01 7.9036e-01 5.9538e-01 4.6930e-01 1.4858e-01 4.3419e-01 1.6667e-01 4.4706e-01 2.8439e-02
1.0000e+01 1.0000e+01 2.0000e+01 3.9942e-01 2.2465e-01 3.4499e-01 3.0449e-02 3.5283e-01 1.7117e-01 3.3882e-01 1.1443e-01 3.7626e-01 4.1781e-02
1.1220e+01 1.1220e+01 1.9000e+01 4.0726e-01 2.3859e-01 3.5264e-01 1.6228e-01 3.6781e-01 1.3745e-01 3.3395e-01 2.6900e-02 3.9556e-01 2.1920e-02
1.1220e+01 1.1220e+01 1.9000e+01 4.1972e-01 3.1392e-01 3.7473e-01 2.1951e-01 3.7756e-01 1.3792e-01 3.3920e-01 2.6170e-02 4.0330e-01 2.0400e-02
1.1220e+01 1.1220e+01 1.9000e+01 3.8332e-01 3.6679e-01 3.1343e-01 4.9839e-02 3.2586e-01 1.9647e-01 3.1343e-01 3.1191e-02 3.4164e-01 5.7936e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.6534e+00 2.5023e-01 1.5462e+00 2.7392e-02 1.6173e+00 1.4657e-01 1.5661e+00 1.5083e-02 3.5506e-01 2.0861e-02
1.1220e+01 1.1220e+01 1.9000e+01 4.3318e-01 2.7886e-01 3.5458e-01 1.9203e-01 3.9793e-01 1.8239e-01 3.3751e-01 1.4446e-01 4.1507e-01 3.6718e-02
1.1220e+01 1.1220e+01 1.9000e+01 5.4670e-01 4.9282e-01 5.0170e-01 4.1510e-01 3.7734e-01 1.6504e-01 3.3090e-01 1.6433e-02 3.6959e-01 4.4440e-02
1.1220e+01 1.1220e+01 1.9000e+01 6.7400e-01 6.7114e-01 6.4060e-01 5.9774e-01 3.5103e-01 1.9671e-01 2.9824e-01 8.8653e-02 3.6570e-01 2.6878e-02
1.1220e+01 1.1220e+01 1.9000e+01 1.1691e+00 6.4937e-01 1.1219e+00 5.5968e-01 8.8207e-01 1.6060e-01 8.5136e-01 6.0037e-02 4.4723e-01 2.1244e-02
1.1220e+01 1.1220e+01 1.9000e+01 4.7739e-01 4.2420e-01 4.2214e-01 3.7016e-01 3.9463e-01 2.3170e-01 3.6263e-01 7.0515e-02 3.6461e-01 1.7104e-02
1.1220e+01 1.1220e+01 1.9000e+01 4.8248e-01 3.9762e-01 3.8655e-01 2.6021e-01 3.9509e-01 1.9996e-01 3.3057e-01 8.9723e-02 3.7714e-01 5.1962e-02
1.2589e+01 1.2589e+01 1.8000e+01 4.0934e-01 3.2267e-01 3.2956e-01 3.1369e-02 3.7771e-01 2.3774e-01 3.2086e-01 5.3029e-02 3.7313e-01 4.8235e-02
1.2589e+01 1.2589e+01 1.8000e+01 8.7655e-01 5.1209e-01 7.9716e-01 3.7352e-01 7.0805e-01 2.0669e-01 6.5861e-01 2.5860e-03 4.8092e-01 4.5344e-02
1.2589e+01 1.2589e+01 1.8000e+01 4.1738e-01 2.7680e-01 3.5111e-01 4.5289e-02 3.8853e-01 2.0165e-01 3.3186e-01 1.6847e-02 3.8531e-01 4.1179e-02
1.2589e+01 1.2589e+01 1.8000e+01 5.9625e-01 5.9843e-01 5.3982e-01 4.9199e-01 3.4645e-01 2.1145e-01 3.4898e-01 3.6057e-02 3.5869e-01 4.9197e-02
1.2589e+01 1.2589e+01 1.8000e+01 4.3669e-01 2.4222e-01 3.8809e-01 5.8017e-03 3.8225e-01 1.8718e-01 3.3444e-01 2.9609e-02 3.9385e-01 3.7786e-02
1.2589e+01 1.2589e+01 1.8000e+01 4.7021e-01 3.4068e-01 3.8820e-01 9.6062e-02 4.0305e-01 2.3171e-01 3.2650e-01 7.6821e-02 3.9537e-01 5.0350e-02
1.2589e+01 1.2589e+01 1.8000e+01 5.5903e-01 4.3785e-01 5.1281e-01 3.7108e-01 3.7967e-01 1.2262e-01 3.3302e-01 8.1549e-02 4.1095e-01 5.2812e-02
1.2589e+01 1.2589e+01 1.8000e+01 4.7701e-01 3.3002e-01 3.8181e-01 2.5597e-01 3.8866e-01 1.3188e-01 3.2674e-01 1.0070e-01 3.9494e-01 3.8573e-02
1.2589e+01 1.2589e+01 1.8000e+01 3.9354e-01 2.5598e-01 3.2402e-01 2.2262e-02 3.6512e-01 1.9696e-01 3.2705e-01 4.0128e-02 3.8704e-01 3.4746e-02
1.2589e+01 1.2589e+01 1.8000e+01 4.8752e-01 3.9601e-01 4.2054e-01 3.5715e-01 3.5590e-01 1.4719e-01 3.1514e-01 4.2594e-02 3.9693e-01 3.1933e-02
1.4125e+01 1.4125e+01 1.7000e+01 2.5157e+00 5.0436e-01 2.1055e+00 3.6577e-01 1.8316e+00 2.4355e-01 1.8045e+00 5.0038e-03 5.2139e-01 3.9910e-02
1.4125e+01 1.4125e+01 1.7000e+01 3.9842e-01 2.8801e-01 3.4969e-01 9.1171e-02 3.4736e-01 2.4011e-01 3.2867e-01 6.5755e-02 3.6128e-01 5.3589e-02
1.4125e+01 1.4125e+01 1.7000e+01 6.1640e-01 6.1667e-01 5.6878e-01 4.3669e-01 3.9358e-01 2.8948e-01 3.3043e-01 1.5489e-01 3.8195e-01 6.3058e-02
1.4125e+01 1.4125e+01 1.7000e+01 4.5112e-01 3.8757e-01 3.7844e-01 2.4092e-01 3.5638e-01 2.5091e-01 3.4142e-01 4.3848e-02 3.6847e-01 2.8229e-02
1.4125e+01 1.4125e+01 1.7000e+01 6.3135e-01 5.4356e-01 5.4988e-01 4.6741e-01 3.8901e-01 2.2560e-01 3.3851e-01 5.5230e-02 4.0806e-01 5.2870e-02
1.4125e+01 1.4125e+01 1.7000e+01 5.1197e-01 3.8252e-01 4.6274e-01 2.3779e-01 4.1868e-01 1.9259e-01 3.6935e-01 1.3611e-01 4.4169e-01 2.5447e-02
1.4125e+01 1.4125e+01 1.7000e+01 7.7858e-01 7.2885e-01 7.1511e-01 5.9873e-01 4.2112e-01 3.4201e-01 3.2580e-01 1.6982e-01 4.2905e-01 6.2929e-02
1.4125e+01 1.4125e+01 1.7000e+01 4.3607e-01 3.0436e-01 3.3836e-01 4.3836e-02 3.6126e-01 1.6511e-01 3.1937e-01 2.1914e-03 3.8971e-01 4.5744e-02
1.4125e+01 1.4125e+01 1.7000e+01 6.0481e-01 5.5510e-01 5.2519e-01 3.9405e-01 3.6352e-01 2.7797e-01 3.5443e-01 1.6468e-01 3.7158e-01 6.6428e-02
1.4125e+01 1.4125e+01 1.7000e+01 5.5347e-01 5.2487e-01 5.2243e-01 4.7448e-01 3.5474e-01 1.7470e-01 3.4311e-01 1.1061e-01 3.8336e-01 2.3473e-02
1.5849e+01 1.5849e+01 1.6000e+01 4.2409e-01 3.4742e-01 3.6281e-01 1.9932e-01 3.7549e-01 2.3902e-01 3.1947e-01 1.1260e-01 3.7714e-01 5.9824e-02
1.5849e+01 1.5849e+01 1.6000e+01 4.6572e-01 4.8457e-01 4.2252e-01 2.3945e-01 3.5940e-01 2.4682e-01 3.3280e-01 3.4600e-02 3.8745e-01 7.1290e-02
1.5849e+01 1.5849e+01 1.6000e+01 6.6987e-01 6.6721e-01 6.1548e-01 5.0619e-01 3.9616e-01 4.1431e-01 3.5654e-01 6.2635e-02 3.8970e-01 8.1606e-02
1.5849e+01 1.5849e+01 1.6000e+01 4.2789e-01 3.0600e-01 3.5124e-01 2.9788e-02 4.0309e-01 2.0109e-01 3.5372e-01 4.4783e-03 4.2355e-01 4.3675e-02
1.5849e+01 1.5849e+01 1.6000e+01 9.1473e-01 7.8680e-01 8.8718e-01 7.1551e-01 4.5360e-01 2.1073e-01 4.0872e-01 1.4459e-01 4.2144e-01 4.8749e-02
1.5849e+01 1.5849e+01 1.6000e+01 4.0093e-01 3.3460e-01 3.2649e-01 2.8321e-03 3.8327e-01 2.3979e-01 3.4525e-01 4.5536e-02 4.0683e-01 3.3807e-02
1.5849e+01 1.5849e+01 1.6000e+01 9.5492e-01 7.6710e-01 8.9043e-01 6.6742e-01 4.9403e-01 2.2973e-01 3.7109e-01 7.5400e-02 4.3000e-01 4.8374e-02
1.5849e+01 1.5849e+01 1.6000e+01 5.8146e-01 3.9873e-01 5.2940e-01 3.4336e-01 3.8224e-01 1.8391e-01 3.6371e-01 5.8268e-02 3.8303e-01 2.7985e-02
1.5849e+01 1.5849e+01 1.6000e+01 4.5373e-01 2.4492e-01 4.0137e-01 2.5878e-02 3.7322e-01 1.7197e-01 4.0464e-01 2.0255e-02 3.7408e-01 3.0585e-02
1.5849e+01 1.5849e+01 1.6000e+01 5.8245e-01 4.2527e-01 4.9829e-01 1.6730e-02 4.1896e-01 2.4524e-01 3.1782e-01 1.4363e-01 4.2706e-01 7.0438e-02
1.7783e+01 1.7783e+01 1.5000e+01 2.6767e+00 9.0293e-01 2.5240e+00 7.4230e-01 1.9831e+00 3.5045e-01 1.9891e+00 5.7542e-02 5.6256e-01 7.6385e-02
1.7783e+01 1.7783e+01 1.5000e+01 6.8353e-01 5.8138e-01 6.3310e-01 4.5311e-01 4.0169e-01 2.4996e-01 3.6027e-01 2.0119e-02 4.4203e-01 4.9450e-02
1.7783e+01 1.7783e+01 1.5000e+01 5.9129e-01 5.8081e-01 5.5061e-01 4.8322e-01 3.9376e-01 2.2584e-01 3.3578e-01 3.1505e-02 3.8130e-01 3.0822e-02
1.7783e+01 1.7783e+01 1.5000e+01 4.7553e-01 3.8524e-01 4.4472e-01 2.0795e-01 4.1993e-01 2.1957e-01 3.5121e-01 8.4058e-02 4.3483e-01 7.5392e-02
1.7783e+01 1.7783e+01 1.5000e+01 1.1151e+00 6.0843e-01 1.0793e+00 4.6870e-01 4.1783e-01 3.5531e-01 4.0094e-01 4.7568e-02 4.1773e-01 6.6335e-02
1.7783e+01 1.7783e+01 1.5000e+01 5.8106e-01 5.5468e-01 5.7345e-01 4.3692e-01 4.1533e-01 1.3546e-01 3.8677e-01 5.6452e-03 3.9200e-01 4.4035e-02
1.7783e+01 1.7783e+01 1.5000e+01 5.3679e-01 5.2531e-01 4.4431e-01 2.5384e-01 4.7488e-01 3.4079e-01 3.9546e-01 5.8962e-03 4.4296e-01 5.7774e-02
1.7783e+01 1.7783e+01 1.5000e+01 6.3641e-01 6.3120e-01 5.8352e-01 4.5326e-01 3.7051e-01 2.4335e-01 3.3519e-01 2.8871e-02 3.7294e-01 5.6901e-02
1.7783e+01 1.7783e+01 1.5000e+01 5.3954e-01 5.4582e-01 4.4473e-01 3.4168e-01 3.9582e-01 2.5849e-01 3.4610e-01 5.5865e-02 3.9059e-01 5.7682e-02
1.7783e+01 1.7783e+01 1.5000e+01 4.9601e-01 4.5933e-01 3.9979e-01 3.2233e-01 3.7403e-01 2.3082e-01 3.1585e-01 1.1996e-02 3.8671e-01 5.2996e-02
1.9953e+01 1.9953e+01 1.4000e+01 7.4580e-01 5.9121e-01 6.4544e-01 4.6285e-01 4.0866e-01 2.4467e-01 3.6273e-01 2.3510e-02 4.2566e-01 4.2409e-02
1.9953e+01 1.9953e+01 1.4000e+01 1.4637e+00 4.1121e-01 1.4268e+00 1.7808e-01 1.3635e+00 2.3758e-01 1.3576e+00 1.0094e-02 4.2400e-01 2.2555e-02
1.9953e+01 1.9953e+01 1.4000e+01 4.0736e+00 3.6901e-01 4.0102e+00 4.3606e-02 3.9847e+00 2.9447e-01 3.9589e+00 3.7585e-02 4.6484e-01 7.6321e-03
